rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,lae,lw,dE,lE50,data
1,35,-13.869034,13.247991,0.012247,0.050000,-4.733235,4.600000,0.900000,-3.950619,1.367931,1.724885,0.830238,2.000000,thai
2,35,-16.091683,13.489584,0.012557,0.050000,-4.755708,4.600000,0.900000,-4.328734,0.786972,1.773172,0.902481,2.000000,thai
3,35,-13.966619,13.422772,0.012718,0.050000,-4.734961,4.600000,0.900000,-3.795749,0.905379,1.419480,0.499214,2.000000,thai
4,35,-13.772870,13.385643,0.012090,0.050000,-4.742789,4.600000,0.900000,-3.769831,1.296472,2.229302,6.448967,2.000000,thai
5,35,-15.404518,13.503365,0.012258,0.050000,-4.733159,4.600000,0.900000,-4.092166,1.051143,1.718787,0.540451,2.000000,thai
6,35,-14.869676,13.521557,0.012437,0.050000,-4.740466,4.600000,0.900000,-4.035220,0.956919,1.965933,1.965786,2.000000,thai
7,35,-13.256350,13.344618,0.011868,0.050000,-4.735932,4.600000,0.900000,-3.685720,1.087232,1.405647,0.618672,2.000000,thai
8,35,-15.214881,13.102017,0.012818,0.050000,-4.733499,4.600000,0.900000,-4.223258,1.087922,1.308444,0.219991,2.000000,thai
9,35,-12.920717,13.252394,0.011851,0.050000,-4.744484,4.600000,0.900000,-4.588554,1.286238,1.733511,0.262071,2.000000,thai
10,35,-18.131055,13.254250,0.013156,0.050000,-4.745748,4.600000,0.900000,-4.458203,1.173720,1.641351,0.357474,2.000000,thai
1,36,-5.049515,13.584247,0.012516,0.050000,-4.727081,4.600000,0.900000,-3.035212,1.021358,2.429830,0.100643,2.000000,thai
2,36,-8.040740,13.401937,0.012542,0.050000,-4.739550,4.600000,0.900000,-3.405322,1.332981,2.256456,0.070130,2.000000,thai
3,36,-6.936450,13.419568,0.011759,0.050000,-4.752902,4.600000,0.900000,-2.881518,0.951869,1.661436,0.080059,2.000000,thai
4,36,-4.277388,13.780822,0.012235,0.050000,-4.744008,4.600000,0.900000,-3.731782,1.329491,2.496079,0.091894,2.000000,thai
5,36,-4.431805,13.658018,0.012103,0.050000,-4.749559,4.600000,0.900000,-4.177274,1.121234,2.991806,0.062813,2.000000,thai
6,36,-2.489090,13.595134,0.011819,0.050000,-4.732187,4.600000,0.900000,-3.479818,0.904766,2.433535,0.066038,2.000000,thai
7,36,-6.085657,13.481390,0.012540,0.050000,-4.749029,4.600000,0.900000,-3.147087,1.098827,2.465406,0.138915,2.000000,thai
8,36,-7.807953,13.260158,0.012408,0.050000,-4.748044,4.600000,0.900000,-3.014783,1.238448,2.499296,0.110115,2.000000,thai
9,36,-3.576437,13.376319,0.012160,0.050000,-4.736378,4.600000,0.900000,-3.538488,0.828736,2.314907,0.064735,2.000000,thai
10,36,-7.523125,13.570142,0.012234,0.050000,-4.750341,4.600000,0.900000,-3.307610,1.448069,2.726761,0.086146,2.000000,thai
1,37,-10.877296,13.679118,0.012303,0.050000,-4.740239,4.600000,0.900000,-4.488322,1.094946,2.044241,0.445169,2.000000,thai
2,37,-11.911091,13.104349,0.012385,0.050000,-4.728560,4.600000,0.900000,-3.671349,1.069068,1.667885,1.410034,2.000000,thai
3,37,-10.063222,13.686655,0.012501,0.050000,-4.731616,4.600000,0.900000,-3.829298,1.133798,0.882147,0.204298,2.000000,thai
4,37,-9.622109,13.445918,0.011898,0.050000,-4.727101,4.600000,0.900000,-4.387137,1.082354,2.085157,0.850189,2.000000,thai
5,37,-8.289714,13.537650,0.011949,0.050000,-4.725876,4.600000,0.900000,-4.198388,1.067254,1.921307,0.808532,2.000000,thai
6,37,-10.259140,13.531307,0.011769,0.050000,-4.753005,4.600000,0.900000,-4.031364,1.217873,1.528440,0.470235,2.000000,thai
7,37,-9.944072,13.223560,0.011860,0.050000,-4.725178,4.600000,0.900000,-4.125444,1.165425,1.623085,0.516534,2.000000,thai
8,37,-11.296219,13.283680,0.012688,0.050000,-4.739371,4.600000,0.900000,-4.558924,0.928879,2.305030,0.765453,2.000000,thai
9,37,-10.835346,13.276474,0.011971,0.050000,-4.741068,4.600000,0.900000,-4.370095,1.323229,1.680831,0.298542,2.000000,thai
10,37,-9.756313,13.802711,0.012190,0.050000,-4.737699,4.600000,0.900000,-4.646583,0.995234,2.454819,1.450703,2.000000,thai
1,38,-10.938855,13.400668,0.012671,0.050000,-4.733289,4.600000,0.900000,-4.130347,0.910069,1.856888,0.073865,2.000000,thai
2,38,-14.254396,13.488755,0.013043,0.050000,-4.750163,4.600000,0.900000,-3.541751,0.903887,1.118078,0.075282,2.000000,thai
3,38,-9.280277,13.570760,0.012320,0.050000,-4.728815,4.600000,0.900000,-3.456728,0.995803,0.979941,0.098760,2.000000,thai
4,38,-11.096497,13.465117,0.012694,0.050000,-4.725850,4.600000,0.900000,-3.945486,1.156125,1.178663,0.086395,2.000000,thai
5,38,-11.840062,13.406678,0.012849,0.050000,-4.735724,4.600000,0.900000,-3.552109,1.026925,1.070252,0.116828,2.000000,thai
6,38,-12.378246,13.432199,0.012562,0.050000,-4.732399,4.600000,0.900000,-3.130514,1.114123,0.676675,0.078818,2.000000,thai
7,38,-10.142153,13.472486,0.011951,0.050000,-4.742058,4.600000,0.900000,-3.977173,1.013768,1.067910,0.191740,2.000000,thai
8,38,-9.965097,13.372210,0.012203,0.050000,-4.742336,4.600000,0.900000,-4.468182,1.033405,1.763674,0.072339,2.000000,thai
9,38,-10.305241,13.414866,0.012125,0.050000,-4.739299,4.600000,0.900000,-3.793755,1.096183,1.239318,0.092712,2.000000,thai
10,38,-10.844759,13.605240,0.012174,0.050000,-4.735770,4.600000,0.900000,-4.153282,0.951576,1.081375,0.220498,2.000000,thai
1,39,-17.245664,13.140656,0.011930,0.050000,-4.738593,4.600000,0.900000,-2.599550,1.094868,0.586576,0.072888,2.000000,thai
2,39,-13.478571,13.548840,0.011893,0.050000,-4.734009,4.600000,0.900000,-2.562615,0.970234,0.702466,0.054870,2.000000,thai
3,39,-18.759531,13.225653,0.012680,0.050000,-4.730393,4.600000,0.900000,-2.574768,0.947621,0.186058,0.062013,2.000000,thai
4,39,-16.447140,13.496198,0.011925,0.050000,-4.751585,4.600000,0.900000,-2.875530,1.259810,0.784166,0.057709,2.000000,thai
5,39,-11.301058,13.425912,0.012619,0.050000,-4.756697,4.600000,0.900000,-3.018375,1.258728,1.414519,0.111817,2.000000,thai
6,39,-6.038158,13.511309,0.012472,0.050000,-4.731723,4.600000,0.900000,-3.728912,0.981966,0.758256,0.135592,2.000000,thai
7,39,-11.073213,13.277343,0.012092,0.050000,-4.735695,4.600000,0.900000,-3.118523,1.307860,1.089514,0.055769,2.000000,thai
8,39,-10.501579,13.031609,0.012040,0.050000,-4.737480,4.600000,0.900000,-3.087128,1.306771,1.026674,0.062008,2.000000,thai
9,39,-15.163307,13.418266,0.012199,0.050000,-4.751098,4.600000,0.900000,-2.849376,1.422537,0.940164,0.109649,2.000000,thai
10,39,-11.224876,13.742775,0.012371,0.050000,-4.743482,4.600000,0.900000,-2.926281,1.176696,0.997509,0.061820,2.000000,thai
1,40,-12.611672,13.506092,0.011696,0.050000,-4.738095,4.600000,0.900000,-3.884373,1.108908,1.946504,0.790842,2.000000,thai
2,40,-12.205136,13.499746,0.012370,0.050000,-4.749073,4.600000,0.900000,-3.631788,1.152422,1.655297,1.032211,2.000000,thai
3,40,-13.930736,12.914823,0.012781,0.050000,-4.732137,4.600000,0.900000,-4.009370,0.751180,1.711333,0.827077,2.000000,thai
4,40,-14.525916,13.337082,0.012456,0.050000,-4.743929,4.600000,0.900000,-3.401065,1.016655,1.495616,1.043158,2.000000,thai
5,40,-13.047693,13.239282,0.012472,0.050000,-4.730459,4.600000,0.900000,-3.562150,1.016651,1.276318,0.640081,2.000000,thai
6,40,-12.277880,13.822403,0.012496,0.050000,-4.735468,4.600000,0.900000,-3.863768,0.856534,1.829958,1.993783,2.000000,thai
7,40,-15.453059,13.299098,0.013189,0.050000,-4.742999,4.600000,0.900000,-3.780368,1.045846,1.640489,0.689649,2.000000,thai
8,40,-15.867532,13.320395,0.012501,0.050000,-4.751756,4.600000,0.900000,-3.407754,1.031672,1.580716,1.225926,2.000000,thai
9,40,-13.012903,13.412014,0.012446,0.050000,-4.735321,4.600000,0.900000,-4.105879,1.341206,1.735238,0.430879,2.000000,thai
10,40,-11.196841,13.189454,0.012078,0.050000,-4.739536,4.600000,0.900000,-3.922196,1.048211,2.159031,2.270990,2.000000,thai
1,41,-8.758591,13.399215,0.011989,0.050000,-4.733948,4.600000,0.900000,-3.743118,0.884928,0.619340,0.337613,2.000000,thai
2,41,-7.978152,13.270004,0.012130,0.050000,-4.728735,4.600000,0.900000,-4.129788,1.089125,1.275246,0.128950,2.000000,thai
3,41,-7.209952,13.508582,0.012160,0.050000,-4.748812,4.600000,0.900000,-4.339558,1.033856,1.195110,0.191477,2.000000,thai
4,41,-6.511243,13.517894,0.011577,0.050000,-4.726340,4.600000,0.900000,-4.482778,0.967485,1.379794,0.153865,2.000000,thai
5,41,-8.855156,13.512560,0.012382,0.050000,-4.742957,4.600000,0.900000,-4.150058,0.994378,1.240233,0.187535,2.000000,thai
6,41,-8.325038,13.207488,0.012402,0.050000,-4.729247,4.600000,0.900000,-4.636387,1.065193,1.862526,0.133593,2.000000,thai
7,41,-9.765632,13.324960,0.011942,0.050000,-4.743990,4.600000,0.900000,-3.964548,1.002329,0.770640,0.416092,2.000000,thai
8,41,-8.735729,13.493719,0.012755,0.050000,-4.732649,4.600000,0.900000,-3.819847,0.805985,0.956714,0.641275,2.000000,thai
9,41,-7.685934,13.424915,0.012335,0.050000,-4.725598,4.600000,0.900000,-3.798527,1.307607,1.239699,0.081709,2.000000,thai
10,41,-8.302626,13.457310,0.012476,0.050000,-4.737724,4.600000,0.900000,-3.408376,0.769105,1.592591,0.131968,2.000000,thai
1,42,-7.909114,13.600388,0.012247,0.050000,-4.729499,4.600000,0.900000,-3.739948,1.080720,0.915552,0.398248,2.000000,thai
2,42,-9.087075,13.469832,0.012171,0.050000,-4.739050,4.600000,0.900000,-3.654949,1.054332,0.921787,0.283977,2.000000,thai
3,42,-9.948900,13.761745,0.012517,0.050000,-4.740979,4.600000,0.900000,-4.409510,1.042754,1.584050,0.272318,2.000000,thai
4,42,-8.454101,13.497101,0.012969,0.050000,-4.735540,4.600000,0.900000,-4.324838,1.166860,1.275767,0.204229,2.000000,thai
5,42,-9.340920,13.212262,0.012395,0.050000,-4.728754,4.600000,0.900000,-4.192205,1.077363,1.220486,0.208658,2.000000,thai
6,42,-9.544739,13.694892,0.012493,0.050000,-4.740015,4.600000,0.900000,-4.075783,0.556649,1.101528,0.234374,2.000000,thai
7,42,-8.272877,13.720162,0.012270,0.050000,-4.734950,4.600000,0.900000,-3.568256,1.174869,0.636668,0.240015,2.000000,thai
8,42,-7.907487,13.390156,0.012206,0.050000,-4.737481,4.600000,0.900000,-4.992799,0.963791,2.321249,0.427820,2.000000,thai
9,42,-9.280391,13.555996,0.012580,0.050000,-4.728621,4.600000,0.900000,-4.422276,1.107563,1.733034,0.778987,2.000000,thai
10,42,-7.466640,13.730291,0.013009,0.050000,-4.738938,4.600000,0.900000,-4.383507,0.727816,1.411301,0.290968,2.000000,thai
1,43,-7.616705,13.714391,0.012448,0.050000,-4.736050,4.600000,0.900000,-4.681362,1.163124,2.153573,0.360832,2.000000,thai
2,43,-11.477066,13.524994,0.013203,0.050000,-4.740122,4.600000,0.900000,-4.021247,1.087715,2.107279,0.413543,2.000000,thai
3,43,-9.300291,13.389242,0.012222,0.050000,-4.745396,4.600000,0.900000,-3.732392,1.373210,1.251516,0.204917,2.000000,thai
4,43,-7.857280,13.517575,0.012585,0.050000,-4.735548,4.600000,0.900000,-3.559605,1.219899,2.008334,0.877858,2.000000,thai
5,43,-6.016728,13.524732,0.012117,0.050000,-4.733196,4.600000,0.900000,-4.581554,0.792022,2.072073,0.392980,2.000000,thai
6,43,-9.449320,13.680558,0.012360,0.050000,-4.745381,4.600000,0.900000,-3.924505,1.188167,1.939243,1.231329,2.000000,thai
7,43,-5.723630,13.617901,0.011849,0.050000,-4.737656,4.600000,0.900000,-3.604043,0.818320,1.313478,0.580399,2.000000,thai
8,43,-9.140351,13.212372,0.012390,0.050000,-4.731725,4.600000,0.900000,-3.161153,0.973973,1.313231,0.651697,2.000000,thai
9,43,-11.604947,12.848003,0.012737,0.050000,-4.755680,4.600000,0.900000,-3.053670,1.164044,1.396409,1.165633,2.000000,thai
10,43,-9.109667,13.428911,0.012323,0.050000,-4.747121,4.600000,0.900000,-3.481146,1.041067,1.319012,0.387173,2.000000,thai
1,44,-17.476015,13.567109,0.012603,0.050000,-4.738316,4.600000,0.900000,-4.191141,0.900044,1.324193,0.731931,2.000000,thai
2,44,-18.522278,13.317520,0.011767,0.050000,-4.728561,4.600000,0.900000,-4.980171,1.042169,1.987476,0.574873,2.000000,thai
3,44,-13.087322,13.551017,0.012556,0.050000,-4.733388,4.600000,0.900000,-4.009265,1.162593,2.163679,0.073014,2.000000,thai
4,44,-15.040081,13.129551,0.012330,0.050000,-4.753939,4.600000,0.900000,-4.068444,1.301458,2.218644,0.085084,2.000000,thai
5,44,-12.676635,13.564088,0.012538,0.050000,-4.736133,4.600000,0.900000,-3.877021,1.072820,2.273786,0.084610,2.000000,thai
6,44,-13.900618,13.437133,0.012476,0.050000,-4.726659,4.600000,0.900000,-3.700784,1.112713,1.960578,0.076019,2.000000,thai
7,44,-12.373229,13.198659,0.012054,0.050000,-4.728296,4.600000,0.900000,-4.066317,0.680532,1.875890,0.084273,2.000000,thai
8,44,-12.652906,13.672202,0.012828,0.050000,-4.736728,4.600000,0.900000,-4.500669,0.959632,2.180991,0.086369,2.000000,thai
9,44,-9.934385,13.709808,0.011855,0.050000,-4.742025,4.600000,0.900000,-3.722330,1.114026,2.368815,0.131372,2.000000,thai
10,44,-14.055416,13.303201,0.011867,0.050000,-4.746522,4.600000,0.900000,-3.052845,1.061561,1.319280,0.093592,2.000000,thai
1,45,-7.270467,13.198045,0.012362,0.050000,-4.743105,4.600000,0.900000,-3.562973,0.945302,0.903831,0.062733,2.000000,thai
2,45,-6.474596,13.545437,0.012399,0.050000,-4.747388,4.600000,0.900000,-3.599073,1.223660,1.837908,0.044754,2.000000,thai
3,45,-6.824065,13.156383,0.012078,0.050000,-4.753888,4.600000,0.900000,-4.029995,1.051164,1.786555,0.042071,2.000000,thai
4,45,-9.085347,13.524110,0.013008,0.050000,-4.750811,4.600000,0.900000,-4.553188,1.147141,1.908882,0.044809,2.000000,thai
5,45,-7.087287,13.223542,0.012338,0.050000,-4.739225,4.600000,0.900000,-4.093329,1.072605,1.535957,0.054781,2.000000,thai
6,45,-7.978898,13.230677,0.012419,0.050000,-4.742341,4.600000,0.900000,-3.893736,1.052743,1.339839,0.051367,2.000000,thai
7,45,-7.752866,13.270815,0.012508,0.050000,-4.731986,4.600000,0.900000,-3.419310,1.024373,1.180759,0.051151,2.000000,thai
8,45,-7.804397,13.352129,0.012501,0.050000,-4.738695,4.600000,0.900000,-3.920029,1.115038,1.853898,0.048186,2.000000,thai
9,45,-7.811940,13.408994,0.012644,0.050000,-4.741254,4.600000,0.900000,-3.641948,1.038178,1.015999,0.063645,2.000000,thai
10,45,-6.667973,13.365450,0.012338,0.050000,-4.741397,4.600000,0.900000,-4.072563,1.105729,1.601587,0.065333,2.000000,thai
1,46,-8.661673,13.832393,0.011658,0.050000,-4.724072,4.600000,0.900000,-3.283902,0.930133,1.711387,0.447165,2.000000,thai
2,46,-16.941361,13.377353,0.012899,0.050000,-4.750422,4.600000,0.900000,-4.624578,0.917162,1.930651,0.619959,2.000000,thai
3,46,-13.847812,13.392333,0.012518,0.050000,-4.735648,4.600000,0.900000,-3.263891,0.884851,1.552206,0.148786,2.000000,thai
4,46,-11.752108,13.649270,0.012458,0.050000,-4.734730,4.600000,0.900000,-3.736490,0.961744,1.838458,0.235305,2.000000,thai
5,46,-13.652232,12.932510,0.012426,0.050000,-4.728586,4.600000,0.900000,-3.574471,1.045979,1.637228,0.050959,2.000000,thai
6,46,-12.913671,13.196703,0.012047,0.050000,-4.748612,4.600000,0.900000,-4.201470,1.301000,2.101747,0.254775,2.000000,thai
7,46,-11.106011,13.244283,0.012363,0.050000,-4.741295,4.600000,0.900000,-3.483640,1.028049,1.370104,3.126248,2.000000,thai
8,46,-10.853670,13.373484,0.011928,0.050000,-4.736967,4.600000,0.900000,-4.582759,1.320990,1.397356,0.287667,2.000000,thai
9,46,-9.757318,13.357104,0.012373,0.050000,-4.713118,4.600000,0.900000,-4.237058,0.929077,1.794981,0.114336,2.000000,thai
10,46,-13.594753,13.203105,0.012485,0.050000,-4.742874,4.600000,0.900000,-4.881711,1.199098,1.835840,0.238086,2.000000,thai
1,47,-10.719244,13.531555,0.012789,0.050000,-4.753012,4.600000,0.900000,-4.021958,1.116012,1.434732,0.105864,2.000000,thai
2,47,-8.403886,13.258138,0.012385,0.050000,-4.745073,4.600000,0.900000,-3.956841,0.899696,1.878476,0.099242,2.000000,thai
3,47,-7.141586,13.571300,0.012233,0.050000,-4.732327,4.600000,0.900000,-3.738601,1.005489,1.940313,0.096143,2.000000,thai
4,47,-9.576983,13.276424,0.012867,0.050000,-4.720888,4.600000,0.900000,-3.241988,1.087134,1.244140,0.055372,2.000000,thai
5,47,-7.905684,13.336211,0.012770,0.050000,-4.734565,4.600000,0.900000,-4.311482,0.803789,2.567954,0.076429,2.000000,thai
6,47,-7.904522,13.400819,0.012556,0.050000,-4.730118,4.600000,0.900000,-4.229843,1.088941,1.184853,0.173223,2.000000,thai
7,47,-10.460057,13.129163,0.012704,0.050000,-4.749328,4.600000,0.900000,-4.223270,1.083438,1.895961,0.057312,2.000000,thai
8,47,-8.218210,13.305742,0.012172,0.050000,-4.732699,4.600000,0.900000,-3.580234,1.101934,0.783081,0.150754,2.000000,thai
9,47,-8.408693,13.319466,0.012231,0.050000,-4.749775,4.600000,0.900000,-4.149079,1.114294,2.589679,0.090696,2.000000,thai
10,47,-6.438932,13.083008,0.011702,0.050000,-4.746567,4.600000,0.900000,-3.811973,1.099741,1.106837,0.130045,2.000000,thai
1,48,-9.246753,13.263627,0.012732,0.050000,-4.731206,4.600000,0.900000,-4.558078,1.059749,1.694432,0.197600,2.000000,thai
2,48,-9.763048,13.295338,0.012855,0.050000,-4.751893,4.600000,0.900000,-4.395308,1.101726,1.566711,1.012575,2.000000,thai
3,48,-8.730142,13.299631,0.012223,0.050000,-4.747687,4.600000,0.900000,-3.912686,0.988534,1.250355,0.232078,2.000000,thai
4,48,-6.876463,13.297915,0.012590,0.050000,-4.733134,4.600000,0.900000,-3.620083,1.079416,0.823504,0.175221,2.000000,thai
5,48,-9.098536,13.766189,0.013068,0.050000,-4.731874,4.600000,0.900000,-3.291739,1.114942,0.446304,0.500916,2.000000,thai
6,48,-12.448493,13.222161,0.012797,0.050000,-4.744236,4.600000,0.900000,-3.862312,0.814541,0.988111,0.180317,2.000000,thai
7,48,-8.436303,13.249094,0.012717,0.050000,-4.745455,4.600000,0.900000,-4.823305,1.031932,2.177341,0.232827,2.000000,thai
8,48,-7.906658,13.130965,0.012580,0.050000,-4.732892,4.600000,0.900000,-4.330326,0.971396,1.623500,0.098393,2.000000,thai
9,48,-9.972465,13.473856,0.013111,0.050000,-4.744601,4.600000,0.900000,-3.726908,1.062645,0.843119,0.130648,2.000000,thai
10,48,-9.761581,13.885267,0.012778,0.050000,-4.754495,4.600000,0.900000,-3.417041,1.070390,1.488328,0.923894,2.000000,thai
1,49,-1.885969,13.441931,0.012022,0.050000,-4.744715,4.600000,0.900000,-3.892278,0.998565,2.364656,0.034956,2.000000,thai
2,49,-1.373734,13.563702,0.011849,0.050000,-4.733210,4.600000,0.900000,-3.707340,0.958587,2.071884,0.038263,2.000000,thai
3,49,-4.370468,13.425986,0.012766,0.050000,-4.749716,4.600000,0.900000,-3.788016,1.245698,2.719493,0.038709,2.000000,thai
4,49,-2.389278,13.477237,0.012250,0.050000,-4.735538,4.600000,0.900000,-4.199512,1.071655,2.542878,0.034707,2.000000,thai
5,49,-2.830123,13.318704,0.012490,0.050000,-4.742439,4.600000,0.900000,-3.753847,1.119540,2.476285,0.038558,2.000000,thai
6,49,-2.856929,13.794712,0.013211,0.050000,-4.739743,4.600000,0.900000,-3.944299,0.986314,2.621106,0.039265,2.000000,thai
7,49,-2.339920,13.597014,0.012044,0.050000,-4.733375,4.600000,0.900000,-4.810988,1.288545,2.752602,0.040991,2.000000,thai
8,49,-3.642597,13.752279,0.012433,0.050000,-4.758794,4.600000,0.900000,-4.451503,0.916481,2.584639,0.043584,2.000000,thai
9,49,-3.675030,13.091317,0.012644,0.050000,-4.730976,4.600000,0.900000,-4.040916,1.015005,2.415551,0.035340,2.000000,thai
10,49,-4.634313,13.229092,0.013044,0.050000,-4.730465,4.600000,0.900000,-4.403975,0.832774,2.968754,0.038834,2.000000,thai
1,50,-5.310689,13.644270,0.011697,0.050000,-4.736185,4.600000,0.900000,-4.327180,0.981548,2.100824,0.155209,2.000000,thai
2,50,-6.712536,13.288928,0.012149,0.050000,-4.745630,4.600000,0.900000,-4.106333,1.116304,1.542717,0.353830,2.000000,thai
3,50,-6.885323,13.402375,0.012207,0.050000,-4.732142,4.600000,0.900000,-3.092982,1.108711,2.046562,0.628693,2.000000,thai
4,50,-6.372611,13.317260,0.011818,0.050000,-4.729824,4.600000,0.900000,-3.466039,0.881561,1.334137,0.187650,2.000000,thai
5,50,-6.244287,13.446851,0.011770,0.050000,-4.743403,4.600000,0.900000,-3.828280,1.133228,2.346152,0.524044,2.000000,thai
6,50,-7.271504,13.494835,0.012232,0.050000,-4.745246,4.600000,0.900000,-4.233983,1.018451,1.547230,0.268673,2.000000,thai
7,50,-7.097717,13.177684,0.012494,0.050000,-4.728264,4.600000,0.900000,-3.497011,0.890845,1.928232,0.604455,2.000000,thai
8,50,-6.095922,13.606093,0.011494,0.050000,-4.751685,4.600000,0.900000,-3.981745,1.055818,2.635273,0.161492,2.000000,thai
9,50,-6.396553,13.584865,0.012588,0.050000,-4.729125,4.600000,0.900000,-3.702586,1.152484,1.080993,0.253847,2.000000,thai
10,50,-7.874999,13.253684,0.012136,0.050000,-4.751023,4.600000,0.900000,-4.030320,1.114960,1.591383,0.325617,2.000000,thai
1,51,-10.933211,13.368755,0.012905,0.050000,-4.747830,4.600000,0.900000,-4.322432,1.014412,1.630299,0.076325,2.000000,thai
2,51,-10.213366,13.339765,0.012429,0.050000,-4.747293,4.600000,0.900000,-4.310229,1.196040,1.143817,0.123515,2.000000,thai
3,51,-9.439088,13.421866,0.012328,0.050000,-4.738134,4.600000,0.900000,-4.028836,0.799888,0.994686,0.156251,2.000000,thai
4,51,-9.802198,13.306008,0.012650,0.050000,-4.744528,4.600000,0.900000,-3.636695,1.021894,0.865673,0.086633,2.000000,thai
5,51,-9.899911,13.764933,0.012478,0.050000,-4.729255,4.600000,0.900000,-4.458082,1.154416,1.308585,0.100451,2.000000,thai
6,51,-8.703315,13.671814,0.012077,0.050000,-4.740213,4.600000,0.900000,-4.441866,1.026990,1.597988,0.826963,2.000000,thai
7,51,-11.913928,13.104722,0.012856,0.050000,-4.740963,4.600000,0.900000,-3.520367,1.185797,1.094361,0.044403,2.000000,thai
8,51,-10.582932,13.408571,0.012174,0.050000,-4.739614,4.600000,0.900000,-3.763441,0.863673,0.525988,0.149544,2.000000,thai
9,51,-9.822767,13.232691,0.012246,0.050000,-4.737573,4.600000,0.900000,-3.397082,1.040998,0.620105,0.105619,2.000000,thai
10,51,-11.862342,13.397201,0.012488,0.050000,-4.739667,4.600000,0.900000,-4.461206,1.258144,1.342606,0.289723,2.000000,thai
1,1,-11.594306,13.506712,0.012746,0.050000,-4.738776,4.600000,0.900000,-4.822288,0.992795,1.447379,0.797875,2.000000,africa
2,1,-11.859824,13.377276,0.012767,0.050000,-4.753058,4.600000,0.900000,-5.020269,0.946993,1.934853,0.120752,2.000000,africa
3,1,-10.123271,13.448182,0.012825,0.050000,-4.733208,4.600000,0.900000,-5.061350,0.961969,2.316451,0.777813,2.000000,africa
4,1,-8.791157,13.372796,0.011966,0.050000,-4.735328,4.600000,0.900000,-5.130138,0.717583,1.964625,0.304478,2.000000,africa
5,1,-12.513059,13.084957,0.012741,0.050000,-4.738052,4.600000,0.900000,-5.157561,0.973331,2.001570,0.414998,2.000000,africa
6,1,-11.475918,13.114343,0.012552,0.050000,-4.744087,4.600000,0.900000,-4.715889,1.121333,1.502026,0.162503,2.000000,africa
7,1,-8.603824,13.317038,0.012051,0.050000,-4.734353,4.600000,0.900000,-4.407983,0.738754,1.526325,0.371144,2.000000,africa
8,1,-12.226623,13.220969,0.012173,0.050000,-4.750651,4.600000,0.900000,-4.315305,0.947151,1.127754,0.169361,2.000000,africa
9,1,-9.530252,13.511401,0.012101,0.050000,-4.740535,4.600000,0.900000,-3.916806,0.939457,1.121219,1.079388,2.000000,africa
10,1,-12.489682,13.134793,0.012505,0.050000,-4.758426,4.600000,0.900000,-4.298064,1.110952,1.114515,0.176965,2.000000,africa
1,2,-8.127288,13.122449,0.012196,0.050000,-4.729056,4.600000,0.900000,-3.538327,1.006121,1.301018,0.074884,2.000000,africa
2,2,-10.273320,13.356818,0.012885,0.050000,-4.734654,4.600000,0.900000,-4.335292,1.016608,0.679798,0.300710,2.000000,africa
3,2,-10.322136,13.437412,0.012549,0.050000,-4.748970,4.600000,0.900000,-4.498249,1.344940,1.257257,0.360811,2.000000,africa
4,2,-8.217997,13.295351,0.012138,0.050000,-4.738572,4.600000,0.900000,-4.020672,1.116357,1.593562,0.134773,2.000000,africa
5,2,-7.196903,13.460336,0.012113,0.050000,-4.737186,4.600000,0.900000,-3.968722,0.984790,1.603779,0.093283,2.000000,africa
6,2,-7.284628,13.477538,0.012037,0.050000,-4.740927,4.600000,0.900000,-4.107147,1.124801,1.807394,0.074716,2.000000,africa
7,2,-7.255302,13.541941,0.011894,0.050000,-4.745390,4.600000,0.900000,-3.830831,1.154020,1.591125,0.071626,2.000000,africa
8,2,-9.795700,13.141719,0.012347,0.050000,-4.742798,4.600000,0.900000,-4.151744,1.043952,1.034540,0.143618,2.000000,africa
9,2,-10.126215,13.288687,0.013345,0.050000,-4.738861,4.600000,0.900000,-3.461093,0.759348,1.092882,0.123639,2.000000,africa
10,2,-10.058521,13.314918,0.012364,0.050000,-4.745432,4.600000,0.900000,-4.495400,0.939759,1.479379,0.363345,2.000000,africa
1,3,-10.188169,13.150716,0.012605,0.050000,-4.735131,4.600000,0.900000,-3.988773,1.375360,1.031329,0.322211,2.000000,africa
2,3,-10.226710,13.079901,0.012230,0.050000,-4.743804,4.600000,0.900000,-3.582878,0.772734,0.625171,0.314085,2.000000,africa
3,3,-11.580495,13.300021,0.012915,0.050000,-4.737819,4.600000,0.900000,-3.800905,0.925885,1.070446,0.824307,2.000000,africa
4,3,-8.322813,13.490788,0.012509,0.050000,-4.733888,4.600000,0.900000,-3.933708,0.968713,1.289572,1.106795,2.000000,africa
5,3,-8.046468,13.490059,0.012215,0.050000,-4.736314,4.600000,0.900000,-3.969832,1.283628,0.918397,0.319161,2.000000,africa
6,3,-11.335257,13.520156,0.012520,0.050000,-4.748498,4.600000,0.900000,-3.472281,1.139189,0.867180,0.211861,2.000000,africa
7,3,-8.077505,13.618717,0.012065,0.050000,-4.752342,4.600000,0.900000,-4.221787,1.189607,1.007464,0.251854,2.000000,africa
8,3,-9.785893,13.510683,0.012321,0.050000,-4.747261,4.600000,0.900000,-4.244930,1.122603,1.380166,0.211869,2.000000,africa
9,3,-10.778366,13.790425,0.012695,0.050000,-4.745872,4.600000,0.900000,-4.536424,0.810124,1.726764,0.332925,2.000000,africa
