rep,id,eta_initT,eta_aS,eta_dS,eta_tau,eta_lBt0,eta_lp,eta_dI,eta_lk,eta_lae,eta_lw,eta_dE,eta_lE50,data
8,22,-6.264713,0.020528,-0.002310,0.000000,0.002342,0.000000,0.000000,-0.299950,0.044445,0.496154,-0.916313,0.000000,africa
9,22,-3.387053,0.007708,-0.035332,0.000000,0.009295,0.000000,0.000000,0.430569,0.061558,-0.121931,-0.835598,0.000000,africa
10,22,-5.959470,-0.018307,-0.020381,0.000000,-0.009004,0.000000,0.000000,-0.384390,0.103598,0.849146,-0.920921,0.000000,africa
1,23,-0.356150,-0.000852,0.023598,0.000000,0.007526,0.000000,0.000000,-0.616360,0.026145,-0.704725,-0.912515,0.000000,africa
2,23,-0.045795,0.010103,-0.047108,0.000000,-0.009545,0.000000,0.000000,-0.739923,-0.271323,-0.411473,1.480507,0.000000,africa
3,23,-0.173770,-0.007948,-0.020274,0.000000,0.004385,0.000000,0.000000,-0.763079,0.058328,-0.592517,0.593501,0.000000,africa
4,23,-0.566019,0.012526,0.029321,0.000000,-0.001424,0.000000,0.000000,-0.705158,0.312156,-0.326630,1.806705,0.000000,africa
5,23,-2.775159,0.009790,0.031059,0.000000,-0.001178,0.000000,0.000000,-0.641994,0.197950,-0.713827,1.147620,0.000000,africa
6,23,-4.517382,0.007877,0.009798,0.000000,-0.001336,0.000000,0.000000,-0.007339,0.340583,-0.269185,3.781279,0.000000,africa
7,23,0.662340,-0.011738,-0.044605,0.000000,0.011411,0.000000,0.000000,-0.157269,-0.225594,-0.946054,0.347048,0.000000,africa
8,23,1.084763,-0.009214,-0.063311,0.000000,-0.004920,0.000000,0.000000,-0.375091,0.050847,-0.201730,2.217327,0.000000,africa
9,23,-3.074378,-0.020761,0.017315,0.000000,0.001344,0.000000,0.000000,0.048877,0.223465,-1.481058,-0.710347,0.000000,africa
10,23,-1.871452,-0.018711,-0.033832,0.000000,-0.004787,0.000000,0.000000,-1.462411,-0.170474,0.455950,1.451924,0.000000,africa
1,24,0.102959,0.015222,0.015491,0.000000,-0.005136,0.000000,0.000000,-0.749715,-0.193823,0.084231,0.414794,0.000000,africa
2,24,0.168608,0.019191,0.007817,0.000000,0.007111,0.000000,0.000000,-0.321945,0.036415,0.572227,3.673591,0.000000,africa
3,24,-0.002879,0.007609,-0.016862,0.000000,0.004456,0.000000,0.000000,0.363848,-0.047031,-0.922537,0.146868,0.000000,africa
4,24,-0.722860,0.002360,0.033493,0.000000,0.019590,0.000000,0.000000,-0.304720,0.342600,-0.212560,1.223104,0.000000,africa
5,24,1.390720,0.009744,-0.020908,0.000000,0.004106,0.000000,0.000000,0.399207,0.070567,-0.866378,0.745172,0.000000,africa
6,24,-3.080196,0.003845,0.025557,0.000000,-0.007515,0.000000,0.000000,-0.301072,0.140478,-0.386159,0.242721,0.000000,africa
7,24,-0.349556,-0.011425,0.035242,0.000000,-0.004294,0.000000,0.000000,-0.699128,0.073330,-0.042927,-0.584810,0.000000,africa
8,24,1.586277,0.017743,0.016849,0.000000,0.000822,0.000000,0.000000,-0.750182,0.028235,-0.166759,-0.148376,0.000000,africa
9,24,2.928003,0.011126,0.004479,0.000000,0.017907,0.000000,0.000000,-0.480947,0.069689,-0.094817,0.117660,0.000000,africa
10,24,0.443772,0.015424,0.013367,0.000000,0.003206,0.000000,0.000000,-0.506575,0.069959,0.245916,1.656133,0.000000,africa
1,25,-0.705419,0.008518,0.006835,0.000000,-0.008513,0.000000,0.000000,-0.291268,-0.066376,0.756258,-1.500299,0.000000,africa
2,25,-0.536526,0.000601,-0.007580,0.000000,-0.012656,0.000000,0.000000,0.993521,-0.061771,0.317380,-1.144000,0.000000,africa
3,25,-3.995179,0.000960,0.053492,0.000000,0.002165,0.000000,0.000000,1.208062,-0.399606,0.132281,-1.277666,0.000000,africa
4,25,-0.001339,-0.018118,0.014210,0.000000,-0.002712,0.000000,0.000000,0.289266,-0.064198,0.302611,-1.465681,0.000000,africa
5,25,-4.210069,0.017310,-0.040446,0.000000,0.001941,0.000000,0.000000,1.218929,0.023548,0.312286,-1.175798,0.000000,africa
6,25,-6.191942,-0.020666,-0.056391,0.000000,-0.006723,0.000000,0.000000,1.039059,0.008645,0.138718,-1.447564,0.000000,africa
7,25,-2.200101,-0.013616,-0.051282,0.000000,0.006068,0.000000,0.000000,0.816397,0.021334,-0.303663,-1.640163,0.000000,africa
8,25,-3.001526,0.007240,0.002466,0.000000,0.004152,0.000000,0.000000,0.770064,-0.017832,-0.166271,-1.566651,0.000000,africa
9,25,-1.921021,-0.001103,0.052679,0.000000,0.003997,0.000000,0.000000,0.303064,0.137810,0.134190,-1.358230,0.000000,africa
10,25,0.255613,0.014171,-0.031088,0.000000,0.003455,0.000000,0.000000,0.681393,0.087292,-0.000204,-1.437591,0.000000,africa
1,26,-1.024624,0.003672,-0.042471,0.000000,0.007140,0.000000,0.000000,0.763423,-0.093885,0.467300,-1.639696,0.000000,africa
2,26,-0.978421,0.022193,-0.025287,0.000000,0.004530,0.000000,0.000000,0.194998,-0.037586,0.546948,-1.643963,0.000000,africa
3,26,-4.666187,0.013066,-0.026610,0.000000,-0.009371,0.000000,0.000000,0.492623,0.158749,0.581180,-1.807428,0.000000,africa
4,26,-4.391292,0.011809,0.007082,0.000000,-0.006159,0.000000,0.000000,0.101049,-0.259897,0.752081,-1.807428,0.000000,africa
5,26,-2.868512,-0.010150,0.034120,0.000000,0.000649,0.000000,0.000000,-0.353425,0.177322,1.335004,-1.799697,0.000000,africa
6,26,-5.092816,-0.002461,-0.029156,0.000000,-0.008825,0.000000,0.000000,0.775594,-0.004370,0.748977,-1.748687,0.000000,africa
7,26,-3.160471,0.005504,-0.014088,0.000000,0.013561,0.000000,0.000000,0.588630,0.024147,0.234494,-1.825431,0.000000,africa
8,26,-2.968353,0.002832,-0.060477,0.000000,0.005834,0.000000,0.000000,0.527411,0.200552,0.356876,-1.701451,0.000000,africa
9,26,-4.042818,0.006366,0.029687,0.000000,0.009091,0.000000,0.000000,0.318967,0.040510,0.813511,-1.727263,0.000000,africa
10,26,-2.722471,0.010283,-0.011729,0.000000,0.002280,0.000000,0.000000,-0.246024,0.124282,1.076313,-1.779485,0.000000,africa
1,27,-0.853962,-0.007613,0.004911,0.000000,-0.008471,0.000000,0.000000,-0.107752,-0.394761,-0.855230,0.295718,0.000000,africa
2,27,0.640257,-0.012608,-0.021958,0.000000,0.002264,0.000000,0.000000,-0.343137,0.083563,-0.164878,1.937666,0.000000,africa
3,27,-1.917200,0.022621,0.023045,0.000000,0.001744,0.000000,0.000000,-1.241044,-0.132449,0.002913,-0.448419,0.000000,africa
4,27,-0.941931,0.024216,0.037971,0.000000,0.001149,0.000000,0.000000,-0.633913,-0.007246,-0.417636,0.767252,0.000000,africa
5,27,-1.387719,-0.024150,0.017835,0.000000,-0.004881,0.000000,0.000000,-1.212037,0.284714,-0.435333,-0.529575,0.000000,africa
6,27,-0.649869,0.011204,-0.025211,0.000000,-0.001945,0.000000,0.000000,-0.355891,-0.172845,-0.686095,1.076637,0.000000,africa
7,27,-2.393000,-0.009607,0.018122,0.000000,-0.002083,0.000000,0.000000,-1.113856,-0.140742,-0.082083,-0.888403,0.000000,africa
8,27,-1.191975,-0.039278,-0.031472,0.000000,0.002875,0.000000,0.000000,0.291214,0.059023,-0.709833,1.845014,0.000000,africa
9,27,0.034158,-0.001483,-0.008582,0.000000,-0.008968,0.000000,0.000000,-0.824505,-0.047261,-0.140396,-0.444045,0.000000,africa
10,27,-0.957284,-0.001348,0.012920,0.000000,0.000263,0.000000,0.000000,-0.809681,-0.193581,-0.431400,0.016004,0.000000,africa
1,28,2.214581,0.030195,-0.021526,0.000000,-0.000085,0.000000,0.000000,-0.374161,-0.022592,-0.526770,2.141266,0.000000,africa
2,28,2.872762,0.037741,0.009557,0.000000,0.008385,0.000000,0.000000,-1.298748,-0.071973,-0.227126,1.382123,0.000000,africa
3,28,0.891668,0.030787,0.034242,0.000000,0.001731,0.000000,0.000000,-0.225399,0.082672,-0.856305,0.056427,0.000000,africa
4,28,-0.198106,0.000698,-0.009373,0.000000,-0.008062,0.000000,0.000000,-0.706642,-0.020000,-0.375535,0.410082,0.000000,africa
5,28,1.226670,0.014937,-0.003129,0.000000,-0.013418,0.000000,0.000000,-0.128789,-0.245724,-0.616711,-0.619777,0.000000,africa
6,28,3.102109,0.025372,-0.007775,0.000000,0.008503,0.000000,0.000000,-0.331997,-0.098023,-0.461165,1.751214,0.000000,africa
7,28,0.077622,-0.009048,-0.023106,0.000000,-0.008024,0.000000,0.000000,-0.330514,-0.029413,-0.473099,0.482403,0.000000,africa
8,28,-0.284220,-0.015187,0.010996,0.000000,-0.008097,0.000000,0.000000,-0.374180,0.118286,-1.206739,0.725883,0.000000,africa
9,28,1.696565,0.004836,0.013398,0.000000,-0.005374,0.000000,0.000000,-0.552815,0.093147,-0.333787,0.402673,0.000000,africa
10,28,1.460328,0.003331,-0.005884,0.000000,0.010995,0.000000,0.000000,0.194292,-0.190126,-0.851684,1.618170,0.000000,africa
1,29,-3.777930,0.016443,0.011110,0.000000,-0.000265,0.000000,0.000000,0.318188,0.353138,-0.226927,-0.109116,0.000000,africa
2,29,-5.722543,0.001909,-0.044097,0.000000,-0.011512,0.000000,0.000000,0.111016,0.129416,0.347543,1.933522,0.000000,africa
3,29,-4.608101,0.010846,0.023425,0.000000,-0.000447,0.000000,0.000000,0.129020,-0.102730,0.130090,1.609145,0.000000,africa
4,29,-6.883248,0.004692,0.035246,0.000000,0.001346,0.000000,0.000000,0.063888,-0.327561,0.645198,3.101842,0.000000,africa
5,29,-5.819519,-0.024648,-0.008885,0.000000,0.003655,0.000000,0.000000,0.843705,0.012274,-0.571808,0.905871,0.000000,africa
6,29,-2.631127,0.013169,-0.006761,0.000000,-0.001395,0.000000,0.000000,0.152970,0.002686,0.132216,0.338605,0.000000,africa
7,29,-2.983257,-0.018139,-0.028539,0.000000,0.008648,0.000000,0.000000,-0.197902,0.092658,0.224667,1.697070,0.000000,africa
8,29,-5.253461,0.008129,0.012990,0.000000,0.010636,0.000000,0.000000,0.016404,-0.162457,0.041735,1.188734,0.000000,africa
9,29,-5.741361,0.008936,-0.034446,0.000000,-0.013736,0.000000,0.000000,0.460540,-0.019042,0.352210,2.590241,0.000000,africa
10,29,-3.450069,0.008790,-0.040698,0.000000,0.004080,0.000000,0.000000,-0.204674,0.010131,-0.120594,0.790580,0.000000,africa
1,30,4.102719,0.020605,0.005758,0.000000,0.000717,0.000000,0.000000,0.670016,-0.316079,0.300443,1.448204,0.000000,africa
2,30,-1.252123,-0.007699,0.026824,0.000000,-0.002085,0.000000,0.000000,0.275736,0.410197,0.675667,0.589539,0.000000,africa
3,30,3.257656,0.008876,-0.037375,0.000000,0.006638,0.000000,0.000000,0.734791,0.103809,-0.342159,0.577028,0.000000,africa
4,30,2.112369,0.004405,0.025309,0.000000,0.006195,0.000000,0.000000,-0.486198,0.142836,0.043423,1.506569,0.000000,africa
5,30,-1.151951,-0.036639,0.010562,0.000000,-0.011162,0.000000,0.000000,-0.238975,-0.013966,0.659853,1.947582,0.000000,africa
6,30,2.116684,0.021070,-0.010749,0.000000,-0.010891,0.000000,0.000000,0.452246,0.040843,-0.263854,0.679597,0.000000,africa
7,30,0.891960,-0.017322,0.049538,0.000000,0.011900,0.000000,0.000000,-0.938229,-0.166536,0.404508,0.721292,0.000000,africa
8,30,1.984556,0.025153,-0.012077,0.000000,-0.012070,0.000000,0.000000,0.088284,0.291846,-0.523627,1.048896,0.000000,africa
9,30,-0.360626,0.002365,0.041482,0.000000,0.000672,0.000000,0.000000,-0.924943,0.186536,0.863948,1.062419,0.000000,africa
10,30,0.229355,-0.003614,-0.022956,0.000000,-0.007820,0.000000,0.000000,-0.001660,0.048639,0.677604,1.385259,0.000000,africa
1,31,-0.511670,-0.031491,-0.007353,0.000000,-0.007920,0.000000,0.000000,0.076860,-0.116121,-0.360704,-1.544460,0.000000,africa
2,31,0.777896,-0.000738,0.029839,0.000000,0.005413,0.000000,0.000000,0.198741,-0.060919,-0.290251,-1.676227,0.000000,africa
3,31,1.103466,0.002288,-0.035334,0.000000,0.010561,0.000000,0.000000,-0.255362,0.191615,-0.903355,-1.108645,0.000000,africa
4,31,2.218349,-0.005957,-0.025257,0.000000,0.006461,0.000000,0.000000,0.089422,-0.002453,-0.531226,-1.255934,0.000000,africa
5,31,0.719201,0.010394,0.012926,0.000000,-0.000263,0.000000,0.000000,0.188468,-0.365444,-0.525935,-1.622292,0.000000,africa
6,31,-1.848815,-0.026112,0.003168,0.000000,-0.001853,0.000000,0.000000,-0.684361,0.090522,-0.154532,-1.493002,0.000000,africa
7,31,0.750671,0.006582,-0.006518,0.000000,-0.003040,0.000000,0.000000,-0.369847,0.071267,-0.374624,-1.435020,0.000000,africa
8,31,-1.134547,-0.001530,0.011553,0.000000,0.012558,0.000000,0.000000,0.378958,0.035910,-0.914118,-1.588389,0.000000,africa
9,31,0.985297,0.012931,0.008523,0.000000,0.012219,0.000000,0.000000,0.530203,-0.030540,-0.542504,-1.678941,0.000000,africa
10,31,-2.438755,-0.019374,0.025025,0.000000,-0.009302,0.000000,0.000000,-0.199923,0.179309,0.202422,-1.839062,0.000000,africa
1,32,-11.725542,-0.005159,-0.012597,0.000000,0.002619,0.000000,0.000000,-0.465830,-0.184118,-0.966014,1.774108,0.000000,africa
2,32,-6.849419,0.010008,-0.061609,0.000000,-0.008546,0.000000,0.000000,0.664718,0.021082,-1.224926,2.003973,0.000000,africa
3,32,-8.951756,0.017636,-0.050761,0.000000,-0.011712,0.000000,0.000000,0.223970,0.225502,-1.224371,1.242219,0.000000,africa
4,32,-4.876678,0.022465,-0.064082,0.000000,-0.000376,0.000000,0.000000,-0.558282,0.049222,-0.731891,-0.734910,0.000000,africa
5,32,-5.937746,0.014580,-0.018023,0.000000,0.008453,0.000000,0.000000,-0.340918,0.076425,-1.711963,-0.400688,0.000000,africa
6,32,-10.051795,0.019402,-0.018661,0.000000,0.018603,0.000000,0.000000,-0.899582,0.096559,-0.680225,-0.624204,0.000000,africa
7,32,-5.735876,0.013376,0.029232,0.000000,-0.002647,0.000000,0.000000,-0.582126,-0.180997,0.474624,-1.640954,0.000000,africa
8,32,-11.590195,-0.012097,-0.007911,0.000000,0.004230,0.000000,0.000000,-0.601699,0.295377,-0.678127,-0.823099,0.000000,africa
9,32,-7.346562,0.007601,0.011188,0.000000,0.018245,0.000000,0.000000,-0.777730,0.411494,-0.383220,2.395653,0.000000,africa
10,32,-10.562950,0.006256,-0.054793,0.000000,-0.008966,0.000000,0.000000,-0.582538,0.050656,-0.557361,1.357819,0.000000,africa
1,33,3.088602,0.025106,-0.039070,0.000000,0.002012,0.000000,0.000000,-0.815050,0.024831,-0.741037,-0.215120,0.000000,africa
2,33,-0.577466,0.019735,-0.002100,0.000000,0.008422,0.000000,0.000000,0.447665,-0.073832,-0.853554,-1.235257,0.000000,africa
3,33,1.112996,0.002141,-0.014670,0.000000,-0.003744,0.000000,0.000000,0.129989,0.153718,-0.464923,-1.289902,0.000000,africa
4,33,3.632133,0.021726,-0.054406,0.000000,0.002609,0.000000,0.000000,-0.252812,0.159171,-0.722288,-1.079062,0.000000,africa
5,33,0.339490,0.025131,-0.002800,0.000000,-0.002823,0.000000,0.000000,0.288959,0.005931,-0.453497,-1.552325,0.000000,africa
6,33,0.142098,-0.021749,0.011308,0.000000,0.003376,0.000000,0.000000,0.094181,0.279748,-0.427948,-1.445519,0.000000,africa
7,33,-1.403017,-0.000359,0.030385,0.000000,-0.011300,0.000000,0.000000,0.074884,0.055819,-0.209593,-1.633430,0.000000,africa
8,33,-1.873177,-0.007441,0.055967,0.000000,-0.002036,0.000000,0.000000,0.423172,-0.073644,-0.290778,-1.610675,0.000000,africa
9,33,-2.237661,-0.004977,0.038377,0.000000,-0.003777,0.000000,0.000000,0.372299,0.074953,-0.395204,-1.452959,0.000000,africa
10,33,1.483594,0.006721,0.004552,0.000000,0.004853,0.000000,0.000000,-0.959271,0.004171,0.329630,-1.335100,0.000000,africa
1,34,0.315787,-0.006308,-0.012124,0.000000,-0.008703,0.000000,0.000000,0.252395,-0.173304,1.499950,-1.660517,0.000000,africa
2,34,-0.114386,0.010991,-0.023906,0.000000,-0.005201,0.000000,0.000000,0.446171,0.096310,1.238559,-1.673740,0.000000,africa
3,34,-2.098778,0.009027,0.000392,0.000000,-0.006352,0.000000,0.000000,0.363085,0.146950,1.409154,-1.860955,0.000000,africa
4,34,-3.520039,-0.006813,0.033118,0.000000,0.009819,0.000000,0.000000,0.330396,0.153785,1.111348,-1.890621,0.000000,africa
5,34,-0.093004,0.006954,-0.012551,0.000000,-0.003702,0.000000,0.000000,0.436824,0.003574,1.313241,-1.705622,0.000000,africa
6,34,1.467797,-0.028193,0.007954,0.000000,0.010623,0.000000,0.000000,0.808276,-0.278256,1.008298,-1.635506,0.000000,africa
7,34,-0.978874,0.028594,0.031331,0.000000,-0.002245,0.000000,0.000000,0.517345,-0.028836,1.257125,-1.715519,0.000000,africa
8,34,-0.344083,-0.000754,-0.015236,0.000000,0.007479,0.000000,0.000000,0.551116,-0.023571,0.974318,-1.775816,0.000000,africa
9,34,-0.737971,-0.023720,-0.006683,0.000000,0.002380,0.000000,0.000000,0.291632,-0.027794,1.428029,-1.693378,0.000000,africa
10,34,-0.564112,0.007905,0.031762,0.000000,-0.000768,0.000000,0.000000,0.353072,-0.217659,1.515452,-1.741869,0.000000,africa
