initT_abscissa,initT_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,lw_abscissa,lw_cdf,lI50_abscissa,lI50_cdf,split
1.85257,0.972549,2.40046,0.972549,2.38683,0.972549,2.39628,0.972549,1.86813,0.972549,All
1.85415,0.97451,2.48565,0.97451,2.45169,0.97451,2.46015,0.97451,1.8738,0.97451,All
1.85672,0.976471,2.49836,0.976471,2.46845,0.976471,2.5294,0.976471,1.90343,0.976471,All
1.86431,0.978431,2.54926,0.978431,2.50538,0.978431,2.58524,0.978431,1.95496,0.978431,All
1.87273,0.980392,2.60248,0.980392,2.64995,0.980392,2.61769,0.980392,1.97196,0.980392,All
1.95683,0.982353,2.70567,0.982353,2.67001,0.982353,2.69486,0.982353,1.99157,0.982353,All
2.03302,0.984314,2.8133,0.984314,2.90077,0.984314,2.73699,0.984314,2.07705,0.984314,All
2.13065,0.986275,2.84229,0.986275,2.9258,0.986275,2.81076,0.986275,2.11142,0.986275,All
2.18679,0.988235,3.00541,0.988235,3.03747,0.988235,2.88272,0.988235,2.20472,0.988235,All
2.23161,0.990196,3.03137,0.990196,3.1039,0.990196,3.03047,0.990196,2.36642,0.990196,All
2.26418,0.992157,3.16938,0.992157,3.13529,0.992157,3.05214,0.992157,2.51551,0.992157,All
2.51614,0.994118,3.33726,0.994118,3.30241,0.994118,3.17048,0.994118,2.52885,0.994118,All
2.89884,0.996078,3.42386,0.996078,3.44706,0.996078,3.50808,0.996078,2.65239,0.996078,All
2.94198,0.998039,3.47813,0.998039,3.51328,0.998039,3.59445,0.998039,3.09346,0.998039,All
3.03416,1,3.50713,1,3.52523,1,4.2558,1,3.40082,1,All
4,1,4,1,4,1,4.2558,1,4,1,All
