initT_abscissa,initT_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,lw_abscissa,lw_cdf,lI50_abscissa,lI50_cdf,split
-1.80404,0.952941,0.059453,0.952941,-4.564,0.952941,1.06798,0.952941,-0.992787,0.952941,All
-1.80392,0.954902,0.0594652,0.954902,-4.56287,0.954902,1.07521,0.954902,-0.992136,0.954902,All
-1.79955,0.956863,0.0595463,0.956863,-4.55756,0.956863,1.08831,0.956863,-0.991281,0.956863,All
-1.76198,0.958824,0.0597467,0.958824,-4.55679,0.958824,1.09055,0.958824,-0.991023,0.958824,All
-1.7428,0.960784,0.0598844,0.960784,-4.55679,0.960784,1.09433,0.960784,-0.990995,0.960784,All
-1.73914,0.962745,0.0599799,0.962745,-4.55555,0.962745,1.10001,0.962745,-0.989599,0.962745,All
-1.72388,0.964706,0.0602806,0.964706,-4.55379,0.964706,1.10297,0.964706,-0.987983,0.964706,All
-1.71178,0.966667,0.0603265,0.966667,-4.55366,0.966667,1.10632,0.966667,-0.987822,0.966667,All
-1.69705,0.968627,0.0604419,0.968627,-4.55325,0.968627,1.1087,0.968627,-0.987153,0.968627,All
-1.68608,0.970588,0.0605062,0.970588,-4.55098,0.970588,1.11904,0.970588,-0.985625,0.970588,All
-1.68234,0.972549,0.060527,0.972549,-4.54883,0.972549,1.12485,0.972549,-0.981225,0.972549,All
-1.66389,0.97451,0.0607127,0.97451,-4.54578,0.97451,1.12701,0.97451,-0.981221,0.97451,All
-1.64389,0.976471,0.060774,0.976471,-4.54459,0.976471,1.13464,0.976471,-0.97879,0.976471,All
-1.6412,0.978431,0.0608832,0.978431,-4.54333,0.978431,1.15005,0.978431,-0.978344,0.978431,All
-1.63548,0.980392,0.0613862,0.980392,-4.54075,0.980392,1.15082,0.980392,-0.977537,0.980392,All
-1.60877,0.982353,0.0614137,0.982353,-4.54004,0.982353,1.15381,0.982353,-0.97712,0.982353,All
-1.5836,0.984314,0.0618214,0.984314,-4.53747,0.984314,1.16702,0.984314,-0.97598,0.984314,All
-1.56806,0.986275,0.0621628,0.986275,-4.53527,0.986275,1.17127,0.986275,-0.973227,0.986275,All
-1.52509,0.988235,0.0626333,0.988235,-4.52431,0.988235,1.22602,0.988235,-0.971905,0.988235,All
-1.5118,0.990196,0.0632079,0.990196,-4.52139,0.990196,1.23007,0.990196,-0.960583,0.990196,All
-1.46438,0.992157,0.0640528,0.992157,-4.51852,0.992157,1.26537,0.992157,-0.955268,0.992157,All
-1.39163,0.994118,0.0643059,0.994118,-4.51326,0.994118,1.33259,0.994118,-0.952402,0.994118,All
-1.37236,0.996078,0.0647453,0.996078,-4.5052,0.996078,1.33556,0.996078,-0.948223,0.996078,All
-1.3208,0.998039,0.0649101,0.998039,-4.48628,0.998039,1.34432,0.998039,-0.946414,0.998039,All
-1.09151,1,0.064993,1,-4.4196,1,1.54299,1,-0.932959,1,All
-1.09151,1,0.0923075,1,-4.2049,1,1.56513,1,-0.659087,1,All
