dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_lI50_abscissa,dS_vs_lI50_spline,dS_vs_lI50_regression,dS_vs_lw_abscissa,dS_vs_lw_spline,dS_vs_lw_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_lI50_abscissa,initT_vs_lI50_spline,initT_vs_lI50_regression,initT_vs_lw_abscissa,initT_vs_lw_spline,initT_vs_lw_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_lI50_abscissa,lBt0_vs_lI50_spline,lBt0_vs_lI50_regression,lBt0_vs_lw_abscissa,lBt0_vs_lw_spline,lBt0_vs_lw_regression,lI50_vs_dS_abscissa,lI50_vs_dS_spline,lI50_vs_dS_regression,lI50_vs_initT_abscissa,lI50_vs_initT_spline,lI50_vs_initT_regression,lI50_vs_lBt0_abscissa,lI50_vs_lBt0_spline,lI50_vs_lBt0_regression,lI50_vs_lw_abscissa,lI50_vs_lw_spline,lI50_vs_lw_regression,lw_vs_dS_abscissa,lw_vs_dS_spline,lw_vs_dS_regression,lw_vs_initT_abscissa,lw_vs_initT_spline,lw_vs_initT_regression,lw_vs_lBt0_abscissa,lw_vs_lBt0_spline,lw_vs_lBt0_regression,lw_vs_lI50_abscissa,lw_vs_lI50_spline,lw_vs_lI50_regression
0.142701,0.141617,0.0203915,0.276586,0.409927,0.409932,0.0447596,0.0503253,0.0505328,0.335163,0.286698,0.153395,0.404842,-0.00869398,-0.00276724,0.276586,0.0154244,-0.00345947,0.0447596,0.0224943,0.0235575,0.335163,0.0159557,0.0129239,0.404842,0.272029,0.272383,0.142701,0.093117,0.0134064,0.0447596,0.032851,0.0346107,0.335163,0.190749,0.101924,0.404842,0.00278919,0.00319759,0.142701,0.00518727,0.00238606,0.276586,0.00282192,0.00332534,0.335163,0.0145043,0.00458572,0.404842,0.0343319,0.0556707,0.142701,0.0451839,0.00553662,0.276586,0.0306308,0.055567,0.0447596,0.0377597,0.0180766
0.156352,0.130583,0.0195514,0.289248,0.429458,0.428695,0.0468968,0.0408907,0.0515947,0.348372,0.285378,0.158358,0.423602,0.00475663,-0.00325562,0.289248,0.0285963,-0.00397545,0.0468968,0.0297762,0.0243632,0.348372,0.0207723,0.0131588,0.423602,0.284566,0.285005,0.156352,0.0846987,0.0128094,0.0468968,0.0257628,0.0353547,0.348372,0.189544,0.105213,0.423602,0.0012788,0.00331225,0.156352,0.00337346,0.00253569,0.289248,0.00123602,0.00344477,0.348372,0.0136577,0.00473251,0.423602,0.0345844,0.0582766,0.156352,-0.00421727,0.00574878,0.289248,0.0519206,0.0581333,0.0468968,0.0264501,0.0187904
0.170003,0.108128,0.0187114,0.301909,0.448843,0.447457,0.049034,0.0391942,0.0526566,0.36158,0.283607,0.163322,0.442362,0.0136545,-0.003744,0.301909,0.0324858,-0.00449142,0.049034,0.034606,0.0251688,0.36158,0.026119,0.0133938,0.442362,0.297122,0.297627,0.170003,0.0705256,0.0122123,0.049034,0.0242851,0.0360988,0.36158,0.188087,0.108501,0.442362,0.000898505,0.00342691,0.170003,0.00354827,0.00268531,0.301909,0.000922255,0.0035642,0.36158,0.0123695,0.00487931,0.442362,0.0441295,0.0608825,0.170003,-0.0249355,0.00596093,0.301909,0.0743638,0.0606995,0.049034,0.0126193,0.0195041
0.183654,0.0875496,0.0178714,0.314571,0.46794,0.466219,0.0511712,0.0399702,0.0537184,0.374789,0.281286,0.168285,0.461123,0.01552,-0.00423237,0.314571,0.0228906,-0.0050074,0.0511712,0.037939,0.0259745,0.374789,0.0316764,0.0136287,0.461123,0.309705,0.310249,0.183654,0.0589731,0.0116153,0.0511712,0.0250264,0.0368429,0.374789,0.18632,0.111789,0.461123,0.00204332,0.00354157,0.183654,0.00469396,0.00283494,0.314571,0.00247414,0.00368363,0.374789,0.0107337,0.0050261,0.461123,0.0646696,0.0634884,0.183654,0.000468996,0.00617309,0.314571,0.0961248,0.0632658,0.0511712,0.00409058,0.0202179
0.197304,0.0691057,0.0170314,0.327232,0.486834,0.484981,0.0533084,0.039564,0.0547803,0.387997,0.278336,0.173248,0.479883,0.0120654,-0.00472075,0.327232,0.00599697,-0.00552337,0.0533084,0.040074,0.0267801,0.387997,0.0371005,0.0138636,0.479883,0.322309,0.322872,0.197304,0.0468206,0.0110183,0.0533084,0.0256729,0.037587,0.387997,0.184196,0.115077,0.479883,0.00418902,0.00365623,0.197304,0.000122492,0.00298457,0.327232,0.00500191,0.00380306,0.387997,0.00886388,0.0051729,0.479883,0.0916758,0.0660944,0.197304,0.0305297,0.00638524,0.327232,0.115903,0.0658321,0.0533084,0.00700011,0.0209317
0.210955,0.0493416,0.0161914,0.339894,0.505609,0.503743,0.0554456,0.0377038,0.0558422,0.401205,0.274541,0.178211,0.498643,0.00522898,-0.00520913,0.339894,-0.0121197,-0.00603935,0.0554456,0.0406714,0.0275858,0.401205,0.0419036,0.0140985,0.498643,0.334926,0.335494,0.210955,0.0321885,0.0104212,0.0554456,0.0256305,0.0383311,0.401205,0.181589,0.118365,0.498643,0.00672417,0.00377089,0.210955,-0.00627698,0.00313419,0.339894,0.00762287,0.00392249,0.401205,0.00687308,0.00531969,0.498643,0.119878,0.0687003,0.210955,0.0426594,0.00659739,0.339894,0.132479,0.0683984,0.0554456,0.0162086,0.0216455
0.224606,0.0237629,0.0153514,0.352556,0.524337,0.522506,0.0575829,0.0345495,0.0569041,0.414414,0.27032,0.183175,0.517403,-0.00268268,-0.0056975,0.352556,-0.026501,-0.00655532,0.0575829,0.0385972,0.0283915,0.414414,0.0462771,0.0143335,0.517403,0.34755,0.348116,0.224606,0.0151532,0.00982419,0.0575829,0.024492,0.0390751,0.414414,0.178738,0.121654,0.517403,0.00909575,0.00388555,0.224606,-0.00389326,0.00328382,0.352556,0.00961544,0.00404192,0.414414,0.00487113,0.00546649,0.517403,0.145068,0.0713062,0.224606,0.0341196,0.00680955,0.352556,0.14494,0.0709646,0.0575829,0.02502,0.0223593
0.238257,-0.00405345,0.0145114,0.365217,0.54303,0.541268,0.0597201,0.0310638,0.057966,0.427622,0.265167,0.188138,0.536164,-0.0101762,-0.00618588,0.365217,-0.0369246,-0.0070713,0.0597201,0.0356891,0.0291971,0.427622,0.0495044,0.0145684,0.536164,0.360175,0.360738,0.238257,-0.00223931,0.00922715,0.0597201,0.0230188,0.0398192,0.427622,0.175352,0.124942,0.536164,0.0107605,0.00400021,0.238257,0.00391742,0.00343345,0.365217,0.0109441,0.00416135,0.427622,0.00293043,0.00561328,0.536164,0.162341,0.0739121,0.238257,0.0149318,0.0070217,0.365217,0.153615,0.0735309,0.0597201,0.0330724,0.0230731
0.251908,-0.0274302,0.0136714,0.377879,0.561676,0.56003,0.0618573,0.026517,0.0590279,0.440831,0.259287,0.193101,0.554924,-0.0169036,-0.00667426,0.377879,-0.0432629,-0.00758727,0.0618573,0.0299572,0.0300028,0.440831,0.0516478,0.0148033,0.554924,0.372808,0.37336,0.251908,-0.0172719,0.00863012,0.0618573,0.0204303,0.0405633,0.440831,0.171553,0.12823,0.554924,0.0117219,0.00411487,0.251908,0.00835881,0.00358307,0.377879,0.0115534,0.00428077,0.440831,0.00108679,0.00576008,0.554924,0.172128,0.076518,0.251908,-0.000997732,0.00723386,0.377879,0.158038,0.0760972,0.0618573,0.0382947,0.0237869
0.265559,-0.0425405,0.0128314,0.39054,0.580291,0.578792,0.0639945,0.0217231,0.0600898,0.454039,0.252839,0.198064,0.573684,-0.0229529,-0.00716264,0.39054,-0.0473703,-0.00810325,0.0639945,0.023526,0.0308084,0.454039,0.05278,0.0150383,0.573684,0.385454,0.385982,0.265559,-0.0277901,0.00803308,0.0639945,0.0175706,0.0413074,0.454039,0.16744,0.131518,0.573684,0.0121082,0.00422953,0.265559,0.00737414,0.0037327,0.39054,0.0117524,0.0044002,0.454039,-0.00065243,0.00590687,0.573684,0.175894,0.0791239,0.265559,-0.00928845,0.00744601,0.39054,0.159964,0.0786634,0.0639945,0.0427596,0.0245006
0.27921,-0.0473164,0.0119914,0.403202,0.598867,0.597555,0.0661317,0.01638,0.0611517,0.467248,0.245957,0.203028,0.592445,-0.0282223,-0.00765101,0.403202,-0.0494348,-0.00861923,0.0661317,0.0153816,0.0316141,0.467248,0.0529511,0.0152732,0.592445,0.398126,0.398604,0.27921,-0.0317986,0.00743604,0.0661317,0.0140651,0.0420514,0.467248,0.163094,0.134806,0.592445,0.0118994,0.00434419,0.27921,0.00399145,0.00388233,0.403202,0.0115447,0.00451963,0.467248,-0.00227923,0.00605367,0.592445,0.173578,0.0817299,0.27921,-0.0126215,0.00765817,0.403202,0.159293,0.0812297,0.0661317,0.0451649,0.0252144
0.292861,-0.0418281,0.0111514,0.415864,0.617382,0.616317,0.0682689,0.0108029,0.0622135,0.480456,0.238765,0.207991,0.611205,-0.033002,-0.00813939,0.415864,-0.0493037,-0.0091352,0.0682689,0.00633962,0.0324197,0.480456,0.0521965,0.0155081,0.611205,0.41082,0.411226,0.292861,-0.0287596,0.00683901,0.0682689,0.0102388,0.0427955,0.480456,0.158591,0.138094,0.611205,0.0113544,0.00445886,0.292861,0.00117173,0.00403195,0.415864,0.0108445,0.00463906,0.480456,-0.00378426,0.00620046,0.611205,0.167923,0.0843358,0.292861,-0.0141195,0.00787032,0.415864,0.155273,0.083796,0.0682689,0.0462964,0.0259282
0.306512,-0.0261942,0.0103114,0.428525,0.635864,0.635079,0.0704061,0.00509796,0.0632754,0.493664,0.231379,0.212954,0.629965,-0.0369708,-0.00862777,0.428525,-0.0485314,-0.00965118,0.0704061,-0.00358595,0.0332254,0.493664,0.0504662,0.015743,0.629965,0.423564,0.423848,0.306512,-0.0185377,0.00624197,0.0704061,0.00612999,0.0435396,0.493664,0.154007,0.141383,0.629965,0.0103452,0.00457352,0.306512,3.63167e-05,0.00418158,0.428525,0.00995406,0.00475849,0.493664,-0.0051444,0.00634725,0.629965,0.157912,0.0869417,0.306512,-0.0146474,0.00808247,0.428525,0.149811,0.0863623,0.0704061,0.0458034,0.026642
0.320162,-0.00464975,0.00947141,0.441187,0.654286,0.653841,0.0725433,-0.000589211,0.0643373,0.506873,0.223952,0.217918,0.648726,-0.0406363,-0.00911614,0.441187,-0.0471759,-0.0101672,0.0725433,-0.0137629,0.034031,0.506873,0.0479442,0.015978,0.648726,0.436331,0.43647,0.320162,-0.00407767,0.00564494,0.0725433,0.00195848,0.0442837,0.506873,0.149431,0.144671,0.648726,0.00919654,0.00468818,0.320162,0.000218219,0.00433121,0.441187,0.00880517,0.00487792,0.506873,-0.00637228,0.00649405,0.648726,0.146709,0.0895476,0.320162,-0.0141912,0.00829463,0.441187,0.142177,0.0889285,0.0725433,0.0446519,0.0273558
0.333813,0.0188534,0.0086314,0.453848,0.672653,0.672603,0.0746805,-0.00604214,0.0653992,0.520081,0.216584,0.222881,0.667486,-0.0436464,-0.00960452,0.453848,-0.0460448,-0.0106831,0.0746805,-0.0242154,0.0348367,0.520081,0.0445778,0.0162129,0.667486,0.44916,0.449092,0.333813,0.0118519,0.0050479,0.0746805,-0.0022118,0.0450278,0.520081,0.144928,0.147959,0.667486,0.00780885,0.00480284,0.333813,0.00126821,0.00448083,0.453848,0.00752304,0.00499735,0.520081,-0.00744638,0.00664084,0.667486,0.13372,0.0921535,0.333813,-0.0126581,0.00850678,0.453848,0.133043,0.0914948,0.0746805,0.0420012,0.0280696
0.347464,0.0404255,0.0077914,0.46651,0.690963,0.691366,0.0768177,-0.0111601,0.0664611,0.53329,0.209445,0.227844,0.686246,-0.0461591,-0.0100929,0.46651,-0.0456637,-0.0111991,0.0768177,-0.0344452,0.0356423,0.53329,0.0403341,0.0164478,0.686246,0.462048,0.461714,0.347464,0.0265358,0.00445087,0.0768177,-0.00621223,0.0457718,0.53329,0.140606,0.151247,0.686246,0.00632718,0.0049175,0.347464,0.00280921,0.00463046,0.46651,0.00618144,0.00511678,0.53329,-0.00833963,0.00678764,0.686246,0.120471,0.0947594,0.347464,-0.00984392,0.00871894,0.46651,0.122717,0.0940611,0.0768177,0.0386635,0.0287833
0.361115,0.0574047,0.0069514,0.479171,0.709234,0.710128,0.078955,-0.0156608,0.067523,0.546498,0.202753,0.232807,0.705006,-0.0481739,-0.0105813,0.479171,-0.0458756,-0.0117151,0.078955,-0.0441866,0.036448,0.546498,0.0350986,0.0166827,0.705006,0.47499,0.474336,0.361115,0.0381055,0.00385383,0.078955,-0.00987843,0.0465159,0.546498,0.136607,0.154535,0.705006,0.00480759,0.00503216,0.361115,0.00450795,0.00478009,0.479171,0.00481517,0.0052362,0.546498,-0.00900513,0.00693443,0.705006,0.107449,0.0973654,0.361115,-0.00576027,0.00893109,0.479171,0.111553,0.0966274,0.078955,0.0342452,0.0294971
0.374766,0.0697906,0.00611139,0.491833,0.727472,0.72889,0.0810922,-0.0201615,0.0685849,0.559707,0.196115,0.237771,0.723767,-0.0496108,-0.0110697,0.491833,-0.0466129,-0.0122311,0.0810922,-0.0539279,0.0372536,0.559707,0.0297809,0.0169177,0.723767,0.487979,0.486958,0.374766,0.0465511,0.0032568,0.0810922,-0.0135446,0.04726,0.559707,0.132645,0.157824,0.723767,0.00328034,0.00514682,0.374766,0.00628769,0.00492971,0.491833,0.00344131,0.00535563,0.559707,-0.00964951,0.00708123,0.723767,0.0947052,0.0999713,0.374766,-0.000596916,0.00914325,0.491833,0.0995372,0.0991936,0.0810922,0.0298268,0.0302109
0.388417,0.077118,0.00527139,0.504495,0.745692,0.747652,0.0832294,-0.0233308,0.0696468,0.572915,0.190507,0.242734,0.742527,-0.0507012,-0.011558,0.504495,-0.0476472,-0.012747,0.0832294,-0.0620068,0.0380593,0.572915,0.0231505,0.0171526,0.742527,0.500988,0.49958,0.388417,0.0515539,0.00265976,0.0832294,-0.0163239,0.0480041,0.572915,0.129388,0.161112,0.742527,0.00175953,0.00526148,0.388417,0.0081168,0.00507934,0.504495,0.00209167,0.00547506,0.572915,-0.00993755,0.00722802,0.742527,0.0821227,0.102577,0.388417,0.00559461,0.0093554,0.504495,0.0868034,0.10176,0.0832294,0.0245154,0.0309247
0.402068,0.0806162,0.00443139,0.517156,0.763911,0.766414,0.0853666,-0.0259601,0.0707086,0.586123,0.185455,0.247697,0.761287,-0.0510577,-0.0120464,0.517156,-0.0487335,-0.013263,0.0853666,-0.0694117,0.0388649,0.586123,0.0161044,0.0173875,0.761287,0.514023,0.512202,0.402068,0.0539478,0.00206273,0.0853666,-0.0187436,0.0487482,0.586123,0.126498,0.1644,0.761287,0.000287162,0.00537614,0.402068,0.00994598,0.00522897,0.517156,0.000800394,0.00559449,0.586123,-0.010084,0.00737482,0.761287,0.0698683,0.105183,0.402068,0.012414,0.00956755,0.517156,0.0734934,0.104326,0.0853666,0.0188419,0.0316385
0.415719,0.0798295,0.00359138,0.529818,0.782131,0.785177,0.0875038,-0.0280809,0.0717705,0.599332,0.182964,0.25266,0.780048,-0.0507354,-0.0125348,0.529818,-0.0498199,-0.013779,0.0875038,-0.0760874,0.0396706,0.599332,0.00738352,0.0176225,0.780048,0.527062,0.524824,0.415719,0.05342,0.00146569,0.0875038,-0.0207988,0.0494922,0.599332,0.125292,0.167688,0.780048,-0.00110488,0.0054908,0.415719,0.0117342,0.00537859,0.529818,-0.000490883,0.00571392,0.599332,-0.0096199,0.00752161,0.780048,0.0579027,0.107789,0.415719,0.0197701,0.00977971,0.529818,0.0601833,0.106892,0.0875038,0.0130498,0.0323523
0.42937,0.0765061,0.00275138,0.542479,0.800416,0.803939,0.089641,-0.0280854,0.0728324,0.61254,0.180472,0.257624,0.798808,-0.0498887,-0.0130232,0.542479,-0.0500648,-0.014295,0.089641,-0.0796633,0.0404762,0.61254,-0.00133731,0.0178574,0.798808,0.540097,0.537446,0.42937,0.0511612,0.000868657,0.089641,-0.0213197,0.0502363,0.61254,0.124086,0.170976,0.798808,-0.00242227,0.00560546,0.42937,0.0134776,0.00552822,0.542479,-0.00158114,0.00583335,0.61254,-0.00915584,0.00766841,0.798808,0.0461551,0.110395,0.42937,0.0273611,0.00999186,0.542479,0.0466645,0.109459,0.089641,0.00691868,0.0330661
0.443021,0.0692146,0.00191138,0.555141,0.818742,0.822701,0.0917782,-0.0274085,0.0738943,0.625749,0.177981,0.262587,0.817568,-0.0482445,-0.0135115,0.555141,-0.0497532,-0.0148109,0.0917782,-0.0821402,0.0412819,0.625749,-0.0100581,0.0180923,0.817568,0.553108,0.550068,0.443021,0.0461914,0.000271621,0.0917782,-0.021319,0.0509804,0.625749,0.122879,0.174264,0.817568,-0.00359077,0.00572012,0.443021,0.0151032,0.00567785,0.555141,-0.00255751,0.00595278,0.625749,-0.00869177,0.0078152,0.817568,0.0347243,0.113001,0.443021,0.0351269,0.010204,0.555141,0.0331661,0.112025,0.0917782,0.000917439,0.0337798
0.456671,0.0577502,0.00107137,0.567803,0.837068,0.841463,0.0939154,-0.0199599,0.0749562,0.638957,0.175489,0.26755,0.836329,-0.0462605,-0.0139999,0.567803,-0.0494417,-0.0153269,0.0939154,-0.0736936,0.0420876,0.638957,-0.018779,0.0183272,0.836329,0.566108,0.56269,0.456671,0.0383629,-0.000325414,0.0939154,-0.0161348,0.0517245,0.638957,0.121673,0.177553,0.836329,-0.00469582,0.00583478,0.456671,0.0164812,0.00582747,0.567803,-0.00353389,0.00607221,0.638957,-0.0082277,0.007962,0.836329,0.0234284,0.115607,0.456671,0.0425772,0.0104162,0.567803,0.0196677,0.114591,0.0939154,-0.00379335,0.0344936
0.470322,0.0420507,0.000231369,0.580464,0.855394,0.860225,0.0960526,-0.0125113,0.0760181,0.652166,0.174604,0.272514,0.855089,-0.0428732,-0.0144883,0.580464,-0.0491301,-0.0158429,0.0960526,-0.065247,0.0428932,0.652166,-0.0281777,0.0185622,0.855089,0.579022,0.575312,0.470322,0.0276269,-0.000922449,0.0960526,-0.0109507,0.0524685,0.652166,0.121507,0.180841,0.855089,-0.00546401,0.00594944,0.470322,0.0175158,0.0059771,0.580464,-0.00451026,0.00619164,0.652166,-0.00744533,0.00810879,0.855089,0.0126592,0.118213,0.470322,0.0493354,0.0106283,0.580464,0.00616932,0.117158,0.0960526,-0.00850415,0.0352074
0.483973,0.0263512,-0.000608634,0.593126,0.873881,0.878988,0.0981899,-0.00506265,0.07708,0.665374,0.178076,0.277477,0.873849,-0.0389397,-0.0149767,0.593126,-0.0465914,-0.0163589,0.0981899,-0.0568005,0.0436989,0.665374,-0.0389003,0.0187971,0.873849,0.591897,0.587934,0.483973,0.0168909,-0.00151948,0.0981899,-0.00576651,0.0532126,0.665374,0.124142,0.184129,0.873849,-0.00608929,0.0060641,0.483973,0.0185504,0.00612673,0.593126,-0.00512534,0.00631106,0.665374,-0.00588858,0.00825559,0.873849,0.0020901,0.120819,0.483973,0.0560936,0.0108405,0.593126,-0.00646074,0.119724,0.0981899,-0.0132149,0.0359212
0.497624,0.0106517,-0.00144864,0.605787,0.89243,0.89775,0.100327,0.00238597,0.0781419,0.678582,0.189199,0.28244,0.89261,-0.0350062,-0.015465,0.605787,-0.0431884,-0.0168748,0.100327,-0.0483539,0.0445045,0.678582,-0.0510952,0.019032,0.89261,0.604771,0.600556,0.497624,0.00615486,-0.00211652,0.100327,-0.000582355,0.0539567,0.678582,0.131656,0.187417,0.89261,-0.00671456,0.00617876,0.497624,0.019585,0.00627635,0.605787,-0.00560728,0.00643049,0.678582,-0.00312028,0.00840238,0.89261,-0.00847903,0.123425,0.497624,0.0628518,0.0110526,0.605787,-0.018695,0.12229,0.100327,-0.0179257,0.036635
0.511275,-0.00947787,-0.00228864,0.618449,0.911086,0.916512,0.102464,0.00983459,0.0792037,0.691791,0.200322,0.287403,0.91137,-0.0293254,-0.0159534,0.618449,-0.0383046,-0.0173908,0.102464,-0.0399073,0.0453102,0.691791,-0.0632902,0.019267,0.91137,0.617482,0.613178,0.511275,-0.00765941,-0.00271356,0.102464,0.0046018,0.0547008,0.691791,0.139171,0.190705,0.91137,-0.00681647,0.00629342,0.511275,0.0196875,0.00642598,0.618449,-0.00587487,0.00654992,0.691791,-0.00035197,0.00854917,0.91137,-0.0184354,0.12603,0.511275,0.066574,0.0112648,0.618449,-0.0301368,0.124856,0.102464,-0.0226365,0.0373488
0.524926,-0.0326925,-0.00312864,0.631111,0.92988,0.935274,0.104601,0.0172832,0.0802656,0.704999,0.211444,0.292367,0.93013,-0.0230729,-0.0164418,0.631111,-0.0314618,-0.0179068,0.104601,-0.0314607,0.0461158,0.704999,-0.0754851,0.0195019,0.93013,0.630134,0.6258,0.524926,-0.0236173,-0.00331059,0.104601,0.00978596,0.0554449,0.704999,0.146686,0.193994,0.93013,-0.00673615,0.00640808,0.524926,0.019141,0.00657561,0.631111,-0.0058671,0.00666935,0.704999,0.00241634,0.00869597,0.93013,-0.0281957,0.128636,0.524926,0.0681821,0.0114769,0.631111,-0.0404616,0.127423,0.104601,-0.0273473,0.0380625
0.538577,-0.0559071,-0.00396865,0.643772,0.948882,0.954037,0.106739,0.0247318,0.0813275,0.718208,0.222567,0.29733,0.94889,-0.0160415,-0.0169302,0.643772,-0.0217089,-0.0184228,0.106739,-0.0230142,0.0469215,0.718208,-0.08768,0.0197368,0.94889,0.64269,0.638422,0.538577,-0.0395752,-0.00390763,0.106739,0.0149701,0.0561889,0.718208,0.154201,0.197282,0.94889,-0.00638075,0.00652275,0.538577,0.0185945,0.00672523,0.643772,-0.00546081,0.00678878,0.718208,0.00518464,0.00884276,0.94889,-0.0377001,0.131242,0.538577,0.0697902,0.0116891,0.643772,-0.0490398,0.129989,0.106739,-0.0320581,0.0387763
0.552228,-0.0791217,-0.00480865,0.656434,0.967883,0.972799,0.108876,0.0455273,0.0823894,0.731416,0.23369,0.302293,0.967651,-0.00757951,-0.0174186,0.656434,-0.011956,-0.0189387,0.108876,0.00812627,0.0477271,0.731416,-0.0998749,0.0199717,0.967651,0.655069,0.651044,0.552228,-0.055533,-0.00450466,0.108876,0.030688,0.056933,0.731416,0.161716,0.20057,0.967651,-0.00552006,0.00663741,0.552228,0.018048,0.00687486,0.656434,-0.00505452,0.00690821,0.731416,0.00795295,0.00898956,0.967651,-0.0467345,0.133848,0.552228,0.0713983,0.0119013,0.656434,-0.057618,0.132555,0.108876,-0.0314749,0.0394901
0.565879,-0.102336,-0.00564865,0.669095,0.987095,0.991561,0.111013,0.0667988,0.0834513,0.744625,0.244812,0.307256,0.986411,0.000882464,-0.0179069,0.669095,0.000773274,-0.0194547,0.111013,0.040076,0.0485328,0.744625,-0.11207,0.0202067,0.986411,0.667449,0.663666,0.565879,-0.0714909,-0.0051017,0.111013,0.0467816,0.0576771,0.744625,0.169231,0.203858,0.986411,-0.00465936,0.00675207,0.565879,0.0175015,0.00702449,0.669095,-0.00425384,0.00702764,0.744625,0.0107213,0.00913635,0.986411,-0.0557689,0.136454,0.565879,0.0730064,0.0121134,0.669095,-0.0642998,0.135121,0.111013,-0.0307029,0.0402039
0.579529,-0.125551,-0.00648866,0.681757,1.00649,1.01032,0.11315,0.0880703,0.0845132,0.757833,0.255935,0.31222,1.00517,0.0107055,-0.0183953,0.681757,0.0161441,-0.0199707,0.11315,0.0720258,0.0493384,0.757833,-0.124265,0.0204416,1.00517,0.679636,0.676288,0.579529,-0.0874488,-0.00569873,0.11315,0.0628751,0.0584212,0.757833,0.176746,0.207146,1.00517,-0.0032741,0.00686673,0.579529,0.016955,0.00717412,0.681757,-0.00310314,0.00714707,0.757833,0.0134896,0.00928315,1.00517,-0.0643742,0.13906,0.579529,0.0746145,0.0123256,0.681757,-0.0692985,0.137688,0.11315,-0.0299309,0.0409177
0.59318,-0.150791,-0.00732866,0.694419,1.02597,1.02909,0.115288,0.109342,0.0855751,0.771041,0.267058,0.317183,1.02393,0.0215003,-0.0188837,0.694419,0.0325735,-0.0204867,0.115288,0.103976,0.0501441,0.771041,-0.13646,0.0206765,1.02393,0.691683,0.68891,0.59318,-0.104892,-0.00629577,0.115288,0.0789686,0.0591653,0.771041,0.184261,0.210434,1.02393,-0.00150608,0.00698139,0.59318,0.0147814,0.00732374,0.694419,-0.00181543,0.00726649,0.771041,0.0162579,0.00942994,1.02393,-0.0726765,0.141666,0.59318,0.069987,0.0125377,0.694419,-0.0735956,0.140254,0.115288,-0.0291589,0.0416315
0.606831,-0.17603,-0.00816866,0.70708,1.0457,1.04785,0.117425,0.130613,0.086637,0.78425,0.27818,0.322146,1.04269,0.0333936,-0.0193721,0.70708,0.0527238,-0.0210026,0.117425,0.135925,0.0509497,0.78425,-0.148655,0.0209114,1.04269,0.703559,0.701533,0.606831,-0.122359,-0.0068928,0.117425,0.0950622,0.0599093,0.78425,0.191775,0.213723,1.04269,0.000713693,0.00709605,0.606831,0.012219,0.00747337,0.70708,-4.66061e-05,0.00738592,0.78425,0.0190262,0.00957674,1.04269,-0.0806442,0.144272,0.606831,0.0637905,0.0127499,0.70708,-0.0754227,0.14282,0.117425,-0.0283869,0.0423453
