iteration,convergenceIndicator,phase,a,aS_pop,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
376,1092.19,1,0.350357,1.51398,2.34772,0.000821843,-10.6061,-4.61238,0.0902416,0.80286,0.733261,3.61105,0.333025,0.628495
377,1077.65,1,0.344622,1.51126,2.33,0.000831206,-10.7471,-4.61604,0.092616,0.785495,0.72769,3.76576,0.334131,0.654704
378,1085.23,1,0.348159,1.51101,2.35612,0.000830437,-10.697,-4.61204,0.0910517,0.772997,0.709265,3.78359,0.333019,0.643813
379,1092.37,1,0.351187,1.50445,2.35228,0.000849253,-10.4062,-4.60136,0.0896159,0.769625,0.719863,3.68779,0.339211,0.632011
380,1071.46,1,0.344589,1.50835,2.36403,0.000856936,-10.4582,-4.60078,0.0921777,0.762802,0.719903,3.59441,0.342562,0.662422
381,1080.7,1,0.34844,1.50757,2.35428,0.000851808,-10.4602,-4.60663,0.0917785,0.751564,0.722293,3.57062,0.339204,0.645649
382,1065.02,1,0.345285,1.50563,2.37753,0.000835541,-10.2667,-4.6102,0.0886777,0.757063,0.720263,3.53109,0.336896,0.629301
383,1055.05,1,0.344078,1.50545,2.35962,0.000823248,-10.3607,-4.61428,0.0893007,0.747482,0.728949,3.44958,0.333331,0.613366
384,1071.33,1,0.346637,1.49903,2.36093,0.00081945,-10.5172,-4.6168,0.0924742,0.759285,0.746868,3.55884,0.332767,0.608776
385,1073.31,1,0.346408,1.50884,2.3633,0.000821809,-10.5139,-4.62793,0.090755,0.745818,0.75582,3.77867,0.325709,0.606578
386,1089.52,1,0.350484,1.50787,2.34024,0.000833604,-10.4632,-4.62369,0.0905459,0.754485,0.743844,3.85651,0.329027,0.597736
387,1057.6,1,0.34486,1.50202,2.31582,0.000836603,-10.7204,-4.63021,0.0885635,0.739899,0.725009,3.77804,0.323722,0.582601
388,1061.71,1,0.345492,1.50376,2.29963,0.000833042,-10.8706,-4.63182,0.0879778,0.741648,0.719474,3.72829,0.328903,0.59159
389,1054.81,1,0.343465,1.50305,2.27257,0.000846061,-11.0257,-4.62872,0.0893507,0.722869,0.70742,3.82366,0.328049,0.612135
390,1044.24,1,0.341527,1.50191,2.28032,0.000845718,-11.1554,-4.621,0.0899432,0.704565,0.689508,3.91915,0.327671,0.61386
391,1046.5,1,0.342169,1.50173,2.24355,0.000843726,-10.9769,-4.61541,0.0926101,0.70938,0.684801,3.81992,0.326455,0.621633
392,1047.06,1,0.34045,1.49495,2.27635,0.000838248,-10.984,-4.61027,0.0908073,0.714954,0.684551,3.94006,0.329516,0.636632
393,1073.65,1,0.350476,1.49683,2.24866,0.000837229,-10.7621,-4.61056,0.0902673,0.705259,0.667217,3.84029,0.323643,0.641315
394,1034.84,1,0.341602,1.49541,2.21387,0.000840795,-10.7833,-4.60555,0.0909149,0.723064,0.668303,3.78811,0.323622,0.625076
395,1054.17,1,0.343376,1.49677,2.22618,0.000831634,-10.8865,-4.61151,0.091244,0.726667,0.666707,3.89325,0.320413,0.643057
396,1058.01,1,0.344592,1.49173,2.25132,0.000821452,-10.7119,-4.60588,0.0915678,0.734126,0.670376,3.79467,0.321708,0.649577
397,1061.35,1,0.345752,1.48743,2.18898,0.000831658,-10.7632,-4.60781,0.0885383,0.726775,0.661159,3.98152,0.321186,0.63313
398,1074.54,1,0.347652,1.48726,2.25539,0.000826578,-10.7251,-4.60261,0.0895581,0.758022,0.660002,3.95869,0.325474,0.630596
399,1051.76,1,0.340452,1.48628,2.27716,0.000821211,-10.8419,-4.60313,0.0924928,0.768918,0.65913,3.99386,0.328205,0.638807
400,1045.03,1,0.339937,1.49302,2.19907,0.000841439,-10.8339,-4.60007,0.0929878,0.749449,0.656175,3.89273,0.330735,0.6432
401,1077.67,1,0.347245,1.48742,2.25336,0.000862785,-10.8449,-4.59396,0.0924305,0.768448,0.659315,3.98984,0.330887,0.637212
402,1059.21,1,0.34257,1.48535,2.24952,0.000852743,-10.7887,-4.59264,0.0912519,0.785292,0.657322,3.88882,0.328815,0.642013
403,1052.16,1,0.34214,1.48309,2.2266,0.000857913,-10.6155,-4.59238,0.0914785,0.777529,0.652987,3.83522,0.329425,0.625757
404,1060.02,1,0.344301,1.48537,2.2445,0.000867954,-10.8287,-4.59468,0.0928793,0.757841,0.647044,4.00779,0.325594,0.622574
405,1047,1,0.343671,1.48468,2.1834,0.000866764,-10.5002,-4.5924,0.0906463,0.754997,0.637665,3.90631,0.324935,0.619489
406,1064.82,1,0.346608,1.4833,2.2293,0.000868481,-10.4399,-4.59038,0.0919866,0.764179,0.632358,3.8074,0.330558,0.637234
407,1070.66,1,0.3463,1.48447,2.20247,0.000880524,-10.5384,-4.58791,0.0934874,0.783761,0.634327,3.95603,0.331995,0.62989
408,1074.76,1,0.346966,1.47858,2.19277,0.000860294,-10.5723,-4.58498,0.0931786,0.806077,0.627591,3.89353,0.337853,0.628386
409,1079.24,1,0.348354,1.47542,2.27424,0.000862369,-10.4141,-4.57998,0.0961657,0.791016,0.623643,3.85603,0.343648,0.63533
410,1070.67,1,0.346432,1.47271,2.33194,0.000849236,-10.17,-4.57878,0.0952196,0.778671,0.621212,3.8812,0.339245,0.642582
411,1062.62,1,0.345042,1.47004,2.33549,0.000841542,-10.2752,-4.58234,0.0966115,0.791274,0.623426,3.78292,0.334577,0.639135
412,1091.31,1,0.350175,1.47265,2.33378,0.000841907,-10.4413,-4.59171,0.0952747,0.793741,0.638691,4.02829,0.336491,0.638257
413,1073.09,1,0.347066,1.47178,2.38095,0.000835247,-10.5303,-4.58791,0.0944721,0.791787,0.644777,3.92629,0.33573,0.622095
414,1063.96,1,0.345349,1.47397,2.38432,0.000832574,-10.3906,-4.58842,0.095099,0.79059,0.643498,3.82687,0.334644,0.629004
415,1076.66,1,0.347254,1.47352,2.41705,0.000827938,-10.4182,-4.59071,0.0931004,0.798579,0.642568,3.87158,0.339992,0.624354
416,1089.67,1,0.350029,1.47313,2.41617,0.000812845,-10.2965,-4.59266,0.0952969,0.815108,0.649201,3.90976,0.337485,0.62108
417,1069.97,1,0.346698,1.46991,2.36272,0.000832071,-10.3735,-4.59347,0.0952502,0.794469,0.648018,3.81077,0.334162,0.648798
418,1079.87,1,0.346689,1.46373,2.41086,0.000832349,-10.4243,-4.59428,0.0939375,0.808911,0.634358,3.99347,0.338188,0.642371
419,1089.54,1,0.348488,1.46345,2.41248,0.000845196,-10.7085,-4.5863,0.0955008,0.817424,0.638831,4.04233,0.334853,0.64933
420,1078.1,1,0.347851,1.45878,2.35874,0.000855621,-10.4319,-4.58377,0.0931847,0.810658,0.651411,3.93998,0.332775,0.632889
421,1070.18,1,0.346682,1.45006,2.31961,0.000862637,-10.6277,-4.58676,0.0922172,0.822425,0.645429,3.84022,0.336601,0.616864
422,1064.33,1,0.345534,1.45449,2.25939,0.000890995,-10.7402,-4.58189,0.090924,0.809268,0.639622,3.81194,0.332418,0.605188
423,1082.08,1,0.350264,1.45684,2.24805,0.000895421,-10.6359,-4.57885,0.0914559,0.797588,0.634792,3.75004,0.336599,0.622455
424,1091.33,1,0.354417,1.45133,2.29889,0.000907934,-10.6046,-4.57694,0.0916629,0.777392,0.624317,3.9017,0.33365,0.606694
425,1086.51,1,0.353963,1.45281,2.33663,0.000900293,-10.5363,-4.57999,0.0954266,0.776389,0.612448,3.80291,0.334419,0.623351
426,1097.22,1,0.356592,1.45143,2.3006,0.000892438,-10.3577,-4.58173,0.0956497,0.783881,0.626728,3.70662,0.339373,0.648774
427,1083.19,1,0.350299,1.45207,2.25944,0.000888188,-10.5373,-4.58399,0.0949479,0.797393,0.63608,3.72021,0.343276,0.632346
428,1072.66,1,0.346983,1.44663,2.26037,0.000856494,-10.6969,-4.59504,0.0934004,0.806309,0.647229,3.71606,0.339915,0.620462
429,1051.5,1,0.339583,1.446,2.24738,0.000842861,-10.6486,-4.59156,0.0969463,0.817694,0.643419,3.81786,0.341013,0.639047
430,1077.96,1,0.346026,1.44705,2.22558,0.000845416,-10.6941,-4.59556,0.0990081,0.801865,0.641399,3.84933,0.340574,0.664036
431,1069.42,1,0.341389,1.4509,2.24837,0.000849485,-10.8226,-4.58901,0.0980193,0.809996,0.641459,4.07617,0.336894,0.686884
432,1058.64,1,0.338875,1.45661,2.22211,0.000852842,-10.825,-4.59116,0.0964822,0.816634,0.648373,4.03692,0.336606,0.672589
433,1051.98,1,0.33898,1.45502,2.25765,0.000869484,-11.03,-4.59178,0.0962457,0.795956,0.639048,4.04882,0.335151,0.656343
434,1045.91,1,0.338233,1.45822,2.29407,0.000878818,-10.93,-4.58801,0.0963918,0.789215,0.643722,3.9463,0.336082,0.66495
435,1040.4,1,0.339697,1.46026,2.28461,0.000870156,-10.6514,-4.58819,0.0972574,0.769232,0.64447,3.84638,0.333412,0.649634
436,1054.3,1,0.342813,1.46059,2.26371,0.000883678,-10.8599,-4.58475,0.0957611,0.779285,0.643939,3.74899,0.332263,0.645283
437,1038.08,1,0.337299,1.46389,2.20785,0.000897734,-10.8376,-4.58058,0.0965497,0.783436,0.647493,3.749,0.33435,0.656111
438,1040.02,1,0.337898,1.46269,2.2769,0.000885098,-10.7542,-4.57814,0.0958203,0.767393,0.646438,3.79932,0.329412,0.669503
439,1054.55,1,0.341804,1.46829,2.33286,0.000910115,-10.7208,-4.5734,0.0925925,0.754827,0.656755,3.87548,0.337933,0.652551
440,1081.4,1,0.348275,1.47436,2.31565,0.00090552,-10.8208,-4.57588,0.0928564,0.748243,0.672847,3.92783,0.337109,0.638762
441,1061.66,1,0.342208,1.47655,2.3435,0.000899098,-10.9452,-4.57608,0.0928851,0.757442,0.65581,4.21908,0.334565,0.63094
442,1063.46,1,0.340367,1.47789,2.31176,0.000897877,-11.2266,-4.57972,0.0916265,0.775402,0.666051,4.21933,0.336165,0.654937
443,1074.23,1,0.3422,1.48366,2.35137,0.000884626,-10.8803,-4.58184,0.0919987,0.839559,0.674204,4.11249,0.333519,0.662934
444,1094.56,1,0.347814,1.48297,2.36627,0.000887377,-10.9352,-4.58376,0.0938074,0.827809,0.672263,4.09487,0.332665,0.653736
445,1076.11,1,0.344091,1.4836,2.39148,0.000897622,-10.9513,-4.57536,0.0950465,0.806849,0.670253,4.14631,0.33628,0.637183
446,1079.75,1,0.347315,1.47812,2.34567,0.000893113,-10.8897,-4.57733,0.0940827,0.786419,0.653282,4.06843,0.331914,0.63656
447,1077.61,1,0.34422,1.47691,2.33561,0.000921576,-11.0471,-4.57296,0.0955639,0.795386,0.63674,4.19318,0.333371,0.682878
448,1073.22,1,0.342875,1.47758,2.34379,0.000932152,-10.9368,-4.57046,0.097301,0.809513,0.633533,4.08701,0.338641,0.692768
449,1063.48,1,0.337109,1.47516,2.30673,0.00093909,-10.9077,-4.56001,0.0986782,0.805885,0.645222,4.23893,0.347149,0.711758
450,1045.36,1,0.33504,1.47073,2.36508,0.000927301,-11.0046,-4.5651,0.0968039,0.786398,0.628884,4.20012,0.339873,0.69932
451,1041.26,1,0.335547,1.46902,2.38728,0.000929927,-11.0569,-4.56225,0.0959235,0.766486,0.614151,4.10398,0.338829,0.710963
452,1058.73,1,0.342528,1.47001,2.40288,0.000920428,-10.7748,-4.56339,0.095793,0.747078,0.628932,4.00006,0.336475,0.70947
453,1073.12,1,0.345401,1.47347,2.36918,0.000922426,-10.5481,-4.55588,0.096997,0.733911,0.649443,3.89878,0.34168,0.717614
454,1065.96,1,0.345002,1.47325,2.36875,0.000920961,-10.2714,-4.55909,0.0963447,0.750986,0.640057,3.80006,0.335306,0.699444
455,1062.8,1,0.341196,1.47275,2.39211,0.000933873,-10.5954,-4.542,0.100195,0.790034,0.62385,3.86165,0.342762,0.713064
456,1076.48,1,0.34393,1.47341,2.35556,0.000927361,-10.2534,-4.54475,0.0989695,0.790564,0.616396,3.93241,0.34649,0.719535
457,1062.99,1,0.341873,1.4733,2.32737,0.000918194,-10.2647,-4.55016,0.100363,0.783968,0.610775,3.83284,0.344442,0.725316
458,1061.81,1,0.34147,1.47498,2.3497,0.000930125,-10.5061,-4.5434,0.0996816,0.783944,0.618278,3.73579,0.345571,0.74273
459,1059.09,1,0.340916,1.47218,2.22079,0.000933301,-10.3303,-4.54521,0.100282,0.797332,0.618936,3.6412,0.35168,0.748122
460,1062.55,1,0.341787,1.47463,2.26325,0.000927665,-10.3943,-4.54729,0.0995595,0.786931,0.611385,3.68329,0.351947,0.72918
461,1066.47,1,0.342497,1.47083,2.30261,0.000916366,-10.519,-4.55563,0.100334,0.779166,0.634519,3.61252,0.347792,0.733638
462,1050.14,1,0.339583,1.47188,2.30316,0.000935979,-10.4995,-4.5435,0.0993846,0.759437,0.640565,3.5646,0.354185,0.715062
463,1047.59,1,0.338542,1.47466,2.27921,0.000938738,-10.3618,-4.53546,0.099821,0.763861,0.64493,3.47434,0.364894,0.704218
464,1061.08,1,0.340661,1.46752,2.29038,0.00092384,-10.5295,-4.5448,0.0993652,0.777449,0.639889,3.77111,0.355654,0.696378
465,1064.11,1,0.340244,1.46626,2.37462,0.000911966,-10.6766,-4.55391,0.0977575,0.757764,0.659315,3.91508,0.350057,0.714952
466,1060.08,1,0.340277,1.46232,2.34703,0.000916802,-10.5566,-4.55532,0.0964233,0.767073,0.644939,3.83586,0.346919,0.706472
467,1065.76,1,0.344445,1.46395,2.29213,0.000910952,-10.859,-4.56929,0.0963474,0.747651,0.655175,3.74899,0.348656,0.688584
468,1072.79,1,0.346414,1.46389,2.24857,0.000925782,-10.8541,-4.55593,0.0943388,0.72872,0.669823,3.65855,0.35661,0.681223
469,1066.13,1,0.344115,1.46455,2.33786,0.000938583,-10.5789,-4.56192,0.094801,0.710268,0.672091,3.74292,0.353828,0.682067
470,1046.44,1,0.340579,1.46079,2.28988,0.000937837,-10.7413,-4.56305,0.095288,0.693414,0.659425,3.76438,0.348611,0.666606
471,1074.99,1,0.347944,1.46209,2.28986,0.000945735,-10.8756,-4.56799,0.0944568,0.718238,0.667609,3.66907,0.352491,0.66572
472,1065.01,1,0.346151,1.46079,2.31032,0.000945099,-10.7375,-4.56235,0.095954,0.71237,0.660696,3.57616,0.358431,0.660086
473,1043.56,1,0.338632,1.46593,2.26186,0.000948198,-10.8175,-4.56744,0.0930848,0.708864,0.678262,3.67236,0.352921,0.672154
474,1053.48,1,0.341958,1.4701,2.2454,0.000947629,-10.9335,-4.57293,0.0935366,0.713844,0.672924,3.70153,0.352816,0.655135
475,1051.39,1,0.340593,1.47054,2.25994,0.000965904,-10.7828,-4.56678,0.09451,0.726025,0.672685,3.65923,0.35326,0.666003
476,1057.79,1,0.342406,1.46921,2.21477,0.00095957,-10.8287,-4.56602,0.0932661,0.721256,0.679966,3.73738,0.353592,0.649139
477,1036.3,1,0.335858,1.46139,2.20149,0.000972333,-10.8835,-4.56367,0.0938113,0.704841,0.693336,3.86393,0.349303,0.657109
478,1018.83,1,0.335228,1.46454,2.17939,0.000971775,-10.5158,-4.56625,0.0923694,0.686994,0.67578,3.76609,0.341653,0.655032
479,1033.92,1,0.338979,1.4688,2.17276,0.000979999,-10.8122,-4.56948,0.0923453,0.684713,0.658669,3.67073,0.341636,0.674777
480,1033.21,1,0.339019,1.46562,2.14379,0.000977389,-10.7552,-4.57015,0.0931488,0.695978,0.641991,3.57778,0.341852,0.681487
481,1028.27,1,0.338965,1.46518,2.07842,0.000977856,-10.535,-4.56904,0.0933638,0.689901,0.646992,3.48719,0.346449,0.664231
482,1022.46,1,0.336343,1.46466,2.15792,0.000968578,-10.7772,-4.56846,0.0938622,0.672432,0.633633,3.698,0.341918,0.685703
483,1021.34,1,0.338453,1.46767,2.20023,0.000978997,-10.7459,-4.56251,0.0930974,0.655406,0.634135,3.60437,0.345709,0.668341
484,1020.01,1,0.33858,1.47097,2.18905,0.000980994,-10.8517,-4.56403,0.0930607,0.651019,0.631695,3.56148,0.34258,0.657758
485,1042.28,1,0.342595,1.47519,2.17437,0.000985541,-10.8576,-4.5624,0.0921997,0.646903,0.641361,3.76485,0.34816,0.652231
486,1031.25,1,0.340351,1.47575,2.17587,0.000982912,-10.8407,-4.56675,0.093472,0.661568,0.643821,3.66952,0.346857,0.654189
487,1019.19,1,0.337426,1.47278,2.20083,0.00096324,-10.6151,-4.56925,0.0928436,0.668188,0.649049,3.5766,0.347054,0.659481
488,1022.4,1,0.337904,1.47283,2.16253,0.000968079,-10.5998,-4.57113,0.0920044,0.666832,0.649652,3.48604,0.348076,0.669628
489,1025.54,1,0.336221,1.4764,2.10526,0.000975107,-10.7806,-4.56898,0.0931758,0.662358,0.654827,3.7142,0.346822,0.685224
490,1021.71,1,0.33275,1.47236,2.13104,0.000975116,-10.8268,-4.569,0.0944986,0.708476,0.662874,3.66746,0.340635,0.719394
491,1031.12,1,0.334143,1.4707,2.11229,0.000978074,-10.989,-4.56841,0.0927473,0.713729,0.661803,3.91665,0.34249,0.701178
492,1027.86,1,0.332871,1.47414,2.08308,0.000984634,-11.1706,-4.56536,0.0936687,0.712037,0.657681,4.08573,0.341401,0.68475
493,1010.34,1,0.328914,1.47918,2.07663,0.00099036,-11.121,-4.56498,0.0935278,0.732628,0.645337,3.98227,0.340063,0.686533
494,1014.29,1,0.330648,1.47839,2.08509,0.000993279,-11.0549,-4.5629,0.0938471,0.723583,0.650334,3.88144,0.350505,0.676423
495,1018.57,1,0.329436,1.47811,2.03624,0.000986917,-11.2403,-4.56986,0.0957299,0.720182,0.660682,4.10981,0.347807,0.68564
496,1014.02,1,0.329887,1.47501,2.06616,0.000988092,-11.1422,-4.56697,0.0940637,0.733897,0.649977,4.00575,0.350089,0.668316
497,1004.15,1,0.329306,1.47501,2.04657,0.000992365,-11.0378,-4.56681,0.0905207,0.727344,0.646874,3.90432,0.348576,0.651394
498,1018.73,1,0.33215,1.47207,2.05756,0.00097893,-11.156,-4.56814,0.0901518,0.708928,0.672044,3.85964,0.348987,0.657863
499,1027.64,1,0.334333,1.4694,2.08678,0.000967171,-11.0994,-4.57077,0.0895667,0.710813,0.674236,3.78605,0.350738,0.661911
500,1020.3,1,0.333289,1.47566,2.09514,0.000972333,-10.8845,-4.56962,0.091373,0.700412,0.675462,3.72174,0.347393,0.665815
501,1017.74,1,0.333174,1.47525,2.13947,0.000971575,-10.8798,-4.56777,0.0910313,0.701807,0.67709,3.77697,0.345825,0.648957
502,1021.77,1,0.333425,1.47609,2.17176,0.000937877,-10.9423,-4.57405,0.0921412,0.734312,0.67607,3.78012,0.343164,0.638544
503,1023.86,1,0.333413,1.47402,2.21897,0.000903171,-10.6454,-4.5722,0.0930782,0.755811,0.691912,3.68441,0.348516,0.63293
504,1038.74,1,0.335072,1.47413,2.19525,0.000900213,-10.6905,-4.56899,0.0920505,0.770156,0.691178,3.87253,0.348139,0.638523
505,1052.1,1,0.339289,1.4748,2.23084,0.000899509,-11.0814,-4.57226,0.0924926,0.750655,0.692042,3.93686,0.339969,0.659544
506,1044.95,1,0.335893,1.47698,2.24336,0.000909764,-10.9805,-4.566,0.0935421,0.731648,0.718753,3.901,0.338812,0.692095
507,1051.39,1,0.336833,1.47681,2.23137,0.000890806,-11.0185,-4.56653,0.094976,0.719755,0.723414,3.91173,0.342915,0.696785
508,1037.39,1,0.333634,1.47514,2.2954,0.000881913,-10.8939,-4.56128,0.0954041,0.735616,0.721243,3.81268,0.352085,0.679142
509,1046.4,1,0.338045,1.47366,2.30771,0.000851612,-10.6033,-4.57286,0.0966706,0.759459,0.71968,3.71614,0.34317,0.661946
510,1062.32,1,0.339617,1.47171,2.32113,0.000850888,-10.7214,-4.57235,0.0979152,0.771207,0.731195,3.74149,0.345187,0.670337
511,1078.43,1,0.344433,1.47071,2.32946,0.00085605,-10.7007,-4.56333,0.0969929,0.778957,0.726133,3.64675,0.344254,0.676196
512,1058.34,1,0.338427,1.47359,2.30819,0.000860043,-10.7728,-4.56084,0.0965146,0.771758,0.724265,3.74567,0.350397,0.669216
513,1077.01,1,0.34257,1.47326,2.30303,0.000871687,-10.4775,-4.55779,0.0962251,0.787325,0.722846,3.77268,0.354347,0.665124
514,1067.91,1,0.338008,1.47437,2.31308,0.000868628,-10.6027,-4.55941,0.0950209,0.81486,0.733884,3.80575,0.35969,0.672102
515,1060.18,1,0.336391,1.47437,2.33269,0.000885821,-10.4757,-4.5548,0.0966003,0.801515,0.720037,3.83628,0.360024,0.679432
516,1060.16,1,0.335185,1.4746,2.31289,0.000889046,-10.4569,-4.55545,0.0983528,0.809112,0.723934,3.9838,0.361487,0.67298
517,1074.26,1,0.340184,1.47448,2.31866,0.000901899,-10.7268,-4.55698,0.0976231,0.788625,0.721445,3.92555,0.359907,0.676843
518,1077.26,1,0.340587,1.46913,2.21382,0.000952715,-10.9464,-4.55638,0.0965932,0.821043,0.707177,3.82615,0.366268,0.678189
519,1071.03,1,0.337959,1.47117,2.1508,0.000930767,-10.9928,-4.5591,0.0974611,0.821627,0.699576,3.93235,0.364331,0.691045
520,1060.41,1,0.336492,1.46984,2.17728,0.000940364,-10.9988,-4.55908,0.0953032,0.818052,0.704932,3.83278,0.363543,0.685388
521,1054.73,1,0.333661,1.47388,2.18687,0.000941579,-11.1558,-4.56166,0.0956151,0.830605,0.696896,3.96761,0.364334,0.681531
522,1057.39,1,0.335707,1.46928,2.23554,0.00093316,-11.2683,-4.57298,0.0933734,0.809573,0.696918,3.89455,0.360017,0.685576
523,1052.64,1,0.332902,1.47032,2.23105,0.000967283,-11.1737,-4.56476,0.0966064,0.820609,0.694608,3.83103,0.366965,0.717846
524,1057.57,1,0.335021,1.47736,2.2496,0.000966655,-11.2824,-4.57221,0.0959696,0.81207,0.696065,3.81742,0.367223,0.702273
525,1077.09,1,0.341082,1.47804,2.25368,0.000963835,-11.2715,-4.57147,0.0935343,0.791508,0.712311,3.83237,0.370292,0.684491
526,1055.18,1,0.337034,1.48095,2.24736,0.000973625,-11.2926,-4.56773,0.0945188,0.771847,0.694274,3.84429,0.364633,0.672228
527,1057.21,1,0.336289,1.48048,2.29795,0.000960901,-11.1396,-4.5596,0.0934478,0.762133,0.688815,3.81867,0.374741,0.702189
528,1040.53,1,0.335272,1.48201,2.2691,0.000968938,-10.969,-4.56804,0.0922048,0.744933,0.691511,3.72198,0.367965,0.684409
529,1058.65,1,0.338005,1.48534,2.19987,0.000967363,-10.8444,-4.56532,0.0933233,0.740153,0.698157,3.77769,0.369998,0.6931
530,1034.79,1,0.332709,1.4809,2.3063,0.000938821,-10.947,-4.56526,0.0925516,0.771704,0.699571,3.68204,0.367687,0.675551
531,1026.78,1,0.331594,1.48417,2.28587,0.000935911,-10.6994,-4.56346,0.0952005,0.761561,0.700835,3.58881,0.358377,0.686249
532,1007.91,1,0.32649,1.48922,2.26319,0.000928363,-10.6405,-4.56845,0.096086,0.779173,0.699735,3.50724,0.355719,0.692114
533,1012.8,1,0.328686,1.49212,2.28341,0.000936578,-10.4378,-4.55844,0.0942309,0.759444,0.717151,3.41844,0.36465,0.707047
534,1023.97,1,0.331765,1.49072,2.31969,0.000926233,-10.3425,-4.55506,0.094553,0.745581,0.717597,3.33188,0.365237,0.696218
535,1014.54,1,0.330303,1.49304,2.285,0.000920787,-10.2849,-4.5613,0.0951629,0.758457,0.712902,3.24752,0.361755,0.688082
536,1030.73,1,0.334442,1.48667,2.276,0.000915453,-10.2142,-4.56428,0.0952723,0.755802,0.701674,3.22715,0.361923,0.698885
537,1026.99,1,0.334238,1.47955,2.25309,0.000906504,-10.1443,-4.56903,0.0940277,0.736665,0.704787,3.27471,0.362709,0.689642
538,1017.12,1,0.33231,1.48091,2.26619,0.000919043,-10.4283,-4.56755,0.0935972,0.718012,0.699074,3.31414,0.361105,0.68468
539,1010.25,1,0.332008,1.48385,2.21962,0.000889938,-10.4102,-4.57233,0.0936456,0.70806,0.685555,3.32084,0.355909,0.674061
540,1008.13,1,0.330788,1.48614,2.25322,0.000899021,-10.4356,-4.57301,0.0935812,0.712103,0.687515,3.34248,0.356729,0.680417
541,1020.54,1,0.333338,1.48769,2.26279,0.000878595,-10.4984,-4.57141,0.0922849,0.705994,0.698291,3.56213,0.355976,0.663189
542,1008.18,1,0.329536,1.48861,2.27796,0.000862761,-10.4752,-4.57639,0.0911619,0.688118,0.7199,3.69165,0.356222,0.646473
543,1022.02,1,0.333102,1.48977,2.34312,0.000848519,-10.2651,-4.57448,0.0933007,0.69449,0.710477,3.59994,0.358708,0.655343
544,1029.73,1,0.333733,1.49401,2.36988,0.000856791,-10.4578,-4.57303,0.0939129,0.676905,0.71426,3.76446,0.359545,0.674877
545,1027.24,1,0.333298,1.48788,2.38199,0.000858306,-10.4483,-4.57544,0.0924704,0.682533,0.711081,3.66914,0.358545,0.689083
546,1019.01,1,0.330617,1.49117,2.34372,0.000843219,-10.5555,-4.5853,0.0910084,0.688698,0.742121,3.57624,0.364894,0.678762
547,1038.88,1,0.333342,1.48966,2.39042,0.000821643,-10.5366,-4.58793,0.0895812,0.732218,0.75449,3.64555,0.363889,0.670327
548,1038.55,1,0.331783,1.4878,2.42249,0.000825198,-10.5146,-4.58549,0.0894433,0.744027,0.762837,3.82129,0.365124,0.657646
549,1021.93,1,0.328193,1.48936,2.39171,0.000822638,-10.411,-4.58828,0.0915097,0.756966,0.770554,3.72453,0.366608,0.645674
550,1044.9,1,0.334342,1.49139,2.40752,0.000839542,-10.3035,-4.58262,0.0917441,0.7378,0.767109,3.7375,0.363693,0.66197
551,1041.88,1,0.333238,1.49676,2.35149,0.000845913,-10.6625,-4.58419,0.0902566,0.732564,0.750566,3.89863,0.359287,0.660373
552,1046.45,1,0.335038,1.49537,2.28131,0.000858549,-10.6529,-4.58369,0.0909882,0.734597,0.731562,3.88053,0.357953,0.666229
553,1056.77,1,0.335374,1.49373,2.34176,0.000869973,-10.6332,-4.58248,0.0930559,0.742986,0.739165,4.19027,0.359723,0.657583
554,1050.07,1,0.334469,1.49174,2.32835,0.00087519,-10.7519,-4.58047,0.0943555,0.748835,0.741778,4.08417,0.358087,0.670954
555,1038.73,1,0.331823,1.49087,2.3717,0.000868224,-10.837,-4.58188,0.0921949,0.735587,0.759882,3.98075,0.365936,0.653965
556,1056.29,1,0.337238,1.4911,2.44333,0.00085897,-10.5,-4.58291,0.0907495,0.754439,0.752433,3.87996,0.36898,0.649631
557,1044.36,1,0.332867,1.49183,2.42927,0.000846285,-10.6347,-4.58711,0.0893977,0.735337,0.762268,4.00631,0.366603,0.643312
558,1047.36,1,0.332639,1.4965,2.50615,0.000855434,-10.527,-4.57814,0.0918243,0.74235,0.781779,3.90487,0.380143,0.666436
559,1063.46,1,0.33475,1.49673,2.40933,0.000856849,-10.7772,-4.58048,0.0906146,0.745382,0.780109,3.94251,0.382761,0.680618
560,1043.76,1,0.330167,1.49897,2.40279,0.000864276,-10.6686,-4.57775,0.0884001,0.732562,0.78124,3.93747,0.382227,0.67996
561,1045.32,1,0.330582,1.50099,2.37474,0.000881679,-10.4183,-4.57249,0.0908244,0.730702,0.779328,3.90283,0.384671,0.684678
562,1033.83,1,0.328081,1.50054,2.38052,0.000882106,-10.4506,-4.57185,0.0924104,0.729252,0.795871,3.80401,0.391158,0.68512
563,1028.75,1,0.327002,1.49742,2.32201,0.000876469,-10.553,-4.58147,0.0917527,0.725772,0.794412,3.84111,0.383404,0.6718
564,1027.07,1,0.3269,1.50221,2.2938,0.00088727,-10.7645,-4.57877,0.0920354,0.723014,0.792628,3.85059,0.382959,0.666252
565,1036.45,1,0.327176,1.50545,2.35301,0.000880828,-10.5849,-4.5721,0.0924367,0.737339,0.782322,3.98118,0.385607,0.691955
566,1042.35,1,0.329085,1.50608,2.34687,0.000883438,-10.2528,-4.57007,0.0945545,0.759579,0.762663,3.88038,0.385222,0.710709
