iteration,convergenceIndicator,phase,a,aS_pop,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
949,1036.54,2,0.327877,1.41039,2.31126,0.000771661,-9.66633,-4.5986,0.0994359,0.738993,0.968903,2.82661,0.443686,0.670941
950,1058.61,2,0.327872,1.41038,2.31102,0.000772016,-9.66758,-4.59853,0.0994331,0.73913,0.968887,2.82791,0.443929,0.671273
951,1049.83,2,0.327858,1.41037,2.31036,0.000772313,-9.66885,-4.59848,0.0994385,0.739349,0.968876,2.82875,0.444132,0.671493
952,1043.3,2,0.327839,1.41033,2.31004,0.000772532,-9.67016,-4.59845,0.0994427,0.739507,0.968891,2.82944,0.444287,0.671711
953,1033.11,2,0.327812,1.4103,2.30994,0.000772668,-9.67119,-4.59838,0.0994381,0.739689,0.968831,2.82981,0.444469,0.671744
954,1032.35,2,0.327774,1.4103,2.30965,0.000772783,-9.67135,-4.59832,0.0994486,0.739861,0.968686,2.83034,0.444637,0.67208
955,1038.77,2,0.327746,1.41026,2.30933,0.000772857,-9.67141,-4.59828,0.0994623,0.739981,0.9687,2.83089,0.444812,0.672369
956,1028.72,2,0.32771,1.41024,2.3091,0.000772979,-9.67164,-4.59827,0.0994729,0.740136,0.968707,2.83147,0.444921,0.672494
957,1017.9,2,0.327668,1.41024,2.30888,0.000773162,-9.66995,-4.59823,0.0994639,0.740229,0.968776,2.83134,0.445003,0.67253
958,1003.05,2,0.327608,1.41022,2.30866,0.000773342,-9.66861,-4.59822,0.0994597,0.74029,0.968776,2.83131,0.445065,0.672519
959,1021,2,0.327583,1.41021,2.30885,0.000773416,-9.6675,-4.59823,0.0994308,0.74021,0.9688,2.83104,0.445132,0.672493
960,1005.66,2,0.327529,1.41019,2.30936,0.000773545,-9.6665,-4.59819,0.0994046,0.740273,0.968732,2.83091,0.445217,0.672471
961,1013.5,2,0.327509,1.41017,2.30987,0.000773629,-9.66556,-4.59817,0.0993834,0.740177,0.968683,2.82965,0.445251,0.672388
962,1034.96,2,0.32752,1.41014,2.31032,0.000773754,-9.66571,-4.59815,0.0993684,0.739989,0.968722,2.8291,0.44527,0.672253
963,1016.93,2,0.3275,1.41015,2.31076,0.000773865,-9.66598,-4.59814,0.0993517,0.739845,0.968757,2.82865,0.445284,0.672141
964,1031.1,2,0.327493,1.41016,2.31116,0.000773963,-9.66643,-4.59808,0.0993266,0.739741,0.968718,2.82882,0.445407,0.671978
965,1030.97,2,0.327482,1.41018,2.3117,0.000774074,-9.66673,-4.59799,0.0992875,0.739677,0.968622,2.82981,0.445546,0.671718
966,1015.04,2,0.32745,1.41017,2.312,0.00077419,-9.66718,-4.59794,0.0992734,0.739397,0.968487,2.83071,0.445626,0.671703
967,1013.9,2,0.327435,1.41018,2.31245,0.000774252,-9.66583,-4.59789,0.0992603,0.739053,0.968487,2.8295,0.445687,0.671671
968,1018.63,2,0.32742,1.41016,2.31312,0.00077433,-9.66425,-4.59781,0.0992559,0.738869,0.968516,2.82795,0.445812,0.67167
969,1016.87,2,0.327409,1.41017,2.31385,0.000774287,-9.66229,-4.59776,0.0992362,0.738613,0.968542,2.82683,0.445915,0.6715
970,1030.89,2,0.327414,1.41013,2.31468,0.000774225,-9.66111,-4.59773,0.099196,0.738239,0.968606,2.82698,0.446023,0.671261
971,1026.32,2,0.327417,1.41013,2.31553,0.000774254,-9.65996,-4.59769,0.0991538,0.738016,0.968675,2.82591,0.446129,0.671033
972,1049.36,2,0.32744,1.41013,2.31614,0.000774228,-9.65904,-4.59759,0.0991252,0.737827,0.96881,2.82497,0.446267,0.671015
973,1038.16,2,0.327455,1.41015,2.31686,0.000774104,-9.65827,-4.59756,0.0990898,0.737598,0.968948,2.82404,0.446378,0.670873
974,1046.87,2,0.327475,1.41012,2.31743,0.000773956,-9.65687,-4.59749,0.099068,0.737338,0.969153,2.82335,0.446514,0.670809
975,1051.48,2,0.327491,1.41014,2.31826,0.000773772,-9.65579,-4.59743,0.0990636,0.7371,0.969444,2.82348,0.446689,0.670688
976,1036.96,2,0.327493,1.41015,2.31888,0.000773604,-9.65448,-4.59738,0.0990491,0.736849,0.96974,2.82326,0.446864,0.67048
977,1051.19,2,0.327509,1.41011,2.3195,0.000773396,-9.65372,-4.59735,0.0990368,0.736741,0.96997,2.82342,0.447043,0.670254
978,1071.16,2,0.327556,1.41011,2.32007,0.000773277,-9.65195,-4.59722,0.0990045,0.73661,0.970123,2.82321,0.447248,0.670094
979,1029.96,2,0.327541,1.41012,2.3205,0.000773172,-9.64905,-4.59708,0.0989929,0.736615,0.970262,2.82292,0.447417,0.669958
980,1048.49,2,0.327543,1.41012,2.32093,0.000773078,-9.6459,-4.59697,0.0989892,0.736622,0.970401,2.82318,0.447563,0.669971
981,1021.84,2,0.327519,1.41011,2.32112,0.000773067,-9.64443,-4.59686,0.0989709,0.736556,0.970584,2.82295,0.447685,0.669857
982,1029.53,2,0.327502,1.41011,2.32118,0.000773106,-9.64296,-4.59674,0.0989592,0.736574,0.9708,2.8226,0.447839,0.669732
983,1047.05,2,0.327503,1.4101,2.32114,0.000773195,-9.6419,-4.59664,0.0989566,0.736494,0.971127,2.82287,0.448018,0.669617
984,1059.13,2,0.327527,1.4101,2.32078,0.000773239,-9.6398,-4.5965,0.0989524,0.736311,0.971418,2.82251,0.448253,0.669508
985,1025.17,2,0.327511,1.41011,2.32087,0.000773236,-9.63904,-4.59639,0.0989313,0.73622,0.971739,2.82135,0.448442,0.669377
986,1033.31,2,0.327501,1.41011,2.32101,0.000773245,-9.63893,-4.5963,0.0989152,0.736091,0.971981,2.82094,0.448603,0.669332
987,1029.89,2,0.327481,1.41012,2.32068,0.000773312,-9.63875,-4.59623,0.0988953,0.736067,0.972193,2.82056,0.448763,0.669344
988,1036.97,2,0.327469,1.41011,2.32081,0.000773277,-9.63845,-4.59626,0.0988849,0.735912,0.972507,2.82039,0.44895,0.669352
989,1020.35,2,0.327439,1.41012,2.3207,0.000773274,-9.63833,-4.59623,0.0988591,0.735902,0.972872,2.81923,0.449147,0.669313
990,1015.87,2,0.327399,1.41014,2.32088,0.000773251,-9.63888,-4.59626,0.0988263,0.735904,0.973242,2.81891,0.449304,0.669229
991,1016.85,2,0.327364,1.4101,2.32115,0.000773119,-9.63916,-4.5963,0.0988036,0.73584,0.973619,2.81827,0.449464,0.669178
992,1014.62,2,0.327325,1.41009,2.32136,0.000772984,-9.63967,-4.59634,0.0987983,0.735734,0.973998,2.8173,0.449636,0.669265
993,1030.27,2,0.327303,1.41008,2.32161,0.00077279,-9.63996,-4.59641,0.0987803,0.735799,0.974279,2.8167,0.449754,0.66937
994,1039.65,2,0.32729,1.41008,2.32207,0.000772617,-9.63959,-4.59645,0.0987612,0.735867,0.974538,2.81619,0.449884,0.669533
995,1040.13,2,0.327271,1.41005,2.32208,0.000772482,-9.64045,-4.59646,0.0987493,0.735975,0.974832,2.81622,0.450035,0.669648
996,1048.78,2,0.327265,1.41004,2.32228,0.000772348,-9.64006,-4.59648,0.0987429,0.736067,0.975138,2.8166,0.45015,0.669693
997,1035.06,2,0.327242,1.41006,2.32273,0.000772143,-9.64015,-4.59651,0.0987424,0.736146,0.97548,2.81637,0.450243,0.669876
998,1024.44,2,0.327213,1.41003,2.32287,0.000771874,-9.63945,-4.59656,0.0987413,0.736233,0.975706,2.81642,0.450288,0.669945
999,1033.99,2,0.327193,1.41003,2.32336,0.000771551,-9.63916,-4.59661,0.0987253,0.736416,0.975917,2.8176,0.450299,0.669807
1000,1049.38,2,0.327187,1.41002,2.32379,0.000771301,-9.63965,-4.59666,0.0986886,0.736585,0.976105,2.8194,0.450305,0.6697
1001,1044.44,2,0.327182,1.41002,2.32446,0.000771067,-9.6407,-4.59671,0.0986623,0.736714,0.976274,2.82003,0.450307,0.669729
1002,1039.15,2,0.327183,1.41001,2.32505,0.000770748,-9.64074,-4.59676,0.0986416,0.736922,0.976431,2.81936,0.450257,0.669729
1003,1051.21,2,0.327187,1.40998,2.32575,0.000770389,-9.6401,-4.59678,0.0986209,0.737184,0.976624,2.81949,0.450242,0.669732
1004,1048.3,2,0.327186,1.40996,2.32644,0.000770026,-9.63942,-4.59681,0.0985998,0.737517,0.976832,2.81931,0.450244,0.669758
1005,1053.48,2,0.327207,1.40996,2.32729,0.000769655,-9.63852,-4.59686,0.0985845,0.737663,0.976977,2.81849,0.450213,0.669766
1006,1039.63,2,0.327195,1.40995,2.32833,0.000769298,-9.63877,-4.59692,0.0985681,0.737773,0.977106,2.81942,0.450211,0.669803
1007,1057.39,2,0.327196,1.40995,2.32939,0.000768891,-9.63911,-4.59701,0.0985508,0.738013,0.97735,2.82005,0.450229,0.669892
1008,1044.18,2,0.327186,1.40995,2.33035,0.000768473,-9.63893,-4.59714,0.098525,0.738163,0.977563,2.82016,0.45027,0.67004
1009,1031.97,2,0.327161,1.40993,2.33136,0.000768121,-9.63795,-4.59724,0.0985015,0.738452,0.977776,2.82056,0.450308,0.670001
1010,1034.04,2,0.327148,1.40993,2.33216,0.000767749,-9.63781,-4.5974,0.0984817,0.738648,0.977947,2.82021,0.450322,0.670045
1011,1037.98,2,0.327136,1.40991,2.33325,0.000767349,-9.63722,-4.59756,0.0984694,0.739039,0.978174,2.8192,0.450356,0.670092
1012,1006.12,2,0.32709,1.40992,2.33417,0.000766961,-9.63677,-4.59769,0.0984454,0.739318,0.978404,2.81812,0.450426,0.670089
1013,1011.02,2,0.327051,1.40993,2.33502,0.00076664,-9.63625,-4.59781,0.0984181,0.739528,0.978667,2.81738,0.450495,0.670028
1014,1019.9,2,0.32702,1.40993,2.33584,0.000766286,-9.6355,-4.59793,0.0983928,0.739701,0.978957,2.81697,0.450564,0.669972
1015,1028.62,2,0.327004,1.40992,2.33679,0.000765887,-9.63461,-4.59796,0.0983503,0.739817,0.979198,2.81544,0.450791,0.669905
1016,1013.88,2,0.326962,1.40993,2.33774,0.000765435,-9.6339,-4.59801,0.0983166,0.739973,0.979408,2.81497,0.450995,0.669839
1017,1038.15,2,0.326949,1.40993,2.3385,0.000764968,-9.63269,-4.59807,0.0982929,0.740072,0.97965,2.81469,0.451191,0.669773
1018,1053.22,2,0.32696,1.40993,2.33927,0.000764519,-9.6323,-4.59816,0.098251,0.74014,0.979908,2.8145,0.45135,0.669602
1019,1045.65,2,0.326968,1.40993,2.33989,0.000764157,-9.63163,-4.59823,0.0982111,0.74016,0.980169,2.81404,0.451463,0.669417
1020,1031.58,2,0.326957,1.40993,2.34054,0.000763794,-9.6314,-4.5983,0.0981769,0.74018,0.980448,2.8136,0.451578,0.66929
1021,1031.06,2,0.326946,1.40993,2.34124,0.000763442,-9.631,-4.59836,0.0981455,0.740292,0.980659,2.81318,0.451667,0.669154
1022,1042.51,2,0.326952,1.40993,2.34179,0.000763067,-9.63031,-4.59841,0.0981235,0.740294,0.980887,2.81236,0.451768,0.669065
1023,1020.83,2,0.326931,1.40996,2.34238,0.000762668,-9.62901,-4.59847,0.0981002,0.740338,0.981209,2.81183,0.451887,0.668844
1024,1013.95,2,0.326906,1.40997,2.34289,0.000762314,-9.62773,-4.5985,0.0980746,0.740374,0.981555,2.81065,0.452023,0.668645
1025,1029.2,2,0.326903,1.40997,2.34332,0.000762011,-9.62647,-4.59854,0.09805,0.740299,0.981895,2.80941,0.452158,0.66847
1026,1034.44,2,0.326897,1.40994,2.34396,0.000761698,-9.62523,-4.59853,0.0980218,0.740257,0.982248,2.80877,0.452283,0.668344
1027,1037.09,2,0.326885,1.40994,2.345,0.000761313,-9.62419,-4.59849,0.0980042,0.740285,0.982647,2.8082,0.452413,0.668335
1028,1040.13,2,0.326876,1.40993,2.34589,0.000760953,-9.62432,-4.59846,0.0979753,0.740236,0.983067,2.80859,0.452529,0.6682
1029,1021.9,2,0.326851,1.40991,2.34657,0.000760712,-9.62282,-4.5984,0.0979609,0.740182,0.983493,2.80779,0.452654,0.668197
1030,1045.36,2,0.326848,1.40992,2.34741,0.000760492,-9.62114,-4.59834,0.0979567,0.740166,0.983908,2.8069,0.452789,0.668302
1031,1038.22,2,0.326827,1.4099,2.34844,0.000760257,-9.62013,-4.59826,0.0979472,0.740306,0.984301,2.80599,0.452954,0.668527
1032,1054.21,2,0.32682,1.4099,2.34959,0.000760044,-9.61932,-4.59819,0.0979321,0.740501,0.984735,2.80525,0.453117,0.668699
1033,1061.13,2,0.326826,1.4099,2.35064,0.000759822,-9.61866,-4.5981,0.0979145,0.740696,0.985157,2.80432,0.453272,0.668819
1034,1039.18,2,0.326812,1.40989,2.35142,0.000759651,-9.61791,-4.598,0.0979024,0.740861,0.985612,2.80313,0.453417,0.668886
1035,1029.69,2,0.326794,1.40989,2.35182,0.000759442,-9.61672,-4.59799,0.0978838,0.740942,0.986096,2.80227,0.453457,0.668931
1036,1016.06,2,0.326765,1.4099,2.35217,0.000759295,-9.61555,-4.59797,0.0978706,0.741014,0.986489,2.80124,0.453492,0.668991
1037,1027.99,2,0.326741,1.40989,2.35226,0.000759204,-9.61516,-4.59797,0.0978514,0.741086,0.98684,2.80102,0.453534,0.669081
1038,1070.19,2,0.326759,1.40989,2.35268,0.000759098,-9.61455,-4.59798,0.0978316,0.741157,0.987267,2.80084,0.453584,0.669189
1039,1062.05,2,0.326765,1.40989,2.35296,0.000758997,-9.61446,-4.59796,0.0978092,0.741257,0.987654,2.80093,0.45361,0.669352
1040,1049.46,2,0.326764,1.4099,2.35365,0.000758909,-9.61437,-4.59797,0.0977879,0.74125,0.988037,2.80083,0.453611,0.669518
1041,1066.42,2,0.326783,1.4099,2.35438,0.000758788,-9.61455,-4.59797,0.0977648,0.741241,0.988392,2.80072,0.453623,0.669646
1042,1045.6,2,0.326784,1.4099,2.35489,0.000758724,-9.61481,-4.59798,0.0977452,0.741197,0.988699,2.80048,0.453608,0.669779
1043,1013.83,2,0.326757,1.40992,2.35517,0.000758666,-9.61514,-4.59802,0.0977168,0.741125,0.988951,2.79999,0.4536,0.66988
1044,1019.51,2,0.326732,1.40991,2.35544,0.000758611,-9.61624,-4.59806,0.0976888,0.741046,0.989217,2.80017,0.453588,0.669948
1045,1019.47,2,0.326705,1.4099,2.35565,0.000758587,-9.6179,-4.5981,0.0976564,0.741022,0.989527,2.80029,0.453573,0.670008
1046,1037.54,2,0.326704,1.40989,2.35571,0.00075859,-9.61826,-4.59814,0.0976324,0.740959,0.989797,2.79972,0.453557,0.670119
1047,1032.05,2,0.32669,1.40989,2.35543,0.000758622,-9.61933,-4.5982,0.097612,0.740851,0.990007,2.80046,0.453541,0.670157
1048,1039.8,2,0.326688,1.4099,2.35516,0.000758643,-9.6202,-4.59826,0.0975946,0.740737,0.9902,2.80107,0.453521,0.670179
1049,1018.02,2,0.326661,1.40988,2.35495,0.000758666,-9.62107,-4.59831,0.097575,0.740643,0.99039,2.80178,0.453505,0.67021
1050,1032.89,2,0.32665,1.4099,2.35505,0.000758699,-9.62237,-4.59836,0.0975591,0.740533,0.990534,2.80247,0.453474,0.670283
1051,1004.69,2,0.326617,1.40991,2.35524,0.000758665,-9.62264,-4.59843,0.0975374,0.740477,0.990706,2.80249,0.453456,0.670287
1052,1024.03,2,0.326602,1.40989,2.35522,0.00075866,-9.62315,-4.59848,0.0975192,0.740401,0.990825,2.80308,0.453439,0.670216
1053,1024.18,2,0.326592,1.40989,2.35536,0.000758608,-9.62354,-4.59856,0.0975015,0.740303,0.990889,2.8035,0.453419,0.670148
1054,1009.12,2,0.326573,1.40989,2.35557,0.00075851,-9.62335,-4.59864,0.0974669,0.740114,0.991015,2.80323,0.453411,0.670095
1055,1016.18,2,0.326549,1.40988,2.3557,0.000758389,-9.62414,-4.59873,0.0974399,0.74,0.991174,2.80346,0.453425,0.670123
1056,1013.6,2,0.326529,1.40988,2.35594,0.000758281,-9.62389,-4.59878,0.0974226,0.739811,0.991335,2.80315,0.453452,0.670171
1057,1031.81,2,0.326509,1.40988,2.35602,0.000758145,-9.62359,-4.59882,0.0974071,0.739704,0.991507,2.80428,0.453492,0.670259
1058,1015.28,2,0.326478,1.40987,2.35608,0.00075805,-9.62386,-4.59886,0.0973902,0.739588,0.991637,2.80509,0.453526,0.67031
1059,1031.29,2,0.326462,1.40988,2.35609,0.000758037,-9.62471,-4.5989,0.0973688,0.739607,0.991746,2.80541,0.453566,0.670395
1060,1022.6,2,0.326443,1.40988,2.35629,0.000758026,-9.62544,-4.5989,0.0973379,0.739678,0.991895,2.80535,0.453585,0.670387
1061,1037.45,2,0.326445,1.40988,2.35649,0.000758022,-9.62621,-4.5989,0.097306,0.739686,0.991999,2.80516,0.453587,0.670359
1062,1043.59,2,0.326442,1.40986,2.35648,0.000758039,-9.62761,-4.59887,0.0972811,0.739787,0.992092,2.8053,0.453617,0.670403
1063,1040.4,2,0.32644,1.40986,2.35653,0.000758055,-9.62869,-4.59885,0.097256,0.739893,0.992206,2.80532,0.453635,0.670381
1064,1022.51,2,0.326419,1.40985,2.3568,0.000758028,-9.62931,-4.59885,0.0972301,0.739978,0.992337,2.8058,0.453634,0.670317
1065,1037.28,2,0.326409,1.40985,2.35708,0.000757993,-9.6307,-4.59884,0.0972002,0.740082,0.992469,2.80667,0.453632,0.670253
1066,1007.03,2,0.326376,1.40985,2.35756,0.000757895,-9.63165,-4.59884,0.0971788,0.740166,0.992523,2.80682,0.453624,0.670284
1067,1024.48,2,0.326354,1.40985,2.3582,0.000757772,-9.63225,-4.59883,0.097165,0.740259,0.992587,2.80723,0.453613,0.670371
1068,1012.69,2,0.326334,1.40986,2.35864,0.000757677,-9.63205,-4.59881,0.0971467,0.740148,0.992653,2.80712,0.4536,0.670428
1069,1024.36,2,0.326327,1.40985,2.35902,0.000757648,-9.63154,-4.59878,0.097129,0.739973,0.992706,2.80704,0.453573,0.670534
1070,1018.22,2,0.326306,1.40985,2.35952,0.000757605,-9.63157,-4.59875,0.0971165,0.739744,0.992793,2.8077,0.453534,0.670716
1071,1034.83,2,0.326298,1.40987,2.36011,0.000757614,-9.63194,-4.59868,0.0971014,0.739582,0.992849,2.80841,0.453518,0.670879
1072,1027.5,2,0.326282,1.40985,2.36075,0.000757616,-9.63332,-4.59862,0.0970925,0.73943,0.992903,2.80901,0.453519,0.671073
1073,1018.99,2,0.326254,1.40986,2.36151,0.000757626,-9.63434,-4.59857,0.0970849,0.739374,0.992962,2.80985,0.453502,0.67125
1074,1030.72,2,0.326244,1.40983,2.36209,0.000757562,-9.63482,-4.59852,0.0970677,0.739393,0.993038,2.81012,0.453485,0.671292
1075,1043.09,2,0.326245,1.40982,2.36267,0.000757433,-9.63521,-4.59844,0.097063,0.739359,0.993016,2.81025,0.453492,0.671466
1076,1026.33,2,0.326235,1.40982,2.36329,0.000757344,-9.63542,-4.59838,0.0970554,0.739303,0.992986,2.81022,0.45348,0.671606
1077,1015.81,2,0.326223,1.40983,2.36401,0.000757316,-9.63589,-4.59833,0.0970524,0.739176,0.992973,2.8096,0.453467,0.671757
1078,985.014,2,0.326178,1.40982,2.36467,0.00075728,-9.63558,-4.59828,0.0970476,0.739132,0.99296,2.80898,0.453468,0.671925
1079,1011.46,2,0.326148,1.40981,2.3653,0.000757179,-9.63598,-4.59824,0.0970351,0.739115,0.993013,2.80919,0.453483,0.672079
1080,1028.38,2,0.326129,1.40979,2.36594,0.000757103,-9.63678,-4.59821,0.0970267,0.739075,0.993093,2.80976,0.453498,0.672254
1081,1017.11,2,0.326108,1.40978,2.36653,0.000757036,-9.63702,-4.59818,0.097018,0.738912,0.993209,2.81018,0.453511,0.672324
1082,1017.42,2,0.326094,1.40978,2.36688,0.000757004,-9.63656,-4.59816,0.0970083,0.738735,0.993313,2.81018,0.453531,0.672342
1083,1010.93,2,0.32607,1.40978,2.36729,0.000756922,-9.6365,-4.59815,0.0969979,0.738694,0.993404,2.80992,0.453591,0.672372
1084,981.24,2,0.326019,1.40977,2.36771,0.00075686,-9.63655,-4.59814,0.0969845,0.73863,0.993538,2.80955,0.453667,0.672404
1085,998.09,2,0.325987,1.40979,2.36804,0.00075678,-9.63583,-4.59813,0.0969733,0.738598,0.99368,2.80879,0.453759,0.672392
1086,1008.63,2,0.325953,1.40979,2.3683,0.000756668,-9.63643,-4.59815,0.0969741,0.738588,0.993861,2.80881,0.453848,0.672426
1087,1015.36,2,0.325922,1.40978,2.36875,0.000756521,-9.6362,-4.59816,0.0969693,0.738586,0.994083,2.8091,0.453958,0.672454
1088,1023.42,2,0.325896,1.40979,2.36916,0.000756386,-9.6358,-4.59816,0.0969642,0.738645,0.994271,2.80914,0.454083,0.672513
1089,1031.52,2,0.325878,1.40978,2.36946,0.000756248,-9.63601,-4.59818,0.0969684,0.738728,0.994461,2.80851,0.454225,0.672685
1090,1051.35,2,0.325877,1.40978,2.36974,0.000756135,-9.63689,-4.5982,0.0969737,0.738785,0.994634,2.80797,0.454365,0.672882
1091,1023.68,2,0.32585,1.40977,2.36978,0.000755982,-9.6371,-4.59821,0.0969787,0.738768,0.99491,2.80752,0.454511,0.67307
1092,1015,2,0.325814,1.40977,2.36981,0.000755903,-9.63664,-4.5982,0.0969866,0.738845,0.9952,2.8068,0.454645,0.673313
1093,1014.09,2,0.325781,1.40976,2.36994,0.00075578,-9.63662,-4.59822,0.0969993,0.738904,0.995479,2.80617,0.454758,0.673474
1094,1023.39,2,0.325749,1.40976,2.37009,0.000755616,-9.63663,-4.59823,0.0970011,0.738969,0.99578,2.80651,0.454865,0.673613
1095,1030.28,2,0.325726,1.40976,2.37025,0.000755473,-9.6363,-4.59823,0.0970045,0.738965,0.996072,2.80651,0.454956,0.673806
1096,1029.42,2,0.325709,1.40976,2.37044,0.000755341,-9.63642,-4.59824,0.097006,0.738955,0.996346,2.8065,0.45505,0.673858
1097,1013.73,2,0.325684,1.40976,2.37055,0.000755191,-9.63673,-4.59823,0.0970035,0.738974,0.996588,2.80584,0.455154,0.673885
1098,1041.45,2,0.325681,1.40975,2.37072,0.000755009,-9.63685,-4.59824,0.0970065,0.738963,0.996817,2.80561,0.455245,0.673927
1099,1023.65,2,0.325671,1.40975,2.3709,0.0007548,-9.63667,-4.59826,0.0970047,0.738962,0.997045,2.80482,0.45531,0.673899
1100,1031.11,2,0.325667,1.40973,2.37109,0.000754606,-9.6365,-4.59827,0.0969971,0.738963,0.997304,2.80435,0.455363,0.673816
1101,1026.13,2,0.325667,1.40973,2.37123,0.000754419,-9.6362,-4.59827,0.0969926,0.738912,0.997534,2.80326,0.4554,0.673736
