initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,n_abscissa,n_cdf,split
-7.34049,0.846939,1.14462,0.844898,0.00366861,0.846939,-3.90537,0.846939,2.81792,0.844898,0.165613,0.844898,All
-7.28871,0.84898,1.14744,0.846939,0.00373647,0.84898,-3.896,0.84898,2.85031,0.846939,0.165913,0.846939,All
-7.28373,0.85102,1.14779,0.84898,0.00383709,0.85102,-3.89118,0.85102,2.85547,0.84898,0.167117,0.84898,All
-7.28252,0.853061,1.14905,0.85102,0.00385765,0.853061,-3.88039,0.853061,2.87205,0.85102,0.16717,0.85102,All
-7.28079,0.855102,1.15383,0.853061,0.00386082,0.855102,-3.87681,0.855102,2.8846,0.853061,0.167244,0.853061,All
-7.18828,0.857143,1.1591,0.855102,0.0038639,0.857143,-3.87593,0.857143,2.88509,0.855102,0.170581,0.855102,All
-7.17824,0.859184,1.16552,0.857143,0.00391503,0.859184,-3.86328,0.859184,2.88648,0.857143,0.170743,0.857143,All
-7.13074,0.861224,1.1658,0.859184,0.00394012,0.861224,-3.85496,0.861224,2.89264,0.859184,0.170778,0.859184,All
-7.12412,0.863265,1.17829,0.861224,0.00400957,0.863265,-3.8239,0.863265,2.89473,0.861224,0.171231,0.861224,All
-7.11247,0.865306,1.1841,0.863265,0.00412961,0.865306,-3.82083,0.865306,2.90502,0.863265,0.171251,0.863265,All
-7.00236,0.867347,1.18751,0.865306,0.00417403,0.867347,-3.81687,0.867347,2.93449,0.865306,0.171563,0.865306,All
-6.9666,0.869388,1.18949,0.867347,0.00426401,0.869388,-3.81486,0.869388,2.94871,0.867347,0.172533,0.867347,All
-6.85125,0.871429,1.19397,0.869388,0.0043173,0.871429,-3.81354,0.871429,2.95415,0.869388,0.173149,0.869388,All
-6.83408,0.873469,1.19612,0.871429,0.00431836,0.873469,-3.81023,0.873469,2.96013,0.871429,0.173572,0.871429,All
-6.77798,0.87551,1.1964,0.873469,0.00436414,0.87551,-3.80665,0.87551,2.98816,0.873469,0.175774,0.873469,All
-6.72432,0.877551,1.2018,0.87551,0.00438419,0.877551,-3.80286,0.877551,2.99766,0.87551,0.176191,0.87551,All
-6.71754,0.879592,1.20225,0.877551,0.00446617,0.879592,-3.79052,0.879592,3.00178,0.877551,0.176298,0.877551,All
-6.68428,0.881633,1.20493,0.879592,0.00447181,0.881633,-3.78622,0.881633,3.00234,0.879592,0.179556,0.879592,All
-6.64932,0.883673,1.21161,0.881633,0.00452518,0.883673,-3.77726,0.883673,3.00341,0.881633,0.181254,0.881633,All
-6.61515,0.885714,1.21163,0.883673,0.00461945,0.885714,-3.77618,0.885714,3.00976,0.883673,0.185282,0.883673,All
-6.5038,0.887755,1.21389,0.885714,0.00466595,0.887755,-3.76566,0.887755,3.0236,0.885714,0.187289,0.885714,All
-6.47253,0.889796,1.21852,0.887755,0.00474936,0.889796,-3.76262,0.889796,3.03533,0.887755,0.188529,0.887755,All
-6.4503,0.891837,1.22012,0.889796,0.00476297,0.891837,-3.76252,0.891837,3.03695,0.889796,0.189259,0.889796,All
-6.37493,0.893878,1.22468,0.891837,0.00481753,0.893878,-3.76119,0.893878,3.05012,0.891837,0.189913,0.891837,All
-6.37212,0.895918,1.22716,0.893878,0.00487286,0.895918,-3.76065,0.895918,3.06913,0.893878,0.190352,0.893878,All
-6.36467,0.897959,1.22759,0.895918,0.00493574,0.897959,-3.76049,0.897959,3.0777,0.895918,0.192828,0.895918,All
-6.35476,0.9,1.23785,0.897959,0.00496424,0.9,-3.75634,0.9,3.10208,0.897959,0.194374,0.897959,All
-6.33744,0.902041,1.2444,0.9,0.00497269,0.902041,-3.75518,0.902041,3.13307,0.9,0.195993,0.9,All
-6.33319,0.904082,1.24578,0.902041,0.00498169,0.904082,-3.75456,0.904082,3.14566,0.902041,0.197331,0.902041,All
-6.25569,0.906122,1.2469,0.904082,0.00500656,0.906122,-3.75033,0.906122,3.22736,0.904082,0.198594,0.904082,All
-6.2188,0.908163,1.25124,0.906122,0.00502135,0.908163,-3.74328,0.908163,3.23197,0.906122,0.199664,0.906122,All
-6.157,0.910204,1.25384,0.908163,0.00504356,0.910204,-3.73939,0.910204,3.2462,0.908163,0.201009,0.908163,All
-6.15682,0.912245,1.25726,0.910204,0.00525935,0.912245,-3.73081,0.912245,3.2527,0.910204,0.201896,0.910204,All
-6.1409,0.914286,1.26468,0.912245,0.00539865,0.914286,-3.73042,0.914286,3.26235,0.912245,0.205646,0.912245,All
-6.12095,0.916327,1.2704,0.914286,0.00540119,0.916327,-3.73034,0.916327,3.26803,0.914286,0.208827,0.914286,All
-6.11003,0.918367,1.277,0.916327,0.00542879,0.918367,-3.72889,0.918367,3.2733,0.916327,0.21067,0.916327,All
-6.1096,0.920408,1.27798,0.918367,0.00545322,0.920408,-3.72698,0.920408,3.33784,0.918367,0.214573,0.918367,All
-6.03695,0.922449,1.28596,0.920408,0.00545988,0.922449,-3.72534,0.922449,3.37565,0.920408,0.21561,0.920408,All
-6.02502,0.92449,1.28946,0.922449,0.00546882,0.92449,-3.71838,0.92449,3.38098,0.922449,0.216761,0.922449,All
-5.96294,0.926531,1.29051,0.92449,0.00549434,0.926531,-3.70994,0.926531,3.38785,0.92449,0.220347,0.92449,All
-5.91928,0.928571,1.29333,0.926531,0.00557821,0.928571,-3.70487,0.928571,3.40656,0.926531,0.221331,0.926531,All
-5.90212,0.930612,1.30105,0.928571,0.00565543,0.930612,-3.7038,0.930612,3.50269,0.928571,0.222759,0.928571,All
-5.84705,0.932653,1.3053,0.930612,0.00567684,0.932653,-3.68895,0.932653,3.51574,0.930612,0.225031,0.930612,All
-5.82199,0.934694,1.30536,0.932653,0.00609594,0.934694,-3.68706,0.934694,3.5298,0.932653,0.226758,0.932653,All
-5.8148,0.936735,1.31543,0.934694,0.00621197,0.936735,-3.68674,0.936735,3.54349,0.934694,0.226909,0.934694,All
-5.74326,0.938776,1.31609,0.936735,0.00627007,0.938776,-3.6849,0.938776,3.60763,0.936735,0.227701,0.936735,All
-5.6088,0.940816,1.32876,0.938776,0.00627754,0.940816,-3.67989,0.940816,3.64752,0.938776,0.227855,0.938776,All
-5.60294,0.942857,1.32958,0.940816,0.00643717,0.942857,-3.67562,0.942857,3.67375,0.940816,0.236216,0.940816,All
-5.57802,0.944898,1.34338,0.942857,0.00647116,0.944898,-3.675,0.944898,3.69174,0.942857,0.239656,0.942857,All
-5.54218,0.946939,1.35897,0.944898,0.00649855,0.946939,-3.6673,0.946939,3.71845,0.944898,0.240162,0.944898,All
-5.53135,0.94898,1.37299,0.946939,0.00663378,0.94898,-3.66275,0.94898,3.74843,0.946939,0.241595,0.946939,All
-5.41255,0.95102,1.3757,0.94898,0.00687463,0.95102,-3.64342,0.95102,3.7677,0.94898,0.242873,0.94898,All
-5.39985,0.953061,1.37829,0.95102,0.00700612,0.953061,-3.63117,0.953061,3.7711,0.95102,0.244825,0.95102,All
-5.37778,0.955102,1.40734,0.953061,0.00704208,0.955102,-3.62454,0.955102,3.82089,0.953061,0.25368,0.953061,All
-5.36742,0.957143,1.41385,0.955102,0.00729299,0.957143,-3.60705,0.957143,4.04178,0.955102,0.256597,0.955102,All
-5.33266,0.959184,1.42602,0.957143,0.00736909,0.959184,-3.60601,0.959184,4.06287,0.957143,0.256609,0.957143,All
-5.25025,0.961224,1.43271,0.959184,0.00740919,0.961224,-3.60151,0.961224,4.11845,0.959184,0.258647,0.959184,All
-5.21521,0.963265,1.44378,0.961224,0.00744378,0.963265,-3.60117,0.963265,4.17312,0.961224,0.267524,0.961224,All
-5.16607,0.965306,1.45833,0.963265,0.00761023,0.965306,-3.59638,0.965306,4.17982,0.963265,0.268094,0.963265,All
-5.15668,0.967347,1.46664,0.965306,0.00798685,0.967347,-3.55628,0.967347,4.18762,0.965306,0.269444,0.965306,All
-5.15211,0.969388,1.46823,0.967347,0.0080928,0.969388,-3.5554,0.969388,4.25801,0.967347,0.270302,0.967347,All
-5.1426,0.971429,1.46905,0.969388,0.00815742,0.971429,-3.5379,0.971429,4.28092,0.969388,0.27781,0.969388,All
-5.07039,0.973469,1.57292,0.971429,0.00838342,0.973469,-3.51932,0.973469,4.39695,0.971429,0.278388,0.971429,All
-4.97323,0.97551,1.58703,0.973469,0.00839191,0.97551,-3.5061,0.97551,4.44679,0.973469,0.282758,0.973469,All
-4.92862,0.977551,1.60795,0.97551,0.0084338,0.977551,-3.50585,0.977551,4.60177,0.97551,0.284466,0.97551,All
-4.86793,0.979592,1.62763,0.977551,0.00858648,0.979592,-3.50488,0.979592,4.71435,0.977551,0.288165,0.977551,All
-4.81606,0.981633,1.68625,0.979592,0.00894822,0.981633,-3.48951,0.981633,4.79642,0.979592,0.296637,0.979592,All
-4.76096,0.983673,1.88827,0.981633,0.00935131,0.983673,-3.47764,0.983673,4.80579,0.981633,0.315943,0.981633,All
-4.73923,0.985714,2.00194,0.983673,0.00946099,0.985714,-3.44372,0.985714,4.86321,0.983673,0.361103,0.983673,All
-4.65246,0.987755,2.15502,0.985714,0.0103688,0.987755,-3.43185,0.987755,4.89177,0.985714,0.362741,0.985714,All
-4.64229,0.989796,2.16701,0.987755,0.0107829,0.989796,-3.43175,0.989796,5.01568,0.987755,0.364376,0.987755,All
-4.45287,0.991837,2.22421,0.989796,0.0118915,0.991837,-3.41629,0.991837,6.06296,0.989796,0.368749,0.989796,All
-4.25346,0.993878,2.23176,0.991837,0.0119641,0.993878,-3.36458,0.993878,6.45508,0.991837,0.40055,0.991837,All
-4.11184,0.995918,2.27317,0.993878,0.0120553,0.995918,-3.35517,0.995918,7.05065,0.993878,0.427851,0.993878,All
-3.99496,0.997959,2.38364,0.995918,0.0150719,0.997959,-3.29918,0.997959,8.61466,0.995918,0.493154,0.995918,All
-3.61961,1,2.51238,0.997959,0.0659486,1,-2.71926,1,8.72242,0.997959,0.49722,0.997959,All
-3.61961,1,2.53624,1,0.0659486,1,-2.71926,1,8.77265,1,0.612894,1,All
