initT_abscissa,initT_cdf,aS_abscissa,aS_cdf,dS_abscissa,dS_cdf,lBt0_abscissa,lBt0_cdf,dI_abscissa,dI_cdf,w_abscissa,w_cdf,split
-2.67981,0.817647,1.66244,0.815686,0.0073293,0.815686,-3.99905,0.815686,0.939423,0.817647,0.123972,0.817647,All
-2.66913,0.819608,1.66317,0.817647,0.00733667,0.817647,-3.99819,0.817647,0.939519,0.819608,0.125403,0.819608,All
-2.66198,0.821569,1.66396,0.819608,0.00735497,0.819608,-3.99768,0.819608,0.939934,0.821569,0.125757,0.821569,All
-2.62422,0.823529,1.66467,0.821569,0.00737915,0.821569,-3.99751,0.821569,0.940323,0.823529,0.125934,0.823529,All
-2.60971,0.82549,1.66497,0.823529,0.00738839,0.823529,-3.99741,0.823529,0.941977,0.82549,0.125939,0.82549,All
-2.58954,0.827451,1.66577,0.82549,0.00741791,0.82549,-3.99671,0.82549,0.94489,0.827451,0.126624,0.827451,All
-2.58296,0.829412,1.66635,0.827451,0.00741868,0.827451,-3.996,0.827451,0.944911,0.829412,0.127251,0.829412,All
-2.56798,0.831373,1.6668,0.829412,0.00741896,0.829412,-3.99528,0.829412,0.946706,0.831373,0.127306,0.831373,All
-2.56793,0.833333,1.66827,0.831373,0.00742228,0.831373,-3.99451,0.831373,0.947417,0.833333,0.127454,0.833333,All
-2.54464,0.835294,1.66935,0.833333,0.0074223,0.833333,-3.99443,0.833333,0.948236,0.835294,0.127841,0.835294,All
-2.51755,0.837255,1.66956,0.835294,0.00743481,0.835294,-3.99396,0.835294,0.948906,0.837255,0.128846,0.837255,All
-2.45378,0.839216,1.66966,0.837255,0.00743502,0.837255,-3.99092,0.837255,0.949232,0.839216,0.128933,0.839216,All
-2.42374,0.841176,1.67051,0.839216,0.00744179,0.839216,-3.99062,0.839216,0.950312,0.841176,0.130019,0.841176,All
-2.37435,0.843137,1.67071,0.841176,0.00744751,0.841176,-3.98919,0.841176,0.95064,0.843137,0.130611,0.843137,All
-2.32926,0.845098,1.67081,0.843137,0.00745101,0.843137,-3.98918,0.843137,0.951315,0.845098,0.131199,0.845098,All
-2.29705,0.847059,1.67237,0.845098,0.00745727,0.845098,-3.98754,0.845098,0.951666,0.847059,0.131327,0.847059,All
-2.27239,0.84902,1.67278,0.847059,0.007464,0.847059,-3.98734,0.847059,0.951863,0.84902,0.131404,0.84902,All
-2.25419,0.85098,1.6751,0.84902,0.00747065,0.84902,-3.98625,0.84902,0.952255,0.85098,0.132868,0.85098,All
-2.24813,0.852941,1.67517,0.85098,0.00747085,0.85098,-3.98588,0.85098,0.954169,0.852941,0.133659,0.852941,All
-2.2383,0.854902,1.67535,0.852941,0.00748149,0.852941,-3.98257,0.852941,0.954378,0.854902,0.134643,0.854902,All
-2.23072,0.856863,1.67681,0.854902,0.00749953,0.854902,-3.98222,0.854902,0.954663,0.856863,0.136162,0.856863,All
-2.22307,0.858824,1.67718,0.856863,0.00750658,0.856863,-3.98174,0.856863,0.955338,0.858824,0.136997,0.858824,All
-2.20394,0.860784,1.67901,0.858824,0.0075084,0.858824,-3.98156,0.858824,0.956389,0.860784,0.137166,0.860784,All
-2.16078,0.862745,1.67947,0.860784,0.00751277,0.860784,-3.98044,0.860784,0.95668,0.862745,0.137377,0.862745,All
-2.15689,0.864706,1.67992,0.862745,0.00751609,0.862745,-3.9804,0.862745,0.956745,0.864706,0.138025,0.864706,All
-2.14457,0.866667,1.68108,0.864706,0.00752313,0.864706,-3.98038,0.864706,0.957365,0.866667,0.138627,0.866667,All
-2.12898,0.868627,1.68144,0.866667,0.00752485,0.866667,-3.9799,0.866667,0.959483,0.868627,0.139081,0.868627,All
-2.08442,0.870588,1.68503,0.868627,0.00752485,0.868627,-3.97916,0.868627,0.960363,0.870588,0.139578,0.870588,All
-1.98754,0.872549,1.68937,0.870588,0.00752785,0.870588,-3.97878,0.870588,0.960589,0.872549,0.139946,0.872549,All
-1.97312,0.87451,1.68978,0.872549,0.00757859,0.872549,-3.97871,0.872549,0.960608,0.87451,0.140837,0.87451,All
-1.95896,0.876471,1.6902,0.87451,0.00759194,0.87451,-3.97867,0.87451,0.960912,0.876471,0.14084,0.876471,All
-1.94486,0.878431,1.69022,0.876471,0.00759788,0.876471,-3.97732,0.876471,0.96238,0.878431,0.140844,0.878431,All
-1.90181,0.880392,1.69034,0.878431,0.00759882,0.878431,-3.9772,0.878431,0.962735,0.880392,0.14131,0.880392,All
-1.89624,0.882353,1.69065,0.880392,0.00759949,0.880392,-3.97704,0.880392,0.965226,0.882353,0.141741,0.882353,All
-1.86752,0.884314,1.69157,0.882353,0.00760548,0.882353,-3.97686,0.882353,0.965229,0.884314,0.141759,0.884314,All
-1.80875,0.886275,1.69234,0.884314,0.00761573,0.884314,-3.97668,0.884314,0.965237,0.886275,0.14245,0.886275,All
-1.79633,0.888235,1.69373,0.886275,0.0076264,0.886275,-3.9765,0.886275,0.965965,0.888235,0.143264,0.888235,All
-1.76338,0.890196,1.69577,0.888235,0.00762674,0.888235,-3.97584,0.888235,0.966362,0.890196,0.143801,0.890196,All
-1.73993,0.892157,1.69627,0.890196,0.00763293,0.890196,-3.97541,0.890196,0.966563,0.892157,0.144836,0.892157,All
-1.73619,0.894118,1.6997,0.892157,0.00763662,0.892157,-3.9743,0.892157,0.96749,0.894118,0.145129,0.894118,All
-1.72263,0.896078,1.70052,0.894118,0.00763871,0.894118,-3.97352,0.894118,0.967528,0.896078,0.145949,0.896078,All
-1.65449,0.898039,1.70096,0.896078,0.00766323,0.896078,-3.9731,0.896078,0.969051,0.898039,0.14598,0.898039,All
-1.62222,0.9,1.70275,0.898039,0.00766891,0.898039,-3.97281,0.898039,0.969677,0.9,0.146223,0.9,All
-1.6183,0.901961,1.70303,0.9,0.00767152,0.9,-3.97234,0.9,0.970797,0.901961,0.14625,0.901961,All
-1.37238,0.903922,1.704,0.901961,0.00768633,0.901961,-3.971,0.901961,0.97114,0.903922,0.147347,0.903922,All
-1.35065,0.905882,1.70482,0.903922,0.00768799,0.903922,-3.96817,0.903922,0.97257,0.905882,0.147491,0.905882,All
-1.31965,0.907843,1.70776,0.905882,0.00770541,0.905882,-3.96739,0.905882,0.972942,0.907843,0.148109,0.907843,All
-1.26431,0.909804,1.70818,0.907843,0.00771083,0.907843,-3.96677,0.907843,0.973179,0.909804,0.148176,0.909804,All
-1.25118,0.911765,1.70861,0.909804,0.00771934,0.909804,-3.96663,0.909804,0.973899,0.911765,0.148553,0.911765,All
-1.22375,0.913725,1.7103,0.911765,0.00773678,0.911765,-3.96515,0.911765,0.974003,0.913725,0.149209,0.913725,All
-1.14126,0.915686,1.71116,0.913725,0.00776732,0.913725,-3.96471,0.913725,0.974044,0.915686,0.151116,0.915686,All
-1.10761,0.917647,1.71444,0.915686,0.00776863,0.915686,-3.96447,0.915686,0.974091,0.917647,0.15191,0.917647,All
-1.09681,0.919608,1.71459,0.917647,0.00777935,0.917647,-3.96436,0.917647,0.974367,0.919608,0.154765,0.919608,All
-1.09208,0.921569,1.71545,0.919608,0.00781488,0.919608,-3.96422,0.919608,0.974373,0.921569,0.155919,0.921569,All
-1.06343,0.923529,1.7166,0.921569,0.00785383,0.921569,-3.96388,0.921569,0.975439,0.923529,0.158642,0.923529,All
-1.04974,0.92549,1.71884,0.923529,0.00786244,0.923529,-3.9615,0.923529,0.975843,0.92549,0.15972,0.92549,All
-1.02538,0.927451,1.7208,0.92549,0.0078888,0.92549,-3.96113,0.92549,0.977968,0.927451,0.159786,0.927451,All
-0.998807,0.929412,1.72113,0.927451,0.00790844,0.927451,-3.96019,0.927451,0.978223,0.929412,0.160442,0.929412,All
-0.985534,0.931373,1.72276,0.929412,0.00790931,0.929412,-3.95895,0.929412,0.978612,0.931373,0.16248,0.931373,All
-0.970038,0.933333,1.72311,0.931373,0.00794481,0.931373,-3.95701,0.931373,0.979161,0.933333,0.164584,0.933333,All
-0.942895,0.935294,1.72395,0.933333,0.00795115,0.933333,-3.9564,0.933333,0.980473,0.935294,0.164775,0.935294,All
-0.942346,0.937255,1.72745,0.935294,0.00798265,0.935294,-3.95291,0.935294,0.980767,0.937255,0.166743,0.937255,All
-0.885049,0.939216,1.73036,0.937255,0.00798678,0.937255,-3.9519,0.937255,0.980999,0.939216,0.166808,0.939216,All
-0.882264,0.941176,1.73043,0.939216,0.00799943,0.939216,-3.9508,0.939216,0.981605,0.941176,0.166933,0.941176,All
-0.827803,0.943137,1.73241,0.941176,0.00802005,0.941176,-3.9506,0.941176,0.981947,0.943137,0.168755,0.943137,All
-0.825639,0.945098,1.73494,0.943137,0.00803414,0.943137,-3.9479,0.943137,0.981988,0.945098,0.170603,0.945098,All
-0.824199,0.947059,1.73616,0.945098,0.00805267,0.945098,-3.94567,0.945098,0.982766,0.947059,0.171006,0.947059,All
-0.7603,0.94902,1.73849,0.947059,0.00806055,0.947059,-3.94134,0.947059,0.983024,0.94902,0.17248,0.94902,All
-0.715986,0.95098,1.74472,0.94902,0.00808506,0.94902,-3.94024,0.94902,0.983678,0.95098,0.175515,0.95098,All
-0.699089,0.952941,1.74495,0.95098,0.00808572,0.95098,-3.93917,0.95098,0.983823,0.952941,0.179023,0.952941,All
-0.653159,0.954902,1.74656,0.952941,0.00808608,0.952941,-3.93856,0.952941,0.984732,0.954902,0.181572,0.954902,All
-0.646097,0.956863,1.74777,0.954902,0.00809809,0.954902,-3.93719,0.954902,0.984794,0.956863,0.182369,0.956863,All
-0.614798,0.958824,1.75316,0.956863,0.00811496,0.956863,-3.9358,0.956863,0.985245,0.958824,0.186484,0.958824,All
-0.608461,0.960784,1.75366,0.958824,0.00814034,0.958824,-3.93506,0.958824,0.986095,0.960784,0.187725,0.960784,All
-0.602629,0.962745,1.75799,0.960784,0.00817575,0.960784,-3.93409,0.960784,0.98706,0.962745,0.190743,0.962745,All
-0.600371,0.964706,1.75993,0.962745,0.00819932,0.962745,-3.93286,0.962745,0.987457,0.964706,0.194315,0.964706,All
-0.581733,0.966667,1.76076,0.964706,0.00821173,0.964706,-3.93145,0.964706,0.9879,0.966667,0.194751,0.966667,All
-0.580547,0.968627,1.76235,0.966667,0.00822525,0.966667,-3.92988,0.966667,0.989701,0.968627,0.194834,0.968627,All
-0.575951,0.970588,1.76256,0.968627,0.00829181,0.968627,-3.92937,0.968627,0.989805,0.970588,0.2063,0.970588,All
-0.55318,0.972549,1.76578,0.970588,0.00831995,0.970588,-3.92691,0.970588,0.990024,0.972549,0.214786,0.972549,All
-0.551518,0.97451,1.76683,0.972549,0.00834517,0.972549,-3.92663,0.972549,0.990785,0.97451,0.216275,0.97451,All
-0.516607,0.976471,1.7729,0.97451,0.00836791,0.97451,-3.92579,0.97451,0.990964,0.976471,0.218882,0.976471,All
-0.514101,0.978431,1.78011,0.976471,0.00840133,0.976471,-3.91609,0.976471,0.993059,0.978431,0.222146,0.978431,All
-0.514101,0.980392,1.78334,0.978431,0.0084904,0.978431,-3.91503,0.978431,0.993381,0.980392,0.233096,0.980392,All
-0.50041,0.982353,1.79042,0.980392,0.00852036,0.980392,-3.90611,0.980392,0.993729,0.982353,0.234028,0.982353,All
-0.454256,0.984314,1.79267,0.982353,0.00858939,0.982353,-3.89475,0.982353,0.993976,0.984314,0.243944,0.984314,All
-0.423217,0.986275,1.799,0.984314,0.00859063,0.984314,-3.88625,0.984314,0.995046,0.986275,0.245799,0.986275,All
-0.415167,0.988235,1.80288,0.986275,0.00861321,0.986275,-3.87826,0.986275,0.99542,0.988235,0.251481,0.988235,All
-0.298529,0.990196,1.82011,0.988235,0.0086556,0.988235,-3.87778,0.988235,0.996191,0.990196,0.252375,0.990196,All
-0.23078,0.992157,1.8312,0.990196,0.00869927,0.990196,-3.87585,0.990196,0.996206,0.992157,0.256091,0.992157,All
-0.212432,0.994118,1.84447,0.992157,0.00889702,0.992157,-3.8666,0.992157,0.996218,0.994118,0.266363,0.994118,All
-0.211212,0.996078,1.84527,0.994118,0.00904664,0.994118,-3.84372,0.994118,0.997507,0.996078,0.317107,0.996078,All
-0.154009,0.998039,1.85375,0.996078,0.00905649,0.996078,-3.83702,0.996078,0.997855,0.998039,0.323954,0.998039,All
0.22843,1,1.85674,0.998039,0.00927775,0.998039,-3.83701,0.998039,0.998558,1,0.330096,1,All
0.22843,1,1.92166,1,0.00961435,1,-3.82817,1,0.998558,1,0.330096,1,All
0.22843,1,2.61443,1,0.0126862,1,-3.52261,1,0.998558,1,0.330096,1,All
