rep,id_var,eta_initT_simulated,eta_aS_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_lk_simulated,eta_lae_simulated,eta_lw_simulated,eta_dE_simulated,split,color,filter
3,45,4.39325,0.0187872,-0.00285872,0,-0.00331653,0,0,0.11392,All,#4682B4,0
4,45,3.50971,-0.00744469,0.0523952,0,0.00605246,0,0,-0.0214746,All,#4682B4,0
5,45,1.43376,-0.00989669,0.0434321,0,-0.00245492,0,0,-0.361538,All,#4682B4,0
6,45,2.32754,-0.00955245,0.0370031,0,-0.00108716,0,0,0.125593,All,#4682B4,0
7,45,3.2127,-0.0237417,0.00652312,0,-0.0117219,0,0,0.640509,All,#4682B4,0
8,45,2.93676,0.00440746,0.0294299,0,-0.00325684,0,0,0.18259,All,#4682B4,0
9,45,1.5078,-0.0150514,0.000881775,0,-0.00875924,0,0,0.385787,All,#4682B4,0
10,45,2.41551,0.0214104,0.0349963,0,-0.00710788,0,0,-0.257509,All,#4682B4,0
1,46,-1.9172,0.034415,-0.0570603,0,6.7632e-05,0,0,-0.14549,All,#4682B4,0
2,46,-2.95665,0.0122585,0.0285186,0,-0.00368156,0,0,0.358856,All,#4682B4,0
3,46,-2.60855,-0.0160959,-0.0524998,0,0.0018854,0,0,-0.110494,All,#4682B4,0
4,46,0.317339,-0.0088808,-0.0105754,0,0.0166862,0,0,0.564708,All,#4682B4,0
5,46,-1.78965,-0.00307188,-0.0108209,0,0.000645669,0,0,-0.179035,All,#4682B4,0
6,46,-1.39021,0.0105047,-0.00822264,0,0.000587098,0,0,-0.653614,All,#4682B4,0
7,46,0.668488,-0.00492271,-0.0833987,0,0.0123641,0,0,-0.0097756,All,#4682B4,0
8,46,-3.52461,0.0197911,0.00439609,0,-0.00962033,0,0,-0.0779562,All,#4682B4,0
9,46,-2.41259,-0.00367355,0.0225115,0,0.00118462,0,0,0.628075,All,#4682B4,0
10,46,-0.0498324,0.025089,-0.0110095,0,0.00808831,0,0,-0.0884608,All,#4682B4,0
1,47,2.06629,0.0114454,0.0642864,0,0.0149113,0,0,-0.169296,All,#4682B4,0
2,47,1.0459,0.0126971,0.0537594,0,0.00800178,0,0,0.157217,All,#4682B4,0
3,47,1.07456,0.0303348,0.0540179,0,0.00778213,0,0,-1.35995,All,#4682B4,0
4,47,4.10152,0.0301903,0.0186708,0,0.00631156,0,0,0.122064,All,#4682B4,0
5,47,1.74376,0.0171766,0.018157,0,0.00361768,0,0,-0.249077,All,#4682B4,0
6,47,2.87974,0.0199513,-0.00225225,0,0.00155399,0,0,0.430517,All,#4682B4,0
7,47,1.3266,0.0172027,0.0305141,0,-0.0144496,0,0,0.222553,All,#4682B4,0
8,47,0.95383,-0.0192344,0.0373037,0,0.000686434,0,0,0.230875,All,#4682B4,0
9,47,3.27067,0.0058559,-0.0133105,0,0.00889057,0,0,0.755573,All,#4682B4,0
10,47,1.45923,-0.0304637,0.041729,0,0.0151755,0,0,-0.37755,All,#4682B4,0
1,48,0.948012,0.0083149,0.0405292,0,0.00982999,0,0,-0.538853,All,#4682B4,0
2,48,1.67729,0.0343031,0.0223173,0,-0.00328114,0,0,0.377746,All,#4682B4,0
3,48,3.52682,0.0052535,0.0187057,0,0.0111992,0,0,-0.362035,All,#4682B4,0
4,48,2.0956,-0.00840356,0.01019,0,0.011733,0,0,-0.12131,All,#4682B4,0
5,48,-0.523905,0.0156019,0.0397286,0,-0.00837766,0,0,0.0748403,All,#4682B4,0
6,48,0.593176,-0.0111942,0.0315129,0,-0.000483185,0,0,-0.485407,All,#4682B4,0
7,48,0.100057,-0.00329952,0.0377237,0,0.00378726,0,0,-0.646189,All,#4682B4,0
8,48,3.068,-0.00480185,0.00982147,0,0.00740897,0,0,-0.354277,All,#4682B4,0
9,48,-0.46327,-0.0295702,0.0200676,0,-0.0124023,0,0,0.203202,All,#4682B4,0
10,48,3.32552,-0.0200109,-0.0653817,0,-0.0133284,0,0,0.311831,All,#4682B4,0
1,49,5.45512,-0.0260025,0.0448825,0,0.000712122,0,0,0.175537,All,#4682B4,0
2,49,7.97036,-0.040208,-0.0227365,0,0.00370255,0,0,0.400372,All,#4682B4,0
3,49,7.10212,0.0064892,0.030652,0,0.00703196,0,0,1.02528,All,#4682B4,0
4,49,6.69624,-0.0137674,0.0182617,0,0.00559303,0,0,1.16253,All,#4682B4,0
5,49,7.48104,-0.00381565,-0.0114449,0,0.00511973,0,0,0.501382,All,#4682B4,0
6,49,5.47781,-0.00803288,0.0945668,0,0.0163456,0,0,-0.239972,All,#4682B4,0
7,49,6.88116,-0.0127384,-0.00865569,0,-0.00183204,0,0,0.22641,All,#4682B4,0
8,49,7.24534,0.00549079,0.00337411,0,0.00704849,0,0,0.42792,All,#4682B4,0
9,49,6.58884,-0.00164473,0.00718006,0,-0.00613442,0,0,0.0826107,All,#4682B4,0
10,49,7.78577,0.0171056,-0.0468028,0,0.00317225,0,0,-0.564609,All,#4682B4,0
1,50,1.62028,-0.00969488,-0.0321337,0,-0.0125408,0,0,0.265169,All,#4682B4,0
2,50,1.85568,-0.0162072,-0.0177176,0,0.0057281,0,0,0.187195,All,#4682B4,0
3,50,3.72331,0.00205059,-0.0552795,0,0.00225011,0,0,0.136205,All,#4682B4,0
4,50,1.89682,0.00457041,-0.00682515,0,0.00398308,0,0,0.34575,All,#4682B4,0
5,50,4.69559,0.0200629,-0.0429808,0,-0.00472679,0,0,-0.384464,All,#4682B4,0
6,50,4.53824,0.00576707,-0.0965798,0,-0.012021,0,0,0.0591044,All,#4682B4,0
7,50,5.79527,0.0111624,-0.100503,0,0.0127699,0,0,-0.363507,All,#4682B4,0
8,50,5.39787,0.0143081,-0.0374904,0,-0.00368751,0,0,0.601725,All,#4682B4,0
9,50,0.967947,-0.00784131,-0.00934792,0,-0.00285499,0,0,0.758643,All,#4682B4,0
10,50,2.92279,-0.00322761,-0.0199024,0,0.00833321,0,0,0.254642,All,#4682B4,0
1,51,-1.10931,-0.0207485,-0.00258414,0,-0.00238476,0,0,-0.617536,All,#4682B4,0
2,51,-1.26264,0.0088556,-0.00820045,0,-0.0150658,0,0,-0.322591,All,#4682B4,0
3,51,-1.44897,-0.0353757,0.0102509,0,-0.0119687,0,0,-0.258519,All,#4682B4,0
4,51,0.481826,-0.00973518,0.0239931,0,0.00707375,0,0,-0.0386345,All,#4682B4,0
5,51,0.35582,-0.0305692,-0.0216952,0,-0.00236691,0,0,-0.573112,All,#4682B4,0
6,51,0.576831,-0.0169205,-0.000950277,0,0.00107136,0,0,-0.436404,All,#4682B4,0
7,51,-1.44196,0.000979458,0.0432138,0,-0.0187497,0,0,-0.610994,All,#4682B4,0
8,51,-0.791625,-0.0237351,0.020367,0,-0.0118413,0,0,0.410186,All,#4682B4,0
9,51,1.6349,-0.0150971,0.00344354,0,0.00931381,0,0,0.13872,All,#4682B4,0
10,51,0.987647,0.00539822,-0.0131272,0,-0.0005633,0,0,-0.623732,All,#4682B4,0
1,1,0.870344,-0.0133479,-0.0231918,0,-0.00189809,0,0,0.177552,All,#4682B4,0
2,1,0.47543,0.0245594,-0.0195044,0,0.000109054,0,0,0.213017,All,#4682B4,0
3,1,2.59243,-0.0161301,-0.0410417,0,0.0104631,0,0,0.217282,All,#4682B4,0
4,1,2.28241,0.0240758,-0.0354007,0,-0.00467238,0,0,-0.824279,All,#4682B4,0
5,1,-0.626457,-0.019225,0.00179308,0,-0.00405396,0,0,-0.353191,All,#4682B4,0
6,1,0.37235,-0.00115271,-0.0605759,0,-0.0069509,0,0,-0.356014,All,#4682B4,0
7,1,0.77178,-0.0131305,-0.0122547,0,0.0206088,0,0,-0.513098,All,#4682B4,0
8,1,-1.35998,-0.0180693,-0.00654541,0,-0.00235715,0,0,-0.720823,All,#4682B4,0
9,1,-0.148491,-0.00132352,-0.013956,0,-0.0101964,0,0,-0.750628,All,#4682B4,0
10,1,-0.590985,-0.00652503,-0.0326904,0,0.00306335,0,0,-0.514185,All,#4682B4,0
1,2,1.82918,-0.0250983,-0.0102011,0,-0.00652857,0,0,-0.171263,All,#4682B4,0
2,2,3.25067,0.0318641,0.0367878,0,0.0163835,0,0,-0.162308,All,#4682B4,0
3,2,1.50097,-7.02966e-05,-0.012878,0,0.00351153,0,0,0.32577,All,#4682B4,0
4,2,1.03989,-0.00363393,0.0570995,0,0.0101626,0,0,-0.624629,All,#4682B4,0
5,2,3.52628,0.00780111,-0.0133797,0,0.00210906,0,0,-0.524721,All,#4682B4,0
6,2,2.25457,0.0249438,0.00296986,0,0.00726832,0,0,-0.571671,All,#4682B4,0
7,2,2.4096,-0.00156255,3.87717e-05,0,0.00733817,0,0,0.0875167,All,#4682B4,0
8,2,1.24606,0.0275686,0.00906963,0,-0.0108909,0,0,-0.730253,All,#4682B4,0
9,2,-0.129432,0.00416475,0.0241471,0,-0.00688105,0,0,0.141375,All,#4682B4,0
10,2,3.93301,0.00951423,-0.0327997,0,0.00374523,0,0,-0.301976,All,#4682B4,0
1,3,0.855882,0.0281246,0.0144314,0,-0.00238046,0,0,-0.144404,All,#4682B4,0
2,3,0.042117,-0.0228838,-0.028636,0,0.00983828,0,0,-0.574266,All,#4682B4,0
3,3,2.19378,-0.00836272,-0.00867764,0,0.00893799,0,0,-0.116158,All,#4682B4,0
4,3,1.50838,0.0119326,-0.0376304,0,-0.0127765,0,0,0.086295,All,#4682B4,0
5,3,1.82255,-0.0364011,-0.0409178,0,0.019487,0,0,-0.468547,All,#4682B4,0
6,3,0.0205519,-0.0193332,0.0062158,0,0.0120507,0,0,-0.556745,All,#4682B4,0
7,3,1.44123,-0.0206203,0.0174994,0,0.0181705,0,0,-0.335468,All,#4682B4,0
8,3,-0.0562642,-0.0128733,-0.00802981,0,0.00794846,0,0,0.0773716,All,#4682B4,0
9,3,-0.610633,-0.00112937,-0.0101711,0,0.00397425,0,0,-0.321194,All,#4682B4,0
10,3,0.804537,0.0115088,0.00217168,0,0.00540288,0,0,-0.0581238,All,#4682B4,0
1,4,-0.372993,0.0103582,-0.0140248,0,-0.0133606,0,0,0.324665,All,#4682B4,0
2,4,0.520045,0.0159188,-0.0809496,0,-0.0161041,0,0,0.27376,All,#4682B4,0
3,4,-5.32454,-0.0323273,0.0590064,0,-0.0013481,0,0,0.0849356,All,#4682B4,0
4,4,-3.38825,-0.0346482,-0.0013582,0,0.00513859,0,0,0.557585,All,#4682B4,0
5,4,-1.41865,-0.0587325,0.0130135,0,0.0131047,0,0,0.464812,All,#4682B4,0
6,4,-1.71987,0.0142886,0.0159881,0,-0.00853857,0,0,0.135081,All,#4682B4,0
7,4,-0.750785,-0.0180705,-0.0362821,0,0.00801935,0,0,0.431825,All,#4682B4,0
8,4,1.19678,0.00281301,-0.0240969,0,0.00505038,0,0,0.060621,All,#4682B4,0
9,4,2.114,-0.0081683,-0.0147393,0,0.00465387,0,0,-0.0357787,All,#4682B4,0
10,4,0.761823,0.00191464,-0.0695542,0,-0.00279032,0,0,-0.492498,All,#4682B4,0
1,5,-2.10598,-0.0122024,-0.0394238,0,-0.0062571,0,0,0.232659,All,#4682B4,0
2,5,-1.47268,-0.0107443,-0.0329942,0,0.00480507,0,0,-0.286575,All,#4682B4,0
3,5,-3.4704,0.00636421,-0.00440846,0,-0.00328324,0,0,-0.631138,All,#4682B4,0
4,5,0.777823,0.000702348,-0.0340252,0,-0.00340247,0,0,-0.21265,All,#4682B4,0
5,5,-2.85102,-0.0218751,-0.0371805,0,0.000397133,0,0,-0.0872222,All,#4682B4,0
6,5,-2.35775,0.00425389,0.0359607,0,-0.00376081,0,0,0.20876,All,#4682B4,0
7,5,-0.848836,-0.00581728,0.00562572,0,-0.000389312,0,0,0.0784006,All,#4682B4,0
8,5,0.513369,0.017622,-0.0245877,0,-0.00719302,0,0,-0.318545,All,#4682B4,0
9,5,0.898113,-0.0134857,-0.0201314,0,0.0184848,0,0,-0.0644679,All,#4682B4,0
10,5,-2.22389,-0.011605,0.0166966,0,0.0137725,0,0,0.0305191,All,#4682B4,0
1,6,-4.71176,-0.0424173,-0.0214046,0,0.00700672,0,0,-0.0820634,All,#4682B4,0
2,6,-1.36508,0.0490275,-0.00261683,0,0.00307065,0,0,0.5699,All,#4682B4,0
3,6,-3.01395,0.0173252,-0.0120195,0,-0.0096358,0,0,0.818268,All,#4682B4,0
4,6,-2.70526,-0.00336304,0.0487012,0,0.00805915,0,0,0.362215,All,#4682B4,0
5,6,-6.26299,-0.00718243,0.0167352,0,-0.00495715,0,0,-0.0942246,All,#4682B4,0
6,6,-2.51651,0.0150435,0.00445054,0,-0.01722,0,0,0.0186328,All,#4682B4,0
7,6,-2.73112,-0.0329021,-0.0516463,0,0.00626161,0,0,-0.0985893,All,#4682B4,0
8,6,-3.49582,0.0105027,0.0294761,0,-0.00583363,0,0,0.63558,All,#4682B4,0
9,6,-2.92014,-0.00767114,-0.0577325,0,-0.0122152,0,0,0.640576,All,#4682B4,0
10,6,-4.43356,0.00342581,-0.0411583,0,-0.0106209,0,0,0.783928,All,#4682B4,0
1,7,4.07111,-0.00980029,0.00309431,0,0.0060952,0,0,0.865612,All,#4682B4,0
2,7,3.39836,-0.0210606,0.0467005,0,0.00668888,0,0,1.37267,All,#4682B4,0
3,7,1.58197,-0.028731,0.0533486,0,-0.0011776,0,0,-0.11801,All,#4682B4,0
4,7,2.15875,-0.00714947,0.0187246,0,-0.0221611,0,0,0.341561,All,#4682B4,0
5,7,3.74154,0.00460157,0.000812858,0,0.00158281,0,0,0.808713,All,#4682B4,0
6,7,2.28911,0.0116189,0.0938767,0,0.00536963,0,0,0.728414,All,#4682B4,0
7,7,4.59807,-0.0201901,-0.00218651,0,-0.0012626,0,0,0.418242,All,#4682B4,0
8,7,2.06184,0.0203619,0.0141338,0,0.00640773,0,0,0.271072,All,#4682B4,0
9,7,1.85706,-0.00313428,0.0522929,0,-0.000152593,0,0,0.50739,All,#4682B4,0
10,7,-1.06842,-0.0253771,0.00303574,0,-0.0152708,0,0,0.373414,All,#4682B4,0
1,8,-1.08203,0.000822757,-0.0553162,0,-0.00308261,0,0,-0.457452,All,#4682B4,0
2,8,-1.6777,-0.0120959,-0.0510806,0,-0.013896,0,0,-0.884806,All,#4682B4,0
3,8,0.150101,0.0235783,-0.0268403,0,0.0117024,0,0,-1.08205,All,#4682B4,0
4,8,0.102118,0.00709938,0.0114546,0,0.00940427,0,0,-0.215455,All,#4682B4,0
5,8,0.641266,0.0291368,-0.0160856,0,0.000955915,0,0,-0.794249,All,#4682B4,0
6,8,1.27996,-0.00300824,-0.0569627,0,0.00652256,0,0,-0.211511,All,#4682B4,0
7,8,-2.46536,0.00666139,0.013338,0,-0.00750437,0,0,0.138027,All,#4682B4,0
8,8,-2.80975,-0.0408304,0.000550278,0,0.00559345,0,0,-0.440583,All,#4682B4,0
9,8,-3.61673,0.00362725,0.0504195,0,-0.00686638,0,0,-0.415349,All,#4682B4,0
10,8,0.661389,0.00379018,-0.0334795,0,0.0153279,0,0,-0.220224,All,#4682B4,0
1,9,-1.44847,-0.00280398,-0.00558732,0,-0.0124921,0,0,-0.365513,All,#4682B4,0
2,9,-0.431395,0.00215165,0.0306407,0,-0.00443513,0,0,0.379274,All,#4682B4,0
3,9,-2.45916,-0.018301,0.0502143,0,-0.00146938,0,0,0.0409053,All,#4682B4,0
4,9,-4.304,-0.0205085,0.0310202,0,-0.0218796,0,0,0.314382,All,#4682B4,0
5,9,-3.90741,-0.00483705,0.0277901,0,-0.0113018,0,0,-0.0455511,All,#4682B4,0
6,9,-0.310628,0.0061928,-0.012958,0,-0.00906816,0,0,-0.279418,All,#4682B4,0
7,9,-1.66685,0.0065287,0.0266625,0,-0.00618894,0,0,-0.106508,All,#4682B4,0
8,9,-3.5945,-0.00760509,0.0283243,0,-0.00889131,0,0,0.0353216,All,#4682B4,0
9,9,-2.10748,0.00304914,-0.0345909,0,-0.0113449,0,0,-0.00372184,All,#4682B4,0
10,9,-3.10209,-0.0124818,0.0441422,0,-0.0141668,0,0,0.249216,All,#4682B4,0
1,10,-1.40304,0.0216239,-0.0197081,0,-0.0110203,0,0,0.253672,All,#4682B4,0
2,10,-3.15563,0.00517292,0.00895296,0,0.017167,0,0,0.00672436,All,#4682B4,0
3,10,-1.55102,0.00167424,-0.0267933,0,0.0109718,0,0,-0.621873,All,#4682B4,0
4,10,-2.87403,-0.0033898,-0.0248669,0,-0.000783847,0,0,-0.633945,All,#4682B4,0
5,10,-2.60352,0.0079118,0.0560848,0,0.0197906,0,0,-0.269288,All,#4682B4,0
6,10,-3.30876,0.0222878,0.0209478,0,-0.000941534,0,0,-0.132077,All,#4682B4,0
7,10,-3.60775,0.0202546,0.0222101,0,-0.00773276,0,0,-0.458123,All,#4682B4,0
8,10,-0.821649,0.0193542,-0.0512729,0,-0.0141353,0,0,-0.470184,All,#4682B4,0
9,10,-2.907,0.00787761,0.0291964,0,0.0130356,0,0,-0.573986,All,#4682B4,0
10,10,-2.10919,-0.00401141,-0.0130292,0,0.00352563,0,0,-0.172974,All,#4682B4,0
1,11,0.943826,-0.000898526,-0.0165753,0,-0.00607703,0,0,-0.278228,All,#4682B4,0
2,11,4.7154,0.0233807,-0.034158,0,0.0123959,0,0,-0.665782,All,#4682B4,0
3,11,1.95679,-0.0173614,-0.034033,0,0.0088662,0,0,-0.542377,All,#4682B4,0
