aS_vs_dI_abscissa,aS_vs_dI_spline,aS_vs_dI_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_w_abscissa,aS_vs_w_spline,aS_vs_w_regression,dI_vs_aS_abscissa,dI_vs_aS_spline,dI_vs_aS_regression,dI_vs_dS_abscissa,dI_vs_dS_spline,dI_vs_dS_regression,dI_vs_initT_abscissa,dI_vs_initT_spline,dI_vs_initT_regression,dI_vs_lBt0_abscissa,dI_vs_lBt0_spline,dI_vs_lBt0_regression,dI_vs_w_abscissa,dI_vs_w_spline,dI_vs_w_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dI_abscissa,dS_vs_dI_spline,dS_vs_dI_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_w_abscissa,dS_vs_w_spline,dS_vs_w_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dI_abscissa,initT_vs_dI_spline,initT_vs_dI_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_w_abscissa,initT_vs_w_spline,initT_vs_w_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dI_abscissa,lBt0_vs_dI_spline,lBt0_vs_dI_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_w_abscissa,lBt0_vs_w_spline,lBt0_vs_w_regression,w_vs_aS_abscissa,w_vs_aS_spline,w_vs_aS_regression,w_vs_dI_abscissa,w_vs_dI_spline,w_vs_dI_regression,w_vs_dS_abscissa,w_vs_dS_spline,w_vs_dS_regression,w_vs_initT_abscissa,w_vs_initT_spline,w_vs_initT_regression,w_vs_lBt0_abscissa,w_vs_lBt0_spline,w_vs_lBt0_regression
1.24693,-0.0077103,0.00456698,0.0346658,-0.00442749,-0.00278447,-1.96958,-0.00880014,-0.00373649,0.025369,-0.00675702,-0.003241,0.0433122,-0.00329242,-0.0020502,0.0388278,1.01807,0.254525,0.0346658,0.0650437,0.012747,-1.96958,-0.168052,0.0253988,0.025369,-0.0043178,0.201184,0.0433122,0.154501,0.0275634,0.0388278,-0.0133624,-0.00235403,1.24693,-0.00577645,-0.00300463,-1.96958,-0.0153572,-0.0105994,0.025369,-0.0129137,0.00460343,0.0433122,-0.00182803,0.00145708,0.0388278,-0.319323,0.0356142,1.24693,-0.197886,-0.0106796,0.0346658,-0.0435728,0.0625392,0.025369,0.500189,0.0610419,0.0433122,0.597303,-0.0216983,0.0388278,-0.0191386,-0.00330095,1.24693,0.0145141,0.0148276,0.0346658,0.00250245,0.0021608,-1.96958,-0.0179849,-0.00672111,0.0433122,-0.00985663,-0.000852664,0.0388278,0.112333,0.0128327,1.24693,-0.0201848,-0.0309523,0.0346658,0.106921,0.0162578,-1.96958,-0.0138516,-0.00707691,0.025369,-0.102749,-0.0258615
1.34292,-0.00207176,0.00509545,0.0423954,5.4121e-05,-0.00294711,-1.80903,-0.00681538,-0.00359949,0.0303022,-0.00473755,-0.00346797,0.0767066,-0.0124498,-0.00202126,0.0423259,0.573958,0.27289,0.0423954,0.0279173,0.0065167,-1.80903,-0.0242632,0.026586,0.0303022,0.240781,0.232722,0.0767066,-0.0171473,0.0154492,0.0423259,0.00211782,-0.002654,1.34292,-0.0136139,-0.0033353,-1.80903,-0.0195123,-0.00962769,0.0303022,0.0128422,0.00527738,0.0767066,-0.0135438,0.0017582,0.0423259,0.151888,0.0410233,1.34292,-0.261296,-0.00933085,0.0423954,0.157692,0.0833399,0.0303022,0.214089,0.0783687,0.0767066,0.0206808,-0.0157935,0.0423259,-0.0153092,-0.00359343,1.34292,0.0192836,0.0159971,0.0423954,0.0148251,0.00263168,-1.80903,-0.0322568,-0.00615557,0.0767066,-0.0183875,-0.00181821,0.0423259,0.0595822,0.013101,1.34292,0.0278623,-0.0341843,0.0423954,-0.0753156,0.0177715,-1.80903,-0.0285055,-0.00569026,0.0303022,-0.0642568,-0.0328084
1.43891,0.0070065,0.00562392,0.050125,-0.000860415,-0.00310975,-1.64848,-0.00702562,-0.00346248,0.0352354,-0.0052845,-0.00369493,0.110101,-0.00982348,-0.00199233,0.0458239,0.0666541,0.291255,0.050125,-0.414132,0.000286436,-1.64848,0.127295,0.0277731,0.0352354,0.316238,0.264261,0.110101,0.139458,0.00333502,0.0458239,0.00740077,-0.00295397,1.43891,-0.0168497,-0.00366596,-1.64848,-0.0132623,-0.00865597,0.0352354,0.0283658,0.00595132,0.110101,-0.0232374,0.00205932,0.0458239,0.599439,0.0464325,1.43891,-0.233932,-0.00798208,0.050125,0.461815,0.104141,0.0352354,0.344283,0.0956955,0.110101,-0.392892,-0.00988872,0.0458239,-0.0106994,-0.0038859,1.43891,0.0208241,0.0171666,0.050125,0.0151109,0.00310255,-1.64848,-0.0427006,-0.00559003,0.110101,-0.019777,-0.00278376,0.0458239,0.008327,0.0133693,1.43891,0.0381598,-0.0374163,0.050125,-0.106865,0.0192852,-1.64848,0.00131986,-0.00430362,0.0352354,-0.00937106,-0.0397553
1.5349,0.00732649,0.00615239,0.0578546,-0.00436528,-0.00327239,-1.48792,-0.00608267,-0.00332547,0.0401686,-0.00591282,-0.00392189,0.143495,-1.44604e-05,-0.00196339,0.0493219,0.123525,0.30962,0.0578546,-0.454939,-0.00594383,-1.48792,0.0155136,0.0289603,0.0401686,0.231968,0.2958,0.143495,0.0120612,-0.00877919,0.0493219,0.00409911,-0.00325394,1.5349,-0.0142379,-0.00399663,-1.48792,-0.00246862,-0.00768426,0.0401686,0.0180868,0.00662527,0.143495,-0.0113809,0.00236043,0.0493219,0.439916,0.0518416,1.5349,-0.00234439,-0.0066333,0.0578546,0.522027,0.124941,0.0401686,0.664291,0.113022,0.143495,-0.104631,-0.00398394,0.0493219,-0.0120816,-0.00417837,1.5349,0.0144202,0.0183362,0.0578546,0.0115706,0.00357343,-1.48792,-0.0340842,-0.0050245,0.143495,-0.011108,-0.00374931,0.0493219,0.0250028,0.0136376,1.5349,-0.0828131,-0.0406484,0.0578546,-0.0999655,0.0207989,-1.48792,0.161981,-0.00291697,0.0401686,0.0195552,-0.0467023
1.63088,0.0052523,0.00668087,0.0655842,-0.00605672,-0.00343503,-1.32737,-9.78274e-05,-0.00318847,0.0451018,0.00381486,-0.00414885,0.17689,0.00716719,-0.00193445,0.0528199,0.447488,0.327985,0.0655842,0.110042,-0.0121741,-1.32737,-0.0851875,0.0301475,0.0451018,0.262665,0.327338,0.17689,-0.321325,-0.0208934,0.0528199,-0.00379348,-0.00355391,1.63088,-0.0121975,-0.00432729,-1.32737,0.00779211,-0.00671254,0.0451018,-0.00789696,0.00729921,0.17689,0.00599197,0.00266155,0.0528199,-0.0242771,0.0572508,1.63088,0.211044,-0.00528452,0.0655842,0.312714,0.145742,0.0451018,0.210673,0.130349,0.17689,0.551185,0.00192085,0.0528199,-0.0137041,-0.00447084,1.63088,0.0072356,0.0195057,0.0655842,0.0106947,0.0040443,-1.32737,-0.0156683,-0.00445896,0.17689,0.00119926,-0.00471486,0.0528199,0.064878,0.0139059,1.63088,-0.204359,-0.0438804,0.0655842,-0.111779,0.0223126,-1.32737,0.193497,-0.00153033,0.0451018,-0.0714919,-0.0536492
1.72687,0.00895799,0.00720934,0.0733138,-0.00310914,-0.00359767,-1.16682,0.00607687,-0.00305146,0.050035,0.0158736,-0.00437581,0.210284,0.00221095,-0.00190552,0.0563179,0.661812,0.34635,0.0733138,0.257725,-0.0184043,-1.16682,-0.03545,0.0313347,0.050035,0.464057,0.358877,0.210284,-0.26677,-0.0330076,0.0563179,-0.0119897,-0.00385389,1.72687,-0.0169415,-0.00465796,-1.16682,0.0136122,-0.00574082,0.050035,-0.0180075,0.00797316,0.210284,-0.00684415,0.00296267,0.0563179,-0.410912,0.0626599,1.72687,0.171903,-0.00393575,0.0733138,0.393991,0.166543,0.050035,-0.330436,0.147676,0.210284,0.642875,0.00782563,0.0563179,-0.00904189,-0.00476331,1.72687,0.00716951,0.0206752,0.0733138,0.00993436,0.00451517,-1.16682,-0.00362307,-0.00389343,0.210284,0.00467081,-0.0056804,0.0563179,0.0746088,0.0141742,1.72687,-0.183112,-0.0471124,0.0733138,0.0309172,0.0238262,-1.16682,-0.00707081,-0.00014368,0.050035,-0.187192,-0.0605961
1.82286,0.0163232,0.00773781,0.0810434,0.00134992,-0.00376031,-1.00627,-0.00159035,-0.00291445,0.0549682,0.0127975,-0.00460278,0.243678,-0.00482489,-0.00187658,0.059816,0.675087,0.364715,0.0810434,-0.104821,-0.0246346,-1.00627,-0.228499,0.0325219,0.0549682,0.67877,0.390416,0.243678,-0.12746,-0.0451218,0.059816,-0.0183953,-0.00415386,1.82286,-0.0247581,-0.00498862,-1.00627,0.0111554,-0.00476911,0.0549682,0.0156053,0.0086471,0.243678,-0.0203347,0.00326379,0.059816,-0.591425,0.0680691,1.82286,-0.0340693,-0.00258697,0.0810434,0.589286,0.187343,0.0549682,0.44606,0.165003,0.243678,0.334504,0.0137304,0.059816,0.00146067,-0.00505578,1.82286,0.0128303,0.0218447,0.0810434,0.0099133,0.00498605,-1.00627,-0.00285296,-0.00332789,0.243678,-0.000232002,-0.00664595,0.059816,0.0467641,0.0144425,1.82286,-0.0601545,-0.0503445,0.0810434,0.210169,0.0253399,-1.00627,-0.0480959,0.00124296,0.0549682,-0.149882,-0.067543
1.91884,0.0211007,0.00826629,0.088773,0.00192608,-0.00392296,-0.845723,-0.00208028,-0.00277745,0.0599014,0.0021294,-0.00482974,0.277073,-0.00619229,-0.00184764,0.063314,0.591549,0.38308,0.088773,-0.310519,-0.0308649,-0.845723,-0.186176,0.0337091,0.0599014,0.650899,0.421954,0.277073,-0.177043,-0.057236,0.063314,-0.0225493,-0.00445383,1.91884,-0.0278193,-0.00531929,-0.845723,-0.00629781,-0.00379739,0.0599014,0.0349607,0.00932105,0.277073,-0.0128584,0.0035649,0.063314,-0.617407,0.0734782,1.91884,-0.201388,-0.00123819,0.088773,0.351301,0.208144,0.0599014,1.16988,0.182329,0.277073,-0.0140095,0.0196352,0.063314,0.0126951,-0.00534826,1.91884,0.0195407,0.0230142,0.088773,0.0131063,0.00545692,-0.845723,-0.000742582,-0.00276235,0.277073,-0.00995462,-0.0076115,0.063314,0.00534282,0.0147108,1.91884,0.0556472,-0.0535765,0.088773,0.175764,0.0268536,-0.845723,0.0621355,0.00262961,0.0599014,-0.0998892,-0.07449
2.01483,0.0189961,0.00879476,0.0965026,-0.000238213,-0.0040856,-0.685172,0.00149012,-0.00264044,0.0648346,-0.00469225,-0.0050567,0.310467,-0.00506147,-0.0018187,0.066812,0.50461,0.401445,0.0965026,-0.30962,-0.0370951,-0.685172,-0.0628918,0.0348963,0.0648346,0.326779,0.453493,0.310467,-0.290339,-0.0693502,0.066812,-0.0240038,-0.0047538,2.01483,-0.0209969,-0.00564995,-0.685172,-0.0193197,-0.00282568,0.0648346,-0.000311831,0.00999499,0.310467,-0.000591887,0.00386602,0.066812,-0.533449,0.0788874,2.01483,-0.176187,0.000110582,0.0965026,-0.0433614,0.228944,0.0648346,0.619129,0.199656,0.310467,-0.151119,0.02554,0.066812,0.020051,-0.00564073,2.01483,0.0234665,0.0241837,0.0965026,0.0177981,0.00592779,-0.685172,-0.00622116,-0.00219682,0.310467,-0.0209067,-0.00857705,0.066812,-0.0281246,0.0149791,2.01483,0.0805929,-0.0568085,0.0965026,0.0194158,0.0283673,-0.685172,0.0918794,0.00401626,0.0648346,-0.160507,-0.0814369
2.11082,0.012668,0.00932323,0.104232,-0.0026676,-0.00424824,-0.524621,-0.00538917,-0.00250343,0.0697678,-0.00594966,-0.00528366,0.343862,-0.0047319,-0.00178977,0.07031,0.484984,0.41981,0.104232,-0.173225,-0.0433254,-0.524621,-0.251549,0.0360835,0.0697678,0.179491,0.485031,0.343862,-0.353748,-0.0814644,0.07031,-0.0223666,-0.00505377,2.11082,-0.00818306,-0.00598062,-0.524621,-1.87819e-06,-0.00185396,0.0697678,-0.0278139,0.0106689,0.343862,0.00384876,0.00416714,0.07031,-0.37134,0.0842965,2.11082,-0.00832509,0.00145936,0.104232,-0.166567,0.249745,0.0697678,-0.0587904,0.216983,0.343862,0.0264843,0.0314448,0.07031,0.0199954,-0.0059332,2.11082,0.0249736,0.0253532,0.104232,0.0213814,0.00639867,-0.524621,-0.0224102,-0.00163128,0.343862,-0.0289522,-0.0095426,0.07031,-0.0370356,0.0152474,2.11082,0.0362418,-0.0600406,0.104232,-0.0980968,0.029881,-0.524621,0.0150236,0.0054029,0.0697678,-0.183779,-0.0883838
2.20681,0.00626965,0.0098517,0.111962,-0.00461797,-0.00441088,-0.364071,-0.00536326,-0.00236643,0.074701,-0.00260242,-0.00551063,0.377256,-0.00578338,-0.00176083,0.073808,0.524658,0.438175,0.111962,-0.00212469,-0.0495557,-0.364071,-0.181936,0.0372707,0.074701,0.485693,0.51657,0.377256,-0.393953,-0.0935786,0.073808,-0.0185399,-0.00535374,2.20681,0.00476716,-0.00631128,-0.364071,0.0384782,-0.000882243,0.074701,-0.00466389,0.0113429,0.377256,0.00762384,0.00446826,0.073808,-0.162377,0.0897056,2.20681,0.212969,0.00280813,0.111962,0.0626497,0.270546,0.074701,0.0317463,0.23431,0.377256,0.252632,0.0373496,0.073808,0.0143688,-0.00622567,2.20681,0.0251902,0.0265227,0.111962,0.0221374,0.00686954,-0.364071,-0.00901973,-0.00106574,0.377256,-0.0291801,-0.0105081,0.073808,-0.0254335,0.0155156,2.20681,-0.0357604,-0.0632726,0.111962,-0.114271,0.0313947,-0.364071,0.137712,0.00678955,0.074701,-0.0738322,-0.0953307
2.30279,0.00291318,0.0103802,0.119691,-0.00720367,-0.00457352,-0.20352,-0.0100168,-0.00222942,0.0796341,0.00154842,-0.00573759,0.41065,-0.00819263,-0.00173189,0.0773061,0.59223,0.45654,0.119691,0.0637492,-0.0557859,-0.20352,-0.0732972,0.0384579,0.0796341,0.925417,0.548109,0.41065,-0.452468,-0.105693,0.0773061,-0.0137457,-0.00565372,2.30279,0.0134572,-0.00664195,-0.20352,0.0260484,8.94727e-05,0.0796341,0.0369914,0.0120168,0.41065,0.019508,0.00476937,0.0773061,0.0650433,0.0951148,2.30279,0.409486,0.00415691,0.119691,0.313063,0.291346,0.0796341,0.493001,0.251637,0.41065,0.23876,0.0432543,0.0773061,0.00647201,-0.00651814,2.30279,0.0252289,0.0276923,0.119691,0.0196382,0.00734042,-0.20352,0.00162452,-0.000500206,0.41065,-0.0176316,-0.0114737,0.0773061,-0.00343413,0.0157839,2.30279,-0.0985553,-0.0665046,0.119691,-0.0823376,0.0329083,-0.20352,0.0679798,0.00817619,0.0796341,0.0655135,-0.102278
2.39878,0.00418281,0.0109087,0.127421,-0.0114582,-0.00473616,-0.0429697,-0.0136177,-0.00209241,0.0845673,0.00231307,-0.00596455,0.444045,-0.00941774,-0.00170295,0.0808041,0.661767,0.474905,0.127421,-0.103076,-0.0620162,-0.0429697,-0.137635,0.0396451,0.0845673,1.09391,0.579647,0.444045,-0.498935,-0.117807,0.0808041,-0.0090012,-0.00595369,2.39878,0.0156271,-0.00697261,-0.0429697,-0.00191719,0.00106119,0.0845673,0.0542491,0.0126908,0.444045,0.0311475,0.00507049,0.0808041,0.287019,0.100524,2.39878,0.533854,0.00550569,0.127421,0.272278,0.312147,0.0845673,0.73968,0.268963,0.444045,0.075619,0.0491591,0.0808041,-0.000925192,-0.00681061,2.39878,0.0256528,0.0288618,0.127421,0.0135302,0.00781129,-0.0429697,-0.000591788,6.53304e-05,0.444045,-0.00749089,-0.0124392,0.0808041,0.0207016,0.0160522,2.39878,-0.133697,-0.0697367,0.127421,-0.0532743,0.034422,-0.0429697,-0.0715965,0.00956284,0.0845673,0.102362,-0.109225
2.49477,0.00806668,0.0114371,0.135151,-0.015916,-0.0048988,0.117581,-0.00430335,-0.00195541,0.0895005,-0.00138345,-0.00619151,0.477439,-0.00661345,-0.00167402,0.0843021,0.708866,0.49327,0.135151,-0.395976,-0.0682464,0.117581,-0.434832,0.0408322,0.0895005,0.852468,0.611186,0.477439,-0.465864,-0.129921,0.0843021,-0.00526929,-0.00625366,2.49477,0.0140508,-0.00730328,0.117581,0.0177997,0.00203291,0.0895005,0.0311315,0.0133647,0.477439,0.0277284,0.00537161,0.0843021,0.480317,0.105933,2.49477,0.588562,0.00685446,0.135151,0.0104675,0.332948,0.0895005,0.522587,0.28629,0.477439,0.016057,0.0550639,0.0843021,-0.00523662,-0.00710308,2.49477,0.026533,0.0300313,0.135151,0.00658995,0.00828216,0.117581,-0.00953957,0.000630867,0.477439,-0.0157571,-0.0134048,0.0843021,0.0392085,0.0163205,2.49477,-0.148775,-0.0729687,0.135151,-0.0370955,0.0359357,0.117581,0.037105,0.0109495,0.0895005,-0.00215515,-0.116172
2.59075,0.0125431,0.0119656,0.14288,-0.0184396,-0.00506144,0.278131,-0.00022771,-0.0018184,0.0944337,-0.00476392,-0.00641848,0.510833,-0.00278888,-0.00164508,0.0878001,0.730256,0.511635,0.14288,-0.610717,-0.0744767,0.278131,-0.599293,0.0420194,0.0944337,0.563168,0.642725,0.510833,-0.36114,-0.142035,0.0878001,-0.00269265,-0.00655363,2.59075,0.0115138,-0.00763394,0.278131,0.027793,0.00300462,0.0944337,0.00222902,0.0140387,0.510833,0.0161542,0.00567273,0.0878001,0.638726,0.111342,2.59075,0.576335,0.00820324,0.14288,-0.208085,0.353748,0.0944337,0.220135,0.303617,0.510833,0.0106209,0.0609687,0.0878001,-0.0063447,-0.00739556,2.59075,0.0279121,0.0312008,0.14288,0.00229334,0.00875304,0.278131,-0.0183209,0.0011964,0.510833,-0.0290218,-0.0143703,0.0878001,0.0508569,0.0165888,2.59075,-0.152055,-0.0762007,0.14288,-0.0203787,0.0374494,0.278131,0.170772,0.0123361,0.0944337,-0.111739,-0.123118
2.68674,0.0157717,0.0124941,0.15061,-0.0168054,-0.00522409,0.438682,-0.0106221,-0.00168139,0.0993669,-0.00397587,-0.00664544,0.544228,-0.00223888,-0.00161614,0.0912981,0.730489,0.53,0.15061,-0.571368,-0.080707,0.438682,-0.390221,0.0432066,0.0993669,0.527203,0.674263,0.544228,-0.177182,-0.15415,0.0912981,-0.001116,-0.0068536,2.68674,0.0105327,-0.00796461,0.438682,-0.0087613,0.00397634,0.0993669,-0.00344268,0.0147126,0.544228,0.00587921,0.00597384,0.0912981,0.761879,0.116751,2.68674,0.499338,0.00955202,0.15061,-0.175995,0.374549,0.0993669,0.155454,0.320944,0.544228,-0.0556709,0.0668735,0.0912981,-0.00503184,-0.00768803,2.68674,0.0298344,0.0323703,0.15061,0.00405941,0.00922391,0.438682,-0.0220629,0.00176194,0.544228,-0.0269172,-0.0153359,0.0912981,0.0568808,0.0168571,2.68674,-0.150886,-0.0794328,0.15061,0.00657879,0.0389631,0.438682,0.098437,0.0137228,0.0993669,-0.116422,-0.130065
2.78273,0.0178264,0.0130225,0.158339,-0.012218,-0.00538673,0.599233,-0.00822894,-0.00154439,0.1043,-0.000264882,-0.0068724,0.577622,-0.00392162,-0.0015872,0.0947961,0.712888,0.548365,0.158339,-0.337077,-0.0869372,0.599233,-0.0907215,0.0443938,0.1043,0.677971,0.705802,0.577622,0.0134119,-0.166264,0.0947961,-0.000456036,-0.00715357,2.78273,0.0110074,-0.00829527,0.599233,-0.00500344,0.00494805,0.1043,0.00793909,0.0153866,0.577622,0.00416871,0.00627496,0.0947961,0.845547,0.122161,2.78273,0.383926,0.0109008,0.158339,0.0565045,0.39535,0.1043,0.260674,0.338271,0.577622,-0.163182,0.0727783,0.0947961,-0.00199655,-0.0079805,2.78273,0.0321028,0.0335398,0.158339,0.0100749,0.00969478,0.599233,-0.0196392,0.00232748,0.577622,-0.011686,-0.0163014,0.0947961,0.0581972,0.0171254,2.78273,-0.148324,-0.0826648,0.158339,0.0402425,0.0404767,0.599233,0.000756276,0.0151094,0.1043,-0.052498,-0.137012
2.87872,0.0186207,0.013551,0.166069,-0.00662528,-0.00554937,0.759783,0.00690834,-0.00140738,0.109233,0.00412036,-0.00709936,0.611017,-0.00186432,-0.00155827,0.0982942,0.686257,0.56673,0.166069,-0.0284066,-0.0931675,0.759783,0.0431093,0.045581,0.109233,0.87536,0.73734,0.611017,0.0952016,-0.178378,0.0982942,-0.000323553,-0.00745355,2.87872,0.0129258,-0.00862594,0.759783,0.0287706,0.00591977,0.109233,0.0231508,0.0160605,0.611017,0.0126512,0.00657608,0.0982942,0.900832,0.12757,2.87872,0.234022,0.0122496,0.166069,0.364166,0.41615,0.109233,0.389528,0.355597,0.611017,-0.155903,0.0786831,0.0982942,0.00163734,-0.00827297,2.87872,0.0347126,0.0347093,0.166069,0.0173449,0.0101657,0.759783,-0.0101847,0.00289301,0.611017,-0.00734119,-0.017267,0.0982942,0.0571592,0.0173937,2.87872,-0.14428,-0.0858968,0.166069,0.0730904,0.0419904,0.759783,-0.000372305,0.0164961,0.109233,0.0149289,-0.143959
2.9747,0.0186866,0.0140795,0.173799,-0.00181133,-0.00571201,0.920334,0.00638664,-0.00127037,0.114166,0.00733309,-0.00732633,0.644411,0.0030869,-0.00152933,0.101792,0.651631,0.585095,0.173799,0.243799,-0.0993977,0.920334,-0.0312037,0.0467682,0.114166,1.00651,0.768879,0.644411,0.0316489,-0.190492,0.101792,-0.000756423,-0.00775352,2.9747,0.0155009,-0.0089566,0.920334,0.00321731,0.00689149,0.114166,0.0315647,0.0167344,0.644411,0.0268133,0.0068772,0.101792,0.917955,0.132979,2.9747,0.0732483,0.0135983,0.173799,0.631905,0.436951,0.114166,0.425261,0.372924,0.644411,-0.033023,0.0845878,0.101792,0.00537603,-0.00856544,2.9747,0.0374818,0.0358789,0.173799,0.0231364,0.0106365,0.920334,0.00322594,0.00345855,0.644411,-0.0172353,-0.0182325,0.101792,0.0540825,0.017662,2.9747,-0.139277,-0.0891289,0.173799,0.0983909,0.0435041,0.920334,0.0496781,0.0178827,0.114166,0.0340389,-0.150906
3.07069,0.0183959,0.014608,0.181528,0.000642667,-0.00587465,1.08088,-0.00363188,-0.00113337,0.1191,0.00909507,-0.00755329,0.677805,0.00450443,-0.00150039,0.10529,0.614603,0.60346,0.181528,0.381832,-0.105628,1.08088,-0.162985,0.0479554,0.1191,1.06408,0.800418,0.677805,-0.149995,-0.202607,0.10529,-0.00153047,-0.00805349,3.07069,0.0181192,-0.00928727,1.08088,-0.00968662,0.0078632,0.1191,0.0326629,0.0174084,0.677805,0.0372674,0.00717831,0.10529,0.900916,0.138388,3.07069,-0.0786456,0.0149471,0.181528,0.758368,0.457752,0.1191,0.36808,0.390251,0.677805,0.0786829,0.0904926,0.10529,0.00840638,-0.00885791,3.07069,0.0402697,0.0370484,0.181528,0.0250084,0.0111074,1.08088,0.0105984,0.00402409,0.677805,-0.0277381,-0.0191981,0.10529,0.0504719,0.0179303,3.07069,-0.133646,-0.0923609,0.181528,0.109654,0.0450178,1.08088,0.0629811,0.0192694,0.1191,0.00643895,-0.157853
3.16668,0.0181441,0.0151364,0.189258,0.0012343,-0.00603729,1.24143,-0.0140543,-0.000996359,0.124033,0.00949871,-0.00778025,0.7112,-0.00119099,-0.00147145,0.108788,0.579023,0.621825,0.189258,0.409917,-0.111858,1.24143,-0.19949,0.0491426,0.124033,1.06597,0.831956,0.7112,-0.402259,-0.214721,0.108788,-0.00252585,-0.00835346,3.16668,0.0202042,-0.00961793,1.24143,0.0228956,0.00883492,0.124033,0.0283442,0.0180823,0.7112,0.0380485,0.00747943,0.108788,0.84751,0.143797,3.16668,-0.204527,0.0162959,0.189258,0.77047,0.478552,0.124033,0.24604,0.407578,0.7112,0.0984801,0.0963974,0.108788,0.0100486,-0.00915039,3.16668,0.0429429,0.0382179,0.189258,0.0238637,0.0115783,1.24143,0.00584916,0.00458962,0.7112,-0.0294125,-0.0201636,0.108788,0.0472921,0.0181986,3.16668,-0.127778,-0.0955929,0.189258,0.110304,0.0465315,1.24143,0.0546486,0.020656,0.124033,-0.0536001,-0.1648
3.26266,0.0182585,0.0156649,0.196987,0.00037931,-0.00619993,1.40199,-0.0183453,-0.000859352,0.128966,0.00868468,-0.00800721,0.744594,-0.0100496,-0.00144252,0.112286,0.546268,0.64019,0.196987,0.347722,-0.118089,1.40199,-0.0904883,0.0503298,0.128966,1.03135,0.863495,0.744594,-0.632165,-0.226835,0.112286,-0.00364373,-0.00865343,3.26266,0.0212386,-0.0099486,1.40199,-0.000285949,0.00980663,0.128966,0.0206233,0.0187563,0.744594,0.031936,0.00778055,0.112286,0.76309,0.149206,3.26266,-0.288173,0.0176447,0.196987,0.690671,0.499353,0.128966,0.0883224,0.424904,0.744594,0.0713599,0.102302,0.112286,0.0103968,-0.00944286,3.26266,0.0453822,0.0393874,0.196987,0.0204552,0.0120492,1.40199,-0.00176238,0.00515516,0.744594,-0.0246503,-0.0211292,0.112286,0.044576,0.0184669,3.26266,-0.121979,-0.098825,0.196987,0.102622,0.0480452,1.40199,0.214437,0.0220426,0.128966,-0.131255,-0.171747
3.35865,0.0191903,0.0161934,0.204717,-0.00116719,-0.00636257,1.56254,-0.00687172,-0.000722345,0.133899,0.00674497,-0.00823418,0.777988,-0.0171974,-0.00141358,0.115784,0.517326,0.658555,0.204717,0.235184,-0.124319,1.56254,0.0064281,0.051517,0.133899,0.977395,0.895034,0.777988,-0.755406,-0.238949,0.115784,-0.00481086,-0.0089534,3.35865,0.0203913,-0.0102793,1.56254,-0.0127455,0.0107784,0.133899,0.0113196,0.0194302,0.777988,0.0234435,0.00808167,0.115784,0.651157,0.154615,3.35865,-0.301632,0.0189935,0.204717,0.562416,0.520154,0.133899,-0.0782347,0.442231,0.777988,0.0595843,0.108207,0.115784,0.00957661,-0.00973533,3.35865,0.0474059,0.0405569,0.204717,0.0160819,0.01252,1.56254,0.000721291,0.0057207,0.777988,-0.0179718,-0.0220947,0.115784,0.0422014,0.0187351,3.35865,-0.11672,-0.102057,0.204717,0.0908292,0.0495588,1.56254,0.179565,0.0234293,0.133899,-0.212876,-0.178694
3.45464,0.0206943,0.0167219,0.212447,-0.00276052,-0.00652522,1.72309,0.00756865,-0.000585339,0.138832,0.00374705,-0.00846114,0.811383,-0.018518,-0.00138464,0.119282,0.493215,0.67692,0.212447,0.105512,-0.130549,1.72309,0.0622152,0.0527042,0.138832,0.921269,0.926572,0.811383,-0.690753,-0.251063,0.119282,-0.0059394,-0.00925338,3.45464,0.018231,-0.0106099,1.72309,-0.00120564,0.0117501,0.138832,0.00226328,0.0201042,0.811383,0.0158986,0.00838278,0.119282,0.516861,0.160025,3.45464,-0.266816,0.0203422,0.212447,0.422238,0.540954,0.138832,-0.226289,0.459558,0.811383,0.113495,0.114112,0.119282,0.00777958,-0.0100278,3.45464,0.0491499,0.0417264,0.212447,0.0118671,0.0129909,1.72309,0.00874744,0.00628623,0.811383,-0.0127278,-0.0230603,0.119282,0.0400118,0.0190034,3.45464,-0.112023,-0.105289,0.212447,0.0785117,0.0510725,1.72309,0.0126428,0.0248159,0.138832,-0.284542,-0.185641
