aS_vs_dI_abscissa,aS_vs_dI_spline,aS_vs_dI_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_w_abscissa,aS_vs_w_spline,aS_vs_w_regression,dI_vs_aS_abscissa,dI_vs_aS_spline,dI_vs_aS_regression,dI_vs_dS_abscissa,dI_vs_dS_spline,dI_vs_dS_regression,dI_vs_initT_abscissa,dI_vs_initT_spline,dI_vs_initT_regression,dI_vs_lBt0_abscissa,dI_vs_lBt0_spline,dI_vs_lBt0_regression,dI_vs_w_abscissa,dI_vs_w_spline,dI_vs_w_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dI_abscissa,dS_vs_dI_spline,dS_vs_dI_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_w_abscissa,dS_vs_w_spline,dS_vs_w_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dI_abscissa,initT_vs_dI_spline,initT_vs_dI_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_w_abscissa,initT_vs_w_spline,initT_vs_w_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dI_abscissa,lBt0_vs_dI_spline,lBt0_vs_dI_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_w_abscissa,lBt0_vs_w_spline,lBt0_vs_w_regression,w_vs_aS_abscissa,w_vs_aS_spline,w_vs_aS_regression,w_vs_dI_abscissa,w_vs_dI_spline,w_vs_dI_regression,w_vs_dS_abscissa,w_vs_dS_spline,w_vs_dS_regression,w_vs_initT_abscissa,w_vs_initT_spline,w_vs_initT_regression,w_vs_lBt0_abscissa,w_vs_lBt0_spline,w_vs_lBt0_regression
-0.864782,-0.0107513,-0.00705943,-0.135385,0.000115406,0.00079364,-5.50169,0.00303609,-0.00675064,-0.0831612,-0.005087,0.00175217,-0.691364,0.00988489,-0.00268682,-0.0381286,-0.0591534,-0.149504,-0.135385,0.0177873,0.149813,-5.50169,1.02159,-0.000719431,-0.0831612,-0.270725,-0.492666,-0.691364,0.413097,0.294076,-0.0381286,-0.0374906,0.00424535,-0.864782,0.0192512,0.00427,-5.50169,-0.0727542,-0.0319772,-0.0831612,-0.0271563,-0.0102234,-0.691364,-0.0186975,-0.00516751,-0.0381286,-0.75319,-0.083387,-0.864782,-0.337389,-0.0403527,-0.135385,0.185441,-0.395075,-0.0831612,-0.466711,-0.320147,-0.691364,-0.575832,-0.151604,-0.0381286,-0.00077869,0.00313342,-0.864782,-0.0285056,-0.0109017,-0.135385,-0.0135049,-0.00819842,-5.50169,0.0337324,-0.0191629,-0.691364,0.0487723,0.0203894,-0.0381286,0.0512298,0.0069303,-0.864782,0.0703964,0.0401525,-0.135385,0.0290513,-0.0170432,-5.50169,-0.115096,-0.0375831,-0.0831612,0.15765,0.126971
-0.768795,-0.00588863,-0.00653096,-0.127656,0.00357351,0.000630999,-5.34114,0.00311832,-0.00661363,-0.078228,-0.00759443,0.00152521,-0.65797,0.0124369,-0.00265789,-0.0346306,-0.00216771,-0.131139,-0.127656,0.0526552,0.143582,-5.34114,1.01527,0.000467759,-0.078228,-0.328332,-0.461128,-0.65797,0.687109,0.281962,-0.0346306,-0.0215245,0.00394538,-0.768795,0.00560938,0.00393933,-5.34114,-0.0679536,-0.0310054,-0.078228,-0.0218454,-0.00954941,-0.65797,-0.0320008,-0.00486639,-0.0346306,-0.507241,-0.0779779,-0.768795,-0.181794,-0.0390039,-0.127656,-0.310881,-0.374274,-0.078228,-0.51886,-0.302821,-0.65797,-0.968152,-0.145699,-0.0346306,0.00212968,0.00284095,-0.768795,-0.0256269,-0.00973214,-0.127656,-0.00395412,-0.00772755,-5.34114,0.0335303,-0.0185974,-0.65797,0.0478017,0.0194238,-0.0346306,0.0652825,0.00719859,-0.768795,0.0584847,0.0369204,-0.127656,0.0248614,-0.0155295,-5.34114,-0.119984,-0.0361965,-0.078228,0.100866,0.120024
-0.672808,7.48455e-05,-0.00600248,-0.119926,0.00871723,0.000468358,-5.18059,0.00288053,-0.00647662,-0.0732948,-0.00481947,0.00129825,-0.624575,0.00935426,-0.00262895,-0.0311325,0.00692814,-0.112774,-0.119926,0.125136,0.137352,-5.18059,0.990743,0.00165495,-0.0732948,-0.458673,-0.429589,-0.624575,1.03688,0.269848,-0.0311325,0.0124054,0.0036454,-0.672808,-0.00634452,0.00360867,-5.18059,-0.0626527,-0.0300337,-0.0732948,-0.0100672,-0.00887547,-0.624575,-0.028253,-0.00456527,-0.0311325,-0.0766963,-0.0725687,-0.672808,-0.0416828,-0.0376552,-0.119926,-0.719414,-0.353474,-0.0732948,-0.534214,-0.285494,-0.624575,-1.12924,-0.139794,-0.0311325,0.003923,0.00254848,-0.672808,-0.0206236,-0.00856263,-0.119926,-0.000261909,-0.00725667,-5.18059,0.0324774,-0.0180318,-0.624575,0.0478765,0.0184583,-0.0311325,0.0786207,0.00746689,-0.672808,0.0605432,0.0336884,-0.119926,0.0156434,-0.0140158,-5.18059,-0.126013,-0.0348098,-0.0732948,0.022073,0.113077
-0.576821,0.00281376,-0.00547401,-0.112197,0.014352,0.000305717,-5.02004,0.00254486,-0.00633962,-0.0683616,-0.00196922,0.00107128,-0.591181,0.00327921,-0.00260001,-0.0276345,-0.153116,-0.094409,-0.112197,0.260503,0.131122,-5.02004,0.960743,0.00284214,-0.0683616,-0.524555,-0.39805,-0.591181,1.14029,0.257733,-0.0276345,0.0222939,0.00334543,-0.576821,-0.0126674,0.003278,-5.02004,-0.0572045,-0.029062,-0.0683616,-0.0108484,-0.00820152,-0.591181,-0.0239937,-0.00426415,-0.0276345,-0.0525793,-0.0671596,-0.576821,-0.0226764,-0.0363064,-0.112197,-0.637262,-0.332673,-0.0683616,-0.400503,-0.268167,-0.591181,-1.07064,-0.133889,-0.0276345,-0.0063935,0.002256,-0.576821,-0.0132922,-0.00739312,-0.112197,-0.0116742,-0.0067858,-5.02004,0.0311673,-0.0174663,-0.591181,0.0451193,0.0174927,-0.0276345,0.0982745,0.00773518,-0.576821,0.0953579,0.0304564,-0.112197,-0.00270096,-0.0125022,-5.02004,-0.132355,-0.0334232,-0.0683616,0.00736581,0.10613
-0.480834,0.00244812,-0.00494554,-0.104467,0.0162611,0.000143075,-4.85949,0.00188862,-0.00620261,-0.0634284,-0.00197407,0.000844322,-0.557787,-0.00298586,-0.00257108,-0.0241365,-0.338765,-0.0760441,-0.104467,0.319949,0.124892,-4.85949,0.913351,0.00402933,-0.0634284,-0.465959,-0.366512,-0.557787,0.831792,0.245619,-0.0241365,0.0104657,0.00304546,-0.480834,-0.0133819,0.00294734,-4.85949,-0.0513033,-0.0280903,-0.0634284,-0.025117,-0.00752758,-0.557787,-0.0290817,-0.00396304,-0.0241365,-0.217902,-0.0617504,-0.480834,-0.0575453,-0.0349576,-0.104467,-0.251865,-0.311872,-0.0634284,-0.164838,-0.25084,-0.557787,-0.84771,-0.127984,-0.0241365,-0.0182403,0.00196353,-0.480834,-0.0054796,-0.0062236,-0.104467,-0.0267536,-0.00631492,-4.85949,0.0290302,-0.0169008,-0.557787,0.0372194,0.0165272,-0.0241365,0.0942512,0.00800347,-0.480834,0.128824,0.0272243,-0.104467,-0.0131785,-0.0109885,-4.85949,-0.139531,-0.0320365,-0.0634284,0.0799132,0.0991832
-0.384847,-0.000794264,-0.00441707,-0.0967374,0.00927977,-1.9566e-05,-4.69894,0.000960507,-0.0060656,-0.0584952,-0.00315116,0.00061736,-0.524392,-0.00724459,-0.00254214,-0.0206385,-0.362099,-0.0576791,-0.0967374,0.102947,0.118661,-4.69894,0.851515,0.00521652,-0.0584952,-0.362371,-0.334973,-0.524392,0.376294,0.233505,-0.0206385,-0.00092567,0.00274549,-0.384847,-0.0080037,0.00261667,-4.69894,-0.0450354,-0.0271186,-0.0584952,-0.0256464,-0.00685363,-0.524392,-0.0339198,-0.00366192,-0.0206385,-0.157709,-0.0563413,-0.384847,-0.0622487,-0.0336088,-0.0967374,-0.0281809,-0.291072,-0.0584952,-0.102604,-0.233514,-0.524392,-0.596493,-0.12208,-0.0206385,-0.0150548,0.00167106,-0.384847,0.00076179,-0.00505409,-0.0967374,-0.0249633,-0.00584405,-4.69894,0.0262006,-0.0163352,-0.524392,0.0266933,0.0155617,-0.0206385,0.0416527,0.00827176,-0.384847,0.118245,0.0239923,-0.0967374,0.00906328,-0.00947479,-4.69894,-0.147304,-0.0306499,-0.0584952,0.156391,0.0922363
-0.28886,-0.00606698,-0.00388859,-0.0890078,-0.00230515,-0.000182207,-4.53839,-0.000274465,-0.0059286,-0.053562,-0.00484,0.000390397,-0.490998,-0.00729158,-0.0025132,-0.0171405,-0.32932,-0.0393141,-0.0890078,-0.189237,0.112431,-4.53839,0.772409,0.00640371,-0.053562,-0.284533,-0.303434,-0.490998,0.0670859,0.221391,-0.0171405,-0.0025481,0.00244552,-0.28886,0.0018736,0.00228601,-4.53839,-0.0383922,-0.0261469,-0.053562,-0.00804096,-0.00617969,-0.490998,-0.026837,-0.0033608,-0.0171405,-0.16655,-0.0509321,-0.28886,0.000145024,-0.0322601,-0.0890078,-0.0135077,-0.270271,-0.053562,-0.271737,-0.216187,-0.490998,-0.454017,-0.116175,-0.0171405,0.00165863,0.00137859,-0.28886,0.00352238,-0.00388458,-0.0890078,-0.00830487,-0.00537318,-4.53839,0.0225378,-0.0157697,-0.490998,0.0163035,0.0145961,-0.0171405,-0.00847201,0.00854005,-0.28886,0.0399821,0.0207603,-0.0890078,0.0348945,-0.00796111,-4.53839,-0.155423,-0.0292632,-0.053562,0.183746,0.0852893
-0.192872,-0.0112373,-0.00336012,-0.0812782,-0.00575746,-0.000344848,-4.37784,-0.00159974,-0.00579159,-0.0486288,-0.00807694,0.000163435,-0.457603,-0.00361863,-0.00248426,-0.0136424,-0.224158,-0.0209491,-0.0812782,-0.00655229,0.106201,-4.37784,0.682509,0.0075909,-0.0486288,-0.286512,-0.271896,-0.457603,0.0105187,0.209277,-0.0136424,0.00170621,0.00214555,-0.192872,0.00738548,0.00195534,-4.37784,-0.0317338,-0.0251751,-0.0486288,-0.00366377,-0.00550574,-0.457603,-0.00680175,-0.00305968,-0.0136424,-0.338794,-0.045523,-0.192872,-0.108953,-0.0309113,-0.0812782,0.129386,-0.249471,-0.0486288,-0.389116,-0.19886,-0.457603,-0.459108,-0.11027,-0.0136424,0.01591,0.00108612,-0.192872,0.00191455,-0.00271507,-0.0812782,-0.000340227,-0.0049023,-4.37784,0.0183574,-0.0152042,-0.457603,0.0076899,0.0136306,-0.0136424,-0.0359667,0.00880835,-0.192872,-0.0323645,0.0175282,-0.0812782,-0.00886966,-0.00644742,-4.37784,-0.162676,-0.0278766,-0.0486288,0.157959,0.0783424
-0.0968853,-0.0136855,-0.00283165,-0.0735486,-0.00345938,-0.00050749,-4.21728,-0.00284619,-0.00565458,-0.0436956,-0.0127244,-6.35278e-05,-0.424209,-0.0016314,-0.00245533,-0.0101444,0.0957546,-0.00258417,-0.0735486,0.439762,0.0999706,-4.21728,0.583525,0.00877809,-0.0436956,-0.401859,-0.240357,-0.424209,-0.063417,0.197162,-0.0101444,-0.00178401,0.00184557,-0.0968853,-0.000196246,0.00162468,-4.21728,-0.0253911,-0.0242034,-0.0436956,-0.0328104,-0.0048318,-0.424209,0.00692556,-0.00275857,-0.0101444,-0.379069,-0.0401138,-0.0968853,-0.608186,-0.0295625,-0.0735486,0.189941,-0.22867,-0.0436956,-0.211841,-0.181533,-0.424209,-0.458517,-0.104365,-0.0101444,0.00434525,0.000793647,-0.0968853,-0.00385345,-0.00154555,-0.0735486,-0.00326863,-0.00443143,-4.21728,0.0137477,-0.0146386,-0.424209,4.51132e-06,0.012665,-0.0101444,-0.0677174,0.00907664,-0.0968853,-0.0140864,0.0142962,-0.0735486,-0.0648171,-0.00493374,-4.21728,-0.167595,-0.0264899,-0.0436956,0.0910173,0.0713955
-0.000898132,-0.0105599,-0.00230317,-0.065819,-0.00505176,-0.000670131,-4.05673,-0.00372282,-0.00551758,-0.0387624,-0.0103843,-0.00029049,-0.390815,-0.00369373,-0.00242639,-0.0066464,0.299075,0.0157808,-0.065819,0.558671,0.0937403,-4.05673,0.479733,0.00996529,-0.0387624,-0.548882,-0.208819,-0.390815,-0.303254,0.185048,-0.0066464,-0.0034769,0.0015456,-0.000898132,-0.0140344,0.00129401,-4.05673,-0.0199113,-0.0232317,-0.0387624,-0.0273141,-0.00415785,-0.390815,0.00289793,-0.00245745,-0.0066464,-0.164971,-0.0347047,-0.000898132,-1.05105,-0.0282137,-0.065819,-0.244928,-0.207869,-0.0387624,0.0660439,-0.164206,-0.390815,-0.333533,-0.0984605,-0.0066464,-0.0136808,0.000501176,-0.000898132,-0.00890349,-0.000376041,-0.065819,-0.00706344,-0.00396056,-4.05673,0.0089243,-0.0140731,-0.390815,-0.00651799,0.0116995,-0.0066464,-0.0866367,0.00934493,-0.000898132,0.0540029,0.0110642,-0.065819,-0.0178092,-0.00342006,-4.05673,-0.167875,-0.0251033,-0.0387624,0.0643474,0.0644486
0.095089,0.000427849,-0.0017747,-0.0580894,-0.00572235,-0.000832772,-3.89618,-0.00407195,-0.00538057,-0.0338292,-0.00504312,-0.000517453,-0.35742,-0.00161547,-0.00239745,-0.00314838,-0.131198,0.0341458,-0.0580894,0.38235,0.0875101,-3.89618,0.376169,0.0111525,-0.0338292,-0.463319,-0.17728,-0.35742,-0.37668,0.172934,-0.00314838,0.0158549,0.00124563,0.095089,-0.0219264,0.000963348,-3.89618,-0.0155464,-0.02226,-0.0338292,0.018618,-0.00348391,-0.35742,-0.00060647,-0.00215633,-0.00314838,0.343381,-0.0292956,0.095089,-0.795475,-0.026865,-0.0580894,-0.515889,-0.187069,-0.0338292,0.0466843,-0.14688,-0.35742,-0.131237,-0.0925557,-0.00314838,-0.00223158,0.000208704,0.095089,-0.00701118,0.000793472,-0.0580894,-0.00803736,-0.00348968,-3.89618,0.00413338,-0.0135075,-0.35742,-0.00767673,0.0107339,-0.00314838,-0.0541934,0.00961322,0.095089,0.0882135,0.00783215,-0.0580894,0.0782103,-0.00190637,-3.89618,-0.162724,-0.0237167,-0.0338292,0.0939408,0.0575016
0.191076,0.0118961,-0.00124623,-0.0503598,0.00507147,-0.000995413,-3.73563,-0.00356017,-0.00524356,-0.0288961,-0.0163129,-0.000744415,-0.324026,0.011609,-0.00236851,0.000349638,-0.348786,0.0525107,-0.0503598,0.226309,0.0812798,-3.73563,0.277133,0.0123397,-0.0288961,0.0985569,-0.145741,-0.324026,0.0190401,0.16082,0.000349638,0.0335962,0.00094566,0.191076,-0.0207681,0.000632683,-3.73563,-0.0129333,-0.0212883,-0.0288961,-0.00690372,-0.00280996,-0.324026,0.0140974,-0.00185521,0.000349638,0.569654,-0.0238864,0.191076,-0.0984837,-0.0255162,-0.0503598,0.394813,-0.166268,-0.0288961,-0.442499,-0.129553,-0.324026,0.0673674,-0.0866509,0.000349638,0.00887213,-8.37674e-05,0.191076,0.000639076,0.00196298,-0.0503598,-0.00630999,-0.00301881,-3.73563,-0.000406585,-0.012942,-0.324026,-0.000525017,0.00976836,0.000349638,-0.00694223,0.00988151,0.191076,0.0766832,0.00460012,-0.0503598,0.0939906,-0.000392691,-3.73563,-0.149403,-0.02233,-0.0288961,0.0695071,0.0505547
0.287063,0.00958826,-0.000717755,-0.0426302,0.0124424,-0.00115805,-3.57508,-0.00229244,-0.00510656,-0.0239629,-0.0153796,-0.000971378,-0.290632,0.0231009,-0.00233958,0.00384766,0.194255,0.0708757,-0.0426302,0.109823,0.0750496,-3.57508,0.184006,0.0135269,-0.0239629,0.322761,-0.114203,-0.290632,0.447124,0.148706,0.00384766,0.0226455,0.000645688,0.287063,-0.0131893,0.000302018,-3.57508,-0.0118268,-0.0203166,-0.0239629,0.00781434,-0.00213602,-0.290632,0.0265042,-0.0015541,0.00384766,0.201303,-0.0184773,0.287063,0.188214,-0.0241674,-0.0426302,0.73281,-0.145467,-0.0239629,-0.509261,-0.112226,-0.290632,0.142811,-0.0807461,0.00384766,-0.00657097,-0.000376239,0.287063,0.00806823,0.0031325,-0.0426302,-0.00932764,-0.00254793,-3.57508,-0.00463412,-0.0123765,-0.290632,0.00513198,0.00880282,0.00384766,0.00648949,0.0101498,0.287063,0.0549972,0.00136808,-0.0426302,0.0335946,0.00112099,-3.57508,-0.129232,-0.0209434,-0.0239629,0.0384326,0.0436078
0.38305,-0.00332747,-0.000189282,-0.0349006,0.000947166,-0.0013207,-3.41453,0.000296277,-0.00496955,-0.0190297,-0.00557278,-0.00119834,-0.257237,0.0139112,-0.00231064,0.00734568,0.0491296,0.0892407,-0.0349006,-0.0422799,0.0688193,-3.41453,0.104426,0.014714,-0.0190297,-0.0102725,-0.082664,-0.257237,0.230143,0.136591,0.00734568,0.00239211,0.000345716,0.38305,-0.00704748,-2.86474e-05,-3.41453,-0.0133276,-0.0193448,-0.0190297,0.042393,-0.00146207,-0.257237,0.00452154,-0.00125298,0.00734568,0.0335515,-0.0130681,0.38305,0.0208065,-0.0228186,-0.0349006,-0.701729,-0.124667,-0.0190297,-0.170313,-0.0948992,-0.257237,-0.00602984,-0.0748414,0.00734568,0.00631098,-0.000668711,0.38305,0.0107855,0.00430201,-0.0349006,-0.0173099,-0.00207706,-3.41453,-0.00816899,-0.0118109,-0.257237,-0.0037451,0.00783727,0.00734568,0.00458466,0.0104181,0.38305,0.0495507,-0.00186395,-0.0349006,-0.00719967,0.00263467,-3.41453,-0.097415,-0.0195567,-0.0190297,0.0512992,0.0366609
0.479038,-0.0121276,0.000339191,-0.027171,-0.01235,-0.00148334,-3.25398,0.0033143,-0.00483254,-0.0140965,-0.00734984,-0.0014253,-0.223843,-0.00587518,-0.0022817,0.0108437,-0.0346693,0.107606,-0.027171,-0.0912382,0.062589,-3.25398,0.0434393,0.0159012,-0.0140965,-0.507173,-0.0511254,-0.223843,-0.285757,0.124477,0.0108437,0.00219862,4.57448e-05,0.479038,-0.0104904,-0.000359312,-3.25398,-0.0159634,-0.0183731,-0.0140965,0.0105551,-0.000788128,-0.223843,-0.0252581,-0.00095186,0.0108437,-0.00951055,-0.00765897,0.479038,-0.0350779,-0.0214698,-0.027171,-0.716325,-0.103866,-0.0140965,0.0663458,-0.0775724,-0.223843,-0.20587,-0.0689366,0.0108437,0.0106492,-0.000961182,0.479038,0.00755528,0.00547152,-0.027171,-0.0101252,-0.00160619,-3.25398,-0.010927,-0.0112454,-0.223843,-0.0135982,0.00687172,0.0108437,-0.0306147,0.0106864,0.479038,0.0642801,-0.00509598,-0.027171,0.0495278,0.00414836,-3.25398,-0.0601523,-0.0181701,-0.0140965,0.1062,0.0297139
0.575025,-0.0149642,0.000867664,-0.0194414,-0.0109772,-0.00164598,-3.09343,0.00538366,-0.00469554,-0.00916329,-0.0073336,-0.00165227,-0.190448,-0.00629075,-0.00225276,0.0143417,0.265589,0.125971,-0.0194414,-0.0207359,0.0563588,-3.09343,0.0053093,0.0170884,-0.00916329,-0.44545,-0.0195867,-0.190448,-0.0748998,0.112363,0.0143417,0.0152324,-0.000254227,0.575025,-0.0171145,-0.000689977,-3.09343,-0.0174518,-0.0174014,-0.00916329,0.00068084,-0.000114183,-0.190448,-0.00136183,-0.000650743,0.0143417,-0.0254641,-0.00224983,0.575025,0.0363648,-0.0201211,-0.0194414,0.229971,-0.0830653,-0.00916329,0.37074,-0.0602456,-0.190448,-0.124168,-0.0630318,0.0143417,-0.0100814,-0.00125365,0.575025,0.00451898,0.00664103,-0.0194414,-0.00213525,-0.00113531,-3.09343,-0.012931,-0.0106799,-0.190448,0.00261761,0.00590617,0.0143417,-0.0731143,0.0109547,0.575025,0.0658816,-0.00832802,-0.0194414,0.0659392,0.00566204,-3.09343,-0.0269381,-0.0167834,-0.00916329,0.119678,0.022767
0.671012,-0.0135123,0.00139614,-0.0117118,0.00397346,-0.00180862,-2.93288,0.00482858,-0.00455853,-0.0042301,-0.00276522,-0.00187923,-0.157054,0.000611917,-0.00222383,0.0178397,0.131863,0.144336,-0.0117118,0.0970343,0.0501285,-2.93288,-0.000228526,0.0182756,-0.0042301,0.062864,0.0119519,-0.157054,0.313465,0.100249,0.0178397,0.0105843,-0.000554198,0.671012,-0.0178915,-0.00102064,-2.93288,-0.0151151,-0.0164297,-0.0042301,0.0307647,0.000559762,-0.157054,0.0171598,-0.000349625,0.0178397,0.1983,0.00315932,0.671012,0.102386,-0.0187723,-0.0117118,0.244612,-0.0622647,-0.0042301,0.634786,-0.0429188,-0.157054,-0.0809263,-0.057127,0.0178397,-0.0216268,-0.00154613,0.671012,0.00856508,0.00781055,-0.0117118,-0.01364,-0.000664439,-2.93288,-0.0140334,-0.0101143,-0.157054,0.00363346,0.00494062,0.0178397,-0.0566997,0.011223,0.671012,0.0182332,-0.0115601,-0.0117118,-0.0483096,0.00717572,-2.93288,-0.00874021,-0.0153968,-0.0042301,0.085615,0.0158201
0.766999,-0.00861289,0.00192461,-0.00398219,-0.000940825,-0.00197126,-2.77233,0.000288911,-0.00442152,0.000703093,-0.00560726,-0.00210619,-0.12366,-0.000208708,-0.00219489,0.0213378,-0.174505,0.162701,-0.00398219,0.16863,0.0438983,-2.77233,0.0313345,0.0194628,0.000703093,0.181648,0.0434905,-0.12366,0.294896,0.0881345,0.0213378,-0.00157336,-0.00085417,0.766999,-0.0114398,-0.00135131,-2.77233,-0.00674978,-0.015458,0.000703093,0.027992,0.00123371,-0.12366,-0.0079201,-4.85077e-05,0.0213378,0.245213,0.00856846,0.766999,0.102959,-0.0174235,-0.00398219,0.199443,-0.041464,0.000703093,0.42702,-0.0255921,-0.12366,-0.231405,-0.0512222,0.0213378,-0.0174291,-0.0018386,0.766999,0.0181769,0.00898006,-0.00398219,-0.0226739,-0.000193565,-2.77233,-0.0142233,-0.00954879,-0.12366,-0.01946,0.00397508,0.0213378,-0.00997053,0.0114913,0.766999,-0.0558388,-0.0147921,-0.00398219,0.024267,0.00868941,-2.77233,-0.0148675,-0.0140101,0.000703093,0.0723406,0.00887315
0.862986,-0.000564118,0.00245308,0.00374741,-0.0104218,-0.0021339,-2.61178,-0.00722428,-0.00428452,0.00563628,-0.009027,-0.00233315,-0.0902653,-0.00604983,-0.00216595,0.0248358,-0.0669487,0.181066,0.00374741,0.00940978,0.037668,-2.61178,0.0800046,0.02065,0.00563628,-0.00516857,0.0750292,-0.0902653,0.043141,0.0760203,0.0248358,-0.000778006,-0.00115414,0.862986,-0.00234191,-0.00168197,-2.61178,0.00544455,-0.0144863,0.00563628,0.0105687,0.00190765,-0.0902653,-0.034538,0.00025261,0.0248358,-0.257564,0.0139776,0.862986,0.0343454,-0.0160747,0.00374741,0.0953596,-0.0206634,0.00563628,-0.0313605,-0.00826527,-0.0902653,-0.246479,-0.0453174,0.0248358,-0.00725409,-0.00213107,0.862986,0.0253182,0.0101496,0.00374741,-0.0197155,0.000277309,-2.61178,-0.0136693,-0.00898325,-0.0902653,-0.0151627,0.00300953,0.0248358,0.00227543,0.0117596,0.862986,-0.0879993,-0.0180241,0.00374741,0.171834,0.0102031,-2.61178,-0.0401208,-0.0126235,0.00563628,0.0323608,0.00192622
0.958973,0.00904328,0.00298156,0.011477,-0.00903748,-0.00229654,-2.45123,-0.0143297,-0.00414751,0.0105695,-0.00131744,-0.00256012,-0.0568709,-0.00780496,-0.00213701,0.0283338,-0.1064,0.199431,0.011477,-0.0423323,0.0314377,-2.45123,0.101528,0.0218372,0.0105695,-0.0305112,0.106568,-0.0568709,-0.0667832,0.0639061,0.0283338,-0.0160809,-0.00145411,0.958973,0.00487545,-0.00201264,-2.45123,0.0149485,-0.0135146,0.0105695,0.0269525,0.0025816,-0.0568709,-0.0425486,0.000553727,0.0283338,-0.181331,0.0193868,0.958973,-0.0926794,-0.014726,0.011477,-0.116209,0.000137292,0.0105695,-0.224822,0.00906152,-0.0568709,0.00578026,-0.0394126,0.0283338,7.87051e-05,-0.00242354,0.958973,0.0236813,0.0113191,0.011477,-0.0117309,0.000748183,-2.45123,-0.0127558,-0.00841772,-0.0568709,0.00233456,0.00204398,0.0283338,-0.0140368,0.0120278,0.958973,-0.0321474,-0.0212562,0.011477,0.105147,0.0117168,-2.45123,-0.0648037,-0.0112368,0.0105695,-0.101769,-0.00502071
1.05496,0.0123975,0.00351003,0.0192066,-0.00266,-0.00245918,-2.29068,-0.0172848,-0.0040105,0.0155027,0.00265017,-0.00278708,-0.0234766,6.43687e-05,-0.00210808,0.0318318,-0.126059,0.217796,0.0192066,0.123219,0.0252075,-2.29068,0.0458273,0.0230244,0.0155027,-0.0449855,0.138106,-0.0234766,0.197765,0.0517918,0.0318318,-0.0398633,-0.00175408,1.05496,0.00729162,-0.0023433,-2.29068,0.0144295,-0.0125428,0.0155027,0.0266473,0.00325554,-0.0234766,-0.0258782,0.000854845,0.0318318,0.291709,0.0247959,1.05496,-0.198767,-0.0133772,0.0192066,-0.24936,0.0209379,0.0155027,0.038085,0.0263883,-0.0234766,0.488164,-0.0335079,0.0318318,-0.00134652,-0.00271601,1.05496,0.0175987,0.0124886,0.0192066,-0.0057806,0.00121906,-2.29068,-0.0118771,-0.00785218,-0.0234766,0.00686967,0.00107843,0.0318318,-0.00640986,0.0122961,1.05496,0.0320072,-0.0244882,0.0192066,-0.0822291,0.0132305,-2.29068,-0.0671977,-0.0098502,0.0155027,-0.186991,-0.0119676
1.15095,0.00227653,0.0040385,0.0269362,-0.0026737,-0.00262183,-2.13013,-0.0140791,-0.0038735,0.0204359,-0.00375507,-0.00301404,0.00991782,0.00578623,-0.00207914,0.0353298,0.52647,0.23616,0.0269362,0.124579,0.0189772,-2.13013,-0.0953159,0.0242116,0.0204359,-0.122156,0.169645,0.00991782,0.417948,0.0396776,0.0353298,-0.0343528,-0.00205406,1.15095,0.00273948,-0.00267397,-2.13013,0.00063647,-0.0115711,0.0204359,-0.00732093,0.00392949,0.00991782,-0.0049965,0.00115596,0.0353298,-0.00669957,0.030205,1.15095,-0.206002,-0.0120284,0.0269362,-0.203703,0.0417386,0.0204359,0.496141,0.0437151,0.00991782,0.825226,-0.0276031,0.0353298,-0.0114723,-0.00300848,1.15095,0.0137288,0.0136581,0.0269362,-0.00369226,0.00168993,-2.13013,-0.0121154,-0.00728664,0.00991782,0.000888327,0.000112884,0.0353298,0.0652055,0.0125644,1.15095,0.0114763,-0.0277202,0.0269362,-0.0065993,0.0147441,-2.13013,-0.0377701,-0.00846355,0.0204359,-0.153434,-0.0189146
