initT_abscissa,initT_pdf,initT_cdf,aS_abscissa,aS_pdf,aS_cdf,dS_abscissa,dS_pdf,dS_cdf,lBt0_abscissa,lBt0_pdf,lBt0_cdf,lk_abscissa,lk_pdf,lk_cdf,lae_abscissa,lae_pdf,lae_cdf,lw_abscissa,lw_pdf,lw_cdf,dE_abscissa,dE_pdf,dE_cdf,split
-16.5274,0.0119232,0.0139232,13.5425,1.22688e-09,4.72701e-11,0.0076499,0.1785,1.09989e-05,-5.04128,1.76607e-28,0,-5.5478,0.243844,0.0592029,-1.13886,0.180193,0.0221777,1.99647,0.0900865,0.0318816,0.211466,1.77228,0.70157,All
-16.313,0.0139325,0.016691,13.6267,9.71206e-09,3.95733e-10,0.0077183,0.491179,3.22493e-05,-5.03757,2.22408e-26,0,-5.52017,0.266173,0.0662463,-1.11742,0.208174,0.0263361,2.05177,0.102248,0.037194,0.220308,1.67876,0.716822,All
-16.0985,0.0161962,0.0199166,13.7108,6.81976e-08,2.94502e-09,0.0077867,1.26076,8.84038e-05,-5.03387,2.34158e-24,0,-5.49254,0.289598,0.073922,-1.09598,0.239217,0.031127,2.10706,0.11549,0.0432086,0.22915,1.59103,0.731272,All
-15.8841,0.0187304,0.0236564,13.795,4.25692e-07,1.95277e-08,0.0078551,3.02396,0.000227014,-5.03016,2.06104e-22,0,-5.46491,0.314057,0.0822593,-1.07453,0.273424,0.0366173,2.16235,0.129816,0.0499855,0.237991,1.50866,0.744972,All
-15.6697,0.0215492,0.0279699,13.8792,2.36696e-06,1.15636e-07,0.00792349,6.78894,0.00054715,-5.02646,1.51663e-20,0,-5.43728,0.339471,0.0912858,-1.05309,0.310856,0.0428757,2.21764,0.145213,0.0575842,0.246833,1.43125,0.757965,All
-15.4552,0.024664,0.0329194,13.9633,1.17473e-05,6.1292e-07,0.00799189,14.2897,0.00124011,-5.02276,9.33016e-19,0,-5.40965,0.365745,0.101027,-1.03165,0.351529,0.0499714,2.27294,0.161652,0.0660633,0.255674,1.35844,0.770294,All
-15.2408,0.0280832,0.0385694,14.0475,5.2143e-05,2.91462e-06,0.00806029,28.244,0.00264813,-5.01905,4.79862e-17,0,-5.38202,0.392768,0.111504,-1.01021,0.395403,0.0579736,2.32823,0.179082,0.075479,0.264516,1.2899,0.781999,All
-15.0264,0.0318111,0.0449856,14.1317,0.0002074,1.24628e-05,0.00812868,52.5028,0.00533783,-5.01535,2.06329e-15,0,-5.35439,0.420411,0.122737,-0.988765,0.442382,0.0669501,2.38352,0.197433,0.0858843,0.273358,1.22532,0.793116,All
-14.8119,0.0358477,0.0522344,14.2158,0.000740633,4.80298e-05,0.00819708,91.9261,0.0101755,-5.01164,7.41688e-14,1.11022e-16,-5.32676,0.448532,0.134741,-0.967323,0.492303,0.0769658,2.43882,0.216611,0.0973276,0.282199,1.16441,0.803678,All
-14.5975,0.0401877,0.0603814,14.3,0.00237895,0.000167214,0.00826548,151.818,0.0183798,-5.00794,2.22895e-12,2.44249e-15,-5.29913,0.476973,0.147526,-0.945881,0.544937,0.0880816,2.49411,0.236504,0.109852,0.291041,1.10692,0.813716,All
-14.383,0.0448203,0.0694907,14.3842,0.00688564,0.000527149,0.00833387,236.836,0.0315177,-5.00423,5.60008e-11,6.50591e-14,-5.2715,0.505564,0.1611,-0.924439,0.599982,0.100352,2.5494,0.256975,0.123492,0.299882,1.05262,0.823261,All
-14.1686,0.0497285,0.0796233,14.4683,0.017991,0.0015085,0.00840227,349.463,0.0514098,-5.00053,1.17627e-09,1.44595e-12,-5.24387,0.534121,0.175464,-0.902997,0.657065,0.113826,2.6047,0.277868,0.138277,0.308724,1.00129,0.832339,All
-13.9542,0.054889,0.0908359,14.5525,0.0425084,0.00392824,0.00847067,488.383,0.0799254,-4.99682,2.06555e-08,2.69633e-11,-5.21624,0.56245,0.190614,-0.881555,0.715743,0.128541,2.65999,0.299007,0.154225,0.317566,0.952718,0.840975,All
-13.7397,0.060272,0.10318,14.6367,0.0909795,0.00933321,0.00853906,647.263,0.118677,-4.99312,3.03236e-07,4.21887e-10,-5.18861,0.590351,0.206542,-0.860113,0.775503,0.144528,2.71528,0.3202,0.171344,0.326407,0.906733,0.849193,All
-13.5253,0.0658408,0.116698,14.7208,0.17668,0.0202882,0.00860746,814.527,0.168661,-4.98941,3.72172e-06,5.54155e-09,-5.16098,0.617614,0.223232,-0.838671,0.835773,0.161802,2.77057,0.341236,0.189632,0.335249,0.863163,0.857016,All
-13.3109,0.0715524,0.131427,14.805,0.311831,0.0404687,0.00867586,974.448,0.229933,-4.98571,3.81877e-05,6.11391e-08,-5.13335,0.64403,0.240664,-0.817228,0.895925,0.180368,2.82587,0.361897,0.209073,0.34409,0.821853,0.864464,All
-13.0964,0.0773575,0.147392,14.8892,0.500994,0.0743094,0.00874425,1109.56,0.301393,-4.98201,0.000327582,5.66948e-07,-5.10572,0.669384,0.258812,-0.795786,0.955285,0.200217,2.88116,0.381953,0.229641,0.352932,0.782658,0.871555,All
-12.882,0.0832014,0.164606,14.9733,0.733855,0.126047,0.00881265,1203.88,0.38078,-4.9783,0.00234928,4.42231e-06,-5.07809,0.693468,0.277643,-0.774344,1.01315,0.221324,2.93645,0.401172,0.251296,0.361774,0.745445,0.878309,All
-12.6676,0.0890243,0.183073,15.0575,0.981566,0.198273,0.00888105,1246.04,0.464881,-4.9746,0.0140853,2.90444e-05,-5.05046,0.716075,0.29712,-0.752902,1.06878,0.24365,2.99175,0.419321,0.273986,0.370615,0.710093,0.884743,All
-12.4531,0.0947624,0.20278,15.1417,1.20065,0.290476,0.00894944,1231.59,0.549933,-4.97089,0.0706012,0.000160807,-5.02283,0.737008,0.317198,-0.73146,1.12147,0.267137,3.04704,0.436172,0.297644,0.379457,0.676487,0.890871,All
-12.2387,0.100349,0.223703,15.2258,1.34505,0.398273,0.00901784,1163.71,0.632131,-4.96719,0.295853,0.00075168,-4.99519,0.756079,0.33783,-0.710018,1.17047,0.291716,3.10233,0.451507,0.322192,0.388298,0.644522,0.89671,All
-12.0243,0.105716,0.245802,15.31,1.38202,0.513854,0.00908624,1052.23,0.708124,-4.96348,1.03647,0.00297223,-4.96756,0.773113,0.358961,-0.688576,1.2151,0.317301,3.15763,0.465122,0.347542,0.39714,0.614101,0.902273,All
-11.8098,0.110794,0.269021,15.3942,1.30426,0.627667,0.00915463,911.36,0.775398,-4.95978,3.03568,0.00996601,-4.93993,0.787953,0.380533,-0.667134,1.25471,0.343789,3.21292,0.476831,0.373593,0.405982,0.585134,0.907573,All
-11.5954,0.115516,0.293292,15.4783,1.1321,0.730737,0.00922303,756.845,0.832481,-4.95607,7.43313,0.0284277,-4.9123,0.800459,0.402483,-0.645691,1.2887,0.371068,3.26821,0.486472,0.400235,0.414823,0.557537,0.912624,All
-11.3809,0.119816,0.318532,15.5625,0.905053,0.816693,0.00929143,603.209,0.878952,-4.95237,15.2161,0.0692745,-4.88467,0.810511,0.424745,-0.624249,1.31656,0.39901,3.3235,0.493909,0.42735,0.423665,0.53123,0.917436,All
-11.1665,0.123635,0.344644,15.6467,0.667277,0.882795,0.00935982,461.816,0.915279,-4.94866,26.0407,0.145025,-4.85704,0.818013,0.447249,-0.602807,1.33784,0.42748,3.3788,0.499035,0.454812,0.432506,0.506143,0.922021,All
-10.9521,0.126916,0.371517,15.7308,0.454308,0.92973,0.00942822,339.935,0.942573,-4.94496,37.258,0.262777,-4.82941,0.822892,0.469925,-0.581365,1.35222,0.456333,3.43409,0.501776,0.482492,0.441348,0.482207,0.92639,All
-10.7376,0.12961,0.399032,15.815,0.285999,0.960538,0.00949662,240.783,0.9623,-4.94125,44.5658,0.416209,-4.80178,0.8251,0.492698,-0.559923,1.35947,0.485419,3.48938,0.502094,0.510257,0.45019,0.459359,0.930552,All
-10.5232,0.131678,0.427059,15.8992,0.166684,0.979257,0.00956501,164.257,0.976028,-4.93755,44.5658,0.583791,-4.77415,0.824615,0.515496,-0.538481,1.35947,0.514581,3.54468,0.499983,0.537972,0.459031,0.43754,0.934516,All
-10.3088,0.133087,0.455458,15.9833,0.0900484,0.989798,0.00963341,108.006,0.985233,-4.93385,37.258,0.737223,-4.74652,0.821443,0.538242,-0.517039,1.35222,0.543667,3.59997,0.495475,0.565504,0.467873,0.416696,0.938292,All
-10.0943,0.133816,0.484087,16.0675,0.0451475,0.995306,0.00970181,68.5083,0.991185,-4.93014,26.0407,0.854975,-4.71889,0.815615,0.560865,-0.495597,1.33784,0.57252,3.65526,0.488633,0.592721,0.476714,0.396775,0.941887,All
-9.87989,0.133853,0.512799,16.1517,0.0210321,0.997979,0.0097702,41.9515,0.994899,-4.92644,15.2161,0.930725,-4.69126,0.807187,0.58329,-0.474154,1.31656,0.60099,3.71056,0.479556,0.619498,0.485556,0.377729,0.94531,All
-9.66545,0.133199,0.541444,16.2358,0.00911442,0.999185,0.0098386,24.8194,0.997138,-4.92273,7.43313,0.971572,-4.66363,0.79624,0.605447,-0.452712,1.2887,0.628932,3.76585,0.468373,0.645715,0.494398,0.359514,0.948569,All
-9.45102,0.131863,0.569875,16.32,0.00367847,0.999693,0.009907,14.1969,0.998442,-4.91903,3.03568,0.990034,-4.636,0.78288,0.627269,-0.43127,1.25471,0.656211,3.82114,0.455239,0.671258,0.503239,0.342087,0.95167,All
-9.23658,0.129865,0.597949,16.4042,0.00138415,0.999891,0.00997539,7.85726,0.999177,-4.91532,1.03647,0.997028,-4.60837,0.767234,0.648689,-0.409828,1.2151,0.682699,3.87643,0.440334,0.696025,0.512081,0.325409,0.95462,All
-9.02215,0.127237,0.625526,16.4883,0.000486135,0.999964,0.0100438,4.21041,0.999578,-4.91162,0.295853,0.999248,-4.58074,0.749449,0.669647,-0.388386,1.17047,0.708284,3.93173,0.423858,0.719924,0.520922,0.309443,0.957426,All
-8.80771,0.124018,0.652475,16.5725,0.000159534,0.999989,0.0101122,2.18601,0.99979,-4.90791,0.0706012,0.999839,-4.55311,0.729688,0.690086,-0.366944,1.12147,0.732863,3.98702,0.406026,0.742873,0.529764,0.294155,0.960094,All
-8.59327,0.120255,0.678675,16.6567,4.89702e-05,0.999997,0.0101806,1.10038,0.999898,-4.90421,0.0140853,0.999971,-4.52548,0.708131,0.709954,-0.345502,1.06878,0.75635,4.04231,0.387065,0.764804,0.538606,0.279512,0.96263,All
-8.37884,0.116004,0.704014,16.7408,1.40749e-05,0.999999,0.010249,0.537381,0.999952,-4.9005,0.00234928,0.999996,-4.49785,0.684969,0.729203,-0.32406,1.01315,0.778676,4.09761,0.367205,0.78566,0.547447,0.265483,0.965039,All
-8.1644,0.111324,0.728395,16.825,3.79169e-06,1,0.0103174,0.254766,0.999978,-4.8968,0.000327582,0.999999,-4.47022,0.660405,0.747793,-0.302618,0.955285,0.799783,4.1529,0.34668,0.805399,0.556289,0.252041,0.967326,All
-7.94996,0.106282,0.751732,16.9092,9.58367e-07,1,0.0103858,0.117325,0.99999,-4.8931,3.81877e-05,1,-4.44259,0.634644,0.765687,-0.281175,0.895925,0.819632,4.20819,0.32572,0.82399,0.56513,0.239157,0.969497,All
-7.73553,0.100943,0.773955,16.9933,2.27492e-07,1,0.0104542,0.0525164,0.999996,-4.88939,3.72172e-06,1,-4.41496,0.6079,0.782855,-0.259733,0.835773,0.838198,4.26349,0.304548,0.841415,0.573972,0.226807,0.971557,All
-7.52109,0.095377,0.795008,17.0775,5.07641e-08,1,0.0105226,0.0228615,0.999998,-4.88569,3.03236e-07,1,-4.38732,0.580383,0.799273,-0.238291,0.775503,0.855472,4.31878,0.283375,0.857669,0.582814,0.214967,0.97351,All
-7.30666,0.0896521,0.814848,17.1617,1.06589e-08,1,0.010591,0.00968442,0.999999,-4.88198,2.06555e-08,1,-4.35969,0.552305,0.814922,-0.216849,0.715743,0.871459,4.37407,0.2624,0.872756,0.591655,0.203614,0.97536,All
-7.09222,0.0838353,0.83345,17.2458,2.10783e-09,1,0.0106594,0.00399432,1,-4.87828,1.17627e-09,1,-4.33206,0.523871,0.829791,-0.195407,0.657065,0.886174,4.42936,0.241803,0.886693,0.600497,0.192727,0.977111,All
-6.87778,0.0779907,0.850801,17.33,3.92939e-10,1,0.0107278,0.00160491,1,-4.87457,5.60008e-11,1,-4.30443,0.49528,0.84387,-0.173965,0.599982,0.899648,4.48466,0.221745,0.899506,0.609338,0.182287,0.978769,All
-6.66335,0.0721786,0.866901,17.4142,6.91143e-11,1,0.0107962,0.000628536,1,-4.87087,2.22895e-12,1,-4.2768,0.466722,0.85716,-0.152523,0.544937,0.911918,4.53995,0.202368,0.911228,0.61818,0.172274,0.980336,All
-6.44891,0.0664544,0.881763,17.4983,1.14801e-11,1,0.0108646,0.000240053,1,-4.86716,7.41688e-14,1,-4.24917,0.438377,0.869664,-0.131081,0.492303,0.923034,4.59524,0.183792,0.9219,0.627022,0.162671,0.981817,All
-6.23448,0.0608679,0.895411,17.5825,1.80233e-12,1,0.0109329,8.94542e-05,1,-4.86346,2.06329e-15,1,-4.22154,0.41041,0.881389,-0.109638,0.442382,0.93305,4.65054,0.166113,0.931569,0.635863,0.153462,0.983214,All
-6.02004,0.0554629,0.90788,17.6667,2.67672e-13,1,0.0110013,3.25409e-05,1,-4.85975,4.79862e-17,1,-4.19391,0.382975,0.892349,-0.0881964,0.395403,0.942026,4.70583,0.14941,0.940288,0.644705,0.14463,0.984531,All
-5.8056,0.0502767,0.919213,17.7508,3.76367e-14,1,0.0110697,1.15612e-05,1,-4.85605,9.33016e-19,1,-4.16628,0.356207,0.902559,-0.0667542,0.351529,0.950029,4.76112,0.133736,0.948111,0.653546,0.136161,0.985772,All
-5.59117,0.0453398,0.92946,17.835,5.01437e-15,1,0.0111381,4.01354e-06,1,-4.85235,1.51663e-20,1,-4.13865,0.330231,0.91204,-0.0453121,0.310856,0.957124,4.81642,0.119128,0.955097,0.662388,0.128041,0.98694,All
-5.37673,0.0406764,0.938678,17.9192,6.3353e-16,1,0.0112065,1.36209e-06,1,-4.84864,2.06104e-22,1,-4.11102,0.30515,0.920816,-0.02387,0.273424,0.963383,4.87171,0.105603,0.961305,0.67123,0.120257,0.988038,All
-5.16229,0.0363041,0.946926,18.0033,7.59637e-17,1,0.0112749,4.52097e-07,1,-4.84494,2.34158e-24,1,-4.08339,0.281054,0.928912,-0.00242788,0.239217,0.968873,4.927,0.0931604,0.966795,0.680071,0.112797,0.989068,All
-4.94786,0.0322342,0.954269,18.0875,8.6511e-18,1,0.0113433,1.46825e-07,1,-4.84123,2.22408e-26,1,-4.05576,0.258017,0.936357,0.0190142,0.208174,0.973664,4.98229,0.0817868,0.971627,0.688913,0.105648,0.990033,All
-4.73342,0.0284727,0.960773,18.1717,9.36469e-19,1,0.0114117,4.66763e-08,1,-4.83753,1.76607e-28,1,-4.02813,0.236095,0.943181,0.0404564,0.180193,0.977822,5.03759,0.0714546,0.975859,0.697754,0.0987998,0.990937,All
-4.51899,0.0250202,0.966503,18.2558,9.6427e-20,1,0.0114801,1.45313e-08,1,-4.83382,1.17242e-30,1,-4.0005,0.215331,0.949414,0.0618985,0.155142,0.981412,5.09288,0.0621259,0.979547,0.706596,0.0922425,0.991781,All
-4.30455,0.0218726,0.971525,18.34,9.45162e-21,1,0.0115485,4.43208e-09,1,-4.83012,6.50688e-33,1,-3.97287,0.195753,0.955091,0.0833406,0.132861,0.984495,5.14817,0.053754,0.982746,0.715438,0.0859661,0.992569,All
-4.09011,0.0190222,0.975904,18.4242,8.82532e-22,1,0.0116169,1.32488e-09,1,-4.82641,3.01913e-35,1,-3.94524,0.177375,0.960243,0.104783,0.113173,0.987129,5.20347,0.0462854,0.985508,0.724279,0.0799617,0.993302,All
-3.87568,0.0164578,0.979703,18.5083,7.85563e-23,1,0.0116853,3.88314e-10,1,-4.82271,1.17113e-37,1,-3.91761,0.160198,0.964904,0.126225,0.095889,0.989366,5.25876,0.0396619,0.987881,0.733121,0.0742206,0.993983,All
-3.66124,0.0141655,0.982982,18.5925,6.67055e-24,1,0.0117537,1.11634e-10,1,-4.819,3.79795e-40,1,-3.88998,0.144212,0.969107,0.147667,0.0808113,0.991256,5.31405,0.0338219,0.989909,0.741962,0.0687349,0.994615,All
-3.44681,0.0121294,0.985797,18.6767,5.40718e-25,1,0.0118221,3.14906e-11,1,-4.8153,1.02969e-42,1,-3.86235,0.129399,0.972884,0.169109,0.0677413,0.992846,5.36935,0.0287023,0.991634,0.750804,0.0634973,0.9952,All
-3.23237,0.0103323,0.988201,18.7608,4.18699e-26,1,0.0118905,8.7196e-12,1,-4.8116,2.33391e-45,1,-3.83472,0.115728,0.976268,0.190551,0.0564824,0.994174,5.42464,0.02424,0.993095,0.759645,0.0585007,0.995739,All
-3.01793,0.00875601,0.990244,18.845,3.09916e-27,1,0.0119589,2.37082e-12,1,-4.80789,4.42259e-48,1,-3.80708,0.103164,0.979289,0.211993,0.0468437,0.995279,5.47993,0.0203724,0.994326,0.768487,0.0537389,0.996235,All
-2.8035,0.00738183,0.991971,18.9292,2.19422e-28,1,0.0120273,6.33203e-13,1,-4.80419,7.00627e-51,1,-3.77945,0.0916639,0.981979,0.233435,0.0386426,0.996194,5.53522,0.0170392,0.995358,0.777329,0.0492057,0.99669,All
-2.58906,0.00619115,0.993423,19.0133,1.48693e-29,1,0.0120957,1.6618e-13,1,-4.80048,9.27928e-54,1,-3.75182,0.0811802,0.984364,0.254878,0.0317074,0.996946,5.59052,0.0141824,0.996219,0.78617,0.0448957,0.997106,All
-2.37462,0.00516569,0.994638,19.0975,9.65049e-31,1,0.0121641,4.28698e-14,1,-4.79678,1.02744e-56,1,-3.72419,0.0716611,0.986474,0.27632,0.0258782,0.997561,5.64581,0.0117476,0.996934,0.795012,0.0408039,0.997484,All
-2.16019,0.0042878,0.995649,19.1817,6.00241e-32,1,0.0122325,1.08744e-14,1,-4.79307,9.51084e-60,1,-3.69656,0.0630519,0.988333,0.297762,0.021008,0.998062,5.7011,0.00968367,0.997525,0.803853,0.0369255,0.997828,All
-1.94575,0.00354071,0.996486,19.2658,3.58002e-33,1,0.0123009,2.71321e-15,1,-4.78937,7.36032e-63,1,-3.66893,0.0552961,0.989966,0.319204,0.0169634,0.998468,5.7564,0.00794379,0.998011,0.812695,0.0332565,0.998138,All
-1.73132,0.00290868,0.997176,19.35,2.04875e-34,1,0.0123693,6.66071e-16,1,-4.78566,4.76202e-66,1,-3.6413,0.0483361,0.991396,0.340646,0.0136245,0.998795,5.81169,0.00648502,0.998408,0.821537,0.029793,0.998416,All
-1.51688,0.00237712,0.997741,19.4342,1.12563e-35,1,0.0124377,1.60936e-16,1,-4.78196,2.57575e-69,1,-3.61367,0.0421143,0.992644,0.362088,0.0108844,0.999057,5.86698,0.00526853,0.998732,0.830378,0.0265317,0.998665,All
-1.30244,0.00193266,0.998201,19.5183,5.94091e-37,1,0.0125061,3.82835e-17,1,-4.77825,1.16475e-72,1,-3.58604,0.0365738,0.993729,0.38353,0.00864907,0.999265,5.92228,0.00425955,0.998995,0.83922,0.0234695,0.998886,All
-1.08801,0.00156318,0.998575,19.6025,3.0138e-38,1,0.0125745,8.96864e-18,1,-4.77455,4.40329e-76,1,-3.55841,0.0316585,0.994671,0.404972,0.00683614,0.99943,5.97757,0.00342715,0.999207,0.848061,0.0206038,0.999081,All
-0.873571,0.00125781,0.998876,19.6867,1.47035e-39,1,0.0126429,2.06978e-18,1,-4.77085,1.39168e-79,1,-3.53078,0.0273145,0.995484,0.426414,0.00537441,0.999561,6.03286,0.00274409,0.999376,0.856903,0.0179324,0.999251,All
-0.659135,0.00100686,0.999118,19.7708,6.90264e-41,1,0.0127113,4.70681e-19,1,-4.76714,3.67722e-83,1,-3.50315,0.0234896,0.996185,0.447857,0.00420271,0.999663,6.08815,0.00218655,0.999512,0.865745,0.0154535,0.999399,All
-0.444699,0.000801807,0.999311,19.855,3.11985e-42,1,0.0127797,1.05501e-19,1,-4.76344,8.12298e-87,1,-3.47552,0.0201345,0.996786,0.469299,0.00326893,0.999743,6.14345,0.00173386,0.99962,0.874586,0.0131654,0.999525,All
-0.230263,0.000635218,0.999465,19.9392,1.35834e-43,1,0.0128481,2.33149e-20,1,-4.75973,1.50013e-90,1,-3.44789,0.0172023,0.997301,0.490741,0.00252907,0.999805,6.19874,0.00136825,0.999706,0.883428,0.0110668,0.999632,All
-0.0158268,0.000500639,0.999586,20.0233,5.69989e-45,1,0.0129165,5.08127e-21,1,-4.75603,2.31611e-94,1,-3.42026,0.0146492,0.997741,0.512183,0.00194623,0.999852,6.25403,0.00107452,0.999773,0.892269,0.0091569,0.999721,All
