rep,id_var,initT_simulated,aS_simulated,dS_simulated,lBt0_simulated,dI_simulated,w_simulated,eta_initT_simulated,eta_aS_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_dI_simulated,eta_w_simulated,data,split,color,filter
8,18,-0.824199,4.04202,0.548328,0.087879,-4.85783,0.161436,-2.99573,0,-4.07679,-0.00619,4.6,0,africa,All,#4682B4,0
9,18,-0.608461,4.25776,0.455135,-0.00531419,-4.95488,0.0643883,-2.99573,0,-4.0508,0.0197952,4.6,0,africa,All,#4682B4,0
10,18,-0.942346,3.92387,0.416288,-0.0441611,-4.97049,0.0487726,-2.99573,0,-4.04838,0.0222152,4.6,0,africa,All,#4682B4,0
1,19,-6.11716,-1.25094,0.515917,0.0554681,-4.94376,0.0755085,-2.99573,0,-4.13966,-0.0690594,4.6,0,africa,All,#4682B4,0
2,19,-5.14119,-0.27497,0.447549,-0.0129003,-5.06228,-0.0430152,-2.99573,0,-4.07975,-0.00915352,4.6,0,africa,All,#4682B4,0
3,19,-5.57513,-0.708914,0.566768,0.106318,-5.10715,-0.0878793,-2.99573,0,-4.00548,0.0651213,4.6,0,africa,All,#4682B4,0
4,19,-7.76926,-2.90304,0.422094,-0.0383551,-5.07487,-0.0555989,-2.99573,0,-4.11131,-0.0407064,4.6,0,africa,All,#4682B4,0
5,19,-5.06364,-0.197421,0.392104,-0.0683452,-5.007,0.0122675,-2.99573,0,-4.05753,0.0130684,4.6,0,africa,All,#4682B4,0
6,19,-3.55155,1.31467,0.4696,0.00915022,-4.99639,0.0228786,-2.99573,0,-4.01512,0.0554781,4.6,0,africa,All,#4682B4,0
7,19,-7.13704,-2.27082,0.466271,0.00582203,-4.83971,0.179552,-2.99573,0,-4.02488,0.0457158,4.6,0,africa,All,#4682B4,0
8,19,-6.19442,-1.3282,0.448379,-0.0120701,-4.83982,0.179443,-2.99573,0,-3.9615,0.109104,4.6,0,africa,All,#4682B4,0
9,19,-6.80705,-1.94083,0.589385,0.128936,-4.97466,0.0446049,-2.99573,0,-4.02562,0.0449789,4.6,0,africa,All,#4682B4,0
10,19,-7.9207,-3.05448,0.60497,0.144521,-5.1422,-0.122938,-2.99573,0,-4.0846,-0.014,4.6,0,africa,All,#4682B4,0
1,20,-3.08728,1.77894,0.486989,0.0265396,-5.16667,-0.1474,-2.99573,0,-4.11788,-0.0472843,4.6,0,africa,All,#4682B4,0
2,20,-3.05158,1.81464,0.510905,0.0504552,-4.81405,0.205221,-2.99573,0,-4.10904,-0.0384436,4.6,0,africa,All,#4682B4,0
3,20,-5.32037,-0.454153,0.42661,-0.0338398,-4.97234,0.0469309,-2.99573,0,-4.07446,-0.00385772,4.6,0,africa,All,#4682B4,0
4,20,-3.61864,1.24758,0.553019,0.0925697,-5.0562,-0.0369364,-2.99573,0,-4.05437,0.0162308,4.6,0,africa,All,#4682B4,0
5,20,-0.985534,3.88068,0.504074,0.0436248,-5.06685,-0.0475799,-2.99573,0,-4.00211,0.0684873,4.6,0,africa,All,#4682B4,0
6,20,-3.53853,1.32768,0.410159,-0.05029,-5.18161,-0.162347,-2.99573,0,-4.13102,-0.0604188,4.6,0,africa,All,#4682B4,0
7,20,-3.58037,1.28585,0.434877,-0.0255727,-4.96373,0.0555387,-2.99573,0,-4.1035,-0.0328979,4.6,0,africa,All,#4682B4,0
8,20,-5.4258,-0.559586,0.495641,0.0351915,-5.07861,-0.0593442,-2.99573,0,-4.19363,-0.123029,4.6,0,africa,All,#4682B4,0
9,20,-4.75798,0.108236,0.358045,-0.102404,-4.95754,0.0617275,-2.99573,0,-4.10806,-0.0374648,4.6,0,africa,All,#4682B4,0
10,20,-5.49799,-0.631767,0.521781,0.0613319,-5.01204,0.00722769,-2.99573,0,-4.1695,-0.0989038,4.6,0,africa,All,#4682B4,0
1,21,-5.13415,-0.267927,0.469955,0.00950587,-4.78335,0.235916,-2.99573,0,-3.93856,0.132041,4.6,0,africa,All,#4682B4,0
2,21,-3.00455,1.86166,0.488939,0.0284898,-4.92359,0.0956778,-2.99573,0,-3.92663,0.14397,4.6,0,africa,All,#4682B4,0
3,21,-4.50313,0.363091,0.542979,0.08253,-4.97002,0.0492425,-2.99573,0,-4.04249,0.0281068,4.6,0,africa,All,#4682B4,0
4,21,-4.2811,0.585123,0.416864,-0.0435858,-5.05881,-0.0395392,-2.99573,0,-4.10765,-0.0370492,4.6,0,africa,All,#4682B4,0
5,21,-3.18392,1.6823,0.481369,0.02092,-5.17012,-0.150851,-2.99573,0,-4.07837,-0.00776858,4.6,0,africa,All,#4682B4,0
6,21,-3.85528,1.01094,0.401323,-0.0591264,-4.90785,0.111422,-2.99573,0,-3.96515,0.105452,4.6,0,africa,All,#4682B4,0
7,21,-5.36828,-0.502061,0.485913,0.0254639,-4.70427,0.314994,-2.99573,0,-4.08579,-0.0151948,4.6,0,africa,All,#4682B4,0
8,21,-4.49979,0.366427,0.558338,0.0978886,-4.98843,0.0308323,-2.99573,0,-4.11556,-0.0449622,4.6,0,africa,All,#4682B4,0
9,21,-4.63257,0.233644,0.449747,-0.0107024,-5.01597,0.00330026,-2.99573,0,-4.10835,-0.0377536,4.6,0,africa,All,#4682B4,0
10,21,-6.24808,-1.38187,0.468145,0.00769578,-4.85173,0.167541,-2.99573,0,-4.11131,-0.0407139,4.6,0,africa,All,#4682B4,0
1,22,-6.76476,-1.89854,0.426717,-0.0337325,-5.03798,-0.0187119,-2.99573,0,-3.99905,0.0715531,4.6,0,africa,All,#4682B4,0
2,22,-5.5509,-0.684677,0.528136,0.0676866,-5.11788,-0.0986108,-2.99573,0,-3.96663,0.103972,4.6,0,africa,All,#4682B4,0
3,22,-5.86348,-0.997257,0.490791,0.030342,-4.92903,0.0902385,-2.99573,0,-3.9519,0.118696,4.6,0,africa,All,#4682B4,0
4,22,-5.64227,-0.776052,0.472986,0.0125371,-5.17541,-0.156138,-2.99573,0,-3.97668,0.0939164,4.6,0,africa,All,#4682B4,0
5,22,-8.15486,-3.28864,0.469132,0.00868282,-5.18701,-0.167744,-2.99573,0,-4.04733,0.0232711,4.6,0,africa,All,#4682B4,0
6,22,-7.85519,-2.98897,0.468519,0.00807005,-4.90327,0.116001,-2.99573,0,-3.9564,0.114198,4.6,0,africa,All,#4682B4,0
7,22,-6.48135,-1.61513,0.4096,-0.0508494,-5.09183,-0.0725603,-2.99573,0,-4.00303,0.067566,4.6,0,africa,All,#4682B4,0
8,22,-6.06846,-1.20224,0.424875,-0.0355747,-5.18526,-0.165988,-2.99573,0,-4.00257,0.068028,4.6,0,africa,All,#4682B4,0
9,22,-6.91678,-2.05057,0.327402,-0.133047,-5.26217,-0.242905,-2.99573,0,-4.03165,0.0389452,4.6,0,africa,All,#4682B4,0
10,22,-9.08237,-4.21615,0.447758,-0.0126915,-5.36721,-0.347947,-2.99573,0,-4.10995,-0.0393521,4.6,0,africa,All,#4682B4,0
1,23,-5.79161,-0.925387,0.51965,0.0592005,-4.92165,0.0976173,-2.99573,0,-4.07283,-0.00223105,4.6,0,africa,All,#4682B4,0
2,23,-5.11887,-0.252655,0.501589,0.0411393,-5.04609,-0.0268222,-2.99573,0,-4.13693,-0.0663322,4.6,0,africa,All,#4682B4,0
3,23,-9.36842,-4.5022,0.490543,0.0300939,-5.0805,-0.0612329,-2.99573,0,-4.14519,-0.074592,4.6,0,africa,All,#4682B4,0
4,23,-7.54012,-2.67391,0.427417,-0.033032,-5.07313,-0.0538671,-2.99573,0,-4.14194,-0.0713358,4.6,0,africa,All,#4682B4,0
5,23,-5.74075,-0.874533,0.453791,-0.00665865,-5.28932,-0.270055,-2.99573,0,-4.16047,-0.0898697,4.6,0,africa,All,#4682B4,0
6,23,-6.65576,-1.78954,0.477991,0.0175414,-5.13724,-0.117977,-2.99573,0,-4.18443,-0.113827,4.6,0,africa,All,#4682B4,0
7,23,-5.25225,-0.386031,0.382796,-0.0776536,-5.02902,-0.00975456,-2.99573,0,-4.0627,0.00790143,4.6,0,africa,All,#4682B4,0
8,23,-6.92247,-2.05625,0.418023,-0.0424261,-4.96634,0.0529221,-2.99573,0,-4.08817,-0.017566,4.6,0,africa,All,#4682B4,0
9,23,-8.16948,-3.30326,0.526934,0.0664842,-5.04372,-0.0244551,-2.99573,0,-4.20783,-0.137233,4.6,0,africa,All,#4682B4,0
10,23,-8.00614,-3.13992,0.49233,0.0318809,-4.90375,0.115513,-2.99573,0,-4.13519,-0.0645918,4.6,0,africa,All,#4682B4,0
1,24,-1.14126,3.72496,0.491205,0.0307561,-5.16677,-0.147505,-2.99573,0,-4.08578,-0.0151834,4.6,0,africa,All,#4682B4,0
2,24,-3.63182,1.23439,0.488392,0.0279431,-4.86513,0.154137,-2.99573,0,-3.96388,0.106719,4.6,0,africa,All,#4682B4,0
3,24,-4.53318,0.333038,0.452224,-0.00822576,-5.10533,-0.0860665,-2.99573,0,-4.17275,-0.102149,4.6,0,africa,All,#4682B4,0
4,24,-5.93389,-1.06768,0.51313,0.052681,-4.82077,0.198494,-2.99573,0,-4.06586,0.00473511,4.6,0,africa,All,#4682B4,0
5,24,-5.72761,-0.861393,0.394196,-0.0662537,-4.86177,0.157497,-2.99573,0,-4.07898,-0.00838473,4.6,0,africa,All,#4682B4,0
6,24,-4.14857,0.717646,0.436922,-0.0235272,-4.92185,0.0974139,-2.99573,0,-4.12048,-0.0498766,4.6,0,africa,All,#4682B4,0
7,24,-2.54464,2.32158,0.556595,0.096146,-4.90158,0.117685,-2.99573,0,-4.07086,-0.000259829,4.6,0,africa,All,#4682B4,0
8,24,-5.29983,-0.433608,0.382214,-0.0782353,-4.9437,0.0755657,-2.99573,0,-4.11542,-0.0448238,4.6,0,africa,All,#4682B4,0
9,24,-4.43369,0.432526,0.384527,-0.075922,-4.93965,0.0796201,-2.99573,0,-4.08421,-0.0136072,4.6,0,africa,All,#4682B4,0
10,24,-3.45584,1.41038,0.416357,-0.0440924,-5.10759,-0.0883189,-2.99573,0,-4.14695,-0.0763492,4.6,0,africa,All,#4682B4,0
1,25,-3.8059,1.06032,0.587232,0.126782,-5.12805,-0.108785,-2.99573,0,-4.04699,0.0236084,4.6,0,africa,All,#4682B4,0
2,25,-6.11203,-1.24581,0.419888,-0.0405612,-5.1446,-0.125328,-2.99573,0,-4.02309,0.0475116,4.6,0,africa,All,#4682B4,0
3,25,-3.62592,1.2403,0.426821,-0.0336285,-5.09552,-0.0762507,-2.99573,0,-4.00109,0.0695072,4.6,0,africa,All,#4682B4,0
4,25,-3.05315,1.81307,0.582448,0.121998,-5.06985,-0.0505871,-2.99573,0,-3.98754,0.0830549,4.6,0,africa,All,#4682B4,0
5,25,-2.45378,2.41244,0.433929,-0.0265198,-5.10695,-0.0876804,-2.99573,0,-3.96677,0.103829,4.6,0,africa,All,#4682B4,0
6,25,-4.14734,0.718882,0.469844,0.00939513,-5.03958,-0.0203119,-2.99573,0,-3.97867,0.0919329,4.6,0,africa,All,#4682B4,0
7,25,-6.10064,-1.23442,0.550975,0.0905252,-4.70536,0.313905,-2.99573,0,-3.9508,0.119799,4.6,0,africa,All,#4682B4,0
8,25,-5.03192,-0.165703,0.485103,0.0246532,-4.9772,0.042069,-2.99573,0,-4.0064,0.0641993,4.6,0,africa,All,#4682B4,0
9,25,-7.6209,-2.75468,0.475942,0.0154924,-4.89291,0.126352,-2.99573,0,-4.06004,0.0105627,4.6,0,africa,All,#4682B4,0
10,25,-3.17925,1.68696,0.535678,0.0752286,-4.90372,0.115551,-2.99573,0,-3.93409,0.136512,4.6,0,africa,All,#4682B4,0
1,26,-3.91861,0.947614,0.470605,0.0101553,-4.95533,0.0639372,-2.99573,0,-3.82817,0.242429,4.6,0,africa,All,#4682B4,0
2,26,-7.27419,-2.40797,0.417771,-0.0426787,-4.97826,0.041011,-2.99573,0,-3.83702,0.233578,4.6,0,africa,All,#4682B4,0
3,26,-6.88981,-2.02359,0.391975,-0.0684741,-5.13986,-0.12059,-2.99573,0,-3.83701,0.233589,4.6,0,africa,All,#4682B4,0
4,26,-9.77502,-4.9088,0.524929,0.0644794,-5.07432,-0.0550532,-2.99573,0,-3.93286,0.137739,4.6,0,africa,All,#4682B4,0
5,26,-10.7146,-5.84836,0.37184,-0.0886089,-4.99689,0.0223729,-2.99573,0,-3.84372,0.226881,4.6,0,africa,All,#4682B4,0
6,26,-8.39245,-3.52623,0.376062,-0.0843876,-5.20632,-0.187051,-2.99573,0,-3.89475,0.175853,4.6,0,africa,All,#4682B4,0
7,26,-10.2011,-5.3349,0.489666,0.0292166,-5.26717,-0.247907,-2.99573,0,-3.97686,0.0937402,4.6,0,africa,All,#4682B4,0
8,26,-9.18829,-4.32207,0.446362,-0.0140872,-5.13297,-0.113698,-2.99573,0,-3.9506,0.12,4.6,0,africa,All,#4682B4,0
9,26,-9.54368,-4.67746,0.617209,0.15676,-5.12687,-0.107604,-2.99573,0,-3.97732,0.0932808,4.6,0,africa,All,#4682B4,0
10,26,-9.18621,-4.31999,0.497783,0.037334,-5.16887,-0.149605,-2.99573,0,-3.92937,0.141227,4.6,0,africa,All,#4682B4,0
1,27,-3.96178,0.904436,0.53045,0.070001,-5.11809,-0.0988218,-2.99573,0,-4.13622,-0.065623,4.6,0,africa,All,#4682B4,0
2,27,-6.30222,-1.436,0.328171,-0.132279,-5.0997,-0.0804285,-2.99573,0,-4.10024,-0.0296415,4.6,0,africa,All,#4682B4,0
3,27,-6.43002,-1.5638,0.421739,-0.0387107,-5.10919,-0.0899211,-2.99573,0,-4.14652,-0.0759159,4.6,0,africa,All,#4682B4,0
4,27,-5.49098,-0.624759,0.508289,0.0478392,-4.99957,0.019701,-2.99573,0,-4.10465,-0.0340534,4.6,0,africa,All,#4682B4,0
5,27,-6.34272,-1.47651,0.441818,-0.0186317,-5.0198,-0.000534041,-2.99573,0,-4.13756,-0.0669562,4.6,0,africa,All,#4682B4,0
6,27,-6.4911,-1.62488,0.405655,-0.054794,-4.9642,0.0550676,-2.99573,0,-4.05468,0.0159219,4.6,0,africa,All,#4682B4,0
7,27,-4.82645,0.0397643,0.491924,0.0314742,-5.05725,-0.037979,-2.99573,0,-4.03537,0.0352282,4.6,0,africa,All,#4682B4,0
8,27,-3.92784,0.938377,0.509199,0.0487497,-5.21482,-0.195555,-2.99573,0,-4.13997,-0.0693711,4.6,0,africa,All,#4682B4,0
9,27,-4.87197,-0.00575422,0.461652,0.00120217,-4.97204,0.0472297,-2.99573,0,-4.09695,-0.0263476,4.6,0,africa,All,#4682B4,0
10,27,-7.31358,-2.44736,0.466552,0.00610274,-5.11634,-0.0970732,-2.99573,0,-4.23586,-0.165258,4.6,0,africa,All,#4682B4,0
1,28,-7.45942,-2.5932,0.499058,0.0386086,-5.05641,-0.0371446,-2.99573,0,-4.22822,-0.157624,4.6,0,africa,All,#4682B4,0
2,28,-4.61228,0.253935,0.612194,0.151744,-4.94121,0.0780544,-2.99573,0,-4.16288,-0.0922791,4.6,0,africa,All,#4682B4,0
3,28,-5.81532,-0.949105,0.458562,-0.00188754,-4.99736,0.0219041,-2.99573,0,-4.20301,-0.13241,4.6,0,africa,All,#4682B4,0
4,28,-4.58538,0.280839,0.346166,-0.114284,-5.02253,-0.00326597,-2.99573,0,-4.10691,-0.036314,4.6,0,africa,All,#4682B4,0
5,28,-7.28773,-2.42151,0.495635,0.0351855,-5.08573,-0.0664642,-2.99573,0,-4.23127,-0.160674,4.6,0,africa,All,#4682B4,0
6,28,-4.95719,-0.0909752,0.539175,0.0787261,-5.01343,0.00584047,-2.99573,0,-4.22984,-0.159237,4.6,0,africa,All,#4682B4,0
7,28,-4.07058,0.795638,0.56665,0.106201,-5.11533,-0.0960587,-2.99573,0,-4.22992,-0.159316,4.6,0,africa,All,#4682B4,0
8,28,-7.6144,-2.74818,0.434099,-0.02635,-5.06099,-0.0417269,-2.99573,0,-4.20038,-0.129783,4.6,0,africa,All,#4682B4,0
9,28,-6.9817,-2.11548,0.503205,0.0427553,-5.04377,-0.0245058,-2.99573,0,-4.23352,-0.162924,4.6,0,africa,All,#4682B4,0
10,28,-4.27198,0.594239,0.375675,-0.0847742,-5.1022,-0.082933,-2.99573,0,-4.1003,-0.0296976,4.6,0,africa,All,#4682B4,0
1,29,-5.45186,-0.585643,0.512559,0.0521097,-5.13743,-0.118167,-2.99573,0,-4.07807,-0.00746855,4.6,0,africa,All,#4682B4,0
2,29,-5.79169,-0.925473,0.532977,0.0725272,-5.10138,-0.0821157,-2.99573,0,-4.01498,0.0556222,4.6,0,africa,All,#4682B4,0
3,29,-7.26885,-2.40263,0.415975,-0.0444743,-5.18821,-0.168945,-2.99573,0,-4.1696,-0.0990018,4.6,0,africa,All,#4682B4,0
4,29,-5.35994,-0.493725,0.459842,-0.000607277,-4.88954,0.129723,-2.99573,0,-3.93506,0.135536,4.6,0,africa,All,#4682B4,0
5,29,-5.76861,-0.902395,0.410844,-0.0496055,-4.98553,0.0337407,-2.99573,0,-3.93145,0.139154,4.6,0,africa,All,#4682B4,0
6,29,-5.5357,-0.669478,0.475814,0.0153646,-4.95308,0.0661834,-2.99573,0,-4.05731,0.0132884,4.6,0,africa,All,#4682B4,0
7,29,-6.98674,-2.12052,0.437595,-0.0228539,-4.99103,0.0282335,-2.99573,0,-4.10782,-0.0372245,4.6,0,africa,All,#4682B4,0
8,29,-7.81562,-2.9494,0.345762,-0.114687,-4.97714,0.0421287,-2.99573,0,-4.09943,-0.0288279,4.6,0,africa,All,#4682B4,0
9,29,-6.0772,-1.21098,0.435567,-0.0248824,-5.07499,-0.0557261,-2.99573,0,-4.15484,-0.0842396,4.6,0,africa,All,#4682B4,0
10,29,-6.59367,-1.72745,0.396559,-0.0638904,-5.15554,-0.136271,-2.99573,0,-4.03522,0.0353787,4.6,0,africa,All,#4682B4,0
1,30,-3.55704,1.30918,0.419142,-0.0413078,-4.8681,0.151171,-2.99573,0,-4.0867,-0.0160989,4.6,0,africa,All,#4682B4,0
2,30,-3.52877,1.33745,0.344392,-0.116058,-5.07354,-0.054277,-2.99573,0,-4.11472,-0.0441195,4.6,0,africa,All,#4682B4,0
3,30,-6.47961,-1.61339,0.50121,0.0407602,-4.75446,0.264809,-2.99573,0,-4.1686,-0.0980031,4.6,0,africa,All,#4682B4,0
4,30,-5.29925,-0.433028,0.561421,0.100972,-5.14167,-0.122402,-2.99573,0,-4.28218,-0.211585,4.6,0,africa,All,#4682B4,0
5,30,-3.75576,1.11046,0.39528,-0.0651695,-4.94245,0.0768166,-2.99573,0,-4.07146,-0.000863036,4.6,0,africa,All,#4682B4,0
6,30,-5.84958,-0.983362,0.3996,-0.0608497,-4.79249,0.22678,-2.99573,0,-4.07468,-0.00407758,4.6,0,africa,All,#4682B4,0
7,30,-6.21558,-1.34936,0.477666,0.0172168,-5.17491,-0.155641,-2.99573,0,-4.31656,-0.245956,4.6,0,africa,All,#4682B4,0
8,30,-6.32728,-1.46107,0.495919,0.0354692,-5.00882,0.0104477,-2.99573,0,-4.24976,-0.179165,4.6,0,africa,All,#4682B4,0
9,30,-6.28351,-1.41729,0.432133,-0.0283159,-4.87453,0.144741,-2.99573,0,-4.18062,-0.110025,4.6,0,africa,All,#4682B4,0
10,30,-6.56655,-1.70033,0.484,0.0235503,-4.86831,0.150955,-2.99573,0,-4.17865,-0.10805,4.6,0,africa,All,#4682B4,0
1,31,-9.07895,-4.21273,0.377073,-0.0833767,-4.97816,0.0411077,-2.99573,0,-4.04514,0.02546,4.6,0,africa,All,#4682B4,0
2,31,-5.32376,-0.457545,0.463935,0.00348528,-4.95786,0.0614103,-2.99573,0,-4.01479,0.0558108,4.6,0,africa,All,#4682B4,0
3,31,-5.81538,-0.949161,0.371015,-0.0894343,-5.04197,-0.0227009,-2.99573,0,-4.03996,0.0306372,4.6,0,africa,All,#4682B4,0
4,31,-4.31553,0.550685,0.537171,0.0767219,-5.06268,-0.0434161,-2.99573,0,-4.09072,-0.0201196,4.6,0,africa,All,#4682B4,0
5,31,-3.57475,1.29147,0.467679,0.00723001,-5.24117,-0.221903,-2.99573,0,-4.11568,-0.0450852,4.6,0,africa,All,#4682B4,0
6,31,-4.756,0.110217,0.43642,-0.0240291,-5.15918,-0.139914,-2.99573,0,-4.11517,-0.0445667,4.6,0,africa,All,#4682B4,0
7,31,-5.96608,-1.09987,0.437105,-0.0233441,-5.11968,-0.100415,-2.99573,0,-4.10837,-0.0377734,4.6,0,africa,All,#4682B4,0
8,31,-6.14649,-1.28027,0.456862,-0.00358783,-5.08315,-0.0638806,-2.99573,0,-4.05656,0.014044,4.6,0,africa,All,#4682B4,0
9,31,-8.29712,-3.4309,0.387244,-0.0732053,-5.14244,-0.123176,-2.99573,0,-4.09665,-0.0260551,4.6,0,africa,All,#4682B4,0
10,31,-5.33175,-0.465533,0.412774,-0.0476757,-4.91841,0.100861,-2.99573,0,-3.99751,0.0730912,4.6,0,africa,All,#4682B4,0
1,32,-5.92755,-1.06133,0.530935,0.0704853,-5.10982,-0.0905529,-2.99573,0,-4.05231,0.0182881,4.6,0,africa,All,#4682B4,0
2,32,-8.45028,-3.58407,0.431638,-0.0288112,-4.91238,0.106888,-2.99573,0,-3.93719,0.133411,4.6,0,africa,All,#4682B4,0
3,32,-11.0494,-6.1832,0.425292,-0.0351571,-4.87976,0.139504,-2.99573,0,-3.9743,0.0963014,4.6,0,africa,All,#4682B4,0
4,32,-9.28375,-4.41753,0.448322,-0.0121278,-4.98994,0.0293301,-2.99573,0,-4.0233,0.047298,4.6,0,africa,All,#4682B4,0
5,32,-9.09594,-4.22973,0.514243,0.0537939,-5.0543,-0.0350288,-2.99573,0,-4.09612,-0.0255237,4.6,0,africa,All,#4682B4,0
6,32,-7.96871,-3.10249,0.452853,-0.00759643,-5.31474,-0.295475,-2.99573,0,-4.11324,-0.0426408,4.6,0,africa,All,#4682B4,0
7,32,-7.42174,-2.55552,0.457719,-0.00273033,-5.09297,-0.0737019,-2.99573,0,-4.02711,0.0434857,4.6,0,africa,All,#4682B4,0
8,32,-8.28436,-3.41814,0.419901,-0.0405481,-5.10766,-0.0883934,-2.99573,0,-4.05098,0.0196168,4.6,0,africa,All,#4682B4,0
9,32,-10.8795,-6.01326,0.443099,-0.0173501,-5.19067,-0.171407,-2.99573,0,-4.07743,-0.00683102,4.6,0,africa,All,#4682B4,0
10,32,-6.73515,-1.86893,0.44046,-0.0199893,-5.23819,-0.218918,-2.99573,0,-4.06719,0.00341027,4.6,0,africa,All,#4682B4,0
1,33,-4.90837,-0.0421531,0.379926,-0.0805238,-5.1543,-0.135031,-2.99573,0,-4.11823,-0.0476266,4.6,0,africa,All,#4682B4,0
2,33,-5.32277,-0.456548,0.509629,0.0491797,-4.95264,0.0666292,-2.99573,0,-4.06157,0.00902654,4.6,0,africa,All,#4682B4,0
3,33,-3.81033,1.05589,0.449012,-0.0114371,-5.08792,-0.0686539,-2.99573,0,-4.07096,-0.00036337,4.6,0,africa,All,#4682B4,0
4,33,-5.831,-0.964786,0.470241,0.00979165,-4.89675,0.122521,-2.99573,0,-4.02615,0.0444496,4.6,0,africa,All,#4682B4,0
5,33,-3.67024,1.19598,0.345453,-0.114996,-5.01574,0.0035273,-2.99573,0,-3.97871,0.09189,4.6,0,africa,All,#4682B4,0
6,33,-4.8456,0.0206221,0.331034,-0.129415,-5.07535,-0.0560817,-2.99573,0,-4.0355,0.035096,4.6,0,africa,All,#4682B4,0
7,33,-3.50075,1.36547,0.499893,0.0394439,-5.07736,-0.05809,-2.99573,0,-4.08717,-0.0165718,4.6,0,africa,All,#4682B4,0
8,33,-2.32926,2.53696,0.509809,0.0493599,-5.12025,-0.100979,-2.99573,0,-4.03643,0.0341675,4.6,0,africa,All,#4682B4,0
9,33,-4.05852,0.807694,0.4491,-0.0113495,-5.04199,-0.0227227,-2.99573,0,-4.04495,0.0256488,4.6,0,africa,All,#4682B4,0
10,33,-6.00544,-1.13922,0.502078,0.0416289,-4.88067,0.138599,-2.99573,0,-4.0594,0.0112022,4.6,0,africa,All,#4682B4,0
1,34,-14.6234,-9.75722,0.466743,0.00629343,-5.2358,-0.216532,-2.99573,0,-3.996,0.0746004,4.6,0,africa,All,#4682B4,0
2,34,-15.6661,-10.7999,0.510285,0.0498353,-5.14021,-0.120946,-2.99573,0,-4.01722,0.0533751,4.6,0,africa,All,#4682B4,0
3,34,-12.0492,-7.18301,0.525657,0.065208,-5.33831,-0.319045,-2.99573,0,-4.01899,0.0516059,4.6,0,africa,All,#4682B4,0
4,34,-11.6131,-6.74685,0.486156,0.0257063,-5.40973,-0.390462,-2.99573,0,-3.99819,0.0724129,4.6,0,africa,All,#4682B4,0
5,34,-12.533,-7.66674,0.525112,0.064663,-5.19824,-0.178971,-2.99573,0,-3.97704,0.0935607,4.6,0,africa,All,#4682B4,0
6,34,-9.86493,-4.99871,0.541651,0.0812021,-5.30707,-0.287804,-2.99573,0,-3.96447,0.106133,4.6,0,africa,All,#4682B4,0
7,34,-8.05789,-3.19167,0.495622,0.0351724,-5.25635,-0.237088,-2.99573,0,-3.91503,0.155569,4.6,0,africa,All,#4682B4,0
8,34,-7.33032,-2.4641,0.383234,-0.0772149,-5.28619,-0.266918,-2.99573,0,-3.87778,0.192816,4.6,0,africa,All,#4682B4,0
9,34,-10.1547,-5.28844,0.426274,-0.034175,-5.20725,-0.187983,-2.99573,0,-3.91609,0.154506,4.6,0,africa,All,#4682B4,0
10,34,-9.63392,-4.7677,0.435351,-0.0250979,-5.2648,-0.245529,-2.99573,0,-3.94134,0.129258,4.6,0,africa,All,#4682B4,0
