rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,f,dp,lw,dE,lI50,lod,data
1,51,-8.20117207702158,70,0.040573956265939,0.05,-4.95067327617693,4.6,0.9,-1.81567133299712,0.9,0.001,0.057091462313217,1,-0.0602840451367172,15,thai
2,51,-9.41633975121429,70,0.0404856382898104,0.05,-4.96042492061065,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0527395872300516,1,0.0754395499744951,15,thai
3,51,-7.7135570603539,70,0.0405792942136515,0.05,-4.96103811893357,4.6,0.9,-1.81567133299712,0.9,0.001,0.0379057303270231,1,0.0520718480137348,15,thai
4,51,-9.05183269713537,70,0.040260265756151,0.05,-4.96522427240914,4.6,0.9,-1.81567133299712,0.9,0.001,0.0621402630271427,1,-0.0381927660713627,15,thai
5,51,-9.1307065788448,70,0.0415399747707961,0.05,-4.94328343284627,4.6,0.9,-1.81567133299712,0.9,0.001,0.0276080718364058,1,-0.0286021650780008,15,thai
6,51,-6.30353680729438,70,0.0423951808332489,0.05,-4.9157141043385,4.6,0.9,-1.81567133299712,0.9,0.001,0.114373126276697,1,-0.0780133239876206,15,thai
7,51,-7.13198201184483,70,0.0426541148275542,0.05,-4.91589145531241,4.6,0.9,-1.81567133299712,0.9,0.001,0.342081598220116,1,-0.375546654073543,15,thai
8,51,-7.60274596739497,70,0.0429229931503206,0.05,-4.91500756507189,4.6,0.9,-1.81567133299712,0.9,0.001,0.331840640981324,1,-0.312205309445499,15,thai
9,51,-7.1272438190939,70,0.0418906136639728,0.05,-4.93658288557628,4.6,0.9,-1.81567133299712,0.9,0.001,0.206864598828554,1,-0.128492864769724,15,thai
10,51,-6.84737169844367,70,0.0422257700951973,0.05,-4.92250085768721,4.6,0.9,-1.81567133299712,0.9,0.001,0.113516876740766,1,-0.0800339513315497,15,thai
1,1,-3.69584872921968,70,0.0463367591503172,0.05,-4.84629539812232,4.6,0.9,-1.81567133299712,0.9,0.001,-0.205590367048874,1,0.335420303698695,15,africa
2,1,-4.61079055774059,70,0.0462077253265361,0.05,-4.84529582066065,4.6,0.9,-1.81567133299712,0.9,0.001,-0.333173419352518,1,0.571165023752903,15,africa
3,1,-5.48454285004124,70,0.0446307609411185,0.05,-4.872661578919,4.6,0.9,-1.81567133299712,0.9,0.001,-0.278647951538666,1,0.440695436243874,15,africa
4,1,-4.17254156748013,70,0.0496691086260096,0.05,-4.78094738017485,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0306291448475947,1,0.0179831523883273,15,africa
5,1,-5.40651079571569,70,0.048581820209424,0.05,-4.80096137760974,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0311630477661848,1,0.0874797330168879,15,africa
6,1,-5.9968370303943,70,0.047279901686409,0.05,-4.81818956698955,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0239618213646247,1,0.116404345927525,15,africa
7,1,-4.80986236414517,70,0.0474050121761829,0.05,-4.81916527177701,4.6,0.9,-1.81567133299712,0.9,0.001,-0.247323877247046,1,0.274770664513189,15,africa
8,1,-3.80706998315268,70,0.0515856126454495,0.05,-4.7438092750674,4.6,0.9,-1.81567133299712,0.9,0.001,0.360378548573428,1,-0.507090071703495,15,africa
9,1,-4.90615024119033,70,0.0508312485720088,0.05,-4.76524787820793,4.6,0.9,-1.81567133299712,0.9,0.001,0.146433709699442,1,-0.320095902882618,15,africa
10,1,-3.76574910048214,70,0.0518946757324738,0.05,-4.74460256746531,4.6,0.9,-1.81567133299712,0.9,0.001,0.0560361758410188,1,-0.0158746814979825,15,africa
1,2,-3.83795103926798,70,0.0450999084514795,0.05,-4.8651129974061,4.6,0.9,-1.81567133299712,0.9,0.001,0.00460211288205337,1,0.0605625016803541,15,africa
2,2,-4.42542068425067,70,0.0455977955614995,0.05,-4.85589497216501,4.6,0.9,-1.81567133299712,0.9,0.001,-0.271805476258882,1,0.303767085551231,15,africa
3,2,-4.2265216382184,70,0.0465067660509873,0.05,-4.83853326556841,4.6,0.9,-1.81567133299712,0.9,0.001,-0.315526814294292,1,0.666604336294985,15,africa
4,2,-3.69029603894578,70,0.0465085806151514,0.05,-4.83701706969131,4.6,0.9,-1.81567133299712,0.9,0.001,-0.233334236213973,1,0.363695808523122,15,africa
5,2,-2.96617501460568,70,0.0460311196616272,0.05,-4.84833526130384,4.6,0.9,-1.81567133299712,0.9,0.001,-0.303024770331268,1,0.480176931530714,15,africa
6,2,-4.04582184859545,70,0.0457568452792116,0.05,-4.85349815603695,4.6,0.9,-1.81567133299712,0.9,0.001,-0.324072394562018,1,0.464134640991247,15,africa
7,2,-5.37148460072098,70,0.0449593049437168,0.05,-4.86985151080973,4.6,0.9,-1.81567133299712,0.9,0.001,-0.167457785241293,1,0.146926343801219,15,africa
8,2,-4.06644622716674,70,0.0456489680583853,0.05,-4.85612486072075,4.6,0.9,-1.81567133299712,0.9,0.001,-0.395335206784976,1,0.26859546213874,15,africa
9,2,-2.43897359808957,70,0.0458389431105352,0.05,-4.8566520117197,4.6,0.9,-1.81567133299712,0.9,0.001,-0.171268357493333,1,0.317171291943001,15,africa
10,2,-3.6867440157522,70,0.0467277178242999,0.05,-4.83695661281194,4.6,0.9,-1.81567133299712,0.9,0.001,-0.368449974550248,1,0.602985030891725,15,africa
1,3,-3.77772569151766,70,0.0482810744341077,0.05,-4.81014184006288,4.6,0.9,-1.81567133299712,0.9,0.001,0.0430567012994206,1,-0.304749350101373,15,africa
2,3,-4.77376880326409,70,0.0472260152691391,0.05,-4.82488022769255,4.6,0.9,-1.81567133299712,0.9,0.001,-0.153418751860718,1,0.0264160424208424,15,africa
3,3,-5.13972291715995,70,0.0465950843072921,0.05,-4.83884035605968,4.6,0.9,-1.81567133299712,0.9,0.001,-0.274500055925774,1,0.153528192615357,15,africa
4,3,-5.76412454211881,70,0.046920467692118,0.05,-4.83263884014001,4.6,0.9,-1.81567133299712,0.9,0.001,-0.234504502850086,1,0.139189712994585,15,africa
5,3,-5.52323683667245,70,0.0479694035279973,0.05,-4.81240299199743,4.6,0.9,-1.81567133299712,0.9,0.001,-0.106585309384707,1,-0.109514078125423,15,africa
6,3,-5.15378024865349,70,0.0476754271238727,0.05,-4.81737773856439,4.6,0.9,-1.81567133299712,0.9,0.001,-0.132302136057065,1,-0.0160454674308957,15,africa
7,3,-4.31820208041817,70,0.0484752411650373,0.05,-4.80044397643655,4.6,0.9,-1.81567133299712,0.9,0.001,-0.204260398919265,1,0.120369346410902,15,africa
8,3,-3.93664791728512,70,0.0486658600167853,0.05,-4.80411987548925,4.6,0.9,-1.81567133299712,0.9,0.001,-0.316957841060099,1,0.211084479773185,15,africa
9,3,-4.18486195459885,70,0.0478160797856694,0.05,-4.81728127974532,4.6,0.9,-1.81567133299712,0.9,0.001,-0.121757260186396,1,-0.0991503829199341,15,africa
10,3,-4.97934181236109,70,0.0478344543608973,0.05,-4.81051334357655,4.6,0.9,-1.81567133299712,0.9,0.001,-0.144561392940652,1,-0.086974789680427,15,africa
1,4,-6.54749295744097,70,0.0490768411649661,0.05,-4.79030928056575,4.6,0.9,-1.81567133299712,0.9,0.001,0.633966092641844,1,-0.529432540285879,15,africa
2,4,-6.41928431750896,70,0.0485918840956899,0.05,-4.80442612150104,4.6,0.9,-1.81567133299712,0.9,0.001,0.539775893573889,1,-0.433863816201661,15,africa
3,4,-3.42921141592685,70,0.0482773429731012,0.05,-4.80436570297149,4.6,0.9,-1.81567133299712,0.9,0.001,0.624500413084945,1,-0.375201791714498,15,africa
4,4,-2.34443042680491,70,0.0504058767454753,0.05,-4.76896082664809,4.6,0.9,-1.81567133299712,0.9,0.001,0.566745108492451,1,-0.261755710802416,15,africa
5,4,-4.74703930070844,70,0.050289772932194,0.05,-4.77387768629945,4.6,0.9,-1.81567133299712,0.9,0.001,0.480448780340135,1,-0.222609061090002,15,africa
6,4,-4.08253534816384,70,0.0501851628572863,0.05,-4.76972081052482,4.6,0.9,-1.81567133299712,0.9,0.001,0.444814203322259,1,-0.198650279120842,15,africa
7,4,-5.47503984207622,70,0.050580242688121,0.05,-4.76463650028176,4.6,0.9,-1.81567133299712,0.9,0.001,0.626232123986057,1,-0.406636772573502,15,africa
8,4,-4.85933448881782,70,0.0505647676220286,0.05,-4.75932385800014,4.6,0.9,-1.81567133299712,0.9,0.001,0.792476265940589,1,-0.573651176953552,15,africa
9,4,-4.78342876538341,70,0.0505136761144726,0.05,-4.76945455589626,4.6,0.9,-1.81567133299712,0.9,0.001,0.644459014820459,1,-0.494651953385753,15,africa
10,4,-4.87116946479352,70,0.0524619486156876,0.05,-4.74421559030491,4.6,0.9,-1.81567133299712,0.9,0.001,0.546665840642337,1,-0.386999915415756,15,africa
1,5,-6.49332144687442,70,0.0456486616358016,0.05,-4.85744468716109,4.6,0.9,-1.81567133299712,0.9,0.001,-0.193640790481485,1,0.297375154997708,15,africa
2,5,-3.95635879217547,70,0.0544908350794092,0.05,-4.69599579636394,4.6,0.9,-1.81567133299712,0.9,0.001,-0.210319492093085,1,0.16338578920071,15,africa
3,5,-3.4462245376546,70,0.0553069749309992,0.05,-4.68597285534501,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0235899121924584,1,-0.115326378590322,15,africa
4,5,-3.93872195243323,70,0.0545444442164127,0.05,-4.69992410526126,4.6,0.9,-1.81567133299712,0.9,0.001,-0.188196576469316,1,0.0824883515236969,15,africa
5,5,-3.6576995231604,70,0.0535326858993832,0.05,-4.7084604545979,4.6,0.9,-1.81567133299712,0.9,0.001,-0.221411075613333,1,0.335919345363243,15,africa
6,5,-4.61237441569019,70,0.0516431834481637,0.05,-4.74426312627314,4.6,0.9,-1.81567133299712,0.9,0.001,-0.192500612619299,1,0.173391052537167,15,africa
7,5,-5.24440897071834,70,0.0506129292436118,0.05,-4.75628568276964,4.6,0.9,-1.81567133299712,0.9,0.001,-0.231057037239485,1,0.246655292917311,15,africa
8,5,-6.48653795423237,70,0.0503897261988288,0.05,-4.77127331168137,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0131006184787285,1,-0.0535660125184486,15,africa
9,5,-5.61853359901285,70,0.0505262413556148,0.05,-4.76921353662242,4.6,0.9,-1.81567133299712,0.9,0.001,0.0824824673121288,1,0.00920253637107697,15,africa
10,5,-6.89786293415212,70,0.0504275920086117,0.05,-4.7716529037465,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0708561896472513,1,0.128293011042303,15,africa
1,6,-7.93535217844229,70,0.0498882623580623,0.05,-4.78237584513811,4.6,0.9,-1.81567133299712,0.9,0.001,-0.340378544140229,1,0.992152206591613,15,africa
2,6,-8.17228037932951,70,0.0492010026055519,0.05,-4.78633385861927,4.6,0.9,-1.81567133299712,0.9,0.001,-0.222752404937704,1,0.676060234186881,15,africa
3,6,-6.35010228764354,70,0.0494077303711729,0.05,-4.78330633148842,4.6,0.9,-1.81567133299712,0.9,0.001,-0.19246964878128,1,0.92967421401563,15,africa
4,6,-9.15486997034044,70,0.0504339103334539,0.05,-4.76505035641524,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0942528358570569,1,0.442104104383896,15,africa
5,6,-5.43846046516514,70,0.049430321457861,0.05,-4.77964780057214,4.6,0.9,-1.81567133299712,0.9,0.001,-0.390239120217187,1,0.918129323286306,15,africa
6,6,-5.61616947701106,70,0.0501954091568903,0.05,-4.76937523409707,4.6,0.9,-1.81567133299712,0.9,0.001,-0.160886863183285,1,0.843415031908328,15,africa
7,6,-7.8793137744812,70,0.0490641383623586,0.05,-4.79306757361858,4.6,0.9,-1.81567133299712,0.9,0.001,-0.257858895411378,1,1.16812283811744,15,africa
8,6,-10.5560996929439,70,0.0489700244154736,0.05,-4.79338439220462,4.6,0.9,-1.81567133299712,0.9,0.001,-0.257939291897349,1,0.664098837584384,15,africa
9,6,-9.68055775039847,70,0.0502261148393085,0.05,-4.77443568325144,4.6,0.9,-1.81567133299712,0.9,0.001,-0.339326586055891,1,0.784555318020333,15,africa
10,6,-8.87835706499011,70,0.0490622018164308,0.05,-4.79192796916427,4.6,0.9,-1.81567133299712,0.9,0.001,-0.332757725992246,1,1.02434586116716,15,africa
1,7,-2.02648465903556,70,0.0480481199736982,0.05,-4.8115827297994,4.6,0.9,-1.81567133299712,0.9,0.001,1.47103205299282,1,-0.193170210747259,15,africa
2,7,-0.459286718122926,70,0.0485824002719612,0.05,-4.80187842614528,4.6,0.9,-1.81567133299712,0.9,0.001,1.54984363920421,1,-0.69898478654768,15,africa
3,7,-2.08912023797716,70,0.049599265148559,0.05,-4.78279231119899,4.6,0.9,-1.81567133299712,0.9,0.001,1.37005437531904,1,-0.862795987691976,15,africa
4,7,-1.51643087020984,70,0.0490317548632919,0.05,-4.79409230900076,4.6,0.9,-1.81567133299712,0.9,0.001,1.24219060920541,1,-0.700151867070447,15,africa
5,7,-2.97848970158741,70,0.048859332002265,0.05,-4.79804326058609,4.6,0.9,-1.81567133299712,0.9,0.001,1.06181841607602,1,-0.198067158356909,15,africa
6,7,-2.08652527870209,70,0.0500709732451301,0.05,-4.77178516952624,4.6,0.9,-1.81567133299712,0.9,0.001,1.27904701100226,1,-0.410509666748459,15,africa
7,7,-2.08009269857648,70,0.0432784153239705,0.05,-4.90141370821913,4.6,0.9,-1.81567133299712,0.9,0.001,1.23644095959491,1,0.274795778675394,15,africa
8,7,-2.96035947231411,70,0.0433223049040631,0.05,-4.89428621991125,4.6,0.9,-1.81567133299712,0.9,0.001,1.29631633942702,1,-0.150358259565399,15,africa
9,7,-4.84037099936686,70,0.0433265243416664,0.05,-4.89430087742714,4.6,0.9,-1.81567133299712,0.9,0.001,1.41583316066472,1,0.0972564271846698,15,africa
10,7,-3.63653027469461,70,0.0425922220703945,0.05,-4.91614173931118,4.6,0.9,-1.81567133299712,0.9,0.001,1.23491812244353,1,-0.356659295735875,15,africa
1,8,-6.03623635380413,70,0.04808928525167,0.05,-4.81418346482778,4.6,0.9,-1.81567133299712,0.9,0.001,0.639267789074725,1,-0.69241664390116,15,africa
2,8,-4.70499395724709,70,0.0494743766323004,0.05,-4.77563381082009,4.6,0.9,-1.81567133299712,0.9,0.001,0.636123116286068,1,-0.837022992245165,15,africa
3,8,-6.19730658285677,70,0.0495239093179283,0.05,-4.78458448637516,4.6,0.9,-1.81567133299712,0.9,0.001,0.862557569080456,1,-1.05821902485722,15,africa
4,8,-6.55388524535709,70,0.0494986431027065,0.05,-4.7834619820667,4.6,0.9,-1.81567133299712,0.9,0.001,0.90486292797918,1,-1.10702371712664,15,africa
5,8,-6.36085717482573,70,0.0486944246333857,0.05,-4.80405045138823,4.6,0.9,-1.81567133299712,0.9,0.001,0.80848592074219,1,-0.992550191345293,15,africa
6,8,-6.31605808739916,70,0.0488527989434884,0.05,-4.79821870136867,4.6,0.9,-1.81567133299712,0.9,0.001,0.744216253379453,1,-0.934170816731685,15,africa
7,8,-6.98656450089763,70,0.0488796070448563,0.05,-4.80029875641226,4.6,0.9,-1.81567133299712,0.9,0.001,0.782107808665904,1,-1.00562606430885,15,africa
8,8,-6.28820392063448,70,0.0479202988646231,0.05,-4.81328588372893,4.6,0.9,-1.81567133299712,0.9,0.001,0.925445283586684,1,-1.11940758862895,15,africa
9,8,-7.02139227722381,70,0.0470733530337523,0.05,-4.823607382271,4.6,0.9,-1.81567133299712,0.9,0.001,0.941274581432921,1,-1.21393638998153,15,africa
10,8,-5.88870780320124,70,0.0472595593934852,0.05,-4.82719630419533,4.6,0.9,-1.81567133299712,0.9,0.001,1.06229486299139,1,-1.29657622640536,15,africa
1,9,-6.87350464839745,70,0.0470621676656939,0.05,-4.8251663395686,4.6,0.9,-1.81567133299712,0.9,0.001,0.76966726925503,1,-0.64270580117605,15,africa
2,9,-7.05604525067038,70,0.0473236061596878,0.05,-4.82378374113594,4.6,0.9,-1.81567133299712,0.9,0.001,0.841115134530007,1,-0.641507327881482,15,africa
3,9,-5.54378626406535,70,0.0477467796462199,0.05,-4.81197838093576,4.6,0.9,-1.81567133299712,0.9,0.001,0.886066068250529,1,-0.677102433176437,15,africa
4,9,-6.52364986917396,70,0.0501182162803718,0.05,-4.77580108272249,4.6,0.9,-1.81567133299712,0.9,0.001,1.01080751500606,1,-0.874861410972319,15,africa
5,9,-4.76220689173821,70,0.0508921251999516,0.05,-4.75580209089893,4.6,0.9,-1.81567133299712,0.9,0.001,1.15041477757196,1,-0.941827063050395,15,africa
6,9,-6.06647980692585,70,0.050797062855213,0.05,-4.76503853549842,4.6,0.9,-1.81567133299712,0.9,0.001,1.11937158614036,1,-0.980725148740533,15,africa
7,9,-5.8195308320654,70,0.0507709113552149,0.05,-4.7655481637619,4.6,0.9,-1.81567133299712,0.9,0.001,1.26434383556887,1,-1.12672917703879,15,africa
8,9,-6.24945345750653,70,0.0496133519955275,0.05,-4.78956116450307,4.6,0.9,-1.81567133299712,0.9,0.001,1.22086922700992,1,-1.01661583609734,15,africa
9,9,-6.33619237615768,70,0.0496541927085853,0.05,-4.78616984590096,4.6,0.9,-1.81567133299712,0.9,0.001,1.29711519199527,1,-1.17393586871064,15,africa
10,9,-4.81790456884903,70,0.0496407642430303,0.05,-4.77744124438422,4.6,0.9,-1.81567133299712,0.9,0.001,1.2900258170369,1,-1.15423667542743,15,africa
1,10,-8.33792106137734,70,0.0453723442228705,0.05,-4.86713799723616,4.6,0.9,-1.81567133299712,0.9,0.001,0.538183246975523,1,-0.529678604083056,15,africa
2,10,-7.55717429413441,70,0.0455736753179506,0.05,-4.85570087955508,4.6,0.9,-1.81567133299712,0.9,0.001,0.572011237283086,1,-0.593005741394272,15,africa
3,10,-7.1556680774829,70,0.0465000963178056,0.05,-4.84692297140322,4.6,0.9,-1.81567133299712,0.9,0.001,0.571033884059517,1,-0.673532383004133,15,africa
4,10,-7.51448133825496,70,0.0498744923485702,0.05,-4.78415352226745,4.6,0.9,-1.81567133299712,0.9,0.001,0.747532745692576,1,-0.885767830519923,15,africa
5,10,-6.80766742796258,70,0.0501001632749325,0.05,-4.785843307611,4.6,0.9,-1.81567133299712,0.9,0.001,0.684891564570379,1,-0.683819630448046,15,africa
6,10,-7.05193724035376,70,0.0498416616216383,0.05,-4.78331254584135,4.6,0.9,-1.81567133299712,0.9,0.001,0.695434238209187,1,-0.732448998445602,15,africa
7,10,-7.75755860210335,70,0.0489280152381096,0.05,-4.79727745621449,4.6,0.9,-1.81567133299712,0.9,0.001,0.648548300718793,1,-0.745529335613251,15,africa
8,10,-6.15102569333894,70,0.0482010214199864,0.05,-4.80772266583891,4.6,0.9,-1.81567133299712,0.9,0.001,0.679369076003998,1,-0.705393673143712,15,africa
9,10,-6.90656699005867,70,0.0488520000441998,0.05,-4.79240011346095,4.6,0.9,-1.81567133299712,0.9,0.001,0.555920959823107,1,-0.500653743728721,15,africa
10,10,-6.13019773469887,70,0.0500073729316772,0.05,-4.77678170563485,4.6,0.9,-1.81567133299712,0.9,0.001,0.439272537937009,1,-0.434404806989512,15,africa
1,11,-3.61363795966573,70,0.0452951307929833,0.05,-4.85223215978422,4.6,0.9,-1.81567133299712,0.9,0.001,0.272479192289466,1,-0.309171011440549,15,africa
2,11,-3.92863578759352,70,0.0460011879820406,0.05,-4.84288145642166,4.6,0.9,-1.81567133299712,0.9,0.001,0.358230997533377,1,-0.373559318668269,15,africa
3,11,-2.43407032666751,70,0.0473602641477612,0.05,-4.82784759675517,4.6,0.9,-1.81567133299712,0.9,0.001,0.59568437929327,1,-0.674186973071918,15,africa
4,11,-2.92079962588447,70,0.0477011931601321,0.05,-4.81214849312917,4.6,0.9,-1.81567133299712,0.9,0.001,0.657222318872107,1,-0.716183892451676,15,africa
5,11,-2.76178101987203,70,0.0488591016784196,0.05,-4.80523223208915,4.6,0.9,-1.81567133299712,0.9,0.001,0.364802259922822,1,-0.319082254288517,15,africa
6,11,-2.54231448277616,70,0.0482834578704756,0.05,-4.79937937423769,4.6,0.9,-1.81567133299712,0.9,0.001,0.368835798692866,1,-0.426394174965057,15,africa
7,11,-2.96939719706139,70,0.0478767135046879,0.05,-4.80825943717767,4.6,0.9,-1.81567133299712,0.9,0.001,0.363297793049987,1,-0.334648842155703,15,africa
8,11,-3.53820920537099,70,0.0468204544451137,0.05,-4.83454868680481,4.6,0.9,-1.81567133299712,0.9,0.001,0.137172241532795,1,-0.191679982393184,15,africa
9,11,-2.50856542674358,70,0.0475554510405763,0.05,-4.81880074172765,4.6,0.9,-1.81567133299712,0.9,0.001,0.00651322069998423,1,0.0166766616126769,15,africa
10,11,-2.3735544210004,70,0.0482147679670508,0.05,-4.80418754130954,4.6,0.9,-1.81567133299712,0.9,0.001,0.124182901987415,1,-0.184056518861518,15,africa
1,12,-7.84961342467923,70,0.0454405385741275,0.05,-4.86240602189487,4.6,0.9,-1.81567133299712,0.9,0.001,0.619594897490928,1,-0.542453772747203,15,africa
2,12,-7.04343767520453,70,0.045711218217452,0.05,-4.84862126883716,4.6,0.9,-1.81567133299712,0.9,0.001,0.681729187926061,1,-0.570341809951919,15,africa
3,12,-6.30621429742813,70,0.0467433849654108,0.05,-4.83549743109131,4.6,0.9,-1.81567133299712,0.9,0.001,0.864601984210469,1,-0.755750505783462,15,africa
4,12,-6.19561202969875,70,0.0476070142548075,0.05,-4.82415538458243,4.6,0.9,-1.81567133299712,0.9,0.001,0.823037632077322,1,-0.728072156759883,15,africa
5,12,-4.76971897459231,70,0.0522195885813755,0.05,-4.73710396329539,4.6,0.9,-1.81567133299712,0.9,0.001,0.484749799795906,1,-0.338434073753121,15,africa
6,12,-1.76232486528692,70,0.0517793720264226,0.05,-4.74231178564747,4.6,0.9,-1.81567133299712,0.9,0.001,0.522127463949804,1,-0.315346381300652,15,africa
7,12,-2.50833570822861,70,0.053299778078122,0.05,-4.72795228371026,4.6,0.9,-1.81567133299712,0.9,0.001,0.729075600380082,1,-0.538041579904182,15,africa
8,12,-6.08756937686272,70,0.0466494642279,0.05,-4.83062807734181,4.6,0.9,-1.81567133299712,0.9,0.001,0.475842873912393,1,-0.263069783425273,15,africa
9,12,-5.92310580146784,70,0.0471509172459165,0.05,-4.83127662768763,4.6,0.9,-1.81567133299712,0.9,0.001,0.459769624537452,1,-0.263313381482734,15,africa
10,12,-4.84532837687597,70,0.0480480698849323,0.05,-4.80231311448492,4.6,0.9,-1.81567133299712,0.9,0.001,0.388290802978346,1,-0.246154741239218,15,africa
1,13,-5.51925341995327,70,0.0446187384134638,0.05,-4.88214474877796,4.6,0.9,-1.81567133299712,0.9,0.001,0.237468831562086,1,0.647013372651433,15,africa
2,13,-5.3669662231967,70,0.0438760532766962,0.05,-4.89148608899647,4.6,0.9,-1.81567133299712,0.9,0.001,0.386181397018765,1,0.450003779397306,15,africa
3,13,-3.3427136646772,70,0.0437744849914055,0.05,-4.88886195915958,4.6,0.9,-1.81567133299712,0.9,0.001,0.377627281497079,1,0.119773259989925,15,africa
4,13,-7.67529353422052,70,0.0412793528642797,0.05,-4.94392934460915,4.6,0.9,-1.81567133299712,0.9,0.001,0.549308735012061,1,-0.304518210401254,15,africa
5,13,-5.93109554786268,70,0.0411512934519644,0.05,-4.94530876577206,4.6,0.9,-1.81567133299712,0.9,0.001,0.575153441825842,1,-0.41691014128171,15,africa
6,13,-4.53372565737309,70,0.0414758412550381,0.05,-4.9370704554906,4.6,0.9,-1.81567133299712,0.9,0.001,0.694698884394718,1,-0.582727205463526,15,africa
7,13,-5.12219971610773,70,0.0405365633173355,0.05,-4.95196905726863,4.6,0.9,-1.81567133299712,0.9,0.001,0.620161580161023,1,-0.383943704183627,15,africa
8,13,-3.35256506558092,70,0.0418780365131325,0.05,-4.93354774777849,4.6,0.9,-1.81567133299712,0.9,0.001,0.683490258579364,1,-0.512045544242562,15,africa
9,13,-3.39083314619035,70,0.041873221104206,0.05,-4.93000038619586,4.6,0.9,-1.81567133299712,0.9,0.001,0.876094302188623,1,-0.709989326872627,15,africa
10,13,-2.98650982665948,70,0.0417592382381897,0.05,-4.92876532140072,4.6,0.9,-1.81567133299712,0.9,0.001,0.46002861950546,1,0.0173123367970017,15,africa
1,14,-2.24269776405261,70,0.048436815989668,0.05,-4.80411711518788,4.6,0.9,-1.81567133299712,0.9,0.001,0.680183495414999,1,-0.403456255617172,15,africa
2,14,-2.38373100941758,70,0.0481767748718748,0.05,-4.80465693859439,4.6,0.9,-1.81567133299712,0.9,0.001,0.690650492502632,1,-0.405105884394335,15,africa
3,14,-2.20749056783844,70,0.0491220009963692,0.05,-4.7867484925923,4.6,0.9,-1.81567133299712,0.9,0.001,0.732557598401888,1,-0.493479288024205,15,africa
4,14,-1.93492271479875,70,0.0502563004434171,0.05,-4.77225120000325,4.6,0.9,-1.81567133299712,0.9,0.001,0.900660532187838,1,-0.636840120330767,15,africa
5,14,-0.04492978059475,70,0.0503670758042155,0.05,-4.76582584665849,4.6,0.9,-1.81567133299712,0.9,0.001,0.873310609614505,1,-0.574724949865176,15,africa
6,14,-1.30485304365554,70,0.0521855431020488,0.05,-4.73887640789233,4.6,0.9,-1.81567133299712,0.9,0.001,1.00909071961075,1,-0.717551161522129,15,africa
7,14,-0.650577589055793,70,0.0520398906977994,0.05,-4.74139854219969,4.6,0.9,-1.81567133299712,0.9,0.001,0.952366656787078,1,-0.636901501436465,15,africa
8,14,-0.663697084366536,70,0.0515339089926915,0.05,-4.74658328382448,4.6,0.9,-1.81567133299712,0.9,0.001,0.921438272865422,1,-0.63319077392312,15,africa
9,14,-1.47368052654301,70,0.0506678845073964,0.05,-4.76463173797436,4.6,0.9,-1.81567133299712,0.9,0.001,0.845046091926269,1,-0.583320483544031,15,africa
10,14,-0.981660121602312,70,0.0505691079058067,0.05,-4.76756961359545,4.6,0.9,-1.81567133299712,0.9,0.001,0.78366473825321,1,-0.486104838140609,15,africa
1,15,-6.10334888168871,70,0.0454851114593585,0.05,-4.85820246515458,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0256627962958404,1,-0.114339707508524,15,africa
2,15,-4.18167400428132,70,0.0514247373561307,0.05,-4.74500037679,4.6,0.9,-1.81567133299712,0.9,0.001,0.205839191366706,1,-0.481038518540555,15,africa
3,15,-3.44770938499487,70,0.0517890374259063,0.05,-4.74448437363153,4.6,0.9,-1.81567133299712,0.9,0.001,0.177472436407432,1,-0.428548438799599,15,africa
4,15,-3.6855936258427,70,0.0516717366429682,0.05,-4.73916825140428,4.6,0.9,-1.81567133299712,0.9,0.001,0.193357827503188,1,-0.44805261414977,15,africa
5,15,-3.32449535159442,70,0.0526231981880623,0.05,-4.73314835444649,4.6,0.9,-1.81567133299712,0.9,0.001,0.0886584287991699,1,-0.299080857736993,15,africa
6,15,-3.35623723389448,70,0.0516780943722515,0.05,-4.74582007647328,4.6,0.9,-1.81567133299712,0.9,0.001,-0.0310349250342702,1,-0.119139348191695,15,africa
7,15,-2.71660839576007,70,0.0518861680883465,0.05,-4.74207515097959,4.6,0.9,-1.81567133299712,0.9,0.001,-0.285054091687248,1,0.216511687520553,15,africa
8,15,-3.8990715188702,70,0.0501023163205762,0.05,-4.76973253383572,4.6,0.9,-1.81567133299712,0.9,0.001,-0.302919937797292,1,0.108526835365734,15,africa
9,15,-4.11646991197269,70,0.050340595886529,0.05,-4.77601847124732,4.6,0.9,-1.81567133299712,0.9,0.001,-0.220398672235611,1,0.00681867843096326,15,africa
10,15,-3.98467845437927,70,0.049893950633356,0.05,-4.78109237109079,4.6,0.9,-1.81567133299712,0.9,0.001,-0.346049903015384,1,0.234970228772207,15,africa
1,16,-3.81970028168548,70,0.0466423622447382,0.05,-4.83751996916488,4.6,0.9,-1.81567133299712,0.9,0.001,-0.286025104167691,1,0.186178616664576,15,africa
2,16,-4.05607300050682,70,0.0462161889079166,0.05,-4.84618008558099,4.6,0.9,-1.81567133299712,0.9,0.001,-0.349298229401786,1,0.0479511542411393,15,africa
