rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,f,dp,lw,dE,lI50,lod,data
4,32,-10.2070825540618,70,0.0512313563384997,0.05,-4.75373501651621,4.6,0.9,-1.81567133299712,0.9,0.001,0.671948410579968,1,-0.487967168206166,15,africa
5,32,-7.83370371912896,70,0.0517809958685622,0.05,-4.73975766350452,4.6,0.9,-1.81567133299712,0.9,0.001,0.600873457867737,1,-0.122656014067708,15,africa
6,32,-7.01932279463202,70,0.0508761273644734,0.05,-4.76298782323841,4.6,0.9,-1.81567133299712,0.9,0.001,0.714614717983725,1,-0.0863705727175218,15,africa
7,32,-9.14551050147353,70,0.055006045800621,0.05,-4.68668428441805,4.6,0.9,-1.81567133299712,0.9,0.001,0.696453284401107,1,-0.322720968975656,15,africa
8,32,-7.2609445946427,70,0.0543056794330369,0.05,-4.70110135192932,4.6,0.9,-1.81567133299712,0.9,0.001,0.68152260202514,1,-0.42727537671588,15,africa
9,32,-7.18901034721814,70,0.0526731692093505,0.05,-4.72697386418919,4.6,0.9,-1.81567133299712,0.9,0.001,0.723547099073395,1,-0.460106418667871,15,africa
10,32,-9.10676839802255,70,0.0484581411648694,0.05,-4.79693576436162,4.6,0.9,-1.81567133299712,0.9,0.001,0.606657578728746,1,-0.299101409369372,15,africa
1,33,-2.3695191939907,70,0.0500191634803008,0.05,-4.77577678499373,4.6,0.9,-1.81567133299712,0.9,0.001,0.616775223655229,1,-0.481429347466639,15,africa
2,33,-3.37412980576156,70,0.0505394846411792,0.05,-4.76271533868586,4.6,0.9,-1.81567133299712,0.9,0.001,0.427967413853165,1,-0.274787673257781,15,africa
3,33,-3.77655313848178,70,0.0490180164103057,0.05,-4.78382655724613,4.6,0.9,-1.81567133299712,0.9,0.001,0.623716974560897,1,-0.499437829777058,15,africa
4,33,-4.0035889829364,70,0.0495801746369482,0.05,-4.77873943541197,4.6,0.9,-1.81567133299712,0.9,0.001,0.709353789763363,1,-0.642919788782624,15,africa
5,33,-4.01170960013998,70,0.0500481952793324,0.05,-4.77677321178901,4.6,0.9,-1.81567133299712,0.9,0.001,0.724112269414794,1,-0.665322559699134,15,africa
6,33,-4.03958561365516,70,0.0500515858232361,0.05,-4.77336553818095,4.6,0.9,-1.81567133299712,0.9,0.001,0.765021333230287,1,-0.689020490790884,15,africa
7,33,-4.55288433239383,70,0.0497008402214984,0.05,-4.77535024114008,4.6,0.9,-1.81567133299712,0.9,0.001,0.765836672854576,1,-0.736639170230318,15,africa
8,33,-3.28632663148131,70,0.0499921300672561,0.05,-4.77532935115244,4.6,0.9,-1.81567133299712,0.9,0.001,0.775429794341851,1,-0.698902110857461,15,africa
9,33,-3.79693174175865,70,0.0502881234762419,0.05,-4.780183533887,4.6,0.9,-1.81567133299712,0.9,0.001,0.659500522354018,1,-0.514882286231907,15,africa
10,33,-3.69411391959146,70,0.0483921613031699,0.05,-4.81053776715704,4.6,0.9,-1.81567133299712,0.9,0.001,0.713526158872358,1,-0.575605249976511,15,africa
1,34,-3.44313782915499,70,0.0536496127656021,0.05,-4.71254339460776,4.6,0.9,-1.81567133299712,0.9,0.001,2.17499355139379,1,-1.9182595471237,15,africa
2,34,-2.45271373005529,70,0.0533134299411127,0.05,-4.71438125017841,4.6,0.9,-1.81567133299712,0.9,0.001,1.98528847300418,1,-1.72490152699247,15,africa
3,34,-4.17787458994763,70,0.0531471415322616,0.05,-4.72311223356869,4.6,0.9,-1.81567133299712,0.9,0.001,1.99178140970382,1,-1.73400105473557,15,africa
4,34,-3.21394420400136,70,0.0527302587962285,0.05,-4.72528289757174,4.6,0.9,-1.81567133299712,0.9,0.001,1.96337958768157,1,-1.69187133612829,15,africa
5,34,-2.91613725727128,70,0.0539070067680899,0.05,-4.71464937411621,4.6,0.9,-1.81567133299712,0.9,0.001,2.01276626089943,1,-1.74220619506603,15,africa
6,34,-2.78167193120204,70,0.0533153012093482,0.05,-4.71547646231305,4.6,0.9,-1.81567133299712,0.9,0.001,1.96846388645662,1,-1.68641218883,15,africa
7,34,-2.82455296817433,70,0.0529195818037406,0.05,-4.72885353401856,4.6,0.9,-1.81567133299712,0.9,0.001,1.98294731447569,1,-1.70235794492211,15,africa
8,34,-1.50628745574768,70,0.0528180052524975,0.05,-4.72527190123822,4.6,0.9,-1.81567133299712,0.9,0.001,1.99544865225979,1,-1.68329132336041,15,africa
9,34,-0.74098190434881,70,0.0522383079460326,0.05,-4.74262440265692,4.6,0.9,-1.81567133299712,0.9,0.001,1.93753723806301,1,-1.60182447650515,15,africa
10,34,-2.85133887970805,70,0.0509752329127347,0.05,-4.75379305691524,4.6,0.9,-1.81567133299712,0.9,0.001,2.13672414443623,1,-1.90955758348429,15,africa
