iteration,convergenceIndicator,phase,a,corr_lBt0_dS,dS_pop,initT_pop,lBt0_pop,lI50_pop,lk_pop,lw_pop,omega_dS,omega_lBt0,omega_lI50,omega_lw
374,608.264,1,0.65021,0.998807,0.064472,-2.09872,-4.5368,-1.25295,-1.30118,0.757107,0.254843,0.17826,0.10224,0.201033
375,643.035,1,0.667822,0.99878,0.0652003,-2.10812,-4.5299,-1.24976,-1.29978,0.745216,0.24839,0.173746,0.0996512,0.195942
376,634.537,1,0.664063,0.998931,0.0645512,-2.11136,-4.53624,-1.25688,-1.29502,0.748611,0.242101,0.169347,0.097128,0.19142
377,624.616,1,0.662466,0.99858,0.0651374,-2.11801,-4.53058,-1.26173,-1.30122,0.773594,0.236878,0.165059,0.0946686,0.200999
378,700.13,1,0.67505,0.998254,0.0650161,-2.13767,-4.53231,-1.27296,-1.29665,0.754089,0.239681,0.168517,0.0990228,0.198909
379,701.877,1,0.67794,0.998589,0.0656935,-2.06563,-4.52555,-1.25205,-1.3012,0.744555,0.254513,0.17614,0.10199,0.2274
380,688.76,1,0.676346,0.998968,0.0664259,-2.10223,-4.51526,-1.25547,-1.29714,0.770955,0.255397,0.177078,0.0994077,0.236404
381,699.68,1,0.690199,0.998967,0.0670405,-2.12794,-4.51006,-1.25033,-1.29739,0.758189,0.268945,0.187402,0.0968906,0.230418
382,683.892,1,0.681147,0.998958,0.0671328,-2.14997,-4.50955,-1.25131,-1.30145,0.75866,0.262135,0.182916,0.101777,0.224584
383,668.784,1,0.677915,0.999,0.0667515,-2.17826,-4.51227,-1.24345,-1.29732,0.751276,0.270988,0.189047,0.0992002,0.218897
384,676.765,1,0.670264,0.999,0.0662769,-2.16707,-4.51627,-1.25492,-1.2989,0.774,0.285137,0.199744,0.0971188,0.213354
385,669.298,1,0.65546,0.999,0.0671451,-2.19505,-4.50721,-1.25137,-1.29839,0.758347,0.29153,0.204014,0.0986422,0.207952
386,663.361,1,0.67072,0.999,0.0665567,-2.20859,-4.51386,-1.24742,-1.2931,0.751225,0.3003,0.210519,0.0961445,0.202687
387,683.647,1,0.666408,0.99849,0.0675136,-2.19866,-4.50485,-1.23372,-1.29941,0.751802,0.292696,0.205189,0.0949071,0.197554
388,674.201,1,0.658651,0.998814,0.0675248,-2.21122,-4.50647,-1.24263,-1.29745,0.744918,0.285285,0.199993,0.0929106,0.192552
389,663.736,1,0.645986,0.998595,0.0672053,-2.22655,-4.50967,-1.22855,-1.29428,0.719361,0.28331,0.198919,0.090558,0.200312
390,627.882,1,0.636138,0.99889,0.0685208,-2.19078,-4.49633,-1.22444,-1.29226,0.719095,0.297868,0.209397,0.088265,0.196259
391,624.79,1,0.65358,0.999,0.0681579,-2.17084,-4.49902,-1.21697,-1.29629,0.719496,0.304408,0.214133,0.0860301,0.191289
392,619.007,1,0.653963,0.999,0.0675214,-2.18161,-4.50493,-1.22041,-1.29528,0.725361,0.320508,0.225868,0.0838518,0.186446
393,656.101,1,0.652105,0.998799,0.0680615,-2.16855,-4.5018,-1.22689,-1.28788,0.716948,0.312393,0.220149,0.0817286,0.186777
394,656.326,1,0.664189,0.998647,0.0681736,-2.19735,-4.50225,-1.23167,-1.29417,0.735403,0.30637,0.214575,0.0796592,0.195046
395,701.059,1,0.658716,0.998754,0.0682129,-2.24299,-4.50056,-1.24478,-1.29366,0.749643,0.318505,0.223089,0.0873875,0.195707
396,651.158,1,0.642037,0.998809,0.0679666,-2.17992,-4.50118,-1.23328,-1.29063,0.738107,0.31044,0.217441,0.0851748,0.205905
397,662.927,1,0.642277,0.998689,0.0678412,-2.14549,-4.50259,-1.22116,-1.29277,0.726796,0.310456,0.218277,0.0938637,0.200691
398,646.268,1,0.646576,0.998972,0.0684701,-2.15535,-4.49641,-1.2181,-1.29164,0.727172,0.311397,0.216307,0.091487,0.195609
399,672.112,1,0.633155,0.998969,0.0680537,-2.16479,-4.49994,-1.22137,-1.29202,0.720938,0.317172,0.219949,0.0920659,0.190656
400,716.037,1,0.665106,0.998668,0.0676778,-2.17865,-4.50221,-1.21984,-1.29063,0.72413,0.318503,0.22068,0.093744,0.188242
401,700.449,1,0.672333,0.999,0.06785,-2.18484,-4.50017,-1.22792,-1.28355,0.716481,0.329414,0.227565,0.0994301,0.191082
402,674.63,1,0.656774,0.999,0.0676175,-2.19404,-4.50373,-1.22878,-1.2892,0.730029,0.327961,0.228132,0.107007,0.186243
403,689.256,1,0.664763,0.998815,0.0684201,-2.22312,-4.49504,-1.23643,-1.28696,0.738841,0.320884,0.224409,0.104298,0.181528
404,671.318,1,0.674813,0.99884,0.067695,-2.20111,-4.50419,-1.22767,-1.2842,0.732289,0.322663,0.224579,0.101657,0.176931
405,692.283,1,0.662781,0.998856,0.0669942,-2.1928,-4.50983,-1.23027,-1.28476,0.729502,0.329085,0.225773,0.100982,0.187876
406,662.012,1,0.653409,0.998762,0.0671653,-2.16049,-4.5075,-1.23234,-1.29254,0.735797,0.320752,0.220056,0.0984251,0.19078
407,651.58,1,0.640628,0.998772,0.0671384,-2.12138,-4.5074,-1.2212,-1.2945,0.730271,0.312631,0.214484,0.110643,0.207585
408,652.817,1,0.640451,0.999,0.0665955,-2.13409,-4.51392,-1.24016,-1.29045,0.746035,0.304715,0.209053,0.109608,0.202329
409,645.986,1,0.64742,0.999,0.0673984,-2.14051,-4.50612,-1.23313,-1.29158,0.732656,0.311766,0.213294,0.106833,0.197205
410,658.351,1,0.652218,0.999,0.0669548,-2.14124,-4.50928,-1.23356,-1.29348,0.7362,0.308868,0.211458,0.104128,0.192212
411,638.987,1,0.641062,0.999,0.0674777,-2.15179,-4.50555,-1.22332,-1.28994,0.730614,0.309922,0.211624,0.101491,0.190788
412,655.337,1,0.655247,0.999,0.0679541,-2.17105,-4.50186,-1.2118,-1.29548,0.735285,0.302075,0.206266,0.0989212,0.189064
413,719.659,1,0.663311,0.999,0.0675052,-2.18438,-4.50651,-1.21554,-1.29086,0.716935,0.31033,0.21082,0.114603,0.200418
414,686.219,1,0.670793,0.998733,0.0662092,-2.22454,-4.52191,-1.20327,-1.29137,0.713617,0.302472,0.205482,0.111701,0.195958
415,687.991,1,0.660882,0.998743,0.0634812,-2.21877,-4.54698,-1.21259,-1.29263,0.709338,0.297023,0.201993,0.108873,0.204003
416,701.479,1,0.677351,0.999,0.0636414,-2.20973,-4.5454,-1.21026,-1.29541,0.690219,0.301703,0.205389,0.109496,0.200416
417,709.235,1,0.665144,0.999,0.0631607,-2.23399,-4.55178,-1.21136,-1.29326,0.693404,0.317986,0.216586,0.106724,0.214864
418,724.211,1,0.650179,0.998631,0.0642621,-2.20723,-4.53909,-1.19565,-1.29389,0.694561,0.317682,0.216517,0.117602,0.210196
419,691.684,1,0.653051,0.998655,0.0624996,-2.22891,-4.55541,-1.18933,-1.29768,0.674922,0.316629,0.216823,0.114624,0.218792
420,680.666,1,0.642348,0.998997,0.0630248,-2.24699,-4.55022,-1.17706,-1.29838,0.667196,0.312779,0.214526,0.111722,0.229967
421,661.746,1,0.637982,0.999,0.0641615,-2.27906,-4.53829,-1.17879,-1.2966,0.684209,0.304859,0.209094,0.108893,0.224144
422,687.998,1,0.649461,0.998936,0.0634478,-2.28599,-4.54526,-1.19707,-1.29815,0.677285,0.297315,0.203799,0.106989,0.225518
423,672.418,1,0.641668,0.999,0.0633761,-2.26698,-4.54383,-1.20247,-1.30424,0.701477,0.301372,0.205621,0.108976,0.219807
424,659.232,1,0.648673,0.999,0.0637079,-2.27758,-4.53892,-1.20329,-1.30105,0.708555,0.303335,0.20661,0.106217,0.214242
425,686.478,1,0.65184,0.999,0.064266,-2.27984,-4.53281,-1.21766,-1.30582,0.713728,0.307505,0.211085,0.103527,0.208817
426,694.413,1,0.670596,0.999,0.063427,-2.29844,-4.54177,-1.19873,-1.30952,0.704381,0.31736,0.217903,0.103546,0.220482
427,672.668,1,0.663458,0.999,0.064163,-2.31712,-4.53552,-1.20264,-1.30888,0.715732,0.309324,0.212386,0.104987,0.214899
428,664.384,1,0.651691,0.999,0.0631895,-2.33243,-4.54415,-1.20104,-1.31182,0.714501,0.312,0.212837,0.102329,0.209458
429,668.276,1,0.639286,0.999,0.063497,-2.3138,-4.54372,-1.1958,-1.31419,0.715445,0.31367,0.21573,0.100321,0.204154
430,651.404,1,0.639286,0.999,0.0638192,-2.24399,-4.53841,-1.19816,-1.30777,0.71816,0.312907,0.213792,0.0977809,0.204266
431,658.312,1,0.646821,0.999,0.0639558,-2.27001,-4.5373,-1.20182,-1.30879,0.718874,0.328381,0.224303,0.095305,0.204854
432,662.018,1,0.65562,0.999,0.0643432,-2.24605,-4.533,-1.19028,-1.31205,0.724374,0.328012,0.223381,0.0928918,0.212226
433,701.567,2,0.647266,0.999,0.0650597,-2.23327,-4.52629,-1.20542,-1.31154,0.721691,0.328236,0.223502,0.0998485,0.206852
434,686.259,2,0.641399,0.999,0.0655938,-2.20926,-4.52115,-1.19862,-1.30872,0.732468,0.340404,0.228468,0.0973203,0.201614
435,715.856,2,0.656061,0.998965,0.0673562,-2.2176,-4.50312,-1.20659,-1.30725,0.727724,0.364832,0.244703,0.083702,0.195596
436,696.132,2,0.658395,0.998693,0.0658605,-2.2131,-4.52027,-1.20541,-1.31345,0.726347,0.345673,0.229459,0.0739306,0.194334
437,667.389,2,0.667483,0.998565,0.0651508,-2.22048,-4.52476,-1.19801,-1.30745,0.704198,0.319849,0.213392,0.0647557,0.191429
438,656.825,2,0.66219,0.998577,0.0650325,-2.22495,-4.52762,-1.2056,-1.30461,0.719223,0.30377,0.201325,0.0740706,0.181993
439,675.192,2,0.678806,0.998635,0.0636841,-2.24801,-4.54217,-1.19798,-1.30239,0.706237,0.306516,0.200472,0.0752966,0.173956
440,648.517,2,0.671495,0.998571,0.063545,-2.26204,-4.5439,-1.19881,-1.30272,0.70562,0.33181,0.214202,0.064492,0.167651
441,664.4,2,0.667776,0.998445,0.0627334,-2.25694,-4.55046,-1.19058,-1.3084,0.700245,0.343819,0.222715,0.0592502,0.178922
442,680.525,2,0.663493,0.998286,0.0627314,-2.23039,-4.55031,-1.18761,-1.30566,0.688036,0.34158,0.221593,0.0597531,0.187206
443,678.35,2,0.659062,0.998671,0.0640462,-2.21092,-4.53715,-1.18909,-1.29735,0.683433,0.359385,0.236495,0.0557739,0.189993
444,705.922,2,0.652713,0.998371,0.0629748,-2.19867,-4.54726,-1.19184,-1.30185,0.681523,0.334868,0.222245,0.0577429,0.216019
445,665.34,2,0.66454,0.998635,0.0631123,-2.19461,-4.54406,-1.18753,-1.30189,0.683777,0.32219,0.215474,0.0511484,0.215501
446,638.9,2,0.664317,0.998792,0.0628371,-2.21417,-4.54865,-1.18935,-1.30767,0.686101,0.315827,0.210422,0.0480307,0.220463
447,646.86,2,0.663496,0.998644,0.063372,-2.20971,-4.54319,-1.18955,-1.31247,0.703031,0.312587,0.208267,0.0452318,0.228395
448,629.249,2,0.663128,0.9987,0.0626344,-2.18748,-4.55027,-1.19127,-1.31079,0.702928,0.317155,0.210888,0.0457528,0.211044
449,674.532,2,0.672433,0.998491,0.0629911,-2.17901,-4.54713,-1.18928,-1.3153,0.714779,0.303859,0.203014,0.0465584,0.202167
450,693.326,2,0.683332,0.998289,0.0631462,-2.15636,-4.54505,-1.18863,-1.31409,0.720554,0.292742,0.194885,0.0485503,0.20393
451,663.826,2,0.685021,0.998332,0.0633186,-2.18104,-4.54334,-1.18432,-1.31755,0.715815,0.288131,0.191617,0.0508504,0.194489
452,632.514,2,0.684973,0.99851,0.0630165,-2.19141,-4.54767,-1.18394,-1.31727,0.709162,0.286689,0.191324,0.048272,0.188805
453,617.44,2,0.673347,0.998676,0.0630444,-2.18514,-4.54753,-1.18648,-1.31892,0.713271,0.296231,0.197526,0.0456667,0.190166
454,600.532,2,0.665192,0.998767,0.0631193,-2.18184,-4.54692,-1.18702,-1.31808,0.717035,0.305179,0.203021,0.0434054,0.190385
455,596.008,2,0.665681,0.998632,0.0631938,-2.1652,-4.5455,-1.18848,-1.31835,0.718595,0.302634,0.201638,0.0426617,0.188032
456,562.71,2,0.66141,0.998608,0.0633285,-2.14594,-4.54374,-1.18833,-1.31894,0.716167,0.296804,0.198485,0.0417215,0.178288
457,599.326,2,0.659253,0.998469,0.0637117,-2.13978,-4.54058,-1.18727,-1.31904,0.716323,0.291116,0.194332,0.0404114,0.179142
458,623.684,2,0.668832,0.998349,0.063859,-2.13255,-4.53884,-1.18846,-1.31851,0.719044,0.287048,0.19195,0.0404453,0.17577
459,572.845,2,0.668452,0.99831,0.0638118,-2.12006,-4.53904,-1.18749,-1.31842,0.721372,0.28477,0.190765,0.0389951,0.175616
460,607.111,2,0.671731,0.998242,0.0634856,-2.10485,-4.54206,-1.18959,-1.31689,0.719267,0.283628,0.189916,0.038543,0.175004
461,625.18,2,0.672289,0.99811,0.063359,-2.11786,-4.54324,-1.18757,-1.31456,0.714965,0.280828,0.188375,0.0392149,0.177672
462,617.856,2,0.673692,0.998102,0.063214,-2.11072,-4.54517,-1.18759,-1.31595,0.715612,0.276679,0.186012,0.0386898,0.185404
463,568.98,2,0.673157,0.998231,0.0630432,-2.11396,-4.54679,-1.18755,-1.31669,0.715528,0.273905,0.183942,0.0379616,0.182104
464,574.001,2,0.66874,0.998102,0.0630148,-2.11362,-4.54691,-1.18749,-1.31702,0.714973,0.274383,0.183294,0.0358669,0.183303
465,577.362,2,0.665572,0.998086,0.0627769,-2.11626,-4.54953,-1.18855,-1.31733,0.715972,0.274634,0.184009,0.034195,0.185217
466,561.88,2,0.667283,0.998183,0.0624071,-2.11721,-4.55272,-1.18735,-1.31591,0.709776,0.274968,0.184589,0.0341652,0.182363
467,592.543,2,0.666694,0.998176,0.0623476,-2.11787,-4.55336,-1.18662,-1.31387,0.705749,0.275651,0.185199,0.03463,0.182305
468,600.126,2,0.668724,0.99824,0.0623791,-2.12335,-4.553,-1.18615,-1.31308,0.702999,0.275804,0.185092,0.0361667,0.181588
469,601.636,2,0.670236,0.99826,0.062453,-2.12586,-4.55218,-1.18751,-1.31306,0.705896,0.276779,0.185605,0.0373118,0.178892
470,599.536,2,0.671806,0.998282,0.0626908,-2.13133,-4.54952,-1.18906,-1.31135,0.707271,0.27633,0.185332,0.0369262,0.177098
471,585.417,2,0.671251,0.998314,0.0627871,-2.14129,-4.54796,-1.18976,-1.31096,0.708094,0.27718,0.185987,0.0367962,0.17397
472,625.433,2,0.671286,0.998273,0.0626409,-2.14318,-4.54927,-1.19062,-1.31069,0.708308,0.28176,0.189189,0.036726,0.174415
473,596.081,2,0.669732,0.998317,0.0627481,-2.1434,-4.54834,-1.19067,-1.31088,0.709382,0.283577,0.190155,0.0370574,0.1736
474,586.675,2,0.670493,0.998348,0.0628158,-2.14105,-4.54765,-1.19093,-1.30992,0.708223,0.28468,0.190792,0.0364034,0.171247
475,615.362,2,0.671527,0.998363,0.0628662,-2.1433,-4.54705,-1.19109,-1.30953,0.707698,0.285015,0.190732,0.0357636,0.170531
476,618.459,2,0.671636,0.998312,0.0628619,-2.14444,-4.54706,-1.19185,-1.30981,0.709412,0.284561,0.190694,0.035236,0.171255
477,551.204,2,0.67095,0.998356,0.0628082,-2.14764,-4.54751,-1.19135,-1.31038,0.710311,0.284571,0.190759,0.0351829,0.171711
478,591.008,2,0.670449,0.998281,0.062623,-2.15001,-4.54948,-1.19143,-1.31058,0.709924,0.282487,0.189314,0.0349098,0.172755
479,591.532,2,0.670397,0.998288,0.0625107,-2.14838,-4.55064,-1.19096,-1.31059,0.708553,0.28096,0.188564,0.0353381,0.17325
480,559.264,2,0.671003,0.998293,0.0623439,-2.14796,-4.55232,-1.19074,-1.3106,0.707007,0.279966,0.187917,0.0353434,0.172132
481,587.935,2,0.670533,0.99828,0.0623151,-2.14809,-4.55255,-1.1905,-1.31091,0.706553,0.278582,0.187119,0.0353129,0.171847
482,629.723,2,0.670936,0.99822,0.0623567,-2.14853,-4.55226,-1.19013,-1.3107,0.705866,0.277238,0.186275,0.0355335,0.172717
483,632.956,2,0.671246,0.998149,0.062347,-2.15143,-4.55234,-1.1903,-1.31061,0.706059,0.276551,0.185861,0.0357871,0.173117
484,620.161,2,0.671363,0.998152,0.0623301,-2.15248,-4.55253,-1.19033,-1.31074,0.706352,0.276402,0.185816,0.0358994,0.172747
485,612.721,2,0.671719,0.998161,0.062292,-2.15313,-4.55287,-1.19025,-1.31081,0.706283,0.27674,0.186075,0.035844,0.172657
486,585.538,2,0.671872,0.998171,0.0622665,-2.15341,-4.5531,-1.19026,-1.31095,0.706499,0.276919,0.186185,0.0357716,0.172879
487,580.421,2,0.672018,0.998178,0.0622579,-2.15351,-4.55319,-1.19037,-1.31098,0.706676,0.27698,0.186251,0.0357457,0.172821
488,558.568,2,0.67222,0.99818,0.0622597,-2.15381,-4.5532,-1.19041,-1.31108,0.706957,0.276926,0.186216,0.0356026,0.172682
489,638.235,2,0.672016,0.998168,0.0622768,-2.15387,-4.55297,-1.19034,-1.31116,0.706887,0.277,0.18632,0.0356613,0.173262
490,591.507,2,0.671773,0.998177,0.0623002,-2.15343,-4.55277,-1.19027,-1.31115,0.706798,0.276902,0.186248,0.0357475,0.173533
491,572.155,2,0.671889,0.998174,0.0623212,-2.15366,-4.55254,-1.19021,-1.31109,0.706884,0.276837,0.186196,0.0356988,0.173473
492,569.184,2,0.671675,0.998174,0.0623395,-2.15355,-4.55237,-1.1901,-1.31098,0.706584,0.276792,0.186201,0.0355901,0.173955
493,580.09,2,0.671604,0.998168,0.0623376,-2.1535,-4.55237,-1.19013,-1.31081,0.706436,0.276746,0.186145,0.0354931,0.174126
494,592.702,2,0.671398,0.998177,0.0623401,-2.15283,-4.55235,-1.19015,-1.31075,0.706402,0.276727,0.186144,0.0354527,0.174625
495,605.516,2,0.671609,0.998172,0.0623419,-2.15226,-4.55235,-1.19023,-1.31076,0.706553,0.276645,0.186076,0.0353797,0.174876
496,614.579,2,0.671418,0.998173,0.0623722,-2.15207,-4.55209,-1.19035,-1.31096,0.706728,0.276645,0.18609,0.0354258,0.175391
497,574.548,2,0.671149,0.998174,0.062389,-2.15242,-4.55193,-1.19044,-1.311,0.706918,0.276652,0.186067,0.0353482,0.175684
498,599.182,2,0.671192,0.998171,0.0624171,-2.15202,-4.55166,-1.19051,-1.3109,0.70682,0.276736,0.186113,0.0353113,0.175763
499,589.231,2,0.671249,0.998168,0.0624302,-2.15189,-4.55154,-1.19047,-1.31086,0.70679,0.276772,0.186112,0.0352632,0.175804
500,602.248,2,0.671376,0.998154,0.0624489,-2.15238,-4.55136,-1.19054,-1.31075,0.706746,0.276729,0.186069,0.0352062,0.175951
501,579.103,2,0.671485,0.998158,0.0624628,-2.15229,-4.55119,-1.19051,-1.31077,0.706869,0.27661,0.186015,0.0351372,0.176258
502,611.512,2,0.671827,0.998155,0.0624685,-2.15316,-4.55112,-1.19046,-1.31072,0.70698,0.27639,0.18591,0.0351215,0.176218
503,585.234,2,0.671703,0.998149,0.0624771,-2.15332,-4.55105,-1.19048,-1.31073,0.707085,0.276123,0.185758,0.0350727,0.176362
504,621.118,2,0.671876,0.998143,0.0624791,-2.15349,-4.55099,-1.19056,-1.31073,0.707126,0.275737,0.185519,0.0351116,0.176516
505,556.518,2,0.671834,0.998141,0.0625003,-2.15282,-4.55074,-1.19045,-1.31084,0.707299,0.275385,0.185327,0.0350856,0.176831
506,637.727,2,0.671974,0.998135,0.0625385,-2.15313,-4.55031,-1.19049,-1.31092,0.707671,0.275206,0.185207,0.0350974,0.177123
507,590.663,2,0.672024,0.998136,0.0625621,-2.15391,-4.55006,-1.19057,-1.31092,0.707827,0.274738,0.184926,0.035058,0.1775
508,614.719,2,0.672075,0.998133,0.0625889,-2.15374,-4.54977,-1.19065,-1.31095,0.708089,0.274333,0.18469,0.0351439,0.177429
509,603.97,2,0.67203,0.998119,0.0626076,-2.15411,-4.54961,-1.19071,-1.31096,0.708188,0.273883,0.184411,0.0351516,0.177489
510,617.172,2,0.672191,0.998115,0.0626181,-2.1543,-4.54948,-1.19074,-1.31095,0.708134,0.273566,0.184198,0.0351649,0.177563
511,569.763,2,0.672096,0.998112,0.0626254,-2.15448,-4.54941,-1.19071,-1.31088,0.707958,0.273329,0.184066,0.0350996,0.177882
512,568.305,2,0.671921,0.998104,0.0626216,-2.15441,-4.54946,-1.19076,-1.31086,0.707896,0.272916,0.183828,0.0350435,0.178387
513,616.894,2,0.671934,0.998097,0.0626371,-2.15452,-4.54928,-1.19072,-1.31077,0.707804,0.272805,0.183775,0.0350021,0.178667
514,592.923,2,0.671944,0.998096,0.062652,-2.15444,-4.54912,-1.19076,-1.31075,0.707643,0.272634,0.183687,0.035007,0.178892
515,635.247,2,0.671901,0.998085,0.0626611,-2.15445,-4.54904,-1.19073,-1.31067,0.707504,0.272506,0.183581,0.0350028,0.179017
516,591.26,2,0.671688,0.998087,0.0626571,-2.15451,-4.54907,-1.19074,-1.31066,0.707535,0.272532,0.183583,0.0349904,0.179124
517,572.552,2,0.671358,0.998081,0.062661,-2.15438,-4.54904,-1.19079,-1.31065,0.707676,0.272512,0.183559,0.0349781,0.179186
518,575.751,2,0.671212,0.998076,0.0626622,-2.15398,-4.54903,-1.19085,-1.3107,0.707804,0.272534,0.183572,0.0349338,0.17921
519,601.465,2,0.671289,0.998072,0.0626786,-2.15369,-4.54887,-1.19092,-1.31074,0.70804,0.272607,0.183616,0.0349387,0.179116
520,589.059,2,0.671128,0.998068,0.06269,-2.15307,-4.54873,-1.19089,-1.31071,0.707997,0.272698,0.183659,0.0349377,0.179197
521,551.154,2,0.671001,0.998075,0.0626927,-2.15277,-4.54869,-1.19091,-1.31075,0.708159,0.272809,0.183738,0.0349542,0.179298
522,576.093,2,0.670984,0.998078,0.0627153,-2.15271,-4.54842,-1.19087,-1.31074,0.708171,0.27304,0.183941,0.0348988,0.17938
523,529.069,2,0.670871,0.998088,0.062743,-2.15291,-4.54812,-1.19087,-1.31071,0.708309,0.2733,0.184116,0.0347825,0.179394
524,573.161,2,0.670752,0.998091,0.0627639,-2.15285,-4.54791,-1.19089,-1.31064,0.708433,0.273521,0.184269,0.0347294,0.17948
525,606.53,2,0.670952,0.998093,0.0627799,-2.15274,-4.54774,-1.1909,-1.31068,0.708439,0.273679,0.184391,0.0346972,0.179482
526,576.846,2,0.671088,0.998098,0.0627901,-2.15258,-4.54763,-1.19091,-1.31071,0.708354,0.273801,0.184482,0.0347051,0.179408
527,584.939,2,0.671003,0.998095,0.0628102,-2.15284,-4.54742,-1.19091,-1.31073,0.708521,0.27387,0.184543,0.034671,0.179662
528,599.419,2,0.670992,0.998099,0.0628332,-2.15281,-4.5472,-1.19094,-1.31068,0.708598,0.273908,0.18456,0.0347166,0.179621
529,561.166,2,0.671013,0.998103,0.0628649,-2.15279,-4.54685,-1.19096,-1.3107,0.708671,0.273993,0.184628,0.0346822,0.179542
530,596.488,2,0.671045,0.998101,0.0628784,-2.15244,-4.54672,-1.19094,-1.31064,0.708597,0.274116,0.184686,0.0346609,0.179643
531,611.717,2,0.670942,0.998097,0.0628794,-2.1515,-4.54669,-1.19095,-1.31054,0.708448,0.274208,0.184744,0.0346301,0.179699
532,581.329,2,0.670825,0.998098,0.0628804,-2.15103,-4.5467,-1.19099,-1.31049,0.708329,0.274333,0.184809,0.0345948,0.179809
533,555.774,2,0.670705,0.998102,0.0628891,-2.15064,-4.54661,-1.19099,-1.31041,0.70822,0.274477,0.184911,0.0345575,0.179857
534,610.658,2,0.670675,0.998108,0.0628955,-2.15029,-4.54654,-1.19095,-1.31045,0.708179,0.274829,0.185129,0.0346295,0.179859
535,577.138,2,0.670567,0.998116,0.0628873,-2.15072,-4.54663,-1.19097,-1.31052,0.708314,0.27511,0.185319,0.0346103,0.179969
536,589.234,2,0.670516,0.99812,0.0628843,-2.15122,-4.54667,-1.19107,-1.31057,0.70846,0.275306,0.185445,0.0346149,0.180013
537,598.365,2,0.67034,0.998127,0.0628825,-2.15116,-4.54667,-1.19106,-1.31052,0.708568,0.275688,0.185693,0.0346121,0.18007
538,632.128,2,0.670256,0.998128,0.0628874,-2.15095,-4.54661,-1.19109,-1.31046,0.708605,0.276064,0.185958,0.0346887,0.180195
539,599.221,2,0.670263,0.998136,0.0628896,-2.15087,-4.54659,-1.19115,-1.31051,0.708723,0.27643,0.186199,0.0346661,0.180359
540,587.222,2,0.670302,0.998141,0.0628859,-2.15081,-4.54662,-1.1912,-1.31056,0.70878,0.276667,0.186357,0.0346683,0.180568
541,628.075,2,0.670389,0.99814,0.0628822,-2.15072,-4.54664,-1.19124,-1.31058,0.708763,0.276942,0.18653,0.0346472,0.180695
542,582.061,2,0.670363,0.998145,0.0628889,-2.15013,-4.54657,-1.19125,-1.31055,0.708798,0.277059,0.186595,0.0346131,0.180793
543,575.986,2,0.670388,0.998146,0.062902,-2.14995,-4.54644,-1.19123,-1.31052,0.708777,0.277181,0.186656,0.0345453,0.180668
544,587.808,2,0.670364,0.998148,0.0629015,-2.14965,-4.54647,-1.19119,-1.31046,0.708643,0.277388,0.186813,0.034516,0.180717
545,627.066,2,0.670353,0.99815,0.0629124,-2.1499,-4.54636,-1.19119,-1.31039,0.708525,0.277734,0.187054,0.0345301,0.180848
546,645.916,2,0.67041,0.998148,0.0629034,-2.15022,-4.54641,-1.1911,-1.31039,0.708374,0.278064,0.187264,0.0345636,0.180925
547,592.405,2,0.670441,0.998154,0.0629043,-2.15031,-4.5464,-1.19098,-1.31041,0.708335,0.278413,0.187505,0.034563,0.180859
548,552.538,2,0.670357,0.998164,0.0629097,-2.15022,-4.54633,-1.19091,-1.31042,0.708411,0.278696,0.187705,0.0345659,0.180827
549,583.784,2,0.670213,0.998164,0.06292,-2.15027,-4.54621,-1.19094,-1.31038,0.708412,0.278962,0.187903,0.0345451,0.180887
550,625.903,2,0.670164,0.998162,0.0629356,-2.15026,-4.54603,-1.191,-1.31035,0.708625,0.279122,0.188031,0.0345389,0.180939
551,604.404,2,0.670045,0.998166,0.062944,-2.15026,-4.54594,-1.19108,-1.3103,0.708798,0.27922,0.188099,0.0345784,0.180983
552,575.179,2,0.669954,0.998173,0.0629408,-2.15039,-4.54598,-1.19114,-1.31028,0.708813,0.279358,0.188185,0.0345898,0.181025
553,609.208,2,0.67001,0.998179,0.0629388,-2.15065,-4.54599,-1.1912,-1.31021,0.708839,0.279477,0.188276,0.0346106,0.181002
554,590.735,2,0.669874,0.998181,0.0629247,-2.15072,-4.54614,-1.19119,-1.31017,0.708823,0.279563,0.188335,0.0346028,0.180989
555,608.311,2,0.669891,0.998179,0.0629084,-2.15046,-4.54629,-1.19117,-1.31012,0.708701,0.279517,0.188296,0.0345927,0.181031
556,579.75,2,0.669863,0.998183,0.0628965,-2.15013,-4.5464,-1.19111,-1.31014,0.708602,0.279449,0.188256,0.0345701,0.181091
557,610.899,2,0.669897,0.998188,0.0628919,-2.15024,-4.54643,-1.19109,-1.31012,0.708629,0.279794,0.188498,0.0345646,0.181263
558,592.051,2,0.669881,0.99819,0.0628877,-2.1502,-4.54648,-1.19108,-1.31011,0.708621,0.280072,0.188698,0.034566,0.181317
559,592.129,2,0.669945,0.998193,0.0628854,-2.1504,-4.54651,-1.1911,-1.31017,0.708696,0.28019,0.188776,0.0345552,0.181372
560,626.298,2,0.67013,0.998196,0.0628833,-2.15041,-4.54654,-1.19113,-1.31013,0.708698,0.28021,0.188791,0.0346083,0.181426
561,585.954,2,0.670023,0.998192,0.0628769,-2.15062,-4.54662,-1.19114,-1.31013,0.708725,0.280196,0.188782,0.0345951,0.181369
562,586.6,2,0.669984,0.998191,0.0628787,-2.15032,-4.5466,-1.19114,-1.31019,0.708799,0.28018,0.188781,0.0345669,0.181393
