aS_vs_dI_abscissa,aS_vs_dI_spline,aS_vs_dI_regression,aS_vs_dS_abscissa,aS_vs_dS_spline,aS_vs_dS_regression,aS_vs_initT_abscissa,aS_vs_initT_spline,aS_vs_initT_regression,aS_vs_lBt0_abscissa,aS_vs_lBt0_spline,aS_vs_lBt0_regression,aS_vs_n_abscissa,aS_vs_n_spline,aS_vs_n_regression,dI_vs_aS_abscissa,dI_vs_aS_spline,dI_vs_aS_regression,dI_vs_dS_abscissa,dI_vs_dS_spline,dI_vs_dS_regression,dI_vs_initT_abscissa,dI_vs_initT_spline,dI_vs_initT_regression,dI_vs_lBt0_abscissa,dI_vs_lBt0_spline,dI_vs_lBt0_regression,dI_vs_n_abscissa,dI_vs_n_spline,dI_vs_n_regression,dS_vs_aS_abscissa,dS_vs_aS_spline,dS_vs_aS_regression,dS_vs_dI_abscissa,dS_vs_dI_spline,dS_vs_dI_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_n_abscissa,dS_vs_n_spline,dS_vs_n_regression,initT_vs_aS_abscissa,initT_vs_aS_spline,initT_vs_aS_regression,initT_vs_dI_abscissa,initT_vs_dI_spline,initT_vs_dI_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_n_abscissa,initT_vs_n_spline,initT_vs_n_regression,lBt0_vs_aS_abscissa,lBt0_vs_aS_spline,lBt0_vs_aS_regression,lBt0_vs_dI_abscissa,lBt0_vs_dI_spline,lBt0_vs_dI_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_n_abscissa,lBt0_vs_n_spline,lBt0_vs_n_regression,n_vs_aS_abscissa,n_vs_aS_spline,n_vs_aS_regression,n_vs_dI_abscissa,n_vs_dI_spline,n_vs_dI_regression,n_vs_dS_abscissa,n_vs_dS_spline,n_vs_dS_regression,n_vs_initT_abscissa,n_vs_initT_spline,n_vs_initT_regression,n_vs_lBt0_abscissa,n_vs_lBt0_spline,n_vs_lBt0_regression
-1.44928,-0.908784,-0.850415,-3.93879,0.165057,0.140683,-25.1756,0.112552,0.0903792,-1.73754,0.210382,0.142212,-1.57329,0.937122,0.560277,-0.952007,-1.36887,-1.35886,-3.93879,0.467411,0.211538,-25.1756,0.421364,0.139708,-1.73754,0.478708,0.210874,-1.57329,1.56437,1.17958,-0.952007,0.892298,0.479553,-1.44928,0.791325,0.476002,-25.1756,-0.265106,-0.0131237,-1.73754,-3.97191,-4.13832,-1.57329,-0.883347,-0.324855,-0.952007,1.35786,1.78074,-1.44928,0.620112,1.85798,-3.93879,2.85599,0.373827,-1.73754,0.598087,0.303201,-1.57329,-5.08207,-1.0427,-0.952007,0.412448,0.187985,-1.44928,0.35173,0.183563,-3.93879,-1.67098,-1.63433,-25.1756,-0.162906,-0.014385,-1.57329,-0.332287,-0.117912,-0.952007,1.10177,1.0019,-1.44928,1.25195,1.35302,-3.93879,-0.727765,-0.151796,-25.1756,-0.613477,-0.144721,-1.73754,-0.552613,-0.135707
-1.4171,-0.895509,-0.831387,-3.85292,0.192572,0.137788,-24.7995,0.0873173,0.0891784,-1.70108,0.191719,0.13939,-1.53751,0.818214,0.547604,-0.930477,-1.36051,-1.32832,-3.85292,0.495746,0.206979,-24.7995,0.333022,0.137707,-1.70108,0.486334,0.206496,-1.53751,1.42262,1.15256,-0.930477,0.707544,0.467959,-1.4171,0.723095,0.464622,-24.7995,-0.207055,-0.0134929,-1.70108,-3.94434,-4.05136,-1.53751,-0.653423,-0.318261,-0.930477,1.46186,1.74656,-1.4171,0.94075,1.82249,-3.85292,0.9812,0.371203,-1.70108,1.27516,0.302171,-1.53751,-5.24414,-1.01287,-0.930477,0.325685,0.183362,-1.4171,0.321588,0.179093,-3.85292,-1.65195,-1.59876,-24.7995,-0.127835,-0.0144443,-1.53751,-0.244563,-0.115623,-0.930477,1.14242,0.979073,-1.4171,1.24831,1.32269,-3.85292,-0.667782,-0.148831,-24.7995,-0.492775,-0.142834,-1.70108,-0.648254,-0.133191
-1.38492,-0.872525,-0.81236,-3.76705,0.206274,0.134893,-24.4234,0.0620824,0.0879776,-1.66461,0.174595,0.136569,-1.50172,0.752508,0.534932,-0.908947,-1.34986,-1.29779,-3.76705,0.501321,0.202419,-24.4234,0.244679,0.135706,-1.66461,0.486996,0.202117,-1.50172,1.33902,1.12554,-0.908947,0.539754,0.456364,-1.38492,0.668171,0.453243,-24.4234,-0.149005,-0.0138621,-1.66461,-3.90724,-3.96439,-1.50172,-0.539096,-0.311667,-0.908947,1.5449,1.71238,-1.38492,1.2045,1.787,-3.76705,0.117943,0.368579,-1.66461,1.83671,0.301141,-1.50172,-4.98155,-0.983035,-0.908947,0.246169,0.178739,-1.38492,0.295166,0.174622,-3.76705,-1.62089,-1.56318,-24.4234,-0.092764,-0.0145036,-1.50172,-0.202018,-0.113335,-0.908947,1.17624,0.956248,-1.38492,1.2486,1.29236,-3.76705,-0.619224,-0.145866,-24.4234,-0.372072,-0.140946,-1.66461,-0.720495,-0.130675
-1.35274,-0.848077,-0.793332,-3.68117,0.206232,0.131998,-24.0473,0.0368475,0.0867768,-1.62815,0.165343,0.133747,-1.46594,0.686802,0.52226,-0.887417,-1.3268,-1.26725,-3.68117,0.485362,0.19786,-24.0473,0.156336,0.133705,-1.62815,0.471995,0.197738,-1.46594,1.25542,1.09851,-0.887417,0.463652,0.444769,-1.35274,0.615254,0.441863,-24.0473,-0.0909553,-0.0142313,-1.62815,-3.83895,-3.87742,-1.46594,-0.42477,-0.305073,-0.887417,1.51868,1.67819,-1.35274,1.45967,1.75151,-3.68117,0.223855,0.365955,-1.62815,2.0225,0.300111,-1.46594,-4.71895,-0.953202,-0.887417,0.2061,0.174116,-1.35274,0.269305,0.170152,-3.68117,-1.57883,-1.52761,-24.0473,-0.0576929,-0.0145628,-1.46594,-0.159473,-0.111047,-0.887417,1.17299,0.933423,-1.35274,1.24948,1.26204,-3.68117,-0.583368,-0.1429,-24.0473,-0.25137,-0.139059,-1.62815,-0.721291,-0.12816
-1.32057,-0.821844,-0.774305,-3.5953,0.206189,0.129103,-23.6712,0.0206539,0.085576,-1.59169,0.162311,0.130926,-1.43015,0.621095,0.509587,-0.865887,-1.29598,-1.23671,-3.5953,0.469403,0.1933,-23.6712,0.0952118,0.131705,-1.59169,0.448661,0.193359,-1.43015,1.17182,1.07149,-0.865887,0.444788,0.433174,-1.32057,0.565224,0.430484,-23.6712,-0.0566241,-0.0146005,-1.59169,-3.74956,-3.79046,-1.43015,-0.310444,-0.298478,-0.865887,1.42539,1.64401,-1.32057,1.70112,1.71602,-3.5953,0.329767,0.363331,-1.59169,1.95503,0.29908,-1.43015,-4.45635,-0.92337,-0.865887,0.190736,0.169494,-1.32057,0.244342,0.165682,-3.5953,-1.53677,-1.49203,-23.6712,-0.0367754,-0.0146221,-1.43015,-0.116927,-0.108758,-0.865887,1.14656,0.910599,-1.32057,1.25063,1.23171,-3.5953,-0.547512,-0.139935,-23.6712,-0.166662,-0.137171,-1.59169,-0.675421,-0.125644
-1.28839,-0.78908,-0.755277,-3.50943,0.206147,0.126209,-23.2952,0.00874918,0.0843752,-1.55522,0.159279,0.128104,-1.39437,0.555389,0.496915,-0.844357,-1.26516,-1.20618,-3.50943,0.453444,0.18874,-23.2952,0.0472388,0.129704,-1.55522,0.425327,0.18898,-1.39437,1.08822,1.04447,-0.844357,0.425924,0.421579,-1.28839,0.526362,0.419104,-23.2952,-0.033169,-0.0149697,-1.55522,-3.66017,-3.70349,-1.39437,-0.196117,-0.291884,-0.844357,1.33211,1.60982,-1.28839,1.88796,1.68053,-3.50943,0.435679,0.360707,-1.55522,1.88756,0.29805,-1.39437,-4.19376,-0.893538,-0.844357,0.175372,0.164871,-1.28839,0.222956,0.161211,-3.50943,-1.49471,-1.45646,-23.2952,-0.0223418,-0.0146814,-1.39437,-0.0743816,-0.10647,-0.844357,1.12013,0.887774,-1.28839,1.2522,1.20138,-3.50943,-0.511656,-0.136969,-23.2952,-0.0993816,-0.135284,-1.55522,-0.629551,-0.123128
-1.25621,-0.75359,-0.73625,-3.42356,0.206104,0.123314,-22.9191,0.000384854,0.0831744,-1.51876,0.156247,0.125283,-1.35858,0.489682,0.484242,-0.822827,-1.23057,-1.17564,-3.42356,0.437485,0.184181,-22.9191,0.0101229,0.127703,-1.51876,0.401993,0.184601,-1.35858,1.00462,1.01745,-0.822827,0.434788,0.409985,-1.25621,0.494514,0.407725,-22.9191,-0.0186914,-0.0153389,-1.51876,-3.57078,-3.61652,-1.35858,-0.0817907,-0.28529,-0.822827,1.2109,1.57564,-1.25621,2.03464,1.64504,-3.42356,0.541591,0.358083,-1.51876,1.82008,0.29702,-1.35858,-3.93116,-0.863705,-0.822827,0.172294,0.160248,-1.25621,0.204207,0.156741,-3.42356,-1.45265,-1.42089,-22.9191,-0.0132603,-0.0147407,-1.35858,-0.0318362,-0.104181,-0.822827,1.08233,0.864949,-1.25621,1.25156,1.17105,-3.42356,-0.4758,-0.134004,-22.9191,-0.0464885,-0.133396,-1.51876,-0.583681,-0.120612
-1.22403,-0.718004,-0.717222,-3.33769,0.206061,0.120419,-22.543,-0.00797948,0.0819736,-1.4823,0.153215,0.122461,-1.3228,0.423976,0.47157,-0.801297,-1.18782,-1.1451,-3.33769,0.421526,0.179621,-22.543,-0.026993,0.125702,-1.4823,0.37866,0.180222,-1.3228,0.921021,0.990422,-0.801297,0.503362,0.39839,-1.22403,0.463743,0.396345,-22.543,-0.00421376,-0.015708,-1.4823,-3.48139,-3.52956,-1.3228,0.0325358,-0.278695,-0.801297,1.02953,1.54146,-1.22403,2.1738,1.60955,-3.33769,0.647504,0.355459,-1.4823,1.75261,0.29599,-1.3228,-3.66856,-0.833873,-0.801297,0.195673,0.155626,-1.22403,0.185952,0.15227,-3.33769,-1.41059,-1.38531,-22.543,-0.00417872,-0.0148,-1.3228,0.0107093,-0.101893,-0.801297,1.02003,0.842124,-1.22403,1.25001,1.14072,-3.33769,-0.439944,-0.131039,-22.543,0.00640452,-0.131509,-1.4823,-0.537811,-0.118097
-1.19185,-0.681856,-0.698195,-3.25181,0.206019,0.117524,-22.1669,-0.0131939,0.0807728,-1.44583,0.150183,0.11964,-1.28701,0.403728,0.458897,-0.779767,-1.14507,-1.11457,-3.25181,0.405567,0.175062,-22.1669,-0.0541025,0.123701,-1.44583,0.355326,0.175843,-1.28701,0.887064,0.963399,-0.779767,0.571936,0.386795,-1.19185,0.439198,0.384966,-22.1669,0.0028169,-0.0160772,-1.44583,-3.392,-3.44259,-1.28701,0.0598731,-0.272101,-0.779767,0.848171,1.50727,-1.19185,2.2694,1.57406,-3.25181,0.753416,0.352835,-1.44583,1.68514,0.29496,-1.28701,-3.08318,-0.804041,-0.779767,0.219052,0.151003,-1.19185,0.170561,0.1478,-3.25181,-1.36853,-1.34974,-22.1669,0.000472465,-0.0148593,-1.28701,0.019925,-0.0996044,-0.779767,0.957727,0.8193,-1.19185,1.24317,1.1104,-3.25181,-0.404087,-0.128073,-22.1669,0.0459878,-0.129621,-1.44583,-0.49194,-0.115581
-1.15967,-0.646637,-0.679167,-3.16594,0.205976,0.114629,-21.7908,-0.0119286,0.0795721,-1.40937,0.147151,0.116818,-1.25123,0.419894,0.446225,-0.758237,-1.10121,-1.08403,-3.16594,0.389608,0.170502,-21.7908,-0.0606272,0.121701,-1.40937,0.331992,0.171464,-1.25123,0.892854,0.936376,-0.758237,0.648452,0.3752,-1.15967,0.41651,0.373586,-21.7908,-0.00547173,-0.0164464,-1.40937,-3.3026,-3.35563,-1.25123,0.0228539,-0.265507,-0.758237,0.66376,1.47309,-1.15967,2.34736,1.53857,-3.16594,0.859328,0.350211,-1.40937,1.61767,0.29393,-1.25123,-2.25733,-0.774208,-0.758237,0.246295,0.14638,-1.15967,0.156333,0.14333,-3.16594,-1.32647,-1.31416,-21.7908,-0.00399018,-0.0149186,-1.25123,0.00482518,-0.097316,-0.758237,0.892007,0.796475,-1.15967,1.2328,1.08007,-3.16594,-0.368231,-0.125108,-21.7908,0.0581912,-0.127734,-1.40937,-0.44607,-0.113065
-1.1275,-0.614452,-0.66014,-3.08007,0.205934,0.111734,-21.4147,-0.0106632,0.0783713,-1.37291,0.144119,0.113997,-1.21544,0.44199,0.433552,-0.736707,-1.05581,-1.05349,-3.08007,0.373649,0.165943,-21.4147,-0.067152,0.1197,-1.37291,0.308658,0.167085,-1.21544,0.905075,0.909353,-0.736707,0.735477,0.363606,-1.1275,0.397215,0.362206,-21.4147,-0.0137604,-0.0168156,-1.37291,-3.21321,-3.26866,-1.21544,-0.0144029,-0.258913,-0.736707,0.485355,1.4389,-1.1275,2.38739,1.50308,-3.08007,0.96524,0.347587,-1.37291,1.5502,0.292899,-1.21544,-1.42717,-0.744376,-0.736707,0.279352,0.141757,-1.1275,0.144608,0.138859,-3.08007,-1.28441,-1.27859,-21.4147,-0.00845282,-0.0149779,-1.21544,-0.00965107,-0.0950276,-0.736707,0.821438,0.77365,-1.1275,1.21358,1.04974,-3.08007,-0.332375,-0.122143,-21.4147,0.0703945,-0.125846,-1.37291,-0.4002,-0.110549
-1.09532,-0.583298,-0.641112,-2.9942,0.205891,0.108839,-21.0386,-0.00939787,0.0771705,-1.33644,0.141087,0.111175,-1.17966,0.465247,0.42088,-0.715176,-1.01136,-1.02296,-2.9942,0.35769,0.161383,-21.0386,-0.0736767,0.117699,-1.33644,0.285325,0.162707,-1.17966,0.918506,0.88233,-0.715176,0.814941,0.352011,-1.09532,0.378274,0.350827,-21.0386,-0.022049,-0.0171848,-1.33644,-3.12382,-3.18169,-1.17966,-0.0390488,-0.252318,-0.715176,0.327643,1.40472,-1.09532,2.42042,1.46759,-2.9942,1.07115,0.344962,-1.33644,1.48273,0.291869,-1.17966,-0.6392,-0.714544,-0.715176,0.309971,0.137135,-1.09532,0.133346,0.134389,-2.9942,-1.24235,-1.24302,-21.0386,-0.0129155,-0.0150372,-1.17966,-0.0183415,-0.0927391,-0.715176,0.753546,0.750825,-1.09532,1.19215,1.01941,-2.9942,-0.296519,-0.119177,-21.0386,0.0825979,-0.123959,-1.33644,-0.35433,-0.108034
-1.06314,-0.557487,-0.622084,-2.90833,0.205849,0.105945,-20.6625,-0.00813252,0.0759697,-1.29998,0.138055,0.108354,-1.14387,0.486287,0.408207,-0.693646,-0.969109,-0.99242,-2.90833,0.341731,0.156823,-20.6625,-0.0802015,0.115698,-1.29998,0.261991,0.158328,-1.14387,0.929463,0.855307,-0.693646,0.877385,0.340416,-1.06314,0.360589,0.339447,-20.6625,-0.0303376,-0.017554,-1.29998,-3.03443,-3.09473,-1.14387,-0.0457138,-0.245724,-0.693646,0.207856,1.37054,-1.06314,2.42148,1.43209,-2.90833,1.17706,0.342338,-1.29998,1.41526,0.290839,-1.14387,0.0863035,-0.684711,-0.693646,0.334497,0.132512,-1.06314,0.1242,0.129919,-2.90833,-1.20029,-1.20744,-20.6625,-0.0173781,-0.0150964,-1.14387,-0.0192589,-0.0904507,-0.693646,0.691963,0.728001,-1.06314,1.15991,0.989084,-2.90833,-0.260663,-0.116212,-20.6625,0.0948012,-0.122071,-1.29998,-0.308459,-0.105518
-1.03096,-0.53716,-0.603057,-2.82245,0.205806,0.10305,-20.2864,-0.00321518,0.0747689,-1.26352,0.135023,0.105532,-1.10809,0.500126,0.395535,-0.672116,-0.92822,-0.961884,-2.82245,0.325772,0.152264,-20.2864,-0.0743726,0.113698,-1.26352,0.238657,0.153949,-1.10809,0.932471,0.828284,-0.672116,0.929435,0.328821,-1.03096,0.342769,0.328068,-20.2864,-0.0460886,-0.0179232,-1.26352,-2.94504,-3.00776,-1.10809,-0.0170997,-0.23913,-0.672116,0.107711,1.33635,-1.03096,2.40021,1.3966,-2.82245,1.28298,0.339714,-1.26352,1.34779,0.289809,-1.10809,0.68756,-0.654879,-0.672116,0.355059,0.127889,-1.03096,0.116537,0.125448,-2.82245,-1.15823,-1.17187,-20.2864,-0.026259,-0.0151557,-1.10809,-0.00527621,-0.0881623,-0.672116,0.634346,0.705176,-1.03096,1.11798,0.958756,-2.82245,-0.224807,-0.113247,-20.2864,0.0904687,-0.120184,-1.26352,-0.262589,-0.103002
-0.998784,-0.523041,-0.584029,-2.73658,0.19673,0.100155,-19.9103,0.00416641,0.0735681,-1.22705,0.131991,0.102711,-1.0723,0.503872,0.382863,-0.650586,-0.892094,-0.931347,-2.73658,0.304232,0.147704,-19.9103,-0.0589116,0.111697,-1.22705,0.215323,0.14957,-1.0723,0.924373,0.801261,-0.650586,0.945239,0.317226,-0.998784,0.324828,0.316688,-19.9103,-0.0648559,-0.0182924,-1.22705,-2.85565,-2.92079,-1.0723,0.052326,-0.232535,-0.650586,0.0738235,1.30217,-0.998784,2.35749,1.36111,-2.73658,1.7376,0.33709,-1.22705,1.28032,0.288779,-1.0723,1.14404,-0.625046,-0.650586,0.361635,0.123266,-0.998784,0.11051,0.120978,-2.73658,-1.11652,-1.13629,-19.9103,-0.036883,-0.015215,-1.0723,0.0257261,-0.0858738,-0.650586,0.590635,0.682351,-0.998784,1.06586,0.928428,-2.73658,-0.207541,-0.110281,-19.9103,0.0730746,-0.118296,-1.22705,-0.216719,-0.100486
-0.966606,-0.51345,-0.565002,-2.65071,0.183749,0.0972601,-19.5342,0.0121496,0.0723673,-1.19059,0.128959,0.0998893,-1.03652,0.49457,0.37019,-0.629056,-0.862139,-0.900811,-2.65071,0.280632,0.143145,-19.5342,-0.0407449,0.109696,-1.19059,0.19199,0.145191,-1.03652,0.901955,0.774237,-0.629056,0.91437,0.305632,-0.966606,0.309456,0.305309,-19.5342,-0.0838076,-0.0186616,-1.19059,-2.76626,-2.83383,-1.03652,0.168421,-0.225941,-0.629056,0.119477,1.26799,-0.966606,2.29653,1.32562,-2.65071,2.33117,0.334466,-1.19059,1.21284,0.287749,-1.03652,1.42983,-0.595214,-0.629056,0.349799,0.118644,-0.966606,0.106736,0.116507,-2.65071,-1.07527,-1.10072,-19.5342,-0.0475943,-0.0152743,-1.03652,0.0760338,-0.0835854,-0.629056,0.565017,0.659527,-0.966606,1.00688,0.8981,-2.65071,-0.198734,-0.107316,-19.5342,0.0519717,-0.116409,-1.19059,-0.170849,-0.0979706
-0.934428,-0.505564,-0.545974,-2.56484,0.170787,0.0943652,-19.1581,0.0201328,0.0711665,-1.15413,0.125927,0.0970678,-1.00073,0.468726,0.357518,-0.607526,-0.836376,-0.870274,-2.56484,0.261863,0.138585,-19.1581,-0.0225781,0.107695,-1.15413,0.168656,0.140812,-1.00073,0.861809,0.747214,-0.607526,0.851854,0.294037,-0.934428,0.297718,0.293929,-19.1581,-0.102759,-0.0190308,-1.15413,-2.67687,-2.74686,-1.00073,0.317117,-0.219347,-0.607526,0.21753,1.2338,-0.934428,2.22576,1.29013,-2.56484,2.76195,0.331842,-1.15413,1.14537,0.286718,-1.00073,1.49657,-0.565382,-0.607526,0.325372,0.114021,-0.934428,0.104875,0.112037,-2.56484,-1.03827,-1.06515,-19.1581,-0.0583056,-0.0153336,-1.00073,0.139559,-0.0812969,-0.607526,0.551717,0.636702,-0.934428,0.945848,0.867772,-2.56484,-0.195648,-0.104351,-19.1581,0.0308687,-0.114522,-1.15413,-0.124978,-0.0954549
-0.90225,-0.499297,-0.526947,-2.47897,0.158341,0.0914704,-18.782,0.0281159,0.0699657,-1.11766,0.12638,0.0942463,-0.964948,0.430134,0.344845,-0.585996,-0.819102,-0.839738,-2.47897,0.248208,0.134026,-18.782,-0.00441141,0.105694,-1.11766,0.156101,0.136433,-0.964948,0.808673,0.720191,-0.585996,0.725357,0.282442,-0.90225,0.294414,0.28255,-18.782,-0.121711,-0.0194,-1.11766,-2.58923,-2.65989,-0.964948,0.451105,-0.212753,-0.585996,0.419523,1.19962,-0.90225,2.14015,1.25464,-2.47897,3.01157,0.329218,-1.11766,1.10262,0.285688,-0.964948,1.38238,-0.535549,-0.585996,0.275351,0.109398,-0.90225,0.106826,0.107567,-2.47897,-1.0055,-1.02957,-18.782,-0.0690168,-0.0153929,-0.964948,0.196443,-0.0790085,-0.585996,0.563386,0.613877,-0.90225,0.88383,0.837444,-2.47897,-0.197227,-0.101385,-18.782,0.0097657,-0.112634,-1.11766,-0.0903173,-0.0929391
-0.870072,-0.492896,-0.507919,-2.39309,0.146801,0.0885755,-18.4059,0.0360991,0.0687649,-1.0812,0.133423,0.0914247,-0.929163,0.388859,0.332173,-0.564466,-0.808634,-0.809201,-2.39309,0.240534,0.129466,-18.4059,0.0137553,0.103694,-1.0812,0.16591,0.132054,-0.929163,0.753029,0.693168,-0.564466,0.546261,0.270847,-0.870072,0.292494,0.27117,-18.4059,-0.140663,-0.0197692,-1.0812,-2.50661,-2.57293,-0.929163,0.568569,-0.206158,-0.564466,0.702524,1.16543,-0.870072,2.05346,1.21915,-2.39309,3.04396,0.326594,-1.0812,1.12788,0.284658,-0.929163,1.22581,-0.505717,-0.564466,0.204228,0.104775,-0.870072,0.109293,0.103096,-2.39309,-0.977472,-0.993997,-18.4059,-0.0797281,-0.0154522,-0.929163,0.24626,-0.0767201,-0.564466,0.59517,0.591052,-0.870072,0.822299,0.807116,-2.39309,-0.203424,-0.0984199,-18.4059,-0.0113373,-0.110747,-1.0812,-0.0816276,-0.0904234
-0.837894,-0.483915,-0.488892,-2.30722,0.137466,0.0856807,-18.0298,0.0441206,0.0675641,-1.04474,0.141512,0.0886032,-0.893378,0.33745,0.3195,-0.542936,-0.800694,-0.778665,-2.30722,0.239027,0.124906,-18.0298,0.0345709,0.101693,-1.04474,0.188645,0.127675,-0.893378,0.688579,0.666145,-0.542936,0.334271,0.259253,-0.837894,0.306643,0.259791,-18.0298,-0.155769,-0.0201384,-1.04474,-2.43303,-2.48596,-0.893378,0.584016,-0.199564,-0.542936,1.008,1.13125,-0.837894,1.95775,1.18366,-2.30722,2.82979,0.32397,-1.04474,1.26507,0.283628,-0.893378,0.896457,-0.475885,-0.542936,0.12031,0.100153,-0.837894,0.117488,0.0986258,-2.30722,-0.953702,-0.958423,-18.0298,-0.0880798,-0.0155115,-0.893378,0.252652,-0.0744316,-0.542936,0.635202,0.568228,-0.837894,0.768105,0.776788,-2.30722,-0.212567,-0.0954546,-18.0298,-0.0363134,-0.108859,-1.04474,-0.0997371,-0.0879077
-0.805716,-0.471362,-0.469864,-2.22135,0.13524,0.0827858,-17.6537,0.0517069,0.0663633,-1.00827,0.150291,0.0857817,-0.857593,0.282597,0.306828,-0.521406,-0.788155,-0.748129,-2.22135,0.240126,0.120347,-17.6537,0.0555357,0.0996921,-1.00827,0.221625,0.123296,-0.857593,0.622587,0.639122,-0.521406,0.131456,0.247658,-0.805716,0.332855,0.248411,-17.6537,-0.167459,-0.0205076,-1.00827,-2.36692,-2.39899,-0.857593,0.47877,-0.19297,-0.521406,1.24425,1.09707,-0.805716,1.86083,1.14817,-2.22135,2.40203,0.321346,-1.00827,1.49465,0.282598,-0.857593,0.480841,-0.446052,-0.521406,0.0408976,0.09553,-0.805716,0.12954,0.0941554,-2.22135,-0.92864,-0.922849,-17.6537,-0.0943561,-0.0155708,-0.857593,0.207958,-0.0721432,-0.521406,0.663159,0.545403,-0.805716,0.72207,0.74646,-2.22135,-0.215502,-0.0924892,-17.6537,-0.0617,-0.106972,-1.00827,-0.139681,-0.0853919
-0.773538,-0.453283,-0.450837,-2.13548,0.144907,0.079891,-17.2777,0.0584001,0.0651625,-0.971811,0.159835,0.0829602,-0.821808,0.227415,0.294155,-0.499876,-0.76247,-0.717592,-2.13548,0.23953,0.115787,-17.2777,0.0752001,0.0976913,-0.971811,0.268678,0.118918,-0.821808,0.558762,0.612099,-0.499876,-0.0179932,0.236063,-0.773538,0.374642,0.237032,-17.2777,-0.174646,-0.0208767,-0.971811,-2.31145,-2.31203,-0.821808,0.2178,-0.186375,-0.499876,1.29781,1.06288,-0.773538,1.76544,1.11268,-2.13548,1.82055,0.318722,-0.971811,1.85631,0.281567,-0.821808,0.00234694,-0.41622,-0.499876,-0.015575,0.0909073,-0.773538,0.146325,0.089685,-2.13548,-0.896169,-0.887275,-17.2777,-0.097909,-0.01563,-0.821808,0.0974633,-0.0698548,-0.499876,0.65503,0.522578,-0.773538,0.688061,0.716132,-2.13548,-0.202604,-0.0895239,-17.2777,-0.0855697,-0.105084,-0.971811,-0.210377,-0.0828762
-0.741359,-0.429074,-0.431809,-2.04961,0.166504,0.0769961,-16.9016,0.0639387,0.0639617,-0.935348,0.165562,0.0801387,-0.786023,0.190868,0.281483,-0.478346,-0.716053,-0.687056,-2.04961,0.231603,0.111228,-16.9016,0.0927752,0.0956905,-0.935348,0.311821,0.114539,-0.786023,0.511556,0.585076,-0.478346,-0.0719865,0.224468,-0.741359,0.429663,0.225652,-16.9016,-0.176642,-0.0212459,-0.935348,-2.25964,-2.22506,-0.786023,-0.0888048,-0.179781,-0.478346,1.06962,1.0287,-0.741359,1.66904,1.07719,-2.04961,1.20217,0.316098,-0.935348,2.32753,0.280537,-0.786023,-0.489516,-0.386387,-0.478346,-0.031686,0.0862846,-0.741359,0.166845,0.0852147,-2.04961,-0.852885,-0.851701,-16.9016,-0.0983298,-0.0156893,-0.786023,-0.0324581,-0.0675663,-0.478346,0.589341,0.499753,-0.741359,0.666964,0.685804,-2.04961,-0.166444,-0.0865585,-16.9016,-0.106879,-0.103197,-0.935348,-0.286171,-0.0803604
-0.709181,-0.402263,-0.412782,-1.96373,0.180192,0.0741013,-16.5255,0.0680832,0.0627609,-0.898884,0.155108,0.0773172,-0.750238,0.20228,0.26881,-0.456816,-0.644888,-0.656519,-1.96373,0.207493,0.106668,-16.5255,0.10757,0.0936897,-0.898884,0.300881,0.11016,-0.750238,0.502056,0.558053,-0.456816,-0.000522303,0.212873,-0.709181,0.479303,0.214273,-16.5255,-0.172776,-0.0216151,-0.898884,-2.19107,-2.13809,-0.750238,-0.205379,-0.173187,-0.456816,0.512725,0.994516,-0.709181,1.54998,1.0417,-1.96373,0.906791,0.313474,-0.898884,2.83245,0.279507,-0.750238,-0.91394,-0.356555,-0.456816,0.00470303,0.0816618,-0.709181,0.185037,0.0807443,-1.96373,-0.807062,-0.816127,-16.5255,-0.0952158,-0.0157486,-0.750238,-0.0825358,-0.0652779,-0.456816,0.454327,0.476929,-0.709181,0.650932,0.655476,-1.96373,-0.113626,-0.0835932,-16.5255,-0.124718,-0.101309,-0.898884,-0.293751,-0.0778447
-0.677003,-0.376574,-0.393754,-1.87786,0.163291,0.0712064,-16.1494,0.0706938,0.0615601,-0.862421,0.120273,0.0744957,-0.714453,0.243819,0.256138,-0.435286,-0.57275,-0.625983,-1.87786,0.157714,0.102109,-16.1494,0.119076,0.091689,-0.862421,0.200285,0.105781,-0.714453,0.518205,0.53103,-0.435286,0.136996,0.201279,-0.677003,0.508379,0.202893,-16.1494,-0.16252,-0.0219843,-0.862421,-2.09072,-2.05113,-0.714453,-0.185357,-0.166593,-0.435286,-0.0113627,0.960332,-0.677003,1.39367,1.00621,-1.87786,1.31161,0.31085,-0.862421,3.27896,0.278477,-0.714453,-1.17066,-0.326723,-0.435286,0.066342,0.0770391,-0.677003,0.196098,0.0762739,-1.87786,-0.768557,-0.780553,-16.1494,-0.088271,-0.0158079,-0.714453,-0.0749831,-0.0629895,-0.435286,0.313539,0.454104,-0.677003,0.631892,0.625148,-1.87786,-0.0525265,-0.0806278,-16.1494,-0.138374,-0.0994218,-0.862421,-0.179498,-0.0753289
