rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,lae,f,dp,lw,dE,lI50,data
7,25,-7.01592404454682,15.9724858332815,0.00881271894322207,0.05,-4.91189066179578,4.6,0.9,-3.74354179407443,0.102636507378992,0.9,0.001,0.684131346855389,1,1.96974080702156e-19,africa
8,25,-7.1776004877758,15.3175679032224,0.00920999596764977,0.05,-4.91030642930204,4.6,0.9,-3.81523812579888,-0.135861537079803,0.9,0.001,0.736754982943785,1,1.67369839488104e-16,africa
9,25,-9.30171137313055,15.3454273688429,0.0100467542020855,0.05,-4.89787411965944,4.6,0.9,-3.68058992801167,-0.646272699003091,0.9,0.001,0.621607720231942,1,7.4165373159909e-19,africa
10,25,-8.70087369052255,16.4830501549551,0.00950468030925883,0.05,-4.91453838193122,4.6,0.9,-3.71503875475974,-0.313861466495735,0.9,0.001,0.495588105013473,1,4.06139812379121e-16,africa
1,26,-7.7527707552312,17.2099408038632,0.00871035618730051,0.05,-4.92202864057831,4.6,0.9,-4.87214206957614,-1.51622057302638,0.9,0.001,0.876406424620303,1,0.00173780621167521,africa
2,26,-9.47155764828909,17.611415657514,0.00930508076106864,0.05,-4.93142561974894,4.6,0.9,-4.88770384694005,-1.40210812006505,0.9,0.001,0.813825799139606,1,2.54131208830174e-30,africa
3,26,-9.95149795529483,16.8931923079274,0.00956791340206715,0.05,-4.90494164958253,4.6,0.9,-5.01178586128492,-1.03101070144102,0.9,0.001,0.769014576499942,1,1.31681107033804e-40,africa
4,26,-9.8296023328594,16.7794393477884,0.00962292217440769,0.05,-4.89861563943917,4.6,0.9,-5.02542561855282,-1.03955006893596,0.9,0.001,0.768483804133393,1,1.8860542341369e-06,africa
5,26,-8.76652706976975,15.1066817045598,0.00841793722670932,0.05,-4.88517700197487,4.6,0.9,-4.6778008371917,-1.1600534612206,0.9,0.001,0.760942585217916,1,2.35664378863008e-09,africa
6,26,-8.51552679425816,16.9964189000993,0.00887156174078799,0.05,-4.90179657751493,4.6,0.9,-4.62352979563564,-1.17621779222424,0.9,0.001,0.751360879580433,1,8.29571338723623e-14,africa
7,26,-8.56253582856307,15.7033773217001,0.00848232669982693,0.05,-4.9075315415267,4.6,0.9,-4.2446046073081,-1.28288499831769,0.9,0.001,0.689828841827655,1,1.45893734978186e-06,africa
8,26,-10.8848104135049,15.8184695794925,0.00901383967931883,0.05,-4.89282339200862,4.6,0.9,-5.02614282238577,-0.66195598022295,0.9,0.001,0.720342767324579,0.999999942767495,2.55337763600797e-08,africa
9,26,-8.85695812842265,15.8057541627409,0.00919056815676445,0.05,-4.87903973820414,4.6,0.9,-5.67944091799234,-0.644651242054103,0.9,0.001,0.840605761433358,1,1.11646190606769e-10,africa
10,26,-11.2873691558831,16.7133778983832,0.00941624120160739,0.05,-4.89588041749767,4.6,0.9,-5.53455400910521,-0.511831221234811,0.9,0.001,0.769690033445352,1,1.07828553790405e-44,africa
1,27,-8.32470680443737,16.1408774749713,0.00859634177715118,0.05,-4.91545894555874,4.6,0.9,-3.86857953440075,1.40544347814519,0.9,0.001,-1.04278602188264,1,7.69723713180277e-22,africa
2,27,-8.2150675675137,17.8304844797047,0.00944152960681083,0.05,-4.9198434103423,4.6,0.9,-4.01932466136132,1.21201484150466,0.9,0.001,-0.944799016678561,1,0.000135465004483266,africa
3,27,-9.99463761642196,15.1657291054914,0.00894609882904076,0.05,-4.92378410119904,4.6,0.9,-4.31874219613396,0.856667480273776,0.9,0.001,-0.591036808110134,1,1.78435017417726e-13,africa
4,27,-10.9518962324708,15.6765563421815,0.0100861185120883,0.05,-4.89038510652004,4.6,0.9,-4.20912218853387,0.801796368797059,0.9,0.001,-0.46216035442039,1,7.99049087725648e-06,africa
5,27,-12.9388261461547,15.0799759208747,0.00969883384418032,0.05,-4.90581237296033,4.6,0.9,-4.22177596837359,0.754555401640604,0.9,0.001,-0.333266777928495,1,8.19346032955475e-06,africa
6,27,-11.4981005734263,16.529289025946,0.0100262211103834,0.05,-4.92432864396303,4.6,0.9,-4.49600468771746,0.518299543265715,0.9,0.001,-0.27990033923265,1,3.1872678715131e-18,africa
7,27,-11.2635303502977,16.4222687439723,0.00936040258226961,0.05,-4.92221278300979,4.6,0.9,-4.61182225972663,1.54695294110531,0.9,0.001,-0.605710457544765,1,3.72789054433189e-22,africa
8,27,-10.8744020096188,15.8540825513005,0.00907779946617643,0.05,-4.91139654490592,4.6,0.9,-4.43247206586874,1.30076911613071,0.9,0.001,-0.553304430676749,1,2.09578780941415e-12,africa
9,27,-10.5067106095259,16.121412197122,0.00904678969022658,0.05,-4.93408847340945,4.6,0.9,-4.21638738852332,0.578432724774576,0.9,0.001,-0.17227946399569,1,4.21701714767109e-34,africa
10,27,-10.265352904158,15.1577298821439,0.00912423171384923,0.05,-4.89786480263673,4.6,0.9,-3.51469998418364,0.329571480143775,0.9,0.001,-0.371172216677046,1,0.037939155990732,africa
1,28,-9.03315405563416,17.2927692679676,0.00986406765552058,0.05,-4.90892125828996,4.6,0.9,-2.96533349414155,-0.118114155560576,0.9,0.001,-0.342173467423865,1,9.03538978251254e-23,africa
2,28,-7.67854139949041,15.9168820597551,0.00943117410850671,0.05,-4.91593327488004,4.6,0.9,-3.73829608648922,0.522027690804933,0.9,0.001,-0.523855921549227,1,1.66733982102532e-05,africa
3,28,-10.0794390406208,14.9979522601573,0.0096193093547412,0.05,-4.89387800373119,4.6,0.9,-3.54930028991904,-0.0585429656030136,0.9,0.001,-0.0960289063437969,1,9.81684671946415e-09,africa
4,28,-11.9523627291931,15.5953149954263,0.0094941660102024,0.05,-4.91893709473862,4.6,0.9,-3.22276835685062,-0.275887383054017,0.9,0.001,-0.45508883069659,1,3.58861357391282e-18,africa
5,28,-8.48284770514066,17.1738759008451,0.00949480493712877,0.05,-4.92250374238969,4.6,0.9,-3.69729321484139,0.379746663675431,0.9,0.001,-0.0534723890076271,1,0.00145986028705036,africa
6,28,-9.39530802975091,17.4831449454596,0.00946157918767923,0.05,-4.93544316885977,4.6,0.9,-3.55703424289172,0.225777473124146,0.9,0.001,-0.180900849815402,1,1.12171183327329e-16,africa
7,28,-7.36286448305398,15.7881092025323,0.00887710216459296,0.05,-4.91811506930804,4.6,0.9,-4.0168696570566,0.547201024329047,0.9,0.001,-0.198496078889302,1,4.25453377855941e-31,africa
8,28,-6.49383608489766,16.5571216107647,0.00952472038378022,0.05,-4.89744616752733,4.6,0.9,-3.32709002206545,0.144004743305284,0.9,0.001,-0.3528105270079,1,2.47715184839233e-16,africa
9,28,-6.21262707537737,16.8322383619355,0.00938470478332322,0.05,-4.90329138674206,4.6,0.9,-4.1154846610906,0.873317456979424,0.9,0.001,-0.175906671656993,1,4.54946996692527e-07,africa
10,28,-6.74692659889953,16.0543550989026,0.00862517136974955,0.05,-4.91230797303862,4.6,0.9,-3.73713688376738,1.10844902846794,0.9,0.001,-0.872462526887333,1,7.97786702005494e-05,africa
1,29,-9.81773814287554,16.7459621762792,0.008901224584512,0.05,-4.91346701531293,4.6,0.9,-4.28373539369128,-0.0654119835413624,0.9,0.001,-1.47321983547454,1,129307728077830,africa
2,29,-10.8108015450214,16.0187850100781,0.00899507300990179,0.05,-4.90054500562927,4.6,0.9,-3.45462284441633,0.414629857245417,0.9,0.001,-1.39867003201576,1,113239.74392137,africa
3,29,-9.66471366617434,16.1912503575593,0.00869485872699313,0.05,-4.89222301362385,4.6,0.9,-3.72465228148193,-0.636235584473768,0.9,0.001,-1.12513185039005,1,145660141.792353,africa
4,29,-13.198482931724,15.2950911615465,0.00876508968555888,0.05,-4.89775409985926,4.6,0.9,-3.75495657955293,-0.570948555234901,0.9,0.001,-1.51571154348812,1,32357249180014.1,africa
5,29,-8.00928787533204,17.5832133787362,0.00819193716754597,0.05,-4.89834890082815,4.6,0.9,-3.42586268654958,-0.238532025010112,0.9,0.001,-1.67070777052124,1,8910.21878276581,africa
6,29,-8.55871380018678,17.1868436212812,0.00883505425446376,0.05,-4.90887952048552,4.6,0.9,-4.06458447150204,0.349470072312782,0.9,0.001,-1.22888681002042,1,1806.17292453864,africa
7,29,-13.9255455467482,16.1100811801024,0.0092808191969155,0.05,-4.91680491858615,4.6,0.9,-4.18000414692251,-0.25905360203087,0.9,0.001,-1.16048066643263,1,160467403003375,africa
8,29,-16.0307562471208,15.0233658822686,0.00929913867901941,0.05,-4.91317550983506,4.6,0.9,-3.64677078469625,-0.0989032469116609,0.9,0.001,-1.62153245403793,1,1.00153619721947e+22,africa
9,29,-10.8324428221835,16.7219472927157,0.00911395767784536,0.05,-4.92014290345576,4.6,0.9,-4.10907467268881,-0.0264846194847705,0.9,0.001,-1.73493154359717,1,37.1657044036878,africa
10,29,-14.1132985815434,15.1995131008115,0.00921557333179829,0.05,-4.90909465636873,4.6,0.9,-4.35438838017707,0.119956832993773,0.9,0.001,-1.00938319577879,1,354.749932088755,africa
1,30,-6.98579028081796,15.6160071318505,0.00882816849528616,0.05,-4.9316489994739,4.6,0.9,-4.4233885976015,0.900067814500292,0.9,0.001,-1.08173151565108,1,2.42969537797225e+18,africa
2,30,-5.75064045135165,15.7864681576567,0.00918580804378982,0.05,-4.908140589659,4.6,0.9,-3.56677885873537,-0.212090549862836,0.9,0.001,-0.991018711991305,1,281.984754408646,africa
3,30,-7.29909336138015,16.616761567251,0.00945565605224555,0.05,-4.91134713488881,4.6,0.9,-3.86442380303043,0.110251465429754,0.9,0.001,-1.05007493556289,1,492311048487182,africa
4,30,-9.10729878928307,15.8007008110427,0.00960855879512272,0.05,-4.90924965511364,4.6,0.9,-4.46441856706385,0.414383111397723,0.9,0.001,-0.920645683974801,1,2.21249325478368e+17,africa
5,30,-9.63766417363098,15.8622613915876,0.0092976941870326,0.05,-4.92408125479564,4.6,0.9,-3.30361701936284,0.00177544474131096,0.9,0.001,-1.03863577979175,1,837.696074022175,africa
6,30,-7.93881281616,16.4771677967035,0.00936073146700296,0.05,-4.92811291062688,4.6,0.9,-3.9516973092945,-0.55531781494587,0.9,0.001,-1.3978769558694,1,247254462651672,africa
7,30,-5.78645696986541,16.6573520932489,0.00866333025713905,0.05,-4.89443120315716,4.6,0.9,-3.00533682129909,1.34524153907143,0.9,0.001,-1.27487184336068,1,1.08867017780711e-14,africa
8,30,-7.73117920634813,15.7255956050596,0.00988290396307973,0.05,-4.89365370943119,4.6,0.9,-3.8536476920566,1.32320261129063,0.9,0.001,-0.853251894190631,1,5.27038899735171e-09,africa
9,30,-8.47413668242166,16.0987443707947,0.00958012786873993,0.05,-4.91071759877559,4.6,0.9,-2.84281525649721,0.340600758173502,0.9,0.001,-0.880404033021167,1,4.92085108135171e-12,africa
10,30,-10.109763304112,15.3223455419818,0.00977161309931071,0.05,-4.90656107352808,4.6,0.9,-3.46155896190245,0.980162900792147,0.9,0.001,-0.762717855552114,1,2.07243140276739e-19,africa
1,31,-7.5375882666885,15.8182067777407,0.00883501362429139,0.05,-4.91636037556318,4.6,0.9,-4.47266499123533,0.0559342038995196,0.9,0.001,0.19546988950016,1,7.34965962929181e-13,africa
2,31,-8.98030760281666,16.132487409898,0.00911828900121054,0.05,-4.91448830748336,4.6,0.9,-4.49688206148386,0.0713552462358861,0.9,0.001,0.214232276163357,1,1.82093522807577e-19,africa
3,31,-5.90295449353085,16.8076631718797,0.00861064719646647,0.05,-4.90581860982226,4.6,0.9,-4.31171614059401,0.329396806018423,0.9,0.001,0.0363322011647315,1,1.57461900394817e-20,africa
4,31,-6.73031235086824,15.7479586130975,0.0089460945779837,0.05,-4.89409106307765,4.6,0.9,-3.69818537317029,-0.407063428530351,0.9,0.001,-0.00928780933520859,1,1.57929363966112e-15,africa
5,31,-6.38407452115358,17.129557110893,0.00913712522991615,0.05,-4.90718637976325,4.6,0.9,-3.66075498497344,-0.613347283582506,0.9,0.001,0.112504603767901,1,9.72757738196613e-31,africa
6,31,-5.01012360284385,16.2533886663801,0.00866116081362736,0.05,-4.89082368461475,4.6,0.9,-3.86404288906578,0.036670066785925,0.9,0.001,-0.0285501250785614,1,1.80478043957902e-45,africa
7,31,-6.98315802563427,16.1914464183653,0.00872213630674433,0.05,-4.90849518988443,4.6,0.9,-3.8120242140478,0.182070240191278,0.9,0.001,-0.194269480290408,1,6.1940532028386e-21,africa
8,31,-8.90335614404528,14.933133836955,0.00886897639889392,0.05,-4.90490379424695,4.6,0.9,-3.97128752229902,-0.109963157589289,0.9,0.001,0.00134434283377943,1,1.56187479045849e-17,africa
9,31,-7.47489368290735,15.6260293849979,0.00839080001829341,0.05,-4.91976784418089,4.6,0.9,-3.97407231356872,-0.188601813252204,0.9,0.001,0.126801753181743,1,1.32534015695357e-07,africa
10,31,-7.39087355604068,15.5700715845302,0.00874755444855715,0.05,-4.90516771753002,4.6,0.9,-4.18918431545571,-0.305834975186344,0.9,0.001,0.183725397177425,1,1.47886035675363e-11,africa
1,32,-9.03712021228166,17.2108198503605,0.00863959645395728,0.05,-4.92190130986191,4.6,0.9,-4.61633705957003,-0.388041833677443,0.9,0.001,0.583193746701584,1,6.41624877993467e+21,africa
2,32,-14.0684249613321,17.1676830904508,0.0093663314074793,0.05,-4.89805518075013,4.6,0.9,-4.102063948522,-0.443228063061383,0.9,0.001,0.679770477831635,1,1.53249288351072e-07,africa
3,32,-10.5550651907815,16.1309795179829,0.0086581579400254,0.05,-4.92390707127727,4.6,0.9,-4.40538576202812,0.428409765713066,0.9,0.001,0.933909639159544,1,4.03040778944848e-05,africa
4,32,-11.2281631587684,15.8079309511239,0.00822011399141559,0.05,-4.90735884538254,4.6,0.9,-4.38583104020125,-0.0757138353146665,0.9,0.001,0.857669262726747,1,1.00355005364194e-23,africa
5,32,-12.313772894585,15.9284590897072,0.0084678368550712,0.05,-4.91134003080946,4.6,0.9,-4.81805596108277,0.586969470321073,0.9,0.001,0.840964760661433,1,4.77162249728062e-14,africa
6,32,-11.7344403409523,16.2703694124714,0.00923238951559328,0.05,-4.90046565865161,4.6,0.9,-4.2923039594293,-0.242749364702163,0.9,0.001,0.896966779982385,1,0.00940179905977721,africa
7,32,-11.366299607903,15.6608726916063,0.00761610490587777,0.05,-4.90792433122013,4.6,0.9,-3.94145349019651,0.303084977113971,0.9,0.001,0.482273994161602,1,0.00238365613331507,africa
8,32,-12.3527665346277,16.6020210806948,0.00939730933701741,0.05,-4.92668173254514,4.6,0.9,-3.7504084304415,-0.177988473510082,0.9,0.001,0.732252909921113,1,9.12159023132744,africa
9,32,-12.9870159531796,17.3970244834574,0.00889669259688843,0.05,-4.92208368981526,4.6,0.9,-4.61437426751717,0.691814777484294,0.9,0.001,0.553458678485724,1,1.36650751190723e-18,africa
10,32,-12.2190025085724,17.0835198554562,0.00878081322271624,0.05,-4.90706810610592,4.6,0.9,-4.32779803372675,0.297887847328888,0.9,0.001,0.67438448634222,1,5.69942297689822e-19,africa
1,33,-5.09818143981084,16.5448435199388,0.00901166603322511,0.05,-4.89840063982623,4.6,0.9,-3.49237170667058,-0.276906514127104,0.9,0.001,0.0250294969576213,1,0.00626969924607345,africa
2,33,-8.00972573178549,15.813910722853,0.00927666307511089,0.05,-4.90458109093284,4.6,0.9,-3.99828958235599,-0.287806100168019,0.9,0.001,0.202946454189291,1,7.08162350583233e-07,africa
3,33,-6.17865548235991,17.6315862095465,0.0087452286663138,0.05,-4.92567649566481,4.6,0.9,-3.89233239518643,0.234755551819951,0.9,0.001,-0.161610447565899,1,0.0142943812664284,africa
4,33,-6.67591352651735,16.2830808055291,0.00887078102852514,0.05,-4.90334143003557,4.6,0.9,-3.87409631196367,0.0397295373087417,0.9,0.001,0.0267097087574816,1,6.5398842205642e-16,africa
5,33,-4.55437389112252,16.7074666060048,0.00836846780157245,0.05,-4.91884327511529,4.6,0.9,-3.47226948245865,-0.540188737502126,0.9,0.001,0.333017277962493,1,5.56347059977966e-10,africa
6,33,-6.89241157836946,16.1635241730666,0.00894714501333724,0.05,-4.90111774976047,4.6,0.9,-4.28375055318096,0.050177573750009,0.9,0.001,0.275997569182631,1,5.55583172613529e-13,africa
7,33,-5.03171344631376,17.2895509719782,0.00913947872258035,0.05,-4.89902105462415,4.6,0.9,-4.43210711247977,0.637937673328678,0.9,0.001,-0.0296061468169735,1,5.35327944632578e-43,africa
8,33,-4.33882201068156,16.6847975969938,0.00884429981828897,0.05,-4.88822431215862,4.6,0.9,-4.36755022293951,0.5740623969689,0.9,0.001,-0.00754870415551358,1,3.02169055281304e-12,africa
9,33,-3.68735798643537,18.2582526535025,0.00891967518265121,0.05,-4.90199426529223,4.6,0.9,-4.34162542453364,0.963438043866819,0.9,0.001,-0.300686836844677,1,5.22856642619016e-11,africa
10,33,-3.30128094009406,16.7616530452368,0.00823314341067619,0.05,-4.90567977662309,4.6,0.9,-4.45989234996446,0.665989106870926,0.9,0.001,0.104084791849999,1,1.39798695765872e-48,africa
1,34,-8.7024672096766,14.513894031984,0.00930985757536822,0.05,-4.91878769117938,4.6,0.9,-4.13932530050767,0.76575883584069,0.9,0.001,-0.0304459035529525,0.0335464908374831,7094.04070805184,africa
2,34,-8.80936702395405,15.6086362957364,0.00992820907061177,0.05,-4.93680402157465,4.6,0.9,-3.96208197624029,0.987654091253578,0.9,0.001,-0.0331147441750344,0.0335464908374831,7.35323455206815e-05,africa
3,34,-11.1862898200625,14.5683796712954,0.00976804524192412,0.05,-4.93258013325399,4.6,0.9,-3.8122010346311,0.769582734577902,0.9,0.001,-0.0385502960438061,0.0335464908374831,3.4723182209398,africa
4,34,-8.36793689283964,14.6204968803451,0.00947385247616197,0.05,-4.92107562466409,4.6,0.9,-3.8107319554378,0.513795888351199,0.9,0.001,0.0393139257144118,0.0335464908374831,69893660003.3558,africa
5,34,-11.0728309850598,14.0772999594115,0.00946222057136607,0.05,-4.90239414545422,4.6,0.9,-3.70730476804838,0.626886182079208,0.9,0.001,-0.564386285957963,0.0335464908374831,86.3206563118557,africa
6,34,-7.36184483968845,14.3050126904286,0.00864844977186338,0.05,-4.93060094761277,4.6,0.9,-3.28273247203168,0.510417612873912,0.9,0.001,-0.468037568257928,0.0335464908374831,2.27037416905662e-10,africa
7,34,-6.64282182081261,15.3022832288614,0.00893978690798768,0.05,-4.93973145784512,4.6,0.9,-3.21478789485124,0.216149432162639,0.9,0.001,-0.361077860368635,0.0335464908374831,37.994281084735,africa
8,34,-7.61837103078788,14.540622664544,0.0090569832095437,0.05,-4.92513179722809,4.6,0.9,-3.42130549246855,0.797657455395648,0.9,0.001,-0.597759894651744,0.0335464908374831,240402414.034494,africa
9,34,-9.44003054628643,15.4498406332221,0.00956945472311752,0.05,-4.92866042099523,4.6,0.9,-3.32788975955283,0.533038093619074,0.9,0.001,-0.447162703488589,0.0335464908374831,7.71326605770204e-10,africa
10,34,-6.66895760336794,15.5945908214189,0.00956569002149555,0.05,-4.9100996081751,4.6,0.9,-3.49097161581139,0.68821644562203,0.9,0.001,-0.767725750527791,0.0335464908374831,64.8191809726437,africa
