rep,id,initT,aS,dS,tau,lBt0,lp,dI,lk,lae,f,dp,lw,dE,lI50,data
9,48,-5.87988434524157,16.7738480598681,0.0091434863057889,0.05,-4.92897789492393,4.6,0.9,-3.67326725235944,1.01186689435926,0.9,0.001,-0.57700563220934,1,2.49284533938682e-06,thai
10,48,-6.29698830538263,17.5466313570986,0.00978215936400867,0.05,-4.90568014886477,4.6,0.9,-2.86132374385602,-0.0765855048640008,0.9,0.001,-0.388736188863031,1,1.43116530906628e-30,thai
1,49,-1.70703951481252,15.4343849473251,0.00918194111634648,0.05,-4.90950235085537,4.6,0.9,-4.22955706417679,-0.0720394552945464,0.9,0.001,0.554991091836098,1,2.47083799229078e-50,thai
2,49,-1.5505740669487,15.3849305605354,0.00935034329580284,0.05,-4.89368165249116,4.6,0.9,-4.98497300234909,0.932732736275337,0.9,0.001,0.405169538278451,1,0.00986103114995051,thai
3,49,-3.2576065459493,15.5193292035795,0.00960785183631342,0.05,-4.91450279829668,4.6,0.9,-4.51971992974519,-0.203765883619842,0.9,0.001,0.601152656332786,1,5.86804115459388e-05,thai
4,49,-2.36474747658428,15.5382042853827,0.00996225337467701,0.05,-4.9064544879343,4.6,0.9,-4.03002795074878,-0.0764830303363574,0.9,0.001,0.60641579424673,1,1.01507093386767e-09,thai
5,49,-2.68119903612902,16.4994829474742,0.0102238837005614,0.05,-4.9142434896854,4.6,0.9,-4.7186103344021,-0.995084249252973,0.9,0.001,0.780008445678979,1,3.10974918333662e-27,thai
6,49,-3.6295821621526,16.2481438187031,0.00969132801339492,0.05,-4.92934748975276,4.6,0.9,-3.89955585511006,0.148083714102713,0.9,0.001,0.447040292692046,1,4.24543039786274e-21,thai
7,49,-2.24157161803354,16.2465010107683,0.00988655080559278,0.05,-4.90788652356565,4.6,0.9,-4.16849789946302,-0.292135751662322,0.9,0.001,0.610247475626799,1,6.85791907404803e-17,thai
8,49,-3.1221104004731,16.1974836569144,0.0101493248201748,0.05,-4.89834037556359,4.6,0.9,-3.85903585336881,0.0607808967649826,0.9,0.001,0.325118087466052,1,9.19071721869504e-27,thai
9,49,-2.68428871924492,15.6755839934703,0.0101086933033574,0.05,-4.91764847865824,4.6,0.9,-3.65081113430594,-0.626293396322065,0.9,0.001,0.608145014440877,1,1.1885009131358e-08,thai
10,49,-0.89335099851164,16.7148079052059,0.00926907826903389,0.05,-4.92212199504814,4.6,0.9,-4.04367001552376,-0.942025773107826,0.9,0.001,0.699637925491329,1,0.000412954208462196,thai
1,50,-3.75535659763115,16.5775402945174,0.00860292615553566,0.05,-4.90741683531498,4.6,0.9,-3.89568504882431,-0.223769002861031,0.9,0.001,-1.18248396250253,1,11891117879087,thai
2,50,-3.62400074038916,16.0931730752454,0.00834975526272669,0.05,-4.89881687887313,4.6,0.9,-4.09365323291971,-0.843399264639304,0.9,0.001,-0.838681308479265,1,4.47427268134137,thai
3,50,-5.64648000926289,16.2258031044526,0.00934478400893375,0.05,-4.91532650873686,4.6,0.9,-4.07057724061296,-0.396246143780567,0.9,0.001,-1.16417643774348,1,1.50611131000621e+27,thai
4,50,-5.18190095709918,16.0783288381629,0.00940058326912462,0.05,-4.9072776987814,4.6,0.9,-4.3220947054444,1.17871805133016,0.9,0.001,-1.21003788183501,1,279543072.200855,thai
5,50,-3.11618475675667,16.8899763117669,0.00901760647682309,0.05,-4.90216564049311,4.6,0.9,-4.14741255479597,-0.601337289368732,0.9,0.001,-1.11406908225918,1,3.37988061080298,thai
6,50,-6.13160810003156,14.7188925321414,0.00952863642824923,0.05,-4.88864114617392,4.6,0.9,-3.25370045492508,-0.352214354877289,0.9,0.001,-0.764981684246866,1,7.1568459547065,thai
7,50,-3.3527199125409,15.4125595391686,0.00804763092643757,0.05,-4.90800505828683,4.6,0.9,-3.9369265625086,1.16833088691304,0.9,0.001,-1.21059539803951,1,3807775.61855592,thai
8,50,-3.39876329708894,17.0622414645774,0.00886753774116466,0.05,-4.8992876368271,4.6,0.9,-4.37412430857792,-0.173308434962504,0.9,0.001,-1.25733327525715,1,249.794842142177,thai
9,50,-2.79610415862126,17.6161439596939,0.00857265383564529,0.05,-4.91745943649143,4.6,0.9,-3.79186014898842,-0.214185077067245,0.9,0.001,-0.771418158331044,1,605.245631551923,thai
10,50,-3.78557739018748,16.9083304677519,0.00903686905120593,0.05,-4.89967158512252,4.6,0.9,-3.90677984880777,-0.536172072467517,0.9,0.001,-1.0488349845446,1,4171926470806.93,thai
1,51,-7.64411756780491,16.7278721556635,0.00931625516911394,0.05,-4.92267565371181,4.6,0.9,-3.75947489163409,0.398943747596871,0.9,0.001,-0.148983552305847,1,7.62636861224711e-14,thai
2,51,-9.56804266214546,16.1006176170754,0.00899401748304625,0.05,-4.91363308317356,4.6,0.9,-3.73489304137566,1.07110903135234,0.9,0.001,-0.526675987639891,1,3.14782896979825e-11,thai
3,51,-7.38546253578674,16.119443105495,0.00888376965259885,0.05,-4.91229637887236,4.6,0.9,-3.54003445262257,0.761546822919239,0.9,0.001,-0.331825922648084,1,7.44281996781185e-13,thai
4,51,-7.52569087514681,16.473233849945,0.00919210219142908,0.05,-4.90969146306252,4.6,0.9,-3.62056117479914,0.932006515794372,0.9,0.001,-0.428580383986946,1,4.8073775236914e-08,thai
5,51,-8.66278574140675,16.8932553378003,0.00949919729625219,0.05,-4.93447476562676,4.6,0.9,-3.05715166229667,0.434641551151288,0.9,0.001,-0.419150146011117,1,0.0306804172311462,thai
6,51,-7.72628481896598,16.8736269089444,0.00985363572334198,0.05,-4.90687287280422,4.6,0.9,-3.69277788745251,0.712987646876695,0.9,0.001,-0.316027108163579,1,1.29579050948403e-22,thai
7,51,-4.78588207376221,17.7312775276132,0.00882045475281192,0.05,-4.89210687340318,4.6,0.9,-2.63716259486757,0.451876955189805,0.9,0.001,-1.0823635413749,1,2.40253179424122e-10,thai
8,51,-7.18670779423306,16.6942271856264,0.00970350616049429,0.05,-4.89277167510132,4.6,0.9,-2.83714249447214,0.202100896354206,0.9,0.001,-0.830912551837339,1,2.29031842816673e-15,thai
9,51,-7.23634091750726,16.720240679537,0.00915110061152588,0.05,-4.90622495862982,4.6,0.9,-3.39072303371136,0.560921679841776,0.9,0.001,-0.587989311399955,1,2.47149631686891e-19,thai
10,51,-6.48620165980654,16.6945009509777,0.00865120516743283,0.05,-4.90890621128212,4.6,0.9,-3.9356830609732,1.06349739850266,0.9,0.001,-0.354780797421828,1,6.53551432350164e-29,thai
1,1,-5.72211468474281,17.2513220320151,0.0092164975568798,0.05,-4.90648526769354,4.6,0.9,-3.22950719199255,-0.0899646985943279,0.9,0.001,-0.057017894403785,1,1.18363213973424e-28,africa
2,1,-7.95984615979469,16.2789570418685,0.00951523100762873,0.05,-4.90908980500506,4.6,0.9,-2.5168060310274,-0.345811052951373,0.9,0.001,-0.308435324091294,1,4.2604678866814e-07,africa
3,1,-7.5261728037563,15.6015753140255,0.00895391277239509,0.05,-4.89993120956406,4.6,0.9,-4.32316961075501,1.47831311559046,0.9,0.001,-0.34146810204311,1,2.57035729125152e-06,africa
4,1,-7.9112869442436,15.0237478584925,0.00839694027840382,0.05,-4.92470925643759,4.6,0.9,-4.43716503004322,1.42383456684912,0.9,0.001,-0.439445171973355,1,1.61909113793195e-12,africa
5,1,-9.04415657902026,15.3243353681511,0.0090763248963334,0.05,-4.89429155880525,4.6,0.9,-3.93628142026378,1.26593475111129,0.9,0.001,-0.762613892384554,1,1.13180220700936e-10,africa
6,1,-8.7575973728798,15.3332409373865,0.00852163424151507,0.05,-4.90388276584696,4.6,0.9,-3.69708564793905,0.80933194136296,0.9,0.001,-0.339871946826208,1,8.29781612902039e-05,africa
7,1,-5.66199247220192,16.7593553492199,0.00920620125028551,0.05,-4.87849225168503,4.6,0.9,-3.08292409100934,0.822740116397497,0.9,0.001,-1.212187202581,1,8.79752094183279e-09,africa
8,1,-9.45463218484055,16.4854831413313,0.00977606840950784,0.05,-4.91140731610983,4.6,0.9,-3.31799198691796,0.692169379214308,0.9,0.001,-0.954646355505527,1,5.51532650771767e-31,africa
9,1,-9.82806541703307,15.7596950380789,0.00928882009654206,0.05,-4.92059813429613,4.6,0.9,-2.96528795391371,0.189549050002912,0.9,0.001,-0.482053774890915,1,3.68731978514686e-10,africa
10,1,-9.72403766444782,15.4481091670605,0.00967006888553688,0.05,-4.89553567977376,4.6,0.9,-3.76163291434001,1.04462905886624,0.9,0.001,-0.857765921261683,1,6.24528461486466e-21,africa
1,2,-4.02719417967775,18.1192756325861,0.00884181707875911,0.05,-4.90439586639549,4.6,0.9,-3.42154239369394,0.631187985913142,0.9,0.001,-0.968280854259354,1,0.53071836644133,africa
2,2,-6.38472240879282,16.0989467147965,0.00933567946545727,0.05,-4.90383591746245,4.6,0.9,-3.97645954528349,-0.124820440813849,0.9,0.001,-0.700061033747697,1,2.88404785667688e+19,africa
3,2,-5.14417818964055,16.4828989346345,0.00885517505442861,0.05,-4.91414113740713,4.6,0.9,-3.62505049058887,0.516267327419694,0.9,0.001,-0.171843260065143,1,1.665959294646e-06,africa
4,2,-4.57485437315474,15.9434296517813,0.00855000822207152,0.05,-4.89657197308366,4.6,0.9,-3.31412314240839,0.130815966498241,0.9,0.001,-0.115040572751902,1,1.27369047074491e-12,africa
5,2,-6.84236590820637,16.1262111946402,0.00896220806026325,0.05,-4.92074171436659,4.6,0.9,-3.33255829408654,-0.000726231463921354,0.9,0.001,-0.23969476834835,1,8.23350580242758e-20,africa
6,2,-3.98306605487396,15.9449868125472,0.00873014248547184,0.05,-4.89878159684784,4.6,0.9,-3.3383010416577,0.304296595825467,0.9,0.001,-0.147718699548657,1,4.70217081514877e-06,africa
7,2,-4.56082911521007,17.2300365364542,0.00888056406481467,0.05,-4.90660783582236,4.6,0.9,-3.61313726641471,0.612135214332533,0.9,0.001,-0.148873345489183,1,7.87658548615427e-42,africa
8,2,-3.21838695689202,17.2883198676653,0.00879262191733888,0.05,-4.91468555048136,4.6,0.9,-3.43563221473799,0.256933477067217,0.9,0.001,-0.0948989556212132,1,1.05030410504884e-10,africa
9,2,-6.22302764316309,16.8988139366642,0.00944975930028102,0.05,-4.9144194774991,4.6,0.9,-3.20462220612357,-0.0431031854450749,0.9,0.001,-0.0992273523453596,1,5.23986367056217e-18,africa
10,2,-4.56439798411974,17.1731870106139,0.0084818503769993,0.05,-4.9094495423055,4.6,0.9,-2.79356710893185,0.100371128279368,0.9,0.001,-0.518146921860459,1,2.11376569599623e-07,africa
1,3,-6.45022193908675,16.5643187169299,0.00934802423689332,0.05,-4.90060661796136,4.6,0.9,-4.55690403194467,-0.122638973756295,0.9,0.001,-1.67910312508584,1,6.42719162922012e+25,africa
2,3,-5.79130591685593,14.9845834340998,0.00829618785467265,0.05,-4.90727796530425,4.6,0.9,-4.74502914581957,0.458716047904679,0.9,0.001,-1.73639100726181,1,21294416485.8641,africa
3,3,-5.25033335417494,16.1665079990947,0.00873959209975199,0.05,-4.90977240038689,4.6,0.9,-4.10853922426936,-0.0502046618961456,0.9,0.001,-1.84187621167153,1,93906983496870,africa
4,3,-7.7484669198341,14.9337168315853,0.0089722198045685,0.05,-4.88796941446621,4.6,0.9,-4.63114726152424,0.275141674570899,0.9,0.001,-1.62734259276121,1,2.28809056458167e+18,africa
5,3,-7.18787868356697,16.9831817438826,0.00957889239887378,0.05,-4.87659070697784,4.6,0.9,-3.86691240559451,-0.304008789836158,0.9,0.001,-1.8830211655364,1,15.1601281586461,africa
6,3,-9.11923548042422,14.3696713181163,0.00851561971816345,0.05,-4.90708861307771,4.6,0.9,-4.13130129999,-0.475118597185816,0.9,0.001,-1.55385435327032,1,22532302951223.2,africa
7,3,-6.91698526621553,15.7416128456993,0.00888911988148061,0.05,-4.89808651235133,4.6,0.9,-4.01105523240317,0.331528448757749,0.9,0.001,-2.10007628172453,1,1164867632.90939,africa
8,3,-8.16266989737541,15.1815926055145,0.00884855696655443,0.05,-4.89416534528965,4.6,0.9,-4.10412094053365,0.376304618807219,0.9,0.001,-1.94633429446947,1,7.78221770002763,africa
9,3,-8.29536617944509,16.2464445360572,0.00921088041987124,0.05,-4.90977669501422,4.6,0.9,-3.94143894232411,-0.670391062639269,0.9,0.001,-1.60270122833593,1,19.1182734875141,africa
10,3,-9.17483838275123,16.716611771628,0.00979786283014308,0.05,-4.91155812508761,4.6,0.9,-4.01985632845876,0.0142904816223791,0.9,0.001,-1.86783036103294,1,256353.971680452,africa
1,4,-7.32278200976444,16.2827117254075,0.00959934867238447,0.05,-4.90144347033033,4.6,0.9,-4.53304305260703,0.529862241257932,0.9,0.001,0.315611526320023,1,0.0663957798355892,africa
2,4,-10.5175899419943,15.6885656986167,0.0095526074086077,0.05,-4.90329546662228,4.6,0.9,-4.39215184576639,-0.121800270423386,0.9,0.001,0.431007571628079,1,4.11133184047596e-21,africa
3,4,-6.66463174659874,15.5953752866773,0.00916679510801113,0.05,-4.90337012453749,4.6,0.9,-4.78235220500818,0.381754246519573,0.9,0.001,0.579784874284236,1,1.04249426154595e-07,africa
4,4,-8.98054040398892,15.7571669155305,0.00950606807481677,0.05,-4.90347936062572,4.6,0.9,-4.17543755586479,-0.609772836482811,0.9,0.001,0.573265266778615,1,3.7867157939936e-21,africa
5,4,-8.64995989519993,16.5908022381596,0.00988325559279195,0.05,-4.91023602591191,4.6,0.9,-3.57499765625053,-1.37034174277853,0.9,0.001,0.525786000572108,1,7.50077842310652e-17,africa
6,4,-3.50704671004828,18.0094267073,0.00872428606477395,0.05,-4.89555743501195,4.6,0.9,-3.46788253871452,-0.318505284616062,0.9,0.001,0.398604928029302,1,4.08460514437225e-24,africa
7,4,-4.6794750296645,15.5990139195199,0.00807370739250522,0.05,-4.89136955772454,4.6,0.9,-4.09735556391735,-0.158881879998926,0.9,0.001,0.573940439086128,1,1.98826427825092e-19,africa
8,4,-9.34245098917125,16.6586988961145,0.00992065340880948,0.05,-4.91629861374035,4.6,0.9,-3.9776036855194,0.0206172755062433,0.9,0.001,0.389281543358924,1,7.32885732276299e-15,africa
9,4,-11.6763616079712,15.5455576588272,0.00935789564958399,0.05,-4.93815668266167,4.6,0.9,-4.71793875004216,0.373199128386468,0.9,0.001,0.546030043001965,1,1.90099340052215e-31,africa
10,4,-7.39311110985965,15.8768081178788,0.00895412093667858,0.05,-4.90271300215209,4.6,0.9,-4.66132527115724,0.319378274746667,0.9,0.001,0.518601646625823,1,0.0194372919671988,africa
1,5,-12.2889951398808,16.9832179491009,0.00916992850259018,0.05,-4.92233027061588,4.6,0.9,-4.09456765067272,1.31482464576792,0.9,0.001,-0.46171772130485,1,4.43811621848324e-21,africa
2,5,-9.21295572352713,15.9834895551257,0.00903344807104483,0.05,-4.88603887498391,4.6,0.9,-4.12409346893515,1.38515962336258,0.9,0.001,-0.528990245101705,1,1.91766090985679e-08,africa
3,5,-10.4140015456691,16.215733941562,0.00911833409212181,0.05,-4.90254932479426,4.6,0.9,-4.72492611176592,2.01030252985482,0.9,0.001,-0.461057874690532,1,3.51368268912997e-16,africa
4,5,-8.67835469597517,16.2067655131824,0.00856529590236208,0.05,-4.92956462542901,4.6,0.9,-4.00900760382401,1.09013044248611,0.9,0.001,-0.356514898983336,1,5.17184985086248e-11,africa
5,5,-8.84900945596188,15.5433708910902,0.00874126428707294,0.05,-4.89555052581211,4.6,0.9,-4.41967583228705,1.59092700266492,0.9,0.001,-0.329141513337115,1,1.13956265963196e-15,africa
6,5,-12.9022078221713,15.3124496234416,0.00954828245783792,0.05,-4.91431726923399,4.6,0.9,-4.14286492427169,0.983440647681866,0.9,0.001,-0.143431727311098,1,6.26102592379425e-14,africa
7,5,-7.09794074360634,16.2834028366242,0.00868379732233008,0.05,-4.90224175574264,4.6,0.9,-3.77798590854709,0.97295339271027,0.9,0.001,-0.40866200067138,1,6.4367877789264e-17,africa
8,5,-11.0877291924412,16.0555153685467,0.00929649925967225,0.05,-4.89875279315476,4.6,0.9,-3.99964454040309,0.834175722040786,0.9,0.001,-0.675468462361059,0.403999461776426,0.233638704757652,africa
9,5,-8.16412225033256,16.2910435980253,0.00920788491935104,0.05,-4.90039522538253,4.6,0.9,-3.71421466885232,1.16955553627607,0.9,0.001,-0.498135054859254,1,1.85339165998867e-14,africa
10,5,-7.87188755327491,16.8190668392665,0.00942297173688182,0.05,-4.90273739493002,4.6,0.9,-3.88867332737666,0.543854565650538,0.9,0.001,-0.433060123448995,1,0.593010251430447,africa
1,6,-11.6069795215599,15.9622601880484,0.00897579745859503,0.05,-4.90917333863048,4.6,0.9,-3.38305586030842,0.0774485384869886,0.9,0.001,-0.531988425802721,1,33113.6123040355,africa
2,6,-12.0986425511513,15.2312881498482,0.0089122968617303,0.05,-4.91239556729354,4.6,0.9,-4.29703788532953,0.437982870376783,0.9,0.001,-0.729569866302614,1,6212.63022083932,africa
3,6,-11.2876059508999,16.344205363094,0.00907220756650977,0.05,-4.92472927198642,4.6,0.9,-4.11285442073326,0.202388157534897,0.9,0.001,-0.43237753985286,1,118.951877344754,africa
4,6,-11.9388055478912,17.1373121140002,0.0093015976404571,0.05,-4.89823366360448,4.6,0.9,-3.78294818736239,1.06540241318085,0.9,0.001,-0.494765291934769,1,0.257502067841356,africa
5,6,-8.19264186546117,16.0144631140591,0.00869179225452728,0.05,-4.9210939429214,4.6,0.9,-4.03473103350633,0.105697553139875,0.9,0.001,-0.523510497003182,1,5.45332805096509,africa
6,6,-6.61061765056797,17.5122637817662,0.00889771206540064,0.05,-4.91766390611185,4.6,0.9,-3.82738906874255,1.15710059876526,0.9,0.001,-0.686614473819385,1,64175504389.9055,africa
7,6,-10.234269081139,16.4540243807982,0.0094581491179052,0.05,-4.87742259019802,4.6,0.9,-4.75409051840372,-1.41310422413182,0.9,0.001,-0.690571553141948,1,9.10778804897341e+26,africa
8,6,-10.0508194315163,15.8726755177091,0.00925326867306777,0.05,-4.89451339425138,4.6,0.9,-3.92172083878252,-1.01558758744749,0.9,0.001,-0.466411548906432,1,8126.62764156593,africa
9,6,-8.57370407608274,18.3123698616677,0.00877991618572445,0.05,-4.9109717173077,4.6,0.9,-3.77146574798011,0.987400562632982,0.9,0.001,-0.810354283378998,1,6.21581208445202e+23,africa
10,6,-8.42792324672532,16.5112235763665,0.00852389531801053,0.05,-4.91821167893952,4.6,0.9,-4.30455106389885,-0.884997789414641,0.9,0.001,-0.473949809561725,1,142.392738394196,africa
1,7,-5.48414123838965,15.728381076991,0.00992748439518553,0.05,-4.90523830173722,4.6,0.9,-3.17494060967246,-0.457648569718113,0.9,0.001,1.410782533562,1,0.000319902738975637,africa
2,7,-5.81290088809877,16.0668661601364,0.00917813025620689,0.05,-4.92098671992375,4.6,0.9,-4.36664726951345,0.0420555562278397,0.9,0.001,1.15119254738941,1,1.20457963220785e-13,africa
3,7,-7.48449420604709,14.6608950285705,0.0092212405368483,0.05,-4.90485954004926,4.6,0.9,-2.95136932446476,-0.664020441117221,0.9,0.001,1.10351654887873,1,17052.1755369038,africa
4,7,-5.71358029031319,14.9581854600022,0.00944873887242955,0.05,-4.89656576281221,4.6,0.9,-3.58261068695826,-0.364439067467393,0.9,0.001,1.4360975286787,1,2170787274.55941,africa
5,7,-6.53916206609204,15.7440410671462,0.010112960549737,0.05,-4.90505579943457,4.6,0.9,-3.62319384719001,-0.797339054389865,0.9,0.001,1.40117507378677,1,105892469.068711,africa
6,7,-6.33076500967811,15.4221878156059,0.009201289740521,0.05,-4.91780573136189,4.6,0.9,-4.56765449645842,0.384891341313052,0.9,0.001,1.34927550209522,1,2.80679813781815e-06,africa
7,7,-5.21899266276172,16.273211824807,0.00979215576810193,0.05,-4.90815278752005,4.6,0.9,-3.30006886728908,-0.451800600515996,0.9,0.001,1.32456336262918,1,1.6061368396417e+16,africa
8,7,-4.48685902961938,16.6199348399915,0.00877425665208375,0.05,-4.89068515842645,4.6,0.9,-4.40633669501748,0.315726049737388,0.9,0.001,1.14358106197186,1,1.06544248354684e-09,africa
9,7,-6.38562688480212,15.6707393286778,0.0100699433236344,0.05,-4.89867918496492,4.6,0.9,-2.90044954780543,-0.857256240228941,0.9,0.001,1.34118421465512,1,4534118.5867144,africa
10,7,-10.6996672624053,16.2142295553452,0.00916807038816122,0.05,-4.92837941365298,4.6,0.9,-3.25420379943073,0.45593036757661,0.9,0.001,1.17595663421104,1,2433599.35941022,africa
1,8,-10.4160192504724,14.7523094396023,0.00920931157959162,0.05,-4.88897038243374,4.6,0.9,-3.91588374947305,1.34975545442332,0.9,0.001,-1.17764200862463,1,1.46055254916273e-13,africa
2,8,-9.35504941535818,16.0117867734522,0.009339943236475,0.05,-4.91561423914916,4.6,0.9,-3.64054206340977,0.407964163887348,0.9,0.001,-0.622164294722886,0.999999291748579,4.55216157361471e-06,africa
3,8,-8.60846974145933,15.662943775211,0.00929972819344904,0.05,-4.88845170711611,4.6,0.9,-3.44214507264147,0.23244910151928,0.9,0.001,-0.621981678262888,1,0.0634268742766846,africa
4,8,-8.16568854594214,15.7086509165328,0.00928707484153694,0.05,-4.89563828950672,4.6,0.9,-3.65398305914285,0.835801613271315,0.9,0.001,-0.808805808429115,1,4.24573558382672e-08,africa
5,8,-7.69418861171653,16.322782810967,0.00902075096335731,0.05,-4.90084995978318,4.6,0.9,-3.72710831333023,0.539646861738318,0.9,0.001,-0.508519524579951,1,2.80881619898519e-31,africa
6,8,-9.58539066410974,15.6517991722631,0.00904825569663696,0.05,-4.9109468005712,4.6,0.9,-4.00595590645435,0.632119076329541,0.9,0.001,-0.379873272168081,1,5.3897489690221e-30,africa
7,8,-10.3885815996219,16.1856305659372,0.00991847202568668,0.05,-4.91125468508109,4.6,0.9,-3.97471361287399,0.630175332980917,0.9,0.001,-0.663316847065518,1,3.11333087487102e-36,africa
8,8,-11.578700021835,15.1447179420907,0.00916198751301881,0.05,-4.90673537998558,4.6,0.9,-3.67819268474527,0.171113079480681,0.9,0.001,-0.449266992729675,1,6.26198304956437e-06,africa
9,8,-11.6688176623266,15.3764832371764,0.00919262544689884,0.05,-4.91539643962265,4.6,0.9,-3.44138978695549,0.186191166623408,0.9,0.001,-0.745340283865014,1,4.95832648953439e-16,africa
10,8,-8.55920809951657,16.2397189819091,0.00928602402693818,0.05,-4.91082617513458,4.6,0.9,-3.7462403094546,0.173441988093085,0.9,0.001,-0.407691292836361,1,6.58368206477361e-35,africa
1,9,-5.74061821217432,16.928787025048,0.00866166493303191,0.05,-4.92731116742212,4.6,0.9,-4.52477032206201,0.374566178523893,0.9,0.001,0.721984782379728,1,9.16480984676975e-34,africa
2,9,-7.62992658941577,15.1890351762128,0.0086209829630716,0.05,-4.89073084080387,4.6,0.9,-4.38549091859226,-0.294119751545984,0.9,0.001,0.688231237141002,1,5.14402824282852e-30,africa
3,9,-10.6715412272372,15.844053392998,0.00961000952677395,0.05,-4.91831869884922,4.6,0.9,-4.44316811791413,-0.146473231346002,0.9,0.001,0.645156956514084,1,0.000387004944534904,africa
4,9,-11.0573372606357,15.7028782049924,0.00948755604315566,0.05,-4.91951481361261,4.6,0.9,-4.56078613133418,0.202843635674038,0.9,0.001,0.462543175209978,1,2.93486660269067e-19,africa
5,9,-9.96659094892446,15.5363416598859,0.01013421722331,0.05,-4.89550479094717,4.6,0.9,-4.23241174440057,-0.29964784353404,0.9,0.001,0.725576712738017,1,1.53879573165299e-10,africa
6,9,-8.42976749632595,16.8373230484926,0.0093512474799588,0.05,-4.91683582026474,4.6,0.9,-4.27834870256761,0.312027902849973,0.9,0.001,0.551224130091056,1,2.69237922357085e-21,africa
7,9,-8.93347788348513,15.0591383648287,0.00892837082254361,0.05,-4.90711650691174,4.6,0.9,-3.82303521679955,-0.480738750658218,0.9,0.001,0.686320536340777,1,4.25851723886962e-08,africa
8,9,-8.50930269640824,15.4469776677179,0.00901634510983577,0.05,-4.90721421996406,4.6,0.9,-4.88411109574338,-0.293816023279718,0.9,0.001,0.666369821760586,1,6.85879481368591e-06,africa
9,9,-9.05209913789202,14.8481494878466,0.00918239042183245,0.05,-4.9101102533519,4.6,0.9,-4.76570922915443,0.211679767685688,0.9,0.001,0.643395896710618,1,4.76651745822708e-35,africa
10,9,-8.21861005886661,17.0670584083403,0.00953616814791936,0.05,-4.92475891144413,4.6,0.9,-3.81647344769504,-0.99020026012005,0.9,0.001,0.63694869048674,1,3.53115341024746e-21,africa
1,10,-12.8548522267154,16.0374281941671,0.010033764592498,0.05,-4.91005566042399,4.6,0.9,-3.37342143195215,-0.469942520648773,0.9,0.001,-0.11879431052442,1,1.70467921048888e-05,africa
2,10,-11.017048725126,16.6755451407105,0.00972875071789129,0.05,-4.90775622277353,4.6,0.9,-3.71550867566336,-0.0462330134488189,0.9,0.001,0.0990678325754868,0.999999999853193,4.06720712231225e-17,africa
3,10,-10.250299235118,17.1139602254139,0.0102441706886074,0.05,-4.90975285172556,4.6,0.9,-3.88258088830059,-0.412725220650191,0.9,0.001,0.167139552647075,1,8.55759736668651e-25,africa
4,10,-10.8684668166472,15.9969031507515,0.00958111519964698,0.05,-4.90055985087834,4.6,0.9,-3.44586702640855,-0.492759241301585,0.9,0.001,0.0623792580864381,1,2.87419383969242e-15,africa
5,10,-11.9040422189246,16.3955439611553,0.0103333394425041,0.05,-4.89523856725032,4.6,0.9,-3.88721885611285,-0.364024686215649,0.9,0.001,0.258984589330675,1,1.31760748914425e-19,africa
6,10,-11.4256697102683,16.8810913571732,0.0100725753361196,0.05,-4.9011252915654,4.6,0.9,-3.11125520252454,-0.302934463429583,0.9,0.001,-0.463692013446052,1,0.024898476351756,africa
7,10,-7.89404885858611,15.6239148632517,0.0090274208512162,0.05,-4.87374923188099,4.6,0.9,-4.2068575753235,0.54330144952367,0.9,0.001,-0.0653979512513828,1,4.81001652948982e-12,africa
8,10,-7.82079071655608,16.6289245759188,0.00877198419004981,0.05,-4.91862400719878,4.6,0.9,-3.99653596671233,0.594656661232986,0.9,0.001,0.0400859560523467,1,4.68013904401992e-17,africa
9,10,-9.68481302448052,15.8035612156517,0.00905426223971424,0.05,-4.91118995835746,4.6,0.9,-4.36428604203681,0.496953839800451,0.9,0.001,0.00294152365488071,1,4.39300555490321e-08,africa
10,10,-10.8585605412364,16.0549340385796,0.00956166632716681,0.05,-4.90118880281301,4.6,0.9,-3.88221495903441,-0.256315541793732,0.9,0.001,0.129758014718637,1,0.000596095051497249,africa
1,11,-7.2535273364296,17.0073628700197,0.00990839261571861,0.05,-4.92340986200494,4.6,0.9,-4.21122289128483,0.277121462476521,0.9,0.001,0.187096054996399,1,1.63484966622864e-11,africa
2,11,-4.73538542669679,17.1682836799473,0.00929574142442035,0.05,-4.91724892119634,4.6,0.9,-3.98864313468218,0.134360478219272,0.9,0.001,0.101501565962771,1,3.08450851412621e-08,africa
3,11,-5.50614092024667,16.8066628231087,0.00904376229727331,0.05,-4.91502667710628,4.6,0.9,-3.61147761022365,0.327028829441136,0.9,0.001,-0.218190685232449,1,5.5530223800424e-23,africa
4,11,-6.64441005864281,16.3928838119763,0.00954374860592229,0.05,-4.90319915410922,4.6,0.9,-3.79183527832975,0.454793277310298,0.9,0.001,-0.206033455023486,1,6.04701064041332e-10,africa
5,11,-4.30831727086021,16.7288408958772,0.00897068063628767,0.05,-4.90780758890029,4.6,0.9,-3.95916536570946,0.437931576404758,0.9,0.001,-0.0107468854987282,1,2.78944243471479e-35,africa
6,11,-3.78705208802052,16.2903366201465,0.00844291503202338,0.05,-4.90364202964219,4.6,0.9,-4.018807678052,0.859658580858283,0.9,0.001,-0.129198039917445,1,1.50244765284224e-07,africa
7,11,-3.26713075893681,18.0631106626473,0.00890493068031673,0.05,-4.90423652392294,4.6,0.9,-3.9943046663763,0.961610475921398,0.9,0.001,-0.275942249150614,1,0.000234152124176753,africa
