dI_vs_dS_abscissa,dI_vs_dS_spline,dI_vs_dS_regression,dI_vs_initT_abscissa,dI_vs_initT_spline,dI_vs_initT_regression,dI_vs_lBt0_abscissa,dI_vs_lBt0_spline,dI_vs_lBt0_regression,dI_vs_n_abscissa,dI_vs_n_spline,dI_vs_n_regression,dS_vs_dI_abscissa,dS_vs_dI_spline,dS_vs_dI_regression,dS_vs_initT_abscissa,dS_vs_initT_spline,dS_vs_initT_regression,dS_vs_lBt0_abscissa,dS_vs_lBt0_spline,dS_vs_lBt0_regression,dS_vs_n_abscissa,dS_vs_n_spline,dS_vs_n_regression,initT_vs_dI_abscissa,initT_vs_dI_spline,initT_vs_dI_regression,initT_vs_dS_abscissa,initT_vs_dS_spline,initT_vs_dS_regression,initT_vs_lBt0_abscissa,initT_vs_lBt0_spline,initT_vs_lBt0_regression,initT_vs_n_abscissa,initT_vs_n_spline,initT_vs_n_regression,lBt0_vs_dI_abscissa,lBt0_vs_dI_spline,lBt0_vs_dI_regression,lBt0_vs_dS_abscissa,lBt0_vs_dS_spline,lBt0_vs_dS_regression,lBt0_vs_initT_abscissa,lBt0_vs_initT_spline,lBt0_vs_initT_regression,lBt0_vs_n_abscissa,lBt0_vs_n_spline,lBt0_vs_n_regression,n_vs_dI_abscissa,n_vs_dI_spline,n_vs_dI_regression,n_vs_dS_abscissa,n_vs_dS_spline,n_vs_dS_regression,n_vs_initT_abscissa,n_vs_initT_spline,n_vs_initT_regression,n_vs_lBt0_abscissa,n_vs_lBt0_spline,n_vs_lBt0_regression
-2.12718,0.7223,0.223554,-8.81117,-0.372621,-0.0375388,-1.08303,-0.627721,-0.539807,-1.55857,0.347705,0.474539,-1.56526,-0.604023,0.265233,-8.81117,-0.888057,-0.370839,-1.08303,-1.91916,-1.90526,-1.55857,1.55289,0.201012,-1.56526,0.363613,-0.025467,-2.12718,-0.055542,-0.363509,-1.08303,-0.00914265,-0.538931,-1.55857,1.23239,0.604128,-1.56526,-0.541567,-0.341002,-2.12718,-0.483483,-0.690982,-8.81117,-0.560348,-0.173503,-1.55857,0.628083,0.0710965,-1.56526,0.456722,0.356019,-2.12718,-0.0833349,0.105483,-8.81117,-0.2767,0.139952,-1.08303,0.0751975,0.0966913
-2.08115,0.381895,0.219279,-8.65828,-0.353228,-0.0363869,-1.06173,-0.593848,-0.528482,-1.52113,0.35115,0.463676,-1.52506,-0.60375,0.257493,-8.65828,-0.789904,-0.36522,-1.06173,-1.92043,-1.86822,-1.52113,1.5076,0.195077,-1.52506,-0.117767,-0.021364,-2.08115,0.298527,-0.352453,-1.06173,0.204125,-0.525487,-1.52113,1.54265,0.592724,-1.52506,-0.566339,-0.3327,-2.08115,-0.58412,-0.675984,-8.65828,-0.538742,-0.170736,-1.52113,0.608969,0.069077,-1.52506,0.403927,0.346387,-2.08115,0.0379474,0.102576,-8.65828,-0.31323,0.137113,-1.06173,0.0812063,0.0942486
-2.03512,0.0999302,0.215004,-8.50538,-0.333835,-0.035235,-1.04043,-0.57093,-0.517157,-1.48369,0.363327,0.452813,-1.48486,-0.603478,0.249752,-8.50538,-0.691752,-0.3596,-1.04043,-1.90737,-1.83117,-1.48369,1.44652,0.189142,-1.48486,-0.599146,-0.017261,-2.03512,0.587967,-0.341397,-1.04043,0.326025,-0.512043,-1.48369,1.74257,0.581321,-1.48486,-0.59111,-0.324398,-2.03512,-0.665597,-0.660986,-8.50538,-0.517136,-0.167969,-1.48369,0.588004,0.0670575,-1.48486,0.351131,0.336756,-2.03512,0.128822,0.09967,-8.50538,-0.34976,0.134275,-1.04043,0.0875891,0.091806
-1.98908,0.0070289,0.210728,-8.35249,-0.30051,-0.0340831,-1.01913,-0.568212,-0.505832,-1.44626,0.38084,0.44195,-1.44467,-0.589643,0.242012,-8.35249,-0.648318,-0.35398,-1.01913,-1.86704,-1.79413,-1.44626,1.37384,0.183208,-1.44467,-0.990482,-0.013158,-1.98908,0.66885,-0.33034,-1.01913,0.279619,-0.498598,-1.44626,1.87227,0.569918,-1.44467,-0.605418,-0.316096,-1.98908,-0.684978,-0.645988,-8.35249,-0.490288,-0.165203,-1.44626,0.565102,0.0650381,-1.44467,0.309088,0.327124,-1.98908,0.122252,0.0967635,-8.35249,-0.33879,0.131436,-1.01913,0.0927828,0.0893633
-1.94305,0.0213479,0.206453,-8.19959,-0.264941,-0.0329312,-0.997826,-0.565493,-0.494507,-1.40882,0.404408,0.431088,-1.40447,-0.52697,0.234271,-8.19959,-0.613699,-0.34836,-0.997826,-1.82672,-1.75709,-1.40882,1.28321,0.177273,-1.40447,-1.05757,-0.009055,-1.94305,0.633334,-0.319284,-0.997826,0.233213,-0.485154,-1.40882,1.9155,0.558515,-1.40447,-0.582043,-0.307794,-1.94305,-0.668736,-0.63099,-8.19959,-0.462597,-0.162436,-1.40882,0.538012,0.0630186,-1.40447,0.305762,0.317493,-1.94305,0.0637351,0.0938571,-8.19959,-0.320166,0.128598,-0.997826,0.0979766,0.0869206
-1.89702,0.1109,0.202178,-8.0467,-0.229371,-0.0317792,-0.976526,-0.562775,-0.483181,-1.37139,0.431302,0.420225,-1.36427,-0.442001,0.226531,-8.0467,-0.579081,-0.34274,-0.976526,-1.7864,-1.72005,-1.37139,1.18039,0.171338,-1.36427,-0.971503,-0.00495201,-1.89702,0.518319,-0.308227,-0.976526,0.186807,-0.47171,-1.37139,1.90789,0.547112,-1.36427,-0.540569,-0.299493,-1.89702,-0.627025,-0.615992,-8.0467,-0.434905,-0.159669,-1.37139,0.507659,0.0609991,-1.36427,0.318994,0.307861,-1.89702,-0.0273962,0.0909506,-8.0467,-0.301542,0.125759,-0.976526,0.10317,0.084478
-1.85099,0.238824,0.197902,-7.8938,-0.193801,-0.0306273,-0.955226,-0.565948,-0.471856,-1.33395,0.462392,0.409362,-1.32407,-0.344201,0.21879,-7.8938,-0.544463,-0.33712,-0.955226,-1.73732,-1.683,-1.33395,1.05576,0.165403,-1.32407,-0.791471,-0.00084902,-1.85099,0.366115,-0.297171,-0.955226,0.0915131,-0.458266,-1.33395,1.82698,0.535709,-1.32407,-0.48766,-0.291191,-1.85099,-0.571595,-0.600994,-7.8938,-0.407213,-0.156902,-1.33395,0.470517,0.0589797,-1.32407,0.340481,0.29823,-1.85099,-0.129231,0.0880441,-7.8938,-0.282919,0.12292,-0.955226,0.106177,0.0820353
-1.80496,0.369411,0.193627,-7.7409,-0.158232,-0.0294754,-0.933925,-0.5758,-0.460531,-1.29652,0.495335,0.398499,-1.28387,-0.243117,0.21105,-7.7409,-0.509844,-0.3315,-0.933925,-1.67821,-1.64596,-1.29652,0.914903,0.159468,-1.28387,-0.583054,0.00325397,-1.80496,0.217338,-0.286115,-0.933925,-0.0591767,-0.444822,-1.29652,1.7043,0.524306,-1.28387,-0.431065,-0.282889,-1.80496,-0.513908,-0.585996,-7.7409,-0.379521,-0.154135,-1.29652,0.427643,0.0569602,-1.28387,0.363135,0.288598,-1.80496,-0.221204,0.0851376,-7.7409,-0.264295,0.120082,-0.933925,0.106472,0.0795926
-1.75893,0.4682,0.189352,-7.58801,-0.122662,-0.0283235,-0.912625,-0.586575,-0.449206,-1.25908,0.529551,0.387636,-1.24368,-0.14224,0.203309,-7.58801,-0.475226,-0.32588,-0.912625,-1.61601,-1.60892,-1.25908,0.749271,0.153533,-1.24368,-0.361881,0.00735696,-1.75893,0.111829,-0.275058,-0.912625,-0.217118,-0.431377,-1.25908,1.5335,0.512902,-1.24368,-0.372157,-0.274587,-1.75893,-0.464884,-0.570998,-7.58801,-0.35183,-0.151368,-1.25908,0.37518,0.0549407,-1.24368,0.382541,0.278967,-1.75893,-0.282326,0.0822312,-7.58801,-0.245672,0.117243,-0.912625,0.102489,0.0771499
-1.71289,0.502676,0.185076,-7.43511,-0.0870924,-0.0271716,-0.891325,-0.596035,-0.437881,-1.22165,0.56364,0.376774,-1.20348,-0.0500865,0.195569,-7.43511,-0.440608,-0.32026,-0.891325,-1.55425,-1.57188,-1.22165,0.567575,0.147599,-1.20348,-0.182921,0.01146,-1.71289,0.0860406,-0.264002,-0.891325,-0.363768,-0.417933,-1.22165,1.34106,0.501499,-1.20348,-0.317232,-0.266285,-1.71289,-0.434991,-0.556,-7.43511,-0.324138,-0.148602,-1.22165,0.315987,0.0529213,-1.20348,0.391603,0.269335,-1.71289,-0.293953,0.0793247,-7.43511,-0.227048,0.114405,-0.891325,0.0955345,0.0747073
-1.66686,0.471225,0.180801,-7.28222,-0.0515228,-0.0260197,-0.870025,-0.602101,-0.426555,-1.18421,0.596582,0.365911,-1.16328,0.0268965,0.187829,-7.28222,-0.405989,-0.314641,-0.870025,-1.49487,-1.53483,-1.18421,0.361609,0.141664,-1.16328,-0.0866918,0.0155629,-1.66686,0.132864,-0.252946,-0.870025,-0.481618,-0.404489,-1.18421,1.12557,0.490096,-1.16328,-0.270864,-0.257984,-1.66686,-0.425725,-0.541002,-7.28222,-0.296446,-0.145835,-1.18421,0.246112,0.0509018,-1.16328,0.384712,0.259703,-1.66686,-0.26134,0.0764182,-7.28222,-0.208424,0.111566,-0.870025,0.0837892,0.0722646
-1.62083,0.395389,0.176525,-7.12932,-0.0159531,-0.0248677,-0.848724,-0.602529,-0.41523,-1.14678,0.625089,0.355048,-1.12308,0.0849427,0.180088,-7.12932,-0.371371,-0.309021,-0.848724,-1.4406,-1.49779,-1.14678,0.139017,0.135729,-1.12308,-0.0959957,0.0196659,-1.62083,0.217215,-0.241889,-0.848724,-0.551885,-0.391045,-1.14678,0.90285,0.478693,-1.12308,-0.236002,-0.249682,-1.62083,-0.431442,-0.526004,-7.12932,-0.268754,-0.143068,-1.14678,0.167238,0.0488823,-1.12308,0.359195,0.250072,-1.62083,-0.205354,0.0735117,-7.12932,-0.189801,0.108728,-0.848724,0.0666501,0.0698219
-1.5748,0.287545,0.17225,-6.97643,0.0196165,-0.0237158,-0.827424,-0.595863,-0.403905,-1.10934,0.639943,0.344185,-1.08289,0.123235,0.172348,-6.97643,-0.336753,-0.303401,-0.827424,-1.39329,-1.46075,-1.10934,-0.0651164,0.129794,-1.08289,-0.201392,0.0237689,-1.5748,0.308704,-0.230833,-0.827424,-0.562421,-0.377601,-1.10934,0.697522,0.46729,-1.08289,-0.213511,-0.24138,-1.5748,-0.449886,-0.511006,-6.97643,-0.241063,-0.140301,-1.10934,0.0901387,0.0468629,-1.08289,0.31641,0.24044,-1.5748,-0.143722,0.0706052,-6.97643,-0.171177,0.105889,-0.827424,0.0439756,0.0673792
-1.52877,0.168269,0.167975,-6.82353,0.0551862,-0.0225639,-0.806124,-0.579686,-0.39258,-1.07191,0.627844,0.333322,-1.04269,0.147261,0.164607,-6.82353,-0.302134,-0.297781,-0.806124,-1.35572,-1.42371,-1.07191,-0.206055,0.123859,-1.04269,-0.337843,0.0278719,-1.52877,0.37083,-0.219776,-0.806124,-0.492964,-0.364156,-1.07191,0.539478,0.455887,-1.04269,-0.200603,-0.233078,-1.52877,-0.475952,-0.496008,-6.82353,-0.213371,-0.137534,-1.07191,0.0278898,0.0448434,-1.04269,0.266414,0.230809,-1.52877,-0.0980332,0.0676988,-6.82353,-0.152554,0.10305,-0.806124,0.0147931,0.0649366
-1.48274,0.0547449,0.163699,-6.67064,0.0907558,-0.021412,-0.784824,-0.551646,-0.381255,-1.03447,0.57648,0.32246,-1.00249,0.167689,0.156867,-6.67064,-0.267516,-0.292161,-0.784824,-1.33064,-1.38666,-1.03447,-0.239278,0.117925,-1.00249,-0.470589,0.0319749,-1.48274,0.375039,-0.20872,-0.784824,-0.323807,-0.350712,-1.03447,0.457896,0.444483,-1.00249,-0.190301,-0.224777,-1.48274,-0.505133,-0.48101,-6.67064,-0.185679,-0.134767,-1.03447,-0.00608516,0.0428239,-1.00249,0.216171,0.221177,-1.48274,-0.0849576,0.0647923,-6.67064,-0.13393,0.100212,-0.784824,-0.021715,0.0624939
-1.4367,-0.0372327,0.159424,-6.51774,0.126325,-0.0202601,-0.763523,-0.511629,-0.36993,-0.997036,0.479788,0.311597,-0.962292,0.185618,0.149126,-6.51774,-0.232898,-0.286541,-0.763523,-1.31822,-1.34962,-0.997036,-0.137035,0.11199,-0.962292,-0.506377,0.0360779,-1.4367,0.307323,-0.197664,-0.763523,-0.060903,-0.337268,-0.997036,0.47464,0.43308,-0.962292,-0.18336,-0.216475,-1.4367,-0.530355,-0.466013,-6.51774,-0.157987,-0.132001,-0.997036,-0.00271807,0.0408045,-0.962292,0.178619,0.211546,-1.4367,-0.104922,0.0618858,-6.51774,-0.115306,0.0973732,-0.763523,-0.065052,0.0600512
-1.39067,-0.0995045,0.155149,-6.36484,0.161895,-0.0191082,-0.742223,-0.463423,-0.358604,-0.9596,0.37371,0.300734,-0.922094,0.205809,0.141386,-6.36484,-0.198279,-0.280921,-0.742223,-1.31332,-1.31258,-0.9596,0.0123146,0.106055,-0.922094,-0.469869,0.0401809,-1.39067,0.193688,-0.186607,-0.742223,0.216516,-0.323824,-0.9596,0.549298,0.421677,-0.922094,-0.176008,-0.208173,-1.39067,-0.542542,-0.451015,-6.36484,-0.130296,-0.129234,-0.9596,0.0163806,0.038785,-0.922094,0.151391,0.201914,-1.39067,-0.129268,0.0589793,-6.36484,-0.0966829,0.0945346,-0.742223,-0.112342,0.0576086
-1.34464,-0.118903,0.150873,-6.21195,0.197465,-0.0179562,-0.720923,-0.414353,-0.347279,-0.922165,0.30877,0.289871,-0.881896,0.236667,0.133645,-6.21195,-0.163661,-0.275301,-0.720923,-1.30644,-1.27554,-0.922165,0.0885194,0.10012,-0.881896,-0.23988,0.0442839,-1.34464,0.0511441,-0.175551,-0.720923,0.377892,-0.310379,-0.922165,0.637346,0.410274,-0.881896,-0.164304,-0.199871,-1.34464,-0.530489,-0.436017,-6.21195,-0.102604,-0.126467,-0.922165,0.0224821,0.0367655,-0.881896,0.152771,0.192283,-1.34464,-0.130563,0.0560729,-6.21195,-0.0780593,0.091696,-0.720923,-0.158545,0.0551659
-1.29861,-0.0891718,0.146598,-6.05905,0.227548,-0.0168043,-0.699623,-0.37176,-0.335954,-0.88473,0.319343,0.279009,-0.841698,0.280051,0.125905,-6.05905,-0.14101,-0.269681,-0.699623,-1.28816,-1.23849,-0.88473,0.00135936,0.0941855,-0.841698,0.127331,0.0483869,-1.29861,-0.097129,-0.164495,-0.699623,0.298933,-0.296935,-0.88473,0.679655,0.398871,-0.841698,-0.147222,-0.191569,-1.29861,-0.48713,-0.421019,-6.05905,-0.0761852,-0.1237,-0.88473,-0.00725729,0.0347461,-0.841698,0.176649,0.182651,-1.29861,-0.0852567,0.0531664,-6.05905,-0.0544153,0.0888575,-0.699623,-0.198457,0.0527232
-1.25258,-0.0206153,0.142323,-5.90616,0.247027,-0.0156524,-0.678322,-0.33937,-0.324629,-0.847294,0.363521,0.268146,-0.8015,0.333667,0.118165,-5.90616,-0.137031,-0.264062,-0.678322,-1.25468,-1.20145,-0.847294,-0.163191,0.0882507,-0.8015,0.448919,0.0524899,-1.25258,-0.226202,-0.153438,-0.678322,-0.0189732,-0.283491,-0.847294,0.640118,0.387468,-0.8015,-0.126679,-0.183268,-1.25258,-0.42166,-0.406021,-5.90616,-0.0523323,-0.120933,-0.847294,-0.0539192,0.0327266,-0.8015,0.200813,0.17302,-1.25258,-0.00275,0.0502599,-5.90616,-0.0242243,0.0860189,-0.678322,-0.227817,0.0502805
-1.20654,0.0595375,0.138047,-5.75326,0.261127,-0.0145005,-0.657022,-0.321458,-0.313304,-0.809859,0.38876,0.257283,-0.761302,0.391516,0.110424,-5.75326,-0.133272,-0.258442,-0.657022,-1.203,-1.16441,-0.809859,-0.294366,0.0823159,-0.761302,0.540686,0.0565929,-1.20654,-0.313021,-0.142382,-0.657022,-0.44373,-0.270047,-0.809859,0.482483,0.376064,-0.761302,-0.105923,-0.174966,-1.20654,-0.356875,-0.391023,-5.75326,-0.0299995,-0.118166,-0.809859,-0.0925939,0.0307071,-0.761302,0.202356,0.163388,-1.20654,0.0816742,0.0473534,-5.75326,0.00273831,0.0831803,-0.657022,-0.235306,0.0478379
-1.16051,0.124803,0.133772,-5.60037,0.268204,-0.0133486,-0.635722,-0.318176,-0.301978,-0.772424,0.341559,0.24642,-0.721104,0.389136,0.102684,-5.60037,-0.128972,-0.252822,-0.635722,-1.13579,-1.12737,-0.772424,-0.278749,0.0763811,-0.721104,0.42788,0.0606958,-1.16051,-0.32581,-0.131326,-0.635722,-0.771527,-0.256603,-0.772424,0.174374,0.364661,-0.721104,-0.106701,-0.166664,-1.16051,-0.316881,-0.376025,-5.60037,-0.00967056,-0.1154,-0.772424,-0.0977493,0.0286877,-0.721104,0.177384,0.153756,-1.16051,0.131146,0.0444469,-5.60037,0.0249001,0.0803417,-0.635722,-0.214201,0.0453952
-1.11448,0.155165,0.129497,-5.44747,0.270761,-0.0121966,-0.614422,-0.331829,-0.290653,-0.734988,0.250423,0.235557,-0.680906,0.214767,0.0949432,-5.44747,-0.124032,-0.247202,-0.614422,-1.05315,-1.09032,-0.734988,-0.160583,0.0704462,-0.680906,0.323707,0.0647988,-1.11448,-0.257706,-0.120269,-0.614422,-0.809072,-0.243158,-0.734988,-0.134545,0.353258,-0.680906,-0.165528,-0.158362,-1.11448,-0.316383,-0.361027,-5.44747,0.00936189,-0.112633,-0.734988,-0.0788556,0.0266682,-0.680906,0.139538,0.144125,-1.11448,0.123176,0.0415405,-5.44747,0.043765,0.0775031,-0.614422,-0.154319,0.0429525
-1.06845,0.133847,0.125221,-5.29457,0.265215,-0.0110447,-0.593122,-0.357851,-0.279328,-0.697553,0.217013,0.224695,-0.640708,-0.0739786,0.0872028,-5.29457,-0.117396,-0.241582,-0.593122,-0.961605,-1.05328,-0.697553,-0.125307,0.0645114,-0.640708,0.306857,0.0689018,-1.06845,-0.165854,-0.109213,-0.593122,-0.548489,-0.229714,-0.697553,-0.13933,0.341855,-0.640708,-0.257331,-0.15006,-1.06845,-0.353866,-0.346029,-5.29457,0.0260571,-0.109866,-0.697553,-0.0766787,0.0246487,-0.640708,0.107742,0.134493,-1.06845,0.0710734,0.038634,-5.29457,0.0563321,0.0746646,-0.593122,-0.0626112,0.0405098
-1.02242,0.0641819,0.120946,-5.14168,0.251715,-0.00989281,-0.571821,-0.385448,-0.268003,-0.660118,0.262072,0.213832,-0.60051,-0.211505,0.0794624,-5.14168,-0.108571,-0.235962,-0.571821,-0.872983,-1.01624,-0.660118,-0.218299,0.0585766,-0.60051,0.281427,0.0730048,-1.02242,-0.189994,-0.0981564,-0.571821,-0.185593,-0.21627,-0.660118,0.167135,0.330452,-0.60051,-0.284695,-0.141759,-1.02242,-0.396986,-0.331031,-5.14168,0.0404455,-0.107099,-0.660118,-0.100856,0.0226293,-0.60051,0.103237,0.124862,-1.02242,0.0415246,0.0357275,-5.14168,0.0623459,0.071826,-0.571821,0.0372927,0.0380672
-0.976386,-0.0447345,0.116671,-4.98878,0.228084,-0.0087409,-0.550521,-0.403213,-0.256678,-0.622683,0.323932,0.202969,-0.560312,-0.0703457,0.0717219,-4.98878,-0.0963447,-0.230342,-0.550521,-0.800278,-0.979197,-0.622683,-0.341318,0.0526418,-0.560312,0.247768,0.0771078,-0.976386,-0.413076,-0.0871,-0.550521,0.0769978,-0.202826,-0.622683,0.49497,0.319049,-0.560312,-0.210485,-0.133457,-0.976386,-0.420708,-0.316033,-4.98878,0.0518813,-0.104332,-0.622683,-0.129049,0.0206098,-0.560312,0.132199,0.11523,-0.976386,0.0775897,0.032821,-4.98878,0.0595778,0.0689874,-0.550521,0.120843,0.0356245
-0.930355,-0.139525,0.112395,-4.83589,0.2001,-0.00758898,-0.529221,-0.402118,-0.245352,-0.585247,0.335664,0.192106,-0.520114,0.299653,0.0639815,-4.83589,-0.0825201,-0.224722,-0.529221,-0.753002,-0.942154,-0.585247,-0.387172,0.046707,-0.520114,0.207543,0.0812108,-0.930355,-0.678889,-0.0760437,-0.529221,0.0707658,-0.189381,-0.585247,0.532999,0.307645,-0.520114,-0.0615763,-0.125155,-0.930355,-0.417834,-0.301035,-4.83589,0.0620455,-0.101565,-0.585247,-0.136856,0.0185903,-0.520114,0.176973,0.105599,-0.930355,0.13476,0.0299146,-4.83589,0.0529403,0.0661488,-0.529221,0.1676,0.0331818
