popPred_spline_abscissa,popPred_spline,popPred_ciAbscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ciAbscissa,indivPred_piLower,indivPred_piUpper,split
4.78629,4.04255,4.78629,3.95264,5.61993,2.674,2.62918,2.674,1.93537,3.41263,All
4.82532,4.07257,4.82532,3.98992,5.66072,2.77659,2.73428,2.77659,2.03334,3.51983,All
4.84306,4.0922,4.84306,4.00686,5.67926,2.77692,2.73464,2.77692,2.03366,3.52018,All
4.87923,4.1322,4.87923,4.04141,5.71706,2.8838,2.85189,2.8838,2.13574,3.63187,All
4.89983,4.15632,4.89983,4.06108,5.73859,2.89776,2.86758,2.89776,2.14906,3.64645,All
4.93374,4.21013,4.93374,4.09347,5.77402,2.9948,2.97755,2.9948,2.24174,3.74786,All
4.95661,4.25178,4.95661,4.1153,5.79791,3.01893,3.00468,3.01893,2.26478,3.77307,All
4.98887,4.31055,4.98887,4.14611,5.83163,3.11007,3.10331,3.11007,2.35182,3.86832,All
5.01338,4.37274,5.01338,4.16952,5.85724,3.1401,3.13375,3.1401,2.3805,3.89969,All
5.04461,4.45495,5.04461,4.19934,5.88987,3.22978,3.21956,3.22978,2.46615,3.99341,All
5.07015,4.52219,5.07015,4.22374,5.91656,3.26127,3.24948,3.26127,2.49622,4.02631,All
5.10097,4.62032,5.10097,4.25317,5.94877,3.35409,3.34284,3.35409,2.58487,4.12331,All
5.12692,4.69662,5.12692,4.27796,5.97589,3.38243,3.3723,3.38243,2.61194,4.15293,All
5.15796,4.78289,5.15796,4.3076,6.00832,3.48319,3.47298,3.48319,2.70816,4.25822,All
5.1837,4.85443,5.1837,4.33218,6.03522,3.5036,3.49328,3.5036,2.72766,4.27955,All
5.21559,4.90042,5.21559,4.36263,6.06854,3.61725,3.62026,3.61725,2.83619,4.39831,All
5.24047,4.86389,5.24047,4.38639,6.09454,3.62477,3.62844,3.62477,2.84338,4.40617,All
5.27386,4.70541,5.27386,4.41828,6.12944,3.74594,3.72526,3.74594,2.9591,4.53279,All
5.29724,4.54829,5.29724,4.44061,6.15387,3.75648,3.73418,3.75648,2.96916,4.5438,All
5.33278,4.7793,5.33278,4.47456,6.19101,3.86711,3.86316,3.86711,3.07481,4.65941,All
5.35401,4.69753,5.35401,4.49483,6.2132,3.90107,3.89121,3.90107,3.10724,4.69489,All
5.39236,4.7406,5.39236,4.53146,6.25327,3.98828,3.97128,3.98828,3.19053,4.78603,All
5.41079,4.73639,5.41079,4.54905,6.27252,4.05122,4.05794,4.05122,3.25064,4.8518,All
5.45261,4.81963,5.45261,4.58899,6.31623,4.10945,4.11249,4.10945,3.30625,4.91265,All
5.46756,4.8286,5.46756,4.60327,6.33185,4.20715,4.21943,4.20715,3.39956,5.01474,All
5.51353,4.88464,5.51353,4.64717,6.37989,4.23062,4.24615,4.23062,3.42197,5.03927,All
5.52433,4.92242,5.52433,4.65749,6.39118,4.35179,4.34609,4.35179,3.53769,5.16589,All
5.57513,4.9719,5.57513,4.706,6.44426,4.36908,4.36922,4.36908,3.5542,5.18396,All
5.5811,4.94354,5.5811,4.71171,6.4505,4.47296,4.47878,4.47296,3.65341,5.29251,All
5.63742,4.89771,5.63742,4.76549,6.50935,4.53725,4.54021,4.53725,3.7148,5.35969,All
5.63788,4.90077,5.63788,4.76593,6.50983,4.59413,4.58872,4.59413,3.76913,5.41913,All
5.69465,4.91867,5.69465,4.82015,6.56915,4.71188,4.71089,4.71188,3.88159,5.54218,All
5.70041,4.91507,5.70041,4.82564,6.57517,4.7153,4.7134,4.7153,3.88485,5.54575,All
5.75142,5.0656,5.75142,4.87436,6.62848,4.83647,4.84069,4.83647,4.00057,5.67237,All
5.76409,5.055,5.76409,4.88647,6.64172,4.89324,4.89455,4.89324,4.05479,5.7317,All
5.8082,4.98069,5.8082,4.92858,6.68781,4.95764,4.95168,4.95764,4.11629,5.79899,All
5.82849,4.95777,5.82849,4.94797,6.70902,5.07881,5.07389,5.07881,4.23201,5.92561,All
5.86497,4.99544,5.86497,4.9828,6.74713,5.08158,5.07684,5.08158,4.23465,5.92851,All
5.89361,5.17754,5.89361,5.01016,6.77707,5.19998,5.1965,5.19998,4.34773,6.05223,All
5.92174,5.31916,5.92174,5.03702,6.80646,5.27717,5.2755,5.27717,4.42145,6.1329,All
5.95946,5.44794,5.95946,5.07305,6.84588,5.32115,5.33551,5.32115,4.46345,6.17885,All
5.97851,5.49415,5.97851,5.09124,6.86579,5.44232,5.42648,5.44232,4.57917,6.30547,All
6.02604,5.58064,6.02604,5.13663,6.91546,5.48029,5.47705,5.48029,4.61543,6.34515,All
6.03529,5.59258,6.03529,5.14546,6.92511,5.56349,5.56197,5.56349,4.69488,6.43209,All
6.09206,5.65769,6.09206,5.19968,6.98444,5.68466,5.66546,5.68466,4.8106,6.55871,All
6.09337,5.65899,6.09337,5.20093,6.98581,5.69122,5.67623,5.69122,4.81687,6.56557,All
6.14883,5.7097,6.14883,5.2539,7.04377,5.80583,5.79262,5.80583,4.92632,6.68533,All
6.16145,5.72138,6.16145,5.26595,7.05695,5.91028,5.92536,5.91028,5.02607,6.79448,All
6.2056,5.76802,6.2056,5.30812,7.10309,5.927,5.94466,5.927,5.04204,6.81195,All
6.23029,5.7975,6.23029,5.33169,7.12889,6.04817,6.11126,6.04817,5.15776,6.93857,All
6.26238,5.83485,6.26238,5.36233,7.16242,6.13776,6.19245,6.13776,5.24332,7.0322,All
6.2999,5.87026,6.2999,5.39817,7.20163,6.16934,6.24521,6.16934,5.27348,7.06519,All
6.31915,5.88117,6.31915,5.41655,7.22174,6.29051,6.38163,6.29051,5.3892,7.19182,All
6.37029,5.89623,6.37029,5.46539,7.27518,6.374,6.44545,6.374,5.46894,7.27907,All
6.37592,5.89656,6.37592,5.47077,7.28107,6.41168,6.49192,6.41168,5.50492,7.31844,All
6.43269,5.89964,6.43269,5.52499,7.3404,6.53285,6.65079,6.53285,5.62064,7.44506,All
6.44146,5.90117,6.44146,5.53336,7.34956,6.61934,6.72252,6.61934,5.70324,7.53543,All
6.48947,5.92075,6.48947,5.57921,7.39972,6.65402,6.74596,6.65402,5.73636,7.57168,All
6.51343,5.94333,6.51343,5.60209,7.42476,6.77519,6.8703,6.77519,5.85208,7.6983,All
6.54624,5.98809,6.54624,5.63343,7.45905,6.87411,6.94038,6.87411,5.94655,7.80167,All
6.5862,6.06557,6.5862,5.67159,7.50081,6.89636,6.95767,6.89636,5.9678,7.82492,All
6.60301,6.09888,6.60301,5.68765,7.51838,7.01753,7.11478,7.01753,6.08352,7.95154,All
6.65978,6.16736,6.65978,5.74187,7.5777,7.1387,7.04022,7.1387,6.19923,8.07816,All
