iteration,convergenceIndicator,phase,a,aS_pop,b,dE_pop,dS_pop,initT_pop,lBt0_pop,lae_pop,lk_pop,lw_pop,omega_aS,omega_dE,omega_dS,omega_initT,omega_lBt0,omega_lae,omega_lk,omega_lw
380,760.353,1,0.371888,15.2447,0.0204154,0.117852,0.00865486,-9.87835,-4.94662,-0.324885,-4.69143,3.38334,0.0229112,1.19651,0.0619862,2.8186,0.0165607,0.793245,0.580829,0.656171
381,736.745,1,0.371641,15.2589,0.0190711,0.119246,0.00863986,-9.94938,-4.94725,-0.240682,-4.6798,3.33847,0.022331,1.24022,0.0604167,2.91874,0.0161413,0.774779,0.566122,0.647495
382,731.21,1,0.356872,15.2961,0.0205802,0.11214,0.00868006,-9.80151,-4.94728,-0.173337,-4.67859,3.30778,0.0280681,1.20881,0.0627323,2.93167,0.0157326,0.755162,0.551788,0.6311
383,792.62,1,0.367534,15.2744,0.0231896,0.116447,0.0086357,-9.64631,-4.94612,-0.172719,-4.62337,3.24203,0.0273574,1.39684,0.0667316,2.85744,0.0153343,0.745937,0.5744,0.630771
384,765.052,1,0.439407,15.2965,0.0094215,0.106804,0.00868179,-9.72432,-4.94671,-0.130071,-4.62545,3.22533,0.0266647,1.36147,0.0650419,2.78509,0.014946,0.727049,0.559856,0.65979
385,765.843,1,0.420532,15.198,0.0139603,0.118031,0.00864041,-9.88053,-4.94531,-0.145107,-4.66141,3.2794,0.0259895,1.327,0.063395,3.06893,0.0145676,0.70864,0.569279,0.643511
386,729.28,1,0.399505,15.2219,0.0132623,0.106699,0.00868472,-9.74906,-4.94323,-0.0922865,-4.71932,3.34912,0.0253315,1.2934,0.0617898,3.04645,0.0142126,0.690697,0.554865,0.680813
387,773.913,1,0.343497,15.167,0.026605,0.105795,0.00869076,-9.73717,-4.94183,0.0898776,-4.76437,3.3069,0.0270185,1.26065,0.0681089,3.23859,0.0138527,0.673208,0.543387,0.663574
388,780.879,1,0.314069,15.1278,0.0309102,0.107425,0.0086419,-9.5024,-4.94007,0.0940083,-4.75289,3.31709,0.0283576,1.22873,0.0688925,3.30562,0.013502,0.696652,0.554615,0.728022
389,764.998,1,0.324668,15.0603,0.0273971,0.101322,0.00871839,-9.97266,-4.93806,0.0639931,-4.75275,3.26319,0.0276395,1.19761,0.0683564,3.35399,0.0146774,0.753605,0.563509,0.709588
390,720.032,1,0.324436,15.0503,0.0263384,0.0973736,0.00877753,-10.1362,-4.93784,0.0434129,-4.74118,3.25203,0.0269397,1.16729,0.0666256,3.26906,0.0143058,0.734523,0.597456,0.691621
391,756.38,1,0.382002,15.0403,0.0180936,0.0965343,0.00874376,-10.2719,-4.94067,0.103623,-4.74039,3.25294,0.0280648,1.20276,0.0649386,3.18629,0.0139435,0.715924,0.59885,0.674108
392,786.439,1,0.36189,15.0907,0.0225995,0.0969713,0.00877787,-10.3172,-4.93984,-0.00358313,-4.76483,3.26636,0.0306536,1.23207,0.0632943,3.25173,0.0135905,0.738666,0.594889,0.65704
393,845.564,1,0.405677,15.1212,0.0177206,0.104292,0.00891009,-10.2271,-4.93782,-0.0123576,-4.72766,3.23706,0.0319593,1.20207,0.0619635,3.36012,0.0132464,0.750924,0.599265,0.648394
394,792.617,1,0.381787,15.1569,0.0182437,0.0989244,0.00886465,-10.3974,-4.9384,-0.159208,-4.69876,3.24724,0.0311501,1.17163,0.0639627,3.39757,0.013386,0.833269,0.584091,0.631976
395,780.827,1,0.405615,15.1885,0.0129588,0.0979935,0.00887013,-10.1618,-4.93897,-0.154617,-4.69558,3.23466,0.0336856,1.26781,0.0636221,3.31154,0.0130471,0.81217,0.569301,0.615974
396,775.558,1,0.397272,15.1168,0.0146442,0.103315,0.00877388,-10.014,-4.93978,-0.181454,-4.71921,3.2323,0.0342894,1.2357,0.0656414,3.22769,0.0127167,0.791606,0.584583,0.605829
397,812.562,1,0.408615,15.1449,0.0148204,0.109109,0.00878766,-9.92323,-4.93933,-0.19016,-4.6947,3.24473,0.0334211,1.20442,0.0641385,3.14596,0.0130911,0.771562,0.608677,0.627099
398,809.366,1,0.422057,15.0391,0.011052,0.107949,0.0088106,-9.84111,-4.93362,-0.291678,-4.67643,3.22927,0.0325749,1.17392,0.0646185,3.0663,0.0144851,0.898507,0.593265,0.625731
399,764.347,1,0.413833,15.0023,0.00958124,0.102004,0.00874283,-9.58657,-4.9335,-0.324153,-4.6182,3.23271,0.0344388,1.1442,0.0669908,2.98866,0.0141184,0.875756,0.578243,0.658065
400,796.966,1,0.38618,14.9624,0.0176459,0.107781,0.00873684,-9.53759,-4.9299,-0.339321,-4.61869,3.19562,0.034458,1.27357,0.0652946,3.02068,0.0137609,0.864583,0.563602,0.641402
401,780.153,1,0.410379,14.9881,0.0111257,0.120284,0.00881131,-9.5461,-4.92976,-0.449515,-4.63272,3.24033,0.0335855,1.27836,0.0636413,3.09151,0.0141672,0.842692,0.549331,0.625162
402,778.012,1,0.375982,15.0256,0.0169126,0.118638,0.00883254,-9.68706,-4.92983,-0.494399,-4.64079,3.2138,0.03459,1.25531,0.0665956,3.05314,0.0138085,0.821354,0.547507,0.670409
403,764.593,1,0.394679,14.972,0.0125008,0.116403,0.00887318,-9.81489,-4.92913,-0.641199,-4.64921,3.23334,0.0365729,1.22352,0.0649442,3.06111,0.0154748,0.800557,0.533644,0.661173
404,789.292,1,0.39503,14.8792,0.0142174,0.116177,0.0088775,-10.1223,-4.92956,-0.650513,-4.65514,3.28394,0.0357476,1.19254,0.0632998,3.11544,0.015083,0.806485,0.520132,0.705718
405,812.489,1,0.371877,14.8551,0.019385,0.135403,0.00880209,-10.1577,-4.93216,-0.715048,-4.63556,3.28318,0.0348424,1.28329,0.0654519,3.31111,0.014701,0.81259,0.525959,0.687849
406,787.306,1,0.371814,14.8894,0.0190622,0.133487,0.00883994,-10.1023,-4.93003,-0.699715,-4.6041,3.25398,0.0339602,1.31519,0.0637946,3.22728,0.0143288,0.909691,0.527873,0.686121
407,804.741,1,0.357274,14.9243,0.0229101,0.134999,0.00888887,-10.1824,-4.93123,-0.600194,-4.59475,3.22571,0.0331003,1.42445,0.0650984,3.14556,0.013966,1.01062,0.514507,0.668748
408,814.08,1,0.357018,14.9602,0.0215517,0.13083,0.00885003,-10.0234,-4.93283,-0.82171,-4.61371,3.25679,0.0324825,1.45235,0.0634501,3.22446,0.0136124,1.13917,0.501479,0.651815
409,787.75,1,0.392089,14.9641,0.0140398,0.133068,0.00883393,-9.96378,-4.93242,-0.840905,-4.65382,3.2886,0.032703,1.41557,0.0618435,3.14281,0.0132677,1.11033,0.497359,0.663368
410,811.991,1,0.392245,14.9735,0.0147777,0.131138,0.0088254,-9.96565,-4.93132,-0.877564,-4.65795,3.33563,0.031875,1.37973,0.0682132,3.19196,0.0130512,1.08222,0.49631,0.646571
411,801.838,1,0.376098,14.9455,0.0189974,0.113357,0.00881603,-9.78233,-4.9314,-0.659021,-4.74627,3.39268,0.0310679,1.34479,0.066486,3.14098,0.0129814,1.1121,0.490523,0.6302
412,788.578,1,0.416911,14.9557,0.01068,0.114335,0.00885874,-9.98273,-4.93073,-0.731153,-4.74859,3.38082,0.0315035,1.31074,0.0648026,3.06145,0.0127435,1.26104,0.521584,0.614243
413,837.319,2,0.407335,14.9049,0.0175326,0.111616,0.00895383,-10.4874,-4.93405,-0.730668,-4.76487,3.46261,0.032697,1.33725,0.0631617,2.98393,0.0124208,1.22911,0.529694,0.59869
414,821.227,2,0.407168,14.9385,0.0166766,0.116074,0.00891017,-10.4094,-4.93469,-0.746008,-4.80486,3.50144,0.0318691,1.30339,0.0615624,3.06819,0.0123693,1.19799,0.516281,0.627062
415,806.168,2,0.392972,14.931,0.0179584,0.111706,0.00895973,-10.6227,-4.93291,-0.891045,-4.8167,3.5346,0.0255147,1.1638,0.0482881,3.33152,0.0133963,1.08209,0.575406,0.669168
416,804.012,2,0.370643,14.9459,0.0223483,0.115796,0.00896463,-10.344,-4.93205,-0.930698,-4.7646,3.48007,0.0249369,1.17345,0.0484519,3.21243,0.0142357,1.04943,0.553506,0.709985
417,840.14,2,0.39734,14.8872,0.017689,0.12017,0.00893795,-10.3297,-4.93304,-0.744121,-4.83762,3.50445,0.0273216,1.18402,0.0512341,3.36165,0.0150723,1.02243,0.557802,0.709246
418,789.177,2,0.362271,14.8833,0.0230375,0.100343,0.00896909,-10.7238,-4.93569,-0.568116,-4.80273,3.46199,0.0294378,0.984707,0.0537627,3.45056,0.0143858,0.951214,0.538521,0.684489
419,821.272,2,0.33977,14.9394,0.0303836,0.115324,0.00890192,-10.7831,-4.93744,-0.605301,-4.83445,3.45762,0.0277407,1.09236,0.0572673,3.46417,0.0150834,0.845385,0.506321,0.653086
420,757.255,2,0.320704,14.935,0.0346403,0.112418,0.00892672,-10.6948,-4.93588,-0.623566,-4.86294,3.55429,0.0265572,1.08803,0.0521684,3.26951,0.0136521,0.710841,0.51434,0.616119
421,724.29,2,0.353699,14.9506,0.0243248,0.117658,0.00895036,-10.8704,-4.93671,-0.628034,-4.90057,3.53321,0.0284379,1.11902,0.0512086,3.19662,0.0139592,0.621645,0.549879,0.619452
422,756.996,2,0.363514,15.0052,0.0261594,0.103209,0.00895759,-10.9159,-4.93804,-0.66192,-4.86762,3.57083,0.0299348,1.03811,0.0531911,3.06053,0.0145111,0.561607,0.529863,0.573211
423,704.527,2,0.374834,15.0813,0.0239268,0.103687,0.00898995,-10.8571,-4.93861,-0.603298,-4.89034,3.54261,0.0266566,1.07391,0.0511261,2.95542,0.0138328,0.498611,0.489992,0.595238
424,713.144,2,0.375001,15.0935,0.0248656,0.102859,0.00899517,-10.7396,-4.93982,-0.598068,-4.83331,3.52057,0.0266822,1.06098,0.0509539,2.97116,0.0141538,0.46734,0.454653,0.610227
425,692.116,2,0.366108,15.102,0.0249391,0.114366,0.00903075,-10.6054,-4.9373,-0.668932,-4.79702,3.52933,0.0273426,1.13327,0.051023,2.92603,0.0144154,0.435739,0.428287,0.645443
426,662.256,2,0.380898,15.0855,0.0205444,0.112958,0.00901651,-10.6591,-4.93717,-0.621774,-4.79917,3.51771,0.0247496,1.14409,0.0545145,2.92191,0.0146386,0.370458,0.447635,0.671781
427,653.513,2,0.36306,15.1386,0.0231861,0.120764,0.00902682,-10.6773,-4.93774,-0.673224,-4.81409,3.50366,0.0220992,1.19372,0.0545346,2.99826,0.0145672,0.360991,0.451996,0.693822
428,589.159,2,0.370519,15.1534,0.0206803,0.123265,0.00901522,-10.659,-4.9379,-0.653695,-4.82044,3.49945,0.0206876,1.20393,0.0523334,3.07481,0.013518,0.322731,0.451783,0.656656
429,578.152,2,0.395773,15.1461,0.0158603,0.119099,0.00896185,-10.5421,-4.93865,-0.635119,-4.81882,3.47869,0.0202848,1.18112,0.0471895,3.10405,0.0125966,0.306594,0.437379,0.672214
430,620.805,2,0.395965,15.1242,0.0169101,0.125096,0.00895633,-10.6449,-4.93898,-0.643864,-4.79548,3.44653,0.01968,1.25239,0.0468619,3.21361,0.01235,0.302634,0.413762,0.705554
431,623.424,2,0.396033,15.1341,0.0172558,0.132089,0.00898861,-10.6414,-4.93738,-0.628095,-4.78731,3.45921,0.0212792,1.23685,0.0461796,3.26083,0.0120305,0.30684,0.394424,0.724178
432,621.017,2,0.381026,15.1365,0.0198951,0.136606,0.00895735,-10.4767,-4.93723,-0.609747,-4.76791,3.45246,0.0205053,1.27469,0.0459378,3.30233,0.0117892,0.320401,0.39878,0.746424
433,598.556,2,0.381142,15.1676,0.0204494,0.141945,0.00892151,-10.2591,-4.93691,-0.585297,-4.7713,3.43744,0.0197328,1.28184,0.042091,3.25086,0.01232,0.301206,0.379959,0.800034
434,601.969,2,0.386129,15.1948,0.0192077,0.142464,0.00892434,-10.1598,-4.93752,-0.569977,-4.78242,3.44098,0.0208291,1.28824,0.0403214,3.21875,0.0120322,0.308788,0.368552,0.804991
435,594.807,2,0.370432,15.2218,0.0218524,0.138712,0.00893315,-10.2278,-4.9382,-0.545007,-4.79697,3.45841,0.0206842,1.28737,0.0403953,3.22071,0.0119557,0.313731,0.380557,0.780493
436,624.911,2,0.370542,15.2408,0.0223761,0.139208,0.00892681,-10.2569,-4.93824,-0.555,-4.81965,3.47872,0.0200069,1.28404,0.0425033,3.2261,0.0117025,0.314928,0.393296,0.775185
437,594.632,2,0.370637,15.2473,0.0228639,0.140185,0.00891167,-10.1789,-4.93905,-0.562852,-4.82928,3.50308,0.0191885,1.31486,0.0424733,3.29929,0.0112203,0.305336,0.383301,0.76831
438,591.274,2,0.373986,15.2505,0.0229742,0.143347,0.00890346,-10.0295,-4.93832,-0.556108,-4.83804,3.53284,0.0188976,1.31821,0.0418384,3.21364,0.0106359,0.290278,0.387735,0.786202
439,573.027,2,0.365795,15.239,0.0252812,0.146867,0.00890713,-10.0084,-4.93852,-0.553045,-4.84991,3.56935,0.0180764,1.31231,0.0413314,3.1225,0.0103491,0.29129,0.373954,0.78568
440,628.812,2,0.361799,15.2442,0.0269967,0.147423,0.00890873,-10.0274,-4.93948,-0.549009,-4.85084,3.58379,0.0185275,1.33421,0.0411237,3.05015,0.0105246,0.28521,0.375167,0.791729
441,583.026,2,0.36862,15.2594,0.0253414,0.150271,0.00891392,-10.1142,-4.93998,-0.547404,-4.85449,3.58144,0.0181725,1.33463,0.0414573,3.07773,0.010402,0.276991,0.377869,0.792973
442,594.472,2,0.38118,15.2695,0.0225145,0.149667,0.00892597,-10.121,-4.94034,-0.541633,-4.85718,3.57662,0.0175513,1.328,0.0408739,3.02424,0.0107516,0.280317,0.388046,0.806689
443,564.787,2,0.388227,15.2808,0.0208425,0.145868,0.00893477,-10.1014,-4.94014,-0.542804,-4.86305,3.57163,0.0175492,1.32193,0.040735,2.94905,0.0103773,0.275571,0.400364,0.804405
444,570.308,2,0.395469,15.2873,0.0192074,0.14533,0.0089278,-10.1085,-4.94015,-0.5524,-4.86434,3.57204,0.0172502,1.32969,0.0399644,2.88878,0.0102396,0.276134,0.414438,0.805063
445,582.682,2,0.39967,15.289,0.0184355,0.142748,0.00891143,-10.0954,-4.94047,-0.55633,-4.85715,3.57035,0.0174688,1.3073,0.040156,2.84049,0.0100459,0.280896,0.41812,0.802435
446,564.653,2,0.406602,15.3043,0.0172524,0.137582,0.00890559,-10.0719,-4.94074,-0.557732,-4.86059,3.56636,0.0175665,1.26752,0.0404124,2.84147,0.00992301,0.271821,0.41538,0.808163
447,561.415,2,0.409106,15.304,0.0169926,0.134906,0.00890511,-9.98264,-4.94062,-0.553834,-4.85878,3.56329,0.017231,1.23227,0.0405353,2.82501,0.0100753,0.267234,0.407863,0.815457
448,561.174,2,0.413379,15.3066,0.015972,0.137413,0.00890518,-9.96925,-4.94061,-0.551219,-4.85909,3.57558,0.0168771,1.24145,0.0401874,2.80927,0.00992611,0.269135,0.41402,0.821655
449,597.481,2,0.407852,15.313,0.0171789,0.136397,0.00891558,-9.95369,-4.94076,-0.553774,-4.85912,3.58973,0.0174456,1.23226,0.0396222,2.78331,0.00980749,0.268967,0.430204,0.829494
450,601.353,2,0.407954,15.307,0.0177164,0.137678,0.00892219,-9.93871,-4.94062,-0.566737,-4.85583,3.59362,0.0177043,1.22127,0.038362,2.75459,0.00967617,0.273662,0.433269,0.843562
451,595.43,2,0.408026,15.3058,0.0180966,0.134209,0.00892768,-9.94195,-4.94064,-0.564099,-4.85729,3.59047,0.0178656,1.20459,0.0379316,2.75816,0.00946924,0.275213,0.434362,0.850178
452,605.804,2,0.410759,15.3073,0.0177193,0.132733,0.00892968,-9.97933,-4.94047,-0.561763,-4.8601,3.57923,0.0181692,1.19634,0.037675,2.76686,0.00915276,0.280941,0.441408,0.851496
453,602.334,2,0.405465,15.3047,0.0187327,0.132028,0.008933,-9.99968,-4.94029,-0.555232,-4.86169,3.57645,0.0181858,1.19308,0.0369766,2.77352,0.00917306,0.286274,0.450095,0.854724
454,577.293,2,0.402422,15.3004,0.0192895,0.130985,0.00893494,-10.0314,-4.94035,-0.554312,-4.86249,3.57475,0.0176989,1.1791,0.0365245,2.80231,0.00924513,0.289795,0.454983,0.855434
455,555.617,2,0.400852,15.2993,0.0194813,0.12954,0.00894267,-10.0385,-4.94033,-0.550741,-4.85778,3.56024,0.0175269,1.16225,0.0364377,2.81765,0.00919577,0.287246,0.455837,0.86271
456,569.209,2,0.396963,15.299,0.0202577,0.130204,0.00894275,-10.0368,-4.94032,-0.552401,-4.84984,3.55256,0.0175679,1.15716,0.0364365,2.81653,0.00908608,0.284783,0.460119,0.861539
457,617.441,2,0.400553,15.2934,0.0196292,0.132033,0.00893732,-10.0531,-4.94012,-0.557902,-4.84752,3.54879,0.0176327,1.16317,0.0366729,2.82495,0.00897523,0.287773,0.464222,0.859269
458,580.787,2,0.396745,15.2903,0.0202697,0.131328,0.00892782,-10.0451,-4.94002,-0.563541,-4.83939,3.53798,0.0177634,1.15758,0.0372529,2.84344,0.00879042,0.287904,0.466519,0.8579
459,610.339,2,0.395868,15.2868,0.0202915,0.130731,0.0089219,-10.037,-4.93987,-0.567284,-4.83997,3.53071,0.0180446,1.15539,0.0372994,2.85465,0.00885336,0.29149,0.467219,0.855674
460,567.963,2,0.393604,15.2889,0.0204158,0.131579,0.00891835,-10.0335,-4.93973,-0.56979,-4.83809,3.52514,0.0182588,1.16024,0.0370866,2.8613,0.00886134,0.29199,0.467422,0.857203
461,562.565,2,0.391176,15.2935,0.0209794,0.130811,0.00891682,-10.0179,-4.93959,-0.568176,-4.83415,3.52272,0.0183638,1.15131,0.0365734,2.85363,0.00889415,0.288332,0.469255,0.857029
462,588.309,2,0.396094,15.2957,0.0197991,0.13017,0.00891404,-9.98467,-4.93944,-0.564304,-4.8332,3.52506,0.0185366,1.15317,0.0366326,2.86166,0.00882076,0.289311,0.473939,0.856159
463,554.882,2,0.397663,15.3001,0.0191867,0.130333,0.00891337,-9.95315,-4.93932,-0.562767,-4.83384,3.52766,0.0185129,1.15159,0.036421,2.87197,0.00880348,0.290899,0.478323,0.857201
464,588.097,2,0.397711,15.3022,0.0191251,0.130321,0.00891352,-9.94366,-4.93929,-0.561903,-4.83518,3.52874,0.0185457,1.15184,0.0364043,2.87669,0.00881062,0.291227,0.479289,0.856539
465,593.959,2,0.397165,15.3034,0.0191975,0.130593,0.00891309,-9.93698,-4.93929,-0.563215,-4.8356,3.53003,0.0186035,1.15204,0.0363526,2.88282,0.00878447,0.292123,0.480676,0.85589
466,574.938,2,0.396784,15.3041,0.0192578,0.130318,0.00891302,-9.9314,-4.93926,-0.564296,-4.83624,3.5303,0.0186123,1.15155,0.0362859,2.88832,0.0087649,0.292278,0.482165,0.855014
467,602.826,2,0.396029,15.3027,0.0193991,0.130077,0.00891292,-9.92726,-4.93926,-0.564911,-4.83568,3.53095,0.0186596,1.1537,0.036204,2.88737,0.00877614,0.292329,0.483521,0.854396
468,595.712,2,0.396722,15.3029,0.0192879,0.130122,0.00891193,-9.92048,-4.93925,-0.564711,-4.83517,3.531,0.0186729,1.15468,0.036181,2.88632,0.00877501,0.291968,0.483815,0.853772
469,557.527,2,0.39614,15.3033,0.0193591,0.130002,0.00891254,-9.91528,-4.93922,-0.564157,-4.83463,3.53114,0.0186961,1.15369,0.036272,2.88079,0.00877532,0.291998,0.484876,0.851266
470,561.833,2,0.396544,15.304,0.0192898,0.129693,0.00891248,-9.91224,-4.9392,-0.564279,-4.83493,3.53067,0.0187184,1.15118,0.0362313,2.87698,0.00877798,0.291784,0.485402,0.849329
471,540.413,2,0.396542,15.3043,0.0192806,0.129345,0.00891175,-9.90859,-4.9392,-0.563863,-4.83378,3.53016,0.0187463,1.14835,0.0361343,2.87249,0.00882239,0.291024,0.485373,0.846768
472,539.696,2,0.395822,15.3048,0.0193522,0.129274,0.00891132,-9.90665,-4.9392,-0.564063,-4.83247,3.52864,0.0188031,1.14786,0.0362231,2.86889,0.00883279,0.290534,0.485414,0.844289
473,607.406,2,0.395829,15.3042,0.0193936,0.1291,0.0089115,-9.90819,-4.93921,-0.563721,-4.83094,3.52724,0.0188129,1.14664,0.0361844,2.868,0.00886019,0.291284,0.48515,0.841816
474,622.073,2,0.395048,15.3052,0.0195974,0.129036,0.00891134,-9.90704,-4.93923,-0.56266,-4.82893,3.52678,0.0188293,1.14647,0.0361923,2.8654,0.00889217,0.291124,0.486183,0.839143
475,549.404,2,0.395506,15.3058,0.0195121,0.129199,0.00891212,-9.90866,-4.93922,-0.563082,-4.82787,3.52426,0.0188139,1.14869,0.0361722,2.86374,0.00887549,0.290078,0.487277,0.836616
476,561.805,2,0.395961,15.306,0.0194274,0.129172,0.00891255,-9.91264,-4.93925,-0.563452,-4.82646,3.52151,0.018808,1.14921,0.0361903,2.86353,0.00885306,0.289985,0.487258,0.835104
477,558.01,2,0.395955,15.3063,0.0193972,0.129153,0.00891225,-9.91132,-4.93927,-0.562426,-4.82651,3.52172,0.0188308,1.15045,0.0361014,2.86327,0.00884937,0.29017,0.487463,0.834009
478,587.798,2,0.396209,15.306,0.0193637,0.129001,0.00891269,-9.90895,-4.93925,-0.562324,-4.82604,3.52163,0.0188265,1.14987,0.0361027,2.86132,0.00885483,0.290249,0.48797,0.83279
479,568.663,2,0.396309,15.3053,0.019344,0.129166,0.00891319,-9.9082,-4.93923,-0.562587,-4.82531,3.52127,0.0188283,1.15048,0.0360701,2.85938,0.00885373,0.290128,0.488108,0.832192
480,577.473,2,0.396861,15.3049,0.0192863,0.128801,0.00891396,-9.91256,-4.93922,-0.562627,-4.82384,3.51985,0.0188446,1.14961,0.0360745,2.85688,0.00883044,0.289883,0.487488,0.831541
481,583.297,2,0.397443,15.305,0.0191853,0.128938,0.00891452,-9.91611,-4.93922,-0.563013,-4.82232,3.51791,0.0188534,1.15141,0.036031,2.85379,0.0088232,0.290025,0.487197,0.831145
482,575.312,2,0.397254,15.3044,0.0192331,0.128952,0.00891416,-9.91383,-4.93922,-0.56347,-4.8217,3.51702,0.0188378,1.15359,0.0360658,2.85082,0.00881739,0.28961,0.487318,0.83044
483,571.259,2,0.397002,15.305,0.0192359,0.12905,0.00891367,-9.90926,-4.93918,-0.564012,-4.82279,3.5179,0.0188206,1.15415,0.0360745,2.84978,0.0088374,0.289799,0.48779,0.830488
484,617.294,2,0.39632,15.3053,0.0194226,0.129096,0.00891316,-9.90734,-4.93915,-0.563662,-4.82376,3.51896,0.0187915,1.1545,0.0360975,2.84946,0.00884549,0.289561,0.488839,0.829442
485,624.872,2,0.396326,15.305,0.0194544,0.129197,0.00891364,-9.90827,-4.93913,-0.562977,-4.82323,3.51888,0.0188313,1.15544,0.0360968,2.85007,0.00884135,0.289586,0.489615,0.828678
486,567.357,2,0.396539,15.3049,0.0194288,0.129164,0.0089133,-9.90752,-4.93912,-0.562889,-4.82249,3.51882,0.0188382,1.15504,0.0360378,2.84826,0.00882156,0.290108,0.489959,0.827166
487,577.305,2,0.396329,15.305,0.0194594,0.129124,0.00891332,-9.90633,-4.9391,-0.563453,-4.82207,3.51921,0.0188518,1.15392,0.0359936,2.84789,0.00882543,0.290613,0.49055,0.82643
488,543.007,2,0.395704,15.305,0.019557,0.128947,0.00891319,-9.90679,-4.93909,-0.562296,-4.82192,3.51857,0.0188424,1.15328,0.035953,2.84532,0.00882742,0.29122,0.490532,0.825404
489,604.367,2,0.395706,15.3059,0.0195668,0.12905,0.0089131,-9.90969,-4.93908,-0.561673,-4.82105,3.51683,0.0188377,1.15488,0.0359033,2.84504,0.00883757,0.291354,0.49113,0.825076
490,583.155,2,0.395577,15.3062,0.0195966,0.129251,0.00891295,-9.91118,-4.9391,-0.561687,-4.8201,3.5159,0.0187995,1.15671,0.0358467,2.84615,0.00884359,0.291421,0.491888,0.824357
491,562.126,2,0.395398,15.3055,0.0196161,0.12947,0.00891298,-9.91362,-4.93907,-0.561636,-4.81973,3.5149,0.0187576,1.15958,0.0357854,2.84867,0.00883636,0.291512,0.492657,0.823364
492,601.43,2,0.395397,15.3047,0.019614,0.129664,0.00891243,-9.91616,-4.93902,-0.561335,-4.81825,3.51323,0.0187504,1.16255,0.0357723,2.85047,0.00884805,0.291129,0.493341,0.822643
493,592.598,2,0.394733,15.3043,0.0197541,0.129707,0.0089125,-9.91659,-4.939,-0.560239,-4.81754,3.51214,0.0187173,1.16392,0.0357589,2.85354,0.00883933,0.291288,0.494248,0.82211
494,612.072,2,0.394394,15.3034,0.0198312,0.129807,0.00891173,-9.9159,-4.939,-0.559279,-4.81728,3.51242,0.0186815,1.16621,0.0358219,2.85654,0.00885953,0.291338,0.494195,0.820361
495,560.523,2,0.394441,15.3035,0.0197859,0.129816,0.00891151,-9.91796,-4.939,-0.55888,-4.81767,3.51157,0.0186501,1.16601,0.0358658,2.86196,0.00887416,0.291221,0.494128,0.819207
496,566.096,2,0.394138,15.3033,0.019832,0.129834,0.00891183,-9.9193,-4.93899,-0.559065,-4.81823,3.51128,0.0186457,1.16624,0.0358338,2.86629,0.00888291,0.291046,0.494209,0.818102
497,583.744,2,0.393493,15.3037,0.0199548,0.129953,0.00891125,-9.91887,-4.93899,-0.559685,-4.81905,3.5107,0.0186387,1.16651,0.0358936,2.86869,0.00886798,0.291587,0.493943,0.81722
498,639.604,2,0.394384,15.3035,0.0198353,0.12999,0.00891063,-9.91922,-4.93897,-0.559496,-4.8194,3.51021,0.0186625,1.16614,0.0359262,2.86876,0.0088654,0.291674,0.493764,0.81598
499,562.561,2,0.394568,15.3032,0.0198075,0.129842,0.00891048,-9.91991,-4.93895,-0.559343,-4.81809,3.50822,0.0186648,1.16486,0.035949,2.86988,0.00886723,0.291255,0.493236,0.81514
500,564.861,2,0.394831,15.3034,0.0197741,0.129772,0.00891089,-9.92228,-4.93896,-0.559446,-4.81769,3.50624,0.0186587,1.16538,0.0359041,2.87018,0.00886136,0.290931,0.493147,0.814235
501,603.635,2,0.395196,15.3039,0.0197097,0.129706,0.00891115,-9.92694,-4.93897,-0.559437,-4.81688,3.50481,0.0186593,1.1664,0.0359845,2.8739,0.0088601,0.290558,0.493077,0.812948
502,623.744,2,0.395437,15.3036,0.0196443,0.129645,0.00891082,-9.92806,-4.93896,-0.558709,-4.81638,3.50323,0.0187141,1.16621,0.0360155,2.87866,0.00886922,0.291137,0.492886,0.811573
503,531.054,2,0.395739,15.3032,0.0195821,0.129373,0.00891072,-9.92788,-4.93895,-0.558791,-4.81553,3.50149,0.0186835,1.1658,0.0359785,2.87943,0.0088636,0.291125,0.492532,0.810343
504,566.928,2,0.395997,15.3027,0.0195469,0.129252,0.00891079,-9.92845,-4.93896,-0.558447,-4.81545,3.49988,0.018662,1.16582,0.0359572,2.88036,0.00885948,0.29092,0.49262,0.809468
505,559.878,2,0.396414,15.3019,0.0194502,0.129213,0.00891123,-9.93254,-4.93898,-0.55799,-4.81523,3.49808,0.0186266,1.16704,0.035971,2.88044,0.00885711,0.290594,0.492473,0.810115
506,547.236,2,0.396538,15.3021,0.0193874,0.128971,0.00891231,-9.93791,-4.939,-0.55749,-4.81509,3.49677,0.01861,1.16828,0.0359819,2.88109,0.00885508,0.290699,0.491925,0.810374
507,538.603,2,0.396032,15.302,0.0194737,0.128744,0.00891237,-9.93984,-4.93903,-0.55741,-4.81417,3.49528,0.0186132,1.16751,0.0359696,2.88029,0.00884606,0.290854,0.491214,0.81058
508,572.053,2,0.396031,15.301,0.019468,0.128476,0.00891259,-9.94489,-4.93903,-0.557107,-4.81339,3.49367,0.0186356,1.16661,0.0359871,2.88252,0.00884984,0.290927,0.490368,0.809854
509,583.27,2,0.395829,15.3007,0.0194767,0.128514,0.0089125,-9.94787,-4.93905,-0.556672,-4.81294,3.49245,0.0186541,1.16835,0.0359884,2.88299,0.00886018,0.291251,0.490282,0.808786
