rep,id_var,initT_simulated,dS_simulated,lBt0_simulated,lw_simulated,lI50_simulated,eta_initT_simulated,eta_dS_simulated,eta_lBt0_simulated,eta_lw_simulated,eta_lI50_simulated,data,split,color,filter
1,35,-3.19169,-0.506103,4.2485,0,-2.91511,0.0449526,-2.99573,0,-4.58786,0.0702707,thai,All,#4682B4,0
2,35,-3.83011,-1.14452,4.2485,0,-2.85065,0.109407,-2.99573,0,-4.59212,0.066012,thai,All,#4682B4,0
3,35,-2.94361,-0.258022,4.2485,0,-2.99953,-0.0394656,-2.99573,0,-4.63102,0.0271077,thai,All,#4682B4,0
4,35,-3.74076,-1.05517,4.2485,0,-2.98472,-0.0246641,-2.99573,0,-4.60954,0.0485943,thai,All,#4682B4,0
5,35,-3.74993,-1.06434,4.2485,0,-2.93571,0.0243461,-2.99573,0,-4.57037,0.0877592,thai,All,#4682B4,0
6,35,-3.10593,-0.420338,4.2485,0,-3.02933,-0.0692656,-2.99573,0,-4.57976,0.0783699,thai,All,#4682B4,0
7,35,-3.22209,-0.536495,4.2485,0,-2.94469,0.0153702,-2.99573,0,-4.62374,0.0343964,thai,All,#4682B4,0
8,35,-3.27632,-0.590727,4.2485,0,-3.09393,-0.133867,-2.99573,0,-4.63034,0.0277924,thai,All,#4682B4,0
9,35,-3.1517,-0.466111,4.2485,0,-2.99215,-0.0320855,-2.99573,0,-4.61121,0.0469231,thai,All,#4682B4,0
10,35,-3.18292,-0.497327,4.2485,0,-2.96757,-0.00751335,-2.99573,0,-4.6056,0.0525304,thai,All,#4682B4,0
1,36,-1.46438,1.22121,4.2485,0,-2.80501,0.155049,-2.99573,0,-4.70445,-0.0463211,thai,All,#4682B4,0
2,36,-2.68667,-0.00107845,4.2485,0,-2.92063,0.0394341,-2.99573,0,-4.74897,-0.0908336,thai,All,#4682B4,0
3,36,-2.40939,0.276197,4.2485,0,-2.9247,0.0353596,-2.99573,0,-4.73362,-0.075484,thai,All,#4682B4,0
4,36,-2.50789,0.177698,4.2485,0,-2.92633,0.0337329,-2.99573,0,-4.69793,-0.039794,thai,All,#4682B4,0
5,36,-3.09312,-0.407533,4.2485,0,-2.83406,0.126004,-2.99573,0,-4.7133,-0.0551624,thai,All,#4682B4,0
6,36,-2.04577,0.639825,4.2485,0,-2.92517,0.0348847,-2.99573,0,-4.76153,-0.103394,thai,All,#4682B4,0
7,36,-2.5796,0.105988,4.2485,0,-2.83198,0.128079,-2.99573,0,-4.74361,-0.0854805,thai,All,#4682B4,0
8,36,-2.76921,-0.0836238,4.2485,0,-2.97072,-0.0106623,-2.99573,0,-4.76332,-0.105187,thai,All,#4682B4,0
9,36,-1.71178,0.973813,4.2485,0,-2.90984,0.0502184,-2.99573,0,-4.65139,0.00674385,thai,All,#4682B4,0
10,36,-2.20429,0.481301,4.2485,0,-2.84327,0.116794,-2.99573,0,-4.69282,-0.0346921,thai,All,#4682B4,0
1,37,-2.84274,-0.157147,4.2485,0,-3.01488,-0.054824,-2.99573,0,-4.64118,0.0169523,thai,All,#4682B4,0
2,37,-2.82006,-0.134469,4.2485,0,-2.9335,0.0265605,-2.99573,0,-4.667,-0.00887059,thai,All,#4682B4,0
3,37,-2.76867,-0.0830809,4.2485,0,-3.05193,-0.09187,-2.99573,0,-4.68117,-0.023041,thai,All,#4682B4,0
4,37,-3.15762,-0.472033,4.2485,0,-2.99091,-0.0308538,-2.99573,0,-4.6877,-0.029568,thai,All,#4682B4,0
5,37,-2.3246,0.360992,4.2485,0,-2.9344,0.0256562,-2.99573,0,-4.63373,0.0244037,thai,All,#4682B4,0
6,37,-2.3498,0.335791,4.2485,0,-2.97395,-0.0138869,-2.99573,0,-4.68181,-0.0236749,thai,All,#4682B4,0
7,37,-2.36769,0.317904,4.2485,0,-2.95487,0.00518485,-2.99573,0,-4.64837,0.00976177,thai,All,#4682B4,0
8,37,-1.68608,0.999508,4.2485,0,-2.9431,0.0169621,-2.99573,0,-4.58155,0.0765874,thai,All,#4682B4,0
9,37,-2.36115,0.324445,4.2485,0,-2.99814,-0.0380835,-2.99573,0,-4.6858,-0.0276638,thai,All,#4682B4,0
10,37,-2.4435,0.242088,4.2485,0,-2.89016,0.0698955,-2.99573,0,-4.64343,0.014701,thai,All,#4682B4,0
1,38,-2.502,0.183589,4.2485,0,-2.86103,0.0990268,-2.99573,0,-4.59415,0.0639817,thai,All,#4682B4,0
2,38,-3.55318,-0.867589,4.2485,0,-3.04785,-0.0877886,-2.99573,0,-4.68927,-0.0311346,thai,All,#4682B4,0
3,38,-2.89988,-0.21429,4.2485,0,-2.92789,0.0321659,-2.99573,0,-4.62805,0.0300801,thai,All,#4682B4,0
4,38,-3.04313,-0.357542,4.2485,0,-3.05031,-0.0902455,-2.99573,0,-4.70048,-0.0423457,thai,All,#4682B4,0
5,38,-2.83753,-0.151943,4.2485,0,-2.98419,-0.0241276,-2.99573,0,-4.61583,0.0423008,thai,All,#4682B4,0
6,38,-2.67298,0.01261,4.2485,0,-2.93435,0.0257104,-2.99573,0,-4.59886,0.059273,thai,All,#4682B4,0
7,38,-3.30829,-0.622699,4.2485,0,-3.03665,-0.0765941,-2.99573,0,-4.70984,-0.0517065,thai,All,#4682B4,0
8,38,-3.41954,-0.733953,4.2485,0,-2.821,0.139058,-2.99573,0,-4.59379,0.0643389,thai,All,#4682B4,0
9,38,-2.67486,0.0107339,4.2485,0,-2.9971,-0.0370446,-2.99573,0,-4.59311,0.0650194,thai,All,#4682B4,0
10,38,-2.7811,-0.0955101,4.2485,0,-3.00251,-0.0424489,-2.99573,0,-4.65402,0.0041083,thai,All,#4682B4,0
1,39,-1.9528,0.73279,4.2485,0,-2.94801,0.0120503,-2.99573,0,-4.75095,-0.0928215,thai,All,#4682B4,0
2,39,-3.00146,-0.315869,4.2485,0,-2.88099,0.0790743,-2.99573,0,-4.68812,-0.0299884,thai,All,#4682B4,0
3,39,-3.61396,-0.92837,4.2485,0,-2.73729,0.222765,-2.99573,0,-4.68852,-0.0303872,thai,All,#4682B4,0
4,39,-2.92876,-0.243173,4.2485,0,-2.77046,0.189602,-2.99573,0,-4.66043,-0.00230014,thai,All,#4682B4,0
5,39,-2.30844,0.37715,4.2485,0,-2.94676,0.0132949,-2.99573,0,-4.75212,-0.0939839,thai,All,#4682B4,0
6,39,-3.05435,-0.368763,4.2485,0,-2.94511,0.0149536,-2.99573,0,-4.72358,-0.0654474,thai,All,#4682B4,0
7,39,-3.36709,-0.681501,4.2485,0,-2.88633,0.0737264,-2.99573,0,-4.73816,-0.0800263,thai,All,#4682B4,0
8,39,-2.20382,0.481774,4.2485,0,-2.97065,-0.0105935,-2.99573,0,-4.74219,-0.0840622,thai,All,#4682B4,0
9,39,-3.52777,-0.842183,4.2485,0,-2.86792,0.0921406,-2.99573,0,-4.72858,-0.0704477,thai,All,#4682B4,0
10,39,-2.6801,0.00549125,4.2485,0,-2.91058,0.0494772,-2.99573,0,-4.68272,-0.0245828,thai,All,#4682B4,0
1,40,-3.23369,-0.548099,4.2485,0,-3.00218,-0.0421233,-2.99573,0,-4.68284,-0.0247063,thai,All,#4682B4,0
2,40,-3.5795,-0.893907,4.2485,0,-3.11724,-0.157176,-2.99573,0,-4.69185,-0.0337192,thai,All,#4682B4,0
3,40,-3.44995,-0.764358,4.2485,0,-3.01054,-0.0504845,-2.99573,0,-4.68364,-0.0255059,thai,All,#4682B4,0
4,40,-3.53962,-0.854028,4.2485,0,-3.06522,-0.105165,-2.99573,0,-4.6641,-0.00596379,thai,All,#4682B4,0
5,40,-3.48373,-0.798142,4.2485,0,-2.97729,-0.0172279,-2.99573,0,-4.64551,0.0126204,thai,All,#4682B4,0
6,40,-3.3185,-0.632908,4.2485,0,-2.94634,0.0137216,-2.99573,0,-4.59957,0.0585635,thai,All,#4682B4,0
7,40,-2.90834,-0.222745,4.2485,0,-2.96445,-0.0043909,-2.99573,0,-4.61178,0.0463573,thai,All,#4682B4,0
8,40,-2.66745,0.018136,4.2485,0,-2.9532,0.00686347,-2.99573,0,-4.55098,0.10715,thai,All,#4682B4,0
9,40,-3.27294,-0.587353,4.2485,0,-3.03339,-0.0733267,-2.99573,0,-4.65244,0.00568933,thai,All,#4682B4,0
10,40,-2.93624,-0.250653,4.2485,0,-2.9084,0.0516606,-2.99573,0,-4.54883,0.109299,thai,All,#4682B4,0
1,41,-2.26039,0.425204,4.2485,0,-3.12969,-0.169627,-2.99573,0,-4.72915,-0.0710183,thai,All,#4682B4,0
2,41,-2.97113,-0.285535,4.2485,0,-3.04068,-0.080623,-2.99573,0,-4.67125,-0.0131193,thai,All,#4682B4,0
3,41,-2.57827,0.107323,4.2485,0,-3.00502,-0.0449591,-2.99573,0,-4.66965,-0.0115207,thai,All,#4682B4,0
4,41,-2.67412,0.0114675,4.2485,0,-3.00615,-0.0460939,-2.99573,0,-4.65575,0.00238305,thai,All,#4682B4,0
5,41,-2.02832,0.657275,4.2485,0,-2.97317,-0.0131109,-2.99573,0,-4.66363,-0.00549251,thai,All,#4682B4,0
6,41,-2.4346,0.250993,4.2485,0,-2.93856,0.0215036,-2.99573,0,-4.64942,0.00870999,thai,All,#4682B4,0
7,41,-3.09869,-0.413098,4.2485,0,-3.02598,-0.0659221,-2.99573,0,-4.72408,-0.0659466,thai,All,#4682B4,0
8,41,-2.47003,0.215563,4.2485,0,-2.92384,0.0362203,-2.99573,0,-4.64828,0.00984776,thai,All,#4682B4,0
9,41,-2.9077,-0.22211,4.2485,0,-3.02595,-0.0658899,-2.99573,0,-4.65101,0.0071255,thai,All,#4682B4,0
10,41,-2.51736,0.168231,4.2485,0,-3.01143,-0.0513725,-2.99573,0,-4.68672,-0.0285828,thai,All,#4682B4,0
1,42,-2.83346,-0.147871,4.2485,0,-2.95041,0.00965222,-2.99573,0,-4.67453,-0.0163993,thai,All,#4682B4,0
2,42,-2.28542,0.400166,4.2485,0,-2.93995,0.0201095,-2.99573,0,-4.66526,-0.0071321,thai,All,#4682B4,0
3,42,-2.18031,0.505277,4.2485,0,-2.86698,0.0930817,-2.99573,0,-4.62237,0.0357624,thai,All,#4682B4,0
4,42,-1.86704,0.818551,4.2485,0,-2.93743,0.0226337,-2.99573,0,-4.60317,0.0549632,thai,All,#4682B4,0
5,42,-2.34277,0.342823,4.2485,0,-2.91409,0.0459737,-2.99573,0,-4.65617,0.00196587,thai,All,#4682B4,0
6,42,-2.68158,0.00400719,4.2485,0,-2.97947,-0.0194098,-2.99573,0,-4.67098,-0.0128451,thai,All,#4682B4,0
7,42,-3.13984,-0.454251,4.2485,0,-2.84449,0.115573,-2.99573,0,-4.63423,0.0239,thai,All,#4682B4,0
8,42,-3.25644,-0.570854,4.2485,0,-2.94823,0.0118334,-2.99573,0,-4.65487,0.0032668,thai,All,#4682B4,0
9,42,-3.23259,-0.546996,4.2485,0,-2.89574,0.0643168,-2.99573,0,-4.67783,-0.0196965,thai,All,#4682B4,0
10,42,-3.40511,-0.719516,4.2485,0,-2.93883,0.0212255,-2.99573,0,-4.69939,-0.0412577,thai,All,#4682B4,0
1,43,-2.26222,0.423373,4.2485,0,-2.84193,0.118131,-2.99573,0,-4.67932,-0.0211826,thai,All,#4682B4,0
2,43,-2.52364,0.161947,4.2485,0,-2.90712,0.0529412,-2.99573,0,-4.69885,-0.0407188,thai,All,#4682B4,0
3,43,-2.91772,-0.232134,4.2485,0,-2.98447,-0.0244116,-2.99573,0,-4.71928,-0.0611509,thai,All,#4682B4,0
4,43,-2.77764,-0.0920463,4.2485,0,-2.93108,0.0289773,-2.99573,0,-4.70521,-0.0470737,thai,All,#4682B4,0
5,43,-2.60624,0.0793499,4.2485,0,-2.90196,0.058099,-2.99573,0,-4.65034,0.00779147,thai,All,#4682B4,0
6,43,-2.92203,-0.236437,4.2485,0,-2.98732,-0.0272604,-2.99573,0,-4.72066,-0.062531,thai,All,#4682B4,0
7,43,-3.08019,-0.394599,4.2485,0,-2.9141,0.045964,-2.99573,0,-4.70402,-0.0458882,thai,All,#4682B4,0
8,43,-2.98453,-0.298939,4.2485,0,-2.94705,0.0130112,-2.99573,0,-4.68508,-0.0269434,thai,All,#4682B4,0
9,43,-2.6705,0.0150865,4.2485,0,-2.9253,0.0347633,-2.99573,0,-4.6731,-0.014967,thai,All,#4682B4,0
10,43,-2.57184,0.11375,4.2485,0,-2.96261,-0.00254874,-2.99573,0,-4.6948,-0.0366695,thai,All,#4682B4,0
1,44,-2.26377,0.421825,4.2485,0,-3.09146,-0.131403,-2.99573,0,-4.6223,0.0358286,thai,All,#4682B4,0
2,44,-1.8215,0.864092,4.2485,0,-3.06672,-0.106659,-2.99573,0,-4.59597,0.0621644,thai,All,#4682B4,0
3,44,-2.6041,0.0814925,4.2485,0,-2.97712,-0.0170618,-2.99573,0,-4.57121,0.0869275,thai,All,#4682B4,0
4,44,-2.21265,0.472938,4.2485,0,-3.05672,-0.0966579,-2.99573,0,-4.61259,0.0455452,thai,All,#4682B4,0
5,44,-2.77093,-0.0853406,4.2485,0,-3.11637,-0.156314,-2.99573,0,-4.66588,-0.00774428,thai,All,#4682B4,0
6,44,-2.87116,-0.18557,4.2485,0,-2.94572,0.0143438,-2.99573,0,-4.58802,0.0701125,thai,All,#4682B4,0
7,44,-1.72388,0.961715,4.2485,0,-2.97622,-0.0161576,-2.99573,0,-4.57844,0.0796963,thai,All,#4682B4,0
8,44,-1.8878,0.797788,4.2485,0,-2.95147,0.00858803,-2.99573,0,-4.59219,0.0659451,thai,All,#4682B4,0
9,44,-1.94617,0.739421,4.2485,0,-3.0924,-0.132342,-2.99573,0,-4.62466,0.0334694,thai,All,#4682B4,0
10,44,-2.45685,0.228739,4.2485,0,-3.06119,-0.101128,-2.99573,0,-4.60479,0.053347,thai,All,#4682B4,0
1,45,-2.44835,0.237243,4.2485,0,-2.97779,-0.0177271,-2.99573,0,-4.69483,-0.0366928,thai,All,#4682B4,0
2,45,-2.5036,0.181994,4.2485,0,-2.98975,-0.0296934,-2.99573,0,-4.73114,-0.0730112,thai,All,#4682B4,0
3,45,-3.27111,-0.585516,4.2485,0,-2.90251,0.0575506,-2.99573,0,-4.72947,-0.0713352,thai,All,#4682B4,0
4,45,-2.65143,0.0341557,4.2485,0,-2.98933,-0.0292726,-2.99573,0,-4.72601,-0.0678771,thai,All,#4682B4,0
5,45,-2.97049,-0.284904,4.2485,0,-2.97781,-0.0177519,-2.99573,0,-4.72415,-0.0660181,thai,All,#4682B4,0
6,45,-2.82371,-0.138118,4.2485,0,-2.95024,0.00981783,-2.99573,0,-4.71908,-0.0609434,thai,All,#4682B4,0
7,45,-3.06273,-0.377136,4.2485,0,-3.05178,-0.0917154,-2.99573,0,-4.7733,-0.11517,thai,All,#4682B4,0
8,45,-2.34269,0.342898,4.2485,0,-2.93,0.0300554,-2.99573,0,-4.67248,-0.014346,thai,All,#4682B4,0
9,45,-2.80206,-0.116468,4.2485,0,-2.96608,-0.00602131,-2.99573,0,-4.68485,-0.0267155,thai,All,#4682B4,0
10,45,-3.89661,-1.21102,4.2485,0,-2.85598,0.104075,-2.99573,0,-4.71877,-0.0606329,thai,All,#4682B4,0
1,46,-2.53686,0.148731,4.2485,0,-3.09997,-0.139906,-2.99573,0,-4.66227,-0.00413502,thai,All,#4682B4,0
2,46,-3.32707,-0.641478,4.2485,0,-3.0056,-0.0455416,-2.99573,0,-4.63163,0.026506,thai,All,#4682B4,0
3,46,-1.83813,0.847464,4.2485,0,-3.11691,-0.156854,-2.99573,0,-4.66128,-0.00315077,thai,All,#4682B4,0
4,46,-2.64454,0.0410469,4.2485,0,-2.92822,0.0318438,-2.99573,0,-4.57357,0.084567,thai,All,#4682B4,0
5,46,-2.19708,0.488509,4.2485,0,-2.98876,-0.0287006,-2.99573,0,-4.60858,0.0495564,thai,All,#4682B4,0
6,46,-3.2854,-0.599811,4.2485,0,-3.01844,-0.0583778,-2.99573,0,-4.62033,0.0377987,thai,All,#4682B4,0
7,46,-2.57259,0.113003,4.2485,0,-3.01301,-0.0529522,-2.99573,0,-4.64819,0.00994719,thai,All,#4682B4,0
8,46,-2.56958,0.116006,4.2485,0,-2.9531,0.00696365,-2.99573,0,-4.58371,0.0744206,thai,All,#4682B4,0
9,46,-2.9515,-0.265911,4.2485,0,-2.99026,-0.0301961,-2.99573,0,-4.6113,0.0468337,thai,All,#4682B4,0
10,46,-2.5442,0.141391,4.2485,0,-3.07061,-0.110547,-2.99573,0,-4.64821,0.00992029,thai,All,#4682B4,0
1,47,-1.6412,1.04439,4.2485,0,-2.92752,0.0325365,-2.99573,0,-4.62842,0.0297136,thai,All,#4682B4,0
2,47,-2.49828,0.187309,4.2485,0,-2.94681,0.0132524,-2.99573,0,-4.68734,-0.0292084,thai,All,#4682B4,0
3,47,-2.59309,0.0925044,4.2485,0,-2.91116,0.048899,-2.99573,0,-4.65106,0.00707089,thai,All,#4682B4,0
4,47,-2.6661,0.0194889,4.2485,0,-2.91613,0.0439257,-2.99573,0,-4.65423,0.00390073,thai,All,#4682B4,0
5,47,-2.45241,0.233183,4.2485,0,-2.88475,0.0753111,-2.99573,0,-4.65525,0.00288037,thai,All,#4682B4,0
6,47,-2.00036,0.685235,4.2485,0,-2.85467,0.105392,-2.99573,0,-4.66622,-0.00809,thai,All,#4682B4,0
7,47,-3.07115,-0.385555,4.2485,0,-2.74805,0.212012,-2.99573,0,-4.60101,0.0571262,thai,All,#4682B4,0
8,47,-2.7354,-0.0498097,4.2485,0,-2.85792,0.102136,-2.99573,0,-4.63185,0.0262867,thai,All,#4682B4,0
9,47,-2.48634,0.199249,4.2485,0,-2.89401,0.066048,-2.99573,0,-4.65157,0.00656017,thai,All,#4682B4,0
10,47,-2.51629,0.169301,4.2485,0,-2.83309,0.126969,-2.99573,0,-4.61861,0.039525,thai,All,#4682B4,0
1,48,-1.85436,0.831234,4.2485,0,-3.05425,-0.0941888,-2.99573,0,-4.72976,-0.0716243,thai,All,#4682B4,0
2,48,-2.95871,-0.273124,4.2485,0,-3.02612,-0.066061,-2.99573,0,-4.7739,-0.115772,thai,All,#4682B4,0
3,48,-1.84315,0.842438,4.2485,0,-2.95898,0.00108078,-2.99573,0,-4.69722,-0.03909,thai,All,#4682B4,0
4,48,-3.09716,-0.411567,4.2485,0,-2.82236,0.137696,-2.99573,0,-4.69628,-0.0381483,thai,All,#4682B4,0
5,48,-2.13137,0.554216,4.2485,0,-2.80798,0.152076,-2.99573,0,-4.65437,0.0037644,thai,All,#4682B4,0
6,48,-2.71526,-0.0296652,4.2485,0,-2.7835,0.176555,-2.99573,0,-4.65019,0.00794482,thai,All,#4682B4,0
7,48,-2.40932,0.27627,4.2485,0,-2.90953,0.0505266,-2.99573,0,-4.67921,-0.0210761,thai,All,#4682B4,0
8,48,-2.55356,0.132028,4.2485,0,-2.83898,0.121079,-2.99573,0,-4.6743,-0.0161722,thai,All,#4682B4,0
9,48,-2.11152,0.574073,4.2485,0,-2.86976,0.0902976,-2.99573,0,-4.67417,-0.0160398,thai,All,#4682B4,0
10,48,-2.38284,0.302746,4.2485,0,-2.8016,0.158458,-2.99573,0,-4.67031,-0.0121725,thai,All,#4682B4,0
1,49,-1.68234,1.00325,4.2485,0,-2.99166,-0.0316014,-2.99573,0,-4.75598,-0.0978511,thai,All,#4682B4,0
2,49,-2.14108,0.544515,4.2485,0,-2.84073,0.119331,-2.99573,0,-4.75054,-0.0924045,thai,All,#4682B4,0
3,49,-2.2937,0.391886,4.2485,0,-2.92863,0.0314342,-2.99573,0,-4.76527,-0.107137,thai,All,#4682B4,0
4,49,-1.81021,0.875381,4.2485,0,-2.86588,0.0941749,-2.99573,0,-4.73666,-0.0785244,thai,All,#4682B4,0
5,49,-2.03648,0.649116,4.2485,0,-2.917,0.0430593,-2.99573,0,-4.74586,-0.0877318,thai,All,#4682B4,0
6,49,-2.61406,0.0715271,4.2485,0,-2.83122,0.128841,-2.99573,0,-4.74786,-0.0897289,thai,All,#4682B4,0
7,49,-2.22276,0.462831,4.2485,0,-2.83713,0.122925,-2.99573,0,-4.72702,-0.0688886,thai,All,#4682B4,0
8,49,-2.39999,0.285602,4.2485,0,-2.7988,0.161262,-2.99573,0,-4.72371,-0.0655805,thai,All,#4682B4,0
9,49,-2.11292,0.572671,4.2485,0,-2.73475,0.225307,-2.99573,0,-4.67509,-0.0169622,thai,All,#4682B4,0
10,49,-1.37236,1.31324,4.2485,0,-2.81764,0.142418,-2.99573,0,-4.68072,-0.0225902,thai,All,#4682B4,0
1,50,-2.36794,0.317655,4.2485,0,-2.89205,0.0680111,-2.99573,0,-4.68003,-0.0219019,thai,All,#4682B4,0
2,50,-2.94426,-0.258669,4.2485,0,-2.83624,0.123817,-2.99573,0,-4.66975,-0.0116185,thai,All,#4682B4,0
3,50,-2.00889,0.676703,4.2485,0,-2.91456,0.0455018,-2.99573,0,-4.66628,-0.00814293,thai,All,#4682B4,0
4,50,-3.31293,-0.627337,4.2485,0,-2.93655,0.0235131,-2.99573,0,-4.66973,-0.0115972,thai,All,#4682B4,0
5,50,-2.31495,0.370642,4.2485,0,-3.013,-0.052939,-2.99573,0,-4.72165,-0.0635185,thai,All,#4682B4,0
6,50,-2.85067,-0.165083,4.2485,0,-2.9853,-0.0252384,-2.99573,0,-4.74647,-0.0883331,thai,All,#4682B4,0
7,50,-3.49312,-0.807532,4.2485,0,-2.87875,0.0813061,-2.99573,0,-4.6831,-0.0249688,thai,All,#4682B4,0
8,50,-3.29381,-0.608224,4.2485,0,-2.9142,0.0458576,-2.99573,0,-4.69695,-0.0388145,thai,All,#4682B4,0
9,50,-2.56467,0.120919,4.2485,0,-2.93648,0.0235797,-2.99573,0,-4.70456,-0.0464319,thai,All,#4682B4,0
10,50,-2.58129,0.104301,4.2485,0,-2.88431,0.0757488,-2.99573,0,-4.61554,0.0425958,thai,All,#4682B4,0
1,51,-3.32866,-0.643067,4.2485,0,-2.98086,-0.0208014,-2.99573,0,-4.69336,-0.0352281,thai,All,#4682B4,0
2,51,-3.51453,-0.82894,4.2485,0,-2.91178,0.0482835,-2.99573,0,-4.65989,-0.00175559,thai,All,#4682B4,0
3,51,-2.72557,-0.0399783,4.2485,0,-2.98192,-0.0218627,-2.99573,0,-4.67356,-0.0154254,thai,All,#4682B4,0
4,51,-3.18016,-0.494573,4.2485,0,-2.90445,0.0556051,-2.99573,0,-4.65597,0.00215787,thai,All,#4682B4,0
5,51,-2.75027,-0.0646819,4.2485,0,-2.91506,0.0450002,-2.99573,0,-4.67836,-0.0202291,thai,All,#4682B4,0
6,51,-2.75175,-0.0661624,4.2485,0,-2.90484,0.0552182,-2.99573,0,-4.67132,-0.0131883,thai,All,#4682B4,0
7,51,-2.72012,-0.034528,4.2485,0,-3.0619,-0.101842,-2.99573,0,-4.68459,-0.0264599,thai,All,#4682B4,0
8,51,-2.92498,-0.239386,4.2485,0,-2.98709,-0.0270303,-2.99573,0,-4.69276,-0.0346243,thai,All,#4682B4,0
9,51,-2.66507,0.0205233,4.2485,0,-2.95293,0.00712513,-2.99573,0,-4.69781,-0.0396768,thai,All,#4682B4,0
10,51,-2.92023,-0.234638,4.2485,0,-2.94061,0.0194498,-2.99573,0,-4.6664,-0.00827054,thai,All,#4682B4,0
1,1,-3.99599,-1.3104,4.2485,0,-2.94505,0.015011,-2.99573,0,-4.68247,-0.0243404,africa,All,#4682B4,0
2,1,-2.42886,0.25673,4.2485,0,-2.96355,-0.0034895,-2.99573,0,-4.60742,0.0507159,africa,All,#4682B4,0
3,1,-3.57184,-0.886251,4.2485,0,-3.01296,-0.0529009,-2.99573,0,-4.73351,-0.0753777,africa,All,#4682B4,0
4,1,-2.7488,-0.0632053,4.2485,0,-2.87188,0.0881753,-2.99573,0,-4.65116,0.0069698,africa,All,#4682B4,0
5,1,-1.86526,0.820329,4.2485,0,-2.9359,0.0241598,-2.99573,0,-4.65671,0.00142368,africa,All,#4682B4,0
6,1,-2.94156,-0.255967,4.2485,0,-2.92193,0.0381334,-2.99573,0,-4.66331,-0.00517519,africa,All,#4682B4,0
7,1,-2.71839,-0.0328005,4.2485,0,-2.89335,0.0667108,-2.99573,0,-4.66512,-0.00698285,africa,All,#4682B4,0
8,1,-3.06561,-0.380016,4.2485,0,-3.02397,-0.0639085,-2.99573,0,-4.70007,-0.0419367,africa,All,#4682B4,0
9,1,-3.80555,-1.11996,4.2485,0,-2.94298,0.0170799,-2.99573,0,-4.7201,-0.0619662,africa,All,#4682B4,0
10,1,-2.64024,0.0453498,4.2485,0,-2.9459,0.0141595,-2.99573,0,-4.60812,0.0500118,africa,All,#4682B4,0
1,2,-1.90073,0.784857,4.2485,0,-2.95499,0.00506657,-2.99573,0,-4.63256,0.0255769,africa,All,#4682B4,0
2,2,-2.95214,-0.266553,4.2485,0,-2.99845,-0.0383854,-2.99573,0,-4.70727,-0.0491359,africa,All,#4682B4,0
3,2,-3.09503,-0.409438,4.2485,0,-2.90929,0.0507691,-2.99573,0,-4.65412,0.00401699,africa,All,#4682B4,0
4,2,-2.9343,-0.248712,4.2485,0,-3.02116,-0.0611038,-2.99573,0,-4.69058,-0.0324477,africa,All,#4682B4,0
5,2,-3.12512,-0.439534,4.2485,0,-2.94144,0.0186172,-2.99573,0,-4.68405,-0.0259148,africa,All,#4682B4,0
6,2,-2.01595,0.669638,4.2485,0,-2.86742,0.0926443,-2.99573,0,-4.62124,0.0368904,africa,All,#4682B4,0
7,2,-1.98145,0.704141,4.2485,0,-2.85887,0.101185,-2.99573,0,-4.66745,-0.00932092,africa,All,#4682B4,0
